time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,a1_retransmissions_ul_count,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006103515625,0.0083684921264648,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061500072479248,0.0088214874267578,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059413909912109,0.0081300735473632,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063382485062603,0.0084400177001953,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0038729947909974,0.0045299530029296,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,144.408,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,20855.656,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00680673240435,0.0090599060058593,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0039200303415772,0.0047683715820312,0.0,0.0087916851043701,0.0128030776977539,0.496,0.0,1.424,0.0,0.0,0.0,118.448,6.104,6.92,0.0,0.0058809916178385,0.008392333984375,8729.704,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060553574443456,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062685201663782,0.008559226989746,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0039609540410402,0.0047683715820312,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,0.0,1322.312,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063115684547234,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0166893005371093,0.0166893005371093,0.003902644176648,0.0045299530029296,0.0,0.0116825103759765,0.0217914581298828,0.496,0.0,1.424,0.0,0.0,0.0,117.192,4.52,3.504,0.0,0.0073909759521484,0.0098228454589843,3866.6,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005953311920166,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0088214874267578,0.0104904174804687,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0061988830566406,0.0069618225097656,0.0104904174804687,0.0,0.0,0.496,0.0,1.424,0.0,0.848,0.848,112.0,0.0,0.0,0.0,0.0,0.0,4.272,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060218395573077,0.0078678131103515,0.009775161743164,0.009775161743164,0.0057220458984375,0.0042915344238281,0.0057220458984375,0.0109672546386718,0.0109672546386718,0.0045150518417358,0.0069141387939453,0.0042915344238281,0.0,0.0,0.496,0.0,1.392,0.0,0.848,0.848,122.384,0.0,0.0,0.0,0.0,0.0,169.392,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061575729067962,0.0083208084106445,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0050067901611328,0.0053882598876953,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,117.968,0.0,0.0,0.0,0.0,0.0,5.616,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062060000291511,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0090599060058593,0.0090599060058593,0.0,0.0103950500488281,0.0186443328857421,0.496,0.0,1.424,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0060558319091796,0.0075340270996093,1.192,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060968731173235,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0047683715820312,0.0047683715820312,0.0,0.0103950500488281,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0063419342041015,0.0081539154052734,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006231768377896,0.0085353851318359,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0038793481932095,0.0045299530029296,0.0,0.0102043151855468,0.0232696533203125,0.496,0.0,1.36,0.0,0.0,0.0,127.576,8.264,7.736,0.0,0.0062227249145507,0.0085830688476562,9387.416,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069936116536458,0.0095367431640625,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0038626341133142,0.0045299530029296,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,17244.104,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060296058654785,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0060796737670898,0.0069379806518554,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,15.792,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061363276868763,0.008559226989746,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0038833119148431,0.0045061111450195,0.0,0.0,0.0,0.496,0.0,1.392,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,0.0,11919.936,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069955788036384,0.0097513198852539,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0038584976485281,0.0045299530029296,0.0,0.0100135803222656,0.0187873840332031,0.496,0.0,1.424,0.0,0.0,0.0,118.448,3.744,4.232,0.0,0.0059127807617187,0.00762939453125,18206.032,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059497890187733,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0047683715820312,0.0047683715820312,0.0,0.0110626220703125,0.0214576721191406,0.496,0.0,1.424,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0063896179199218,0.008249282836914,1.192,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005988932367581,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0066757202148437,0.0066757202148437,0.0,0.0104188919067382,0.0237703323364257,0.496,0.0,1.36,0.0,0.0,0.0,113.256,8.264,7.736,0.0,0.0060558319091796,0.0079154968261718,1.192,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058972835540771,0.0076532363891601,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061988830566406,0.0085115432739257,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.003886170668988,0.0045299530029296,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,132.768,0.0,0.0,0.0,0.0,0.0,5227.576,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061380863189697,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0049670537312825,0.0065565109252929,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,43.648,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072776681125754,0.0100135803222656,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0038656423418571,0.0045299530029296,0.0,0.0094890594482421,0.0172138214111328,0.496,0.0,1.392,0.0,0.0,0.0,122.384,3.744,4.232,0.0,0.0075340270996093,0.0099658966064453,49917.912,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.007500102863976,0.009775161743164,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0039215030459585,0.0045299530029296,0.0,0.0122547149658203,0.0245571136474609,0.496,0.0,1.424,0.0,0.0,0.0,117.192,3.744,4.232,0.0,0.0073909759521484,0.0095367431640625,34302.856,0
