time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,a1_retransmissions_ul_count,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059413909912109,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0050067901611328,0.0064373016357421,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.424,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,60.976,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061249732971191,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.392,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069235346000182,0.0094890594482421,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0038725658527855,0.0045299530029296,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,127.576,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,16564.128,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00604705430975,0.0081062316894531,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0047683715820312,0.0047683715820312,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.424,0.0,0.0,0.0,113.256,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,1.192,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060933146310682,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0064373016357421,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,113.256,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,1.192,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063685042348074,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0069141387939453,0.0069141387939453,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,113.256,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,1.192,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006030797958374,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058734416961669,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058841705322265,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058412551879882,0.0076532363891601,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006133644141961,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0052452087402343,0.0052452087402343,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,113.256,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,1.192,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061103613069742,0.0080823898315429,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0055432319641113,0.0077009201049804,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.392,0.0,0.0,0.0,118.448,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,30.24,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059899717274278,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0047683715820312,0.0056266784667968,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.424,0.0,0.0,0.0,118.448,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,21.304,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059568881988525,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.392,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005955696105957,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060653686523437,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061166286468505,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060636605789412,0.0083446502685546,0.0064611434936523,0.0056028366088867,0.0,0.0,0.0,0.0085830688476562,0.0091552734375,0.0052452087402343,0.0052452087402343,0.0,0.009686858565719,0.0195980072021484,1.344,0.0,2.208,0.0,0.0,0.0,113.256,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,1.192,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0057493276263943,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0090599060058593,0.0090599060058593,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,113.256,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061822767874494,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0057220458984375,0.0057220458984375,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,113.256,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061225891113281,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.009686858565719,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,19.048,20.424,0.0,0.006263072674091,0.0082254409790039,0.0,0
