time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063357966961246,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0063896179199218,0.0060399373372395,0.0085830688476562,0.0078678131103515,0.0085830688476562,0.0080108642578125,0.012826919555664,0.0244140625,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,118.448,19.384,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069809420673167,0.009775161743164,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0072002410888671,0.0038535004217341,0.0133514404296875,0.0045299530029296,0.0133514404296875,0.0088214874267578,0.0110387802124023,0.0261545181274414,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,144.408,34565.864,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073355023223574,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0038841063297759,0.009775161743164,0.0045299530029296,0.009775161743164,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,8639.76,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062429904937744,0.0083684921264648,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0063896179199218,0.0061988830566406,0.0088214874267578,0.0061988830566406,0.0088214874267578,0.0077724456787109,0.0122547149658203,0.0236988067626953,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,112.0,2.92,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061511993408203,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.006723403930664,0.0,0.0133514404296875,0.0,0.0133514404296875,0.0090599060058593,0.0114917755126953,0.0215530395507812,0.496,1.392,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062036514282226,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0063521521432059,0.0,0.0131130218505859,0.0,0.0131130218505859,0.008702278137207,0.0112652778625488,0.026702880859375,0.496,1.36,0.0,0.0,11.44,12.536,0.0,0.0,112.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061312718177909,0.0081062316894531,0.00762939453125,0.0101089477539062,0.0,0.0,0.0065803527832031,0.0073909759521484,0.0101327896118164,0.0073909759521484,0.011754035949707,0.0077724456787109,0.0112056732177734,0.0214099884033203,1.344,2.208,0.0,0.0,4.232,3.744,0.0,0.0,116.552,4.264,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061312718177909,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0,0.0060319900512695,0.0073909759521484,0.0121593475341796,0.0073909759521484,0.0121593475341796,0.0083684921264648,0.0110387802124023,0.0260353088378906,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,116.552,4.264,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062558188367245,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0092983245849609,0.0131130218505859,0.0092983245849609,0.0131130218505859,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0060558319091796,0.0045299530029296,0.0081062316894531,0.0045299530029296,0.0081062316894531,0.0088214874267578,0.010538101196289,0.0214099884033203,0.496,1.36,0.0,0.0,15.544,14.52,0.0,0.0,113.256,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062154893258317,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0057220458984375,0.0047683715820312,0.0107288360595703,0.0047683715820312,0.0107288360595703,0.0071048736572265,0.0102996826171875,0.0191688537597656,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060212612152099,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0065735408238002,0.0,0.0107288360595703,0.0,0.0107288360595703,0.0091552734375,0.0108182430267333,0.0264644622802734,0.496,1.36,0.0,0.0,11.44,12.536,0.0,0.0,112.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062644481658935,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0056266784667968,0.0,0.0107288360595703,0.0,0.0107288360595703,0.0072479248046875,0.0118255615234375,0.0227928161621093,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061714649200439,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0061988830566406,0.0,0.0095367431640625,0.0,0.0095367431640625,0.0081300735473632,0.010848045349121,0.0265359878540039,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061858352737047,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0060399373372395,0.009775161743164,0.0090599060058593,0.009775161743164,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.192,25.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063566426139565,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0056266784667968,0.0064373016357421,0.0109672546386718,0.0081539154052734,0.0109672546386718,0.0071525573730468,0.0109195709228515,0.0209331512451171,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,3.68,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061372431313119,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0058650970458984,0.0054836273193359,0.0057220458984375,0.0058889389038085,0.0057220458984375,0.0072956085205078,0.0107288360595703,0.0204086303710937,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,123.656,7.952,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062973345097024,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.006103515625,0.0052452087402343,0.013589859008789,0.0052452087402343,0.013589859008789,0.0084877014160156,0.010840098063151,0.0271320343017578,0.496,1.424,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1.192,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006103515625,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.005960464477539,0.0,0.00762939453125,0.0,0.00762939453125,0.0077247619628906,0.011301040649414,0.0211715698242187,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060808658599853,0.0081062316894531,0.00762939453125,0.00762939453125,0.0069141387939453,0.0071048736572265,0.0064849853515625,0.0,0.0066757202148437,0.0,0.0066757202148437,0.0088214874267578,0.0110864639282226,0.0263690948486328,0.496,1.36,1.696,1.696,7.736,8.264,0.0094175338745117,0.0135183334350585,112.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062498880262991,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0090599060058593,0.0123977661132812,0.0090599060058593,0.0123977661132812,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.192,5.56,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063123054874753,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0065803527832031,0.0064637925889756,0.0123977661132812,0.0087261199951171,0.0123977661132812,0.0085830688476562,0.01220703125,0.02288818359375,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,134.128,34.744,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062472749464582,0.0083446502685546,0.009775161743164,0.009775161743164,0.0,0.0,0.0058174133300781,0.0053246815999348,0.0131130218505859,0.0066757202148437,0.0131130218505859,0.0072002410888671,0.0105857849121093,0.0191688537597656,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,116.544,27.728,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061288994936207,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.005960464477539,0.005960464477539,0.0154972076416015,0.005960464477539,0.0154972076416015,0.0083446502685546,0.0105698903401692,0.0270366668701171,0.496,1.424,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062356540812781,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0059127807617187,0.0064373016357421,0.0121593475341796,0.0064373016357421,0.0121593475341796,0.0075817108154296,0.0110149383544921,0.0208377838134765,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063329193722549,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0060319900512695,0.0069141387939453,0.0119209289550781,0.0069141387939453,0.0119209289550781,0.008392333984375,0.0117778778076171,0.0289678573608398,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,116.632,4.344,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061762332916259,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0085830688476562,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063836574554443,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0074386596679687,0.0,0.0083446502685546,0.0,0.0083446502685546,0.0095367431640625,0.0118732452392578,0.0224590301513671,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063337930818883,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.006103515625,0.0050801497239332,0.0061988830566406,0.0069618225097656,0.0061988830566406,0.0080108642578125,0.011444091796875,0.0225067138671875,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,133.336,61.08,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062744216163559,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0063419342041015,0.0049769878387451,0.0116825103759765,0.0059366226196289,0.0116825103759765,0.0088214874267578,0.0111897786458333,0.0277519226074218,0.496,1.424,0.0,0.0,11.968,12.008,0.0,0.0,115.616,50.256,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064231381557955,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0,0.0061988830566406,0.0049273173014322,0.0143051147460937,0.006103515625,0.0143051147460937,0.0077724456787109,0.0113964080810546,0.0210285186767578,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,115.68,42.84,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063874828281687,0.0088214874267578,0.009775161743164,0.009775161743164,0.0,0.0,0.0062253740098741,0.0061988830566406,0.0159740447998046,0.0061988830566406,0.0159740447998046,0.0089168548583984,0.0107721848921342,0.0269412994384765,0.496,1.424,0.0,0.0,7.208,8.792,0.0,0.0,113.256,1.192,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062751770019531,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0071525573730468,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060641765594482,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0057697296142578,0.0,0.0112056732177734,0.0,0.0112056732177734,0.0071525573730468,0.0107765197753906,0.0205516815185546,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061714649200439,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0,0.006723403930664,0.0,0.0107288360595703,0.0,0.0107288360595703,0.0096797943115234,0.0109672546386718,0.0206947326660156,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063823718650668,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0061353047688802,0.0057816505432128,0.0064373016357421,0.0072717666625976,0.0064373016357421,0.0085830688476562,0.0108877817789713,0.0278949737548828,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,121.28,25.664,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063127546168085,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0063419342041015,0.00762939453125,0.0107288360595703,0.00762939453125,0.0107288360595703,0.00762939453125,0.0111579895019531,0.0205516815185546,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063518979656162,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0061988830566406,0.0088214874267578,0.0094175338745117,0.0088214874267578,0.0121831893920898,0.00762939453125,0.0118992545387961,0.0283718109130859,1.344,2.208,0.0,0.0,7.208,8.792,0.0,0.0,113.256,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006132457979876,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0069141387939453,0.0073909759521484,0.0069141387939453,0.0073909759521484,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006423277013442,0.0088214874267578,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0072002410888671,0.0049972534179687,0.0107288360595703,0.0059127807617187,0.0107288360595703,0.0108718872070312,0.0108718872070312,0.0197410583496093,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,131.864,106.936,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062835216522216,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0058650970458984,0.0046491622924804,0.0104904174804687,0.0052690505981445,0.0104904174804687,0.0075817108154296,0.011301040649414,0.0217437744140625,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,112.0,20.96,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061631202697753,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0062306722005208,0.0,0.0081062316894531,0.0,0.0081062316894531,0.0087738037109375,0.0117142995198567,0.0280380249023437,0.496,1.392,0.0,0.0,11.968,12.008,0.0,0.0,112.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062191486358642,0.0081300735473632,0.0085830688476562,0.0085830688476562,0.0,0.0,0.005340576171875,0.0,0.0107288360595703,0.0,0.0107288360595703,0.0061511993408203,0.0118255615234375,0.0207424163818359,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234467919193,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0060796737670898,0.0085830688476562,0.0078678131103515,0.0085830688476562,0.0078678131103515,0.0083684921264648,0.0108242034912109,0.0256299972534179,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006031634202644,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.005960464477539,0.0061988830566406,0.005960464477539,0.0061988830566406,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065488008717399,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0060558319091796,0.0050067901611328,0.0121593475341796,0.0050067901611328,0.0121593475341796,0.0075340270996093,0.0110626220703125,0.0207901000976562,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006479792075582,0.0090360641479492,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0061511993408203,0.0069141387939453,0.0057220458984375,0.0086307525634765,0.0057220458984375,0.0078678131103515,0.0107288360595703,0.0200271606445312,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,119.712,7.68,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063574314117431,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.006262461344401,0.0,0.011444091796875,0.0,0.011444091796875,0.0087261199951171,0.0110785166422526,0.0274658203125,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,112.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063169002532958,0.0086069107055664,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0061988830566406,0.0,0.0109672546386718,0.0,0.0109672546386718,0.0079154968261718,0.0108242034912109,0.0208377838134765,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062990188598632,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0060081481933593,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0083684921264648,0.0108718872070312,0.0265121459960937,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063008929959577,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0079870223999023,0.0096082687377929,0.0,0.0100135803222656,0.0314712524414062,0.0100135803222656,0.0314712524414062,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,35.02166271209717,35.024428367614746,113.256,1.192,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006381747792068,0.008702278137207,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0060558319091796,0.0067551930745442,0.0085830688476562,0.0101327896118164,0.0085830688476562,0.0076770782470703,0.0113964080810546,0.0215053558349609,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,128.112,14.832,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062543566864315,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0063578287760416,0.0069141387939453,0.0077247619628906,0.0069141387939453,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,20.184,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006258487701416,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0066280364990234,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0091314315795898,0.0119686126708984,0.0301837921142578,0.496,1.424,0.0,0.0,8.464,7.488,0.0,0.0,112.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006181001663208,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0062306722005208,0.0,0.0092983245849609,0.0,0.0092983245849609,0.0088214874267578,0.0115076700846354,0.028848648071289,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,112.0,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063999026429419,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0059366226196289,0.0054001808166503,0.0138282775878906,0.008392333984375,0.0138282775878906,0.0083684921264648,0.0113964080810546,0.0257730484008789,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,123.744,116.384,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062202339741721,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0047116052536737,0.0054836273193359,0.0069141387939453,0.0054836273193359,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,114.456,176.056,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061787183011942,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0078678131103515,0.0126361846923828,0.0078678131103515,0.0126361846923828,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061799044632793,0.0088214874267578,0.0100135803222656,0.0100135803222656,0.0,0.0,0.006866455078125,0.0061988830566406,0.0123977661132812,0.0061988830566406,0.0123977661132812,0.0094413757324218,0.0114917755126953,0.0218391418457031,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063305470480847,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.006270408630371,0.0052452087402343,0.0069141387939453,0.0052452087402343,0.0069141387939453,0.0088691711425781,0.0110387802124023,0.0282526016235351,0.496,1.36,0.0,0.0,8.464,7.488,0.0,0.0,113.256,1.192,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006343126296997,0.0081300735473632,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0061988830566406,0.0,0.0066757202148437,0.0,0.0066757202148437,0.0089645385742187,0.0127474466959635,0.0321865081787109,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,112.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061142444610595,0.0078916549682617,0.0071525573730468,0.0071525573730468,0.0,0.0,0.006723403930664,0.0,0.009775161743164,0.0,0.009775161743164,0.009012222290039,0.0122547149658203,0.0289201736450195,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,1
