time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063163131030637,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0088214874267578,0.0073909759521484,0.0088214874267578,0.0073909759521484,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,115.4,3.112,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060535058742616,0.008249282836914,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0061591466267903,0.0119209289550781,0.0084638595581054,0.0119209289550781,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,131.832,39.408,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060280757163887,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.005960464477539,0.0057220458984375,0.0090599060058593,0.0057220458984375,0.0090599060058593,0.0076770782470703,0.0120162963867187,0.0231266021728515,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061514365732373,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0066041946411132,0.0061988830566406,0.0054836273193359,0.0061988830566406,0.0054836273193359,0.0088691711425781,0.0114679336547851,0.0282049179077148,0.496,1.36,0.0,0.0,8.464,7.488,0.0,0.0,113.256,1.192,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062307508865205,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0068630490984235,0.0071525573730468,0.011444091796875,0.0088691711425781,0.011444091796875,0.011610984802246,0.0108182430267333,0.0268220901489257,0.496,1.36,0.0,0.0,11.44,12.536,0.0,0.0,115.552,3.2,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060909423068981,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0060319900512695,0.0066757202148437,0.0092983245849609,0.0066757202148437,0.0092983245849609,0.0088453292846679,0.0107049942016601,0.0257253646850585,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,117.192,10.76,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060909423068981,0.0081062316894531,0.0066757202148437,0.0070571899414062,0.0,0.0,0.0,0.0066757202148437,0.0106096267700195,0.0066757202148437,0.0124216079711914,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,0.0,0.0,0.0,117.192,10.76,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060909423068981,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.006564458211263,0.0066757202148437,0.0102519989013671,0.0066757202148437,0.0102519989013671,0.0092506408691406,0.0098069508870442,0.0197410583496093,0.496,1.36,0.0,0.0,11.312,10.776,0.0,0.0,117.192,10.76,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060909423068981,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0061988830566406,0.0066757202148437,0.0138282775878906,0.0066757202148437,0.0138282775878906,0.0076770782470703,0.012063980102539,0.0217914581298828,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,117.192,10.76,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006219047812087,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0059843063354492,0.0069141387939453,0.0107288360595703,0.0069141387939453,0.0107288360595703,0.0085830688476562,0.0115394592285156,0.0298023223876953,0.496,1.36,0.0,0.0,8.464,7.488,0.0,0.0,113.256,1.192,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063032653201278,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0064531962076822,0.0069141387939453,0.0073909759521484,0.0069141387939453,0.0073909759521484,0.0089645385742187,0.0109831492106119,0.0272274017333984,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1.192,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061476230621337,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0062942504882812,0.0088214874267578,0.0054836273193359,0.0088214874267578,0.0054836273193359,0.0086545944213867,0.0114202499389648,0.0267267227172851,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,112.696,1.192,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066804885864257,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067830085754394,0.0088453292846679,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0131130218505859,0.0,0.0131130218505859,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006377106845969,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0064373016357421,0.0069141387939453,0.0100135803222656,0.0086307525634765,0.0100135803222656,0.0085830688476562,0.0118732452392578,0.0231266021728515,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,118.368,5.792,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063049793243408,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0057220458984375,0.0,0.0057220458984375,0.0,0.0057220458984375,0.0068187713623046,0.0111189755526455,0.0293254852294921,0.496,1.424,0.0,0.0,7.936,8.016,0.0,0.0,112.0,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064432324461675,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0069459279378255,0.0054836273193359,0.0078678131103515,0.0054836273193359,0.0078678131103515,0.0092029571533203,0.0111262003580729,0.0284194946289062,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062712389438306,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0,0.006103515625,0.0083446502685546,0.0123977661132812,0.0083446502685546,0.0123977661132812,0.0086307525634765,0.0108003616333007,0.0257015228271484,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062807282405113,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0057220458984375,0.0061988830566406,0.0057220458984375,0.0061988830566406,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062036514282226,0.0081300735473632,0.00762939453125,0.00762939453125,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0128746032714843,0.0,0.0128746032714843,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,35.01081466674805,35.01081466674805,112.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061738491058349,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0066757202148437,0.0066757202148437,0.0069618225097656,0.0,0.0085830688476562,0.0,0.0085830688476562,0.0096797943115234,0.0109195709228515,0.020599365234375,0.496,1.36,0.848,0.848,4.232,3.744,35.01486778259277,35.01486778259277,112.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061622940667785,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0072055392795138,0.0088214874267578,0.0052452087402343,0.0088214874267578,0.0052452087402343,0.0107765197753906,0.0112273476340553,0.028848648071289,0.496,1.36,0.0,0.0,7.936,8.016,0.0,0.0,116.528,3.952,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061847195766939,0.0083446502685546,0.009775161743164,0.009775161743164,0.0,0.0,0.0062147776285807,0.0050663948059082,0.0107288360595703,0.0071048736572265,0.0107288360595703,0.0084877014160156,0.011301040649414,0.0278472900390625,0.496,1.424,0.0,0.0,11.968,12.008,0.0,0.0,119.552,27.84,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062095585154063,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.006270408630371,0.0054836273193359,0.0073909759521484,0.0054836273193359,0.0073909759521484,0.0086307525634765,0.0108003616333007,0.026106834411621,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061597397078329,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0069141387939453,0.0083446502685546,0.0069141387939453,0.0083446502685546,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0088214874267578,0.0083446502685546,0.0088214874267578,0.0083446502685546,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064668088856309,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0058174133300781,0.0078678131103515,0.0073909759521484,0.009012222290039,0.0073909759521484,0.0072956085205078,0.0110149383544921,0.0209808349609375,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,118.464,5.888,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006233281757108,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0064713614327566,0.008249282836914,0.0061511993408203,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0081062316894531,0.0115156173706054,0.0284194946289062,0.496,1.424,9.168,12.912,8.464,7.488,35.008123942783904,35.00962257385254,114.424,2.136,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067280560005001,0.0095367431640625,0.0083446502685546,0.0083446502685546,0.0080267588297526,0.0086307525634765,0.0059763590494791,0.0042999823262372,0.0100135803222656,0.0052452087402343,0.0100135803222656,0.0083446502685546,0.0109513600667317,0.0266551971435546,0.496,1.424,2.56,13.424,11.968,12.008,35.00926494598389,35.00936031341553,135.48,4639.84,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071644189938976,0.0100135803222656,0.0104904174804687,0.0104904174804687,0.0,0.0,0.007033348083496,0.0043067303332653,0.0157356262207031,0.0050067901611328,0.0157356262207031,0.0088214874267578,0.0115871429443359,0.0311136245727539,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,117.192,7649.296,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072035623427054,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0071525573730468,0.0081539154052734,0.0,0.0043828704713042,0.0064373016357421,0.0052452087402343,0.0064373016357421,0.0,0.0,0.0,0.496,1.424,5.696,8.608,0.0,0.0,35.01176834106445,35.01791954040527,117.888,6475.336,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076685378800577,0.0102519989013671,0.0102519989013671,0.0102519989013671,0.0067710876464843,0.0078201293945312,0.0,0.0044158299763997,0.0109672546386718,0.0052452087402343,0.0109672546386718,0.0,0.0,0.0,0.496,1.424,16.656,5.04,0.0,0.0,35.00876426696777,35.00986099243164,117.824,6065.056,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071537376630424,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0060081481933593,0.0043622979290409,0.0100135803222656,0.0052452087402343,0.0100135803222656,0.00762939453125,0.0104904174804687,0.0200748443603515,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,118.448,1912.648,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070078455986668,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0058889389038085,0.0049352645874023,0.0088214874267578,0.0057220458984375,0.0088214874267578,0.0083446502685546,0.0107288360595703,0.0274658203125,0.496,1.84,0.0,0.0,8.464,7.488,0.0,0.0,114.392,186.56,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068557262420654,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0060558319091796,0.0052452087402343,0.0126361846923828,0.0059127807617187,0.0126361846923828,0.0085830688476562,0.0106016794840494,0.0265121459960937,0.496,1.84,0.0,0.0,11.968,12.008,0.0,0.0,112.0,26.584,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069401051738474,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0,0.006723403930664,0.0047529897382182,0.0073909759521484,0.0056982040405273,0.0073909759521484,0.0088930130004882,0.010538101196289,0.0272035598754882,0.496,1.808,0.0,0.0,7.736,8.264,0.0,0.0,122.384,490.64,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074040237350843,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0046781131199428,0.0107288360595703,0.0054836273193359,0.0107288360595703,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,117.192,1113.856,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071324924431224,0.0090599060058593,0.008702278137207,0.0118494033813476,0.0,0.0,0.0,0.0046472996473312,0.0085830688476562,0.0054836273193359,0.01068115234375,0.0,0.0,0.0,1.344,2.688,0.0,0.0,0.0,0.0,0.0,0.0,118.448,954.832,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069117664697751,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0,0.005960464477539,0.0081062316894531,0.013589859008789,0.0081062316894531,0.013589859008789,0.0073432922363281,0.0115394592285156,0.0207424163818359,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070127947577114,0.0087738037109375,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0064373016357421,0.0045922425416138,0.0085830688476562,0.0057220458984375,0.0085830688476562,0.0089883804321289,0.0104904174804687,0.026106834411621,0.496,1.808,0.0,0.0,8.464,7.488,0.0,0.0,123.64,884.696,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069987773895263,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0060399373372395,0.0042814128803757,0.0116825103759765,0.0052452087402343,0.0116825103759765,0.0081062316894531,0.0106652577718098,0.0260353088378906,0.496,1.84,0.0,0.0,11.968,12.008,0.0,0.0,112.0,2003.312,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070047378540039,0.0088214874267578,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0061988830566406,0.0,0.0061988830566406,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066864490509033,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.006270408630371,0.0,0.0071525573730468,0.0,0.0071525573730468,0.0084161758422851,0.0110149383544921,0.0255823135375976,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070695783577713,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0043137432777718,0.0104904174804687,0.0050067901611328,0.0104904174804687,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,132.768,2987.768,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075751011914545,0.009775161743164,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0065803527832031,0.0042587124828725,0.0081062316894531,0.0050783157348632,0.0081062316894531,0.0084877014160156,0.01068115234375,0.0200748443603515,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,118.448,8477.792,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076789667110631,0.0100135803222656,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0062942504882812,0.00419271001673,0.009775161743164,0.0050067901611328,0.009775161743164,0.00762939453125,0.0102519989013671,0.019073486328125,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,118.448,11638.84,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073008276336821,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0062783559163411,0.0042557378666259,0.0116825103759765,0.0050067901611328,0.0116825103759765,0.0088691711425781,0.010999043782552,0.0267982482910156,0.496,1.84,0.0,0.0,11.968,12.008,0.0,0.0,113.256,3173.816,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070703029632568,0.0090599060058593,0.00762939453125,0.00762939453125,0.0,0.0,0.005960464477539,0.0,0.011444091796875,0.0,0.011444091796875,0.0066041946411132,0.0113646189371744,0.021219253540039,0.496,1.84,0.0,0.0,3.704,4.272,0.0,0.0,112.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071995364034117,0.0092983245849609,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0066995620727539,0.0042966949991333,0.0088214874267578,0.0050067901611328,0.0088214874267578,0.0086545944213867,0.0108957290649414,0.0252246856689453,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,127.576,4266.144,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0079484721321371,0.0102519989013671,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0042697542049562,0.0123977661132812,0.0050067901611328,0.0123977661132812,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,117.192,12446.112,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007730218308482,0.0100135803222656,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0062942504882812,0.0043767737839026,0.0100135803222656,0.0052452087402343,0.0100135803222656,0.0078201293945312,0.0103473663330078,0.0193595886230468,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,117.192,6416.384,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007011404084922,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0060081481933593,0.0043556469829142,0.0112056732177734,0.0050067901611328,0.0112056732177734,0.0073432922363281,0.0111579895019531,0.0219345092773437,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,113.256,923.672,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070210160880253,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0061829884847005,0.0045448541641235,0.0107288360595703,0.0052452087402343,0.0107288360595703,0.0084877014160156,0.0105539957682291,0.0264167785644531,0.496,1.808,0.0,0.0,11.968,12.008,0.0,0.0,123.64,797.152,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067492622641188,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0065326690673828,0.0050067901611328,0.0107288360595703,0.0050067901611328,0.0107288360595703,0.008392333984375,0.0107765197753906,0.0205516815185546,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068271160125732,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0057935714721679,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0079154968261718,0.0108957290649414,0.0253915786743164,0.496,1.808,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068438053131103,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0083446502685546,0.0,0.0083446502685546,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070118904113769,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0068187713623046,0.0,0.0092983245849609,0.0,0.0092983245849609,0.0096321105957031,0.0103950500488281,0.0195026397705078,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066280364990234,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.006866455078125,0.0,0.0119209289550781,0.0,0.0119209289550781,0.0083446502685546,0.0110626220703125,0.0210285186767578,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068581104278564,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0060081481933593,0.0,0.0133514404296875,0.0,0.0133514404296875,0.008392333984375,0.0108957290649414,0.0276803970336914,0.496,1.776,0.0,0.0,8.464,7.488,0.0,0.0,112.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067943364233519,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0057220458984375,0.0092983245849609,0.00762939453125,0.0092983245849609,0.00762939453125,0.0061273574829101,0.0099738438924153,0.0177621841430664,0.496,1.776,0.0,0.0,3.704,4.272,0.0,0.0,113.256,1.192,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069129526318602,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0060319900512695,0.0081062316894531,0.0102519989013671,0.0081062316894531,0.0102519989013671,0.0083684921264648,0.0109195709228515,0.0256538391113281,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068488998792657,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.0118017196655273,0.0157117843627929,0.0,0.0085830688476562,0.0083446502685546,0.0085830688476562,0.0083446502685546,0.0,0.0,0.0,0.496,1.776,1.696,1.696,0.0,0.0,35.02035140991211,35.02511978149414,113.256,1.192,1
