time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060212612152099,0.0083446502685546,0.0,0.0,0.0,0.0120401382446289,0.0127553939819335,0.0151872634887695,0.0172376632690429,0.0,0.0,0.0,0,0.496,1.696,1.696,1.36,0.0,0.0,112.0,0.0,0.0104904174804687,0.0104904174804687,0.0085830688476562,0.0085830688476562,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062668381105874,0.0083446502685546,0.0056136738170276,0.0068902969360351,0.0,0.0120401382446289,0.0127553939819335,0.0151872634887695,0.0172376632690429,0.0,0.0,0.0,0,0.496,1.696,1.696,1.36,0.0,0.0,127.8,0.0,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0078678131103515,44.688,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062779624863426,0.0085830688476562,0.0051351693960336,0.0064373016357421,0.0,0.0120401382446289,0.0127553939819335,0.0151872634887695,0.0172376632690429,0.0,0.0,0.0,0,0.496,1.696,1.696,1.36,0.0,0.0,115.536,0.0,0.0123977661132812,0.0123977661132812,0.0092983245849609,0.0092983245849609,53.84,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006231931176516,0.0083446502685546,0.0050862630208333,0.0062465667724609,0.0066280364990234,0.0120401382446289,0.0127553939819335,0.0151872634887695,0.0172376632690429,0.0085830688476562,0.01220703125,0.0226974487304687,0,0.496,1.696,1.696,1.36,3.504,4.52,115.584,0.0,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0078678131103515,19.256,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063293608859996,0.0085830688476562,0.0060399373372395,0.0073909759521484,0.0,0.0120401382446289,0.0127553939819335,0.0151872634887695,0.0172376632690429,0.0,0.0,0.0,0,0.496,1.696,1.696,1.36,0.0,0.0,114.328,0.0,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0073909759521484,12.896,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062297232708527,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0120401382446289,0.0127553939819335,0.0151872634887695,0.0172376632690429,0.0,0.0,0.0,0,0.496,1.696,1.696,1.36,0.0,0.0,114.392,0.0,0.0119209289550781,0.0119209289550781,0.0071525573730468,0.0071525573730468,2.104,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062831005646814,0.0085830688476562,0.0057220458984375,0.0075101852416992,0.0,0.0120401382446289,0.0127553939819335,0.0151872634887695,0.0172376632690429,0.0,0.0,0.0,0,0.496,1.696,1.696,1.36,0.0,0.0,114.424,0.0,0.0073909759521484,0.0073909759521484,0.0061988830566406,0.0061988830566406,13.104,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064883066054007,0.0090599060058593,0.0049114227294921,0.0058650970458984,0.0067710876464843,0.0120401382446289,0.0127553939819335,0.0151872634887695,0.0172376632690429,0.0089168548583984,0.0117301940917968,0.0214099884033203,0,0.496,1.696,1.696,1.36,4.232,3.744,115.384,0.0,0.0102519989013671,0.0102519989013671,0.0090599060058593,0.0090599060058593,38.712,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062331114665116,0.008559226989746,0.004876743663441,0.0054836273193359,0.0059127807617187,0.0120401382446289,0.0127553939819335,0.0151872634887695,0.0172376632690429,0.0075340270996093,0.0103950500488281,0.0187873840332031,0,0.496,1.696,1.696,1.36,4.232,3.744,116.064,0.0,0.009775161743164,0.009775161743164,0.0071525573730468,0.0071525573730468,34.664,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006084394927072,0.0083446502685546,0.00762939453125,0.0078201293945312,0.0061750411987304,0.0,0.0,0.0,0.0,0.0085830688476562,0.0101089477539062,0.0236034393310546,0,0.496,0.0,0.0,1.36,7.736,8.264,117.504,0.0,0.0157356262207031,0.0157356262207031,0.0078678131103515,0.0078678131103515,5.152,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070911822932781,0.0097513198852539,0.0041455794603396,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,118.448,0.0,0.0119209289550781,0.0119209289550781,0.0126361846923828,0.0126361846923828,2699.808,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063661319106372,0.0085830688476562,0.0044804699016067,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,117.192,0.0,0.00762939453125,0.00762939453125,0.0128746032714843,0.0128746032714843,735.904,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063851105039985,0.0088214874267578,0.0041094257603937,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,114.968,0.0,0.009775161743164,0.009775161743164,0.00762939453125,0.00762939453125,1739.08,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061953245703853,0.0085830688476562,0.0054836273193359,0.0063419342041015,0.0058650970458984,0.0,0.0,0.0,0.0,0.0075340270996093,0.0102996826171875,0.0188350677490234,0,0.496,0.0,0.0,1.36,4.232,3.744,117.192,0.0,0.009775161743164,0.009775161743164,0.0128746032714843,0.0128746032714843,25.272,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065037267125068,0.0090599060058593,0.0045335382447206,0.0054359436035156,0.006866455078125,0.0,0.0,0.0,0.0,0.0083446502685546,0.0106334686279296,0.0190258026123046,0,0.496,0.0,0.0,1.36,4.232,3.744,117.192,0.0,0.0085830688476562,0.0085830688476562,0.0069141387939453,0.0069141387939453,779.336,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072269156427666,0.0100135803222656,0.0042169542360226,0.0050067901611328,0.0059127807617187,0.0,0.0,0.0,0.0,0.0086069107055664,0.0107526779174804,0.0259399414062499,0,0.496,0.0,0.0,1.36,7.736,8.264,116.032,0.0,0.026702880859375,0.026702880859375,0.0083446502685546,0.0083446502685546,4510.856,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065116599054619,0.0088214874267578,0.0045299530029296,0.0053644180297851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,118.448,0.0,0.017404556274414,0.017404556274414,0.0085830688476562,0.0085830688476562,168.224,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060666905771387,0.0083208084106445,0.0049701103797325,0.0061511993408203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,117.888,0.0,0.0078678131103515,0.0078678131103515,0.0083446502685546,0.0083446502685546,59.912,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066828371873542,0.0090599060058593,0.0038516910526445,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,115.496,0.0,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0078678131103515,21445.688,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.007784366607666,0.0097990036010742,0.0038725792328057,0.0045299530029296,0.0070571899414062,0.0,0.0,0.0,0.0,0.0089645385742187,0.0109195709228515,0.0202178955078125,0,0.496,0.0,0.0,1.36,4.232,3.744,116.632,0.0,0.011444091796875,0.011444091796875,0.0092983245849609,0.0092983245849609,21637.88,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066375732421875,0.0085830688476562,0.0,0.0,0.0060558319091796,0.0,0.0,0.0,0.0,0.0075340270996093,0.011301040649414,0.0227928161621093,0,0.496,0.0,0.0,1.36,4.232,3.744,112.0,0.0,0.0104904174804687,0.0104904174804687,0.009775161743164,0.009775161743164,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067436695098876,0.0085830688476562,0.0,0.0,0.0063657760620117,0.0,0.0,0.0,0.0,0.0088453292846679,0.010991096496582,0.0252485275268554,0,0.496,0.0,0.0,1.36,7.736,8.264,112.0,0.0,0.009775161743164,0.009775161743164,0.0078678131103515,0.0078678131103515,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068068504333496,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069897349287823,0.0095367431640625,0.0038391834980732,0.0042915344238281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,131.4,0.0,0.0100135803222656,0.0100135803222656,0.0071525573730468,0.0071525573730468,16970.704,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062107446774914,0.0083446502685546,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,113.256,0.0,0.0088214874267578,0.0088214874267578,0.0112056732177734,0.0112056732177734,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063352916964251,0.0090599060058593,0.0064373016357421,0.0064373016357421,0.0058174133300781,0.0,0.0,0.0,0.0,0.0073432922363281,0.0102043151855468,0.018930435180664,0,0.496,0.0,0.0,1.36,4.232,3.744,113.256,0.0,0.0109672546386718,0.0109672546386718,0.0073909759521484,0.0073909759521484,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060868263244628,0.0083446502685546,0.0,0.0,0.0070571899414062,0.0,0.0,0.0,0.0,0.0089645385742187,0.010538101196289,0.0193595886230468,0,0.496,0.0,0.0,1.36,4.232,3.744,112.0,0.0,0.0107288360595703,0.0107288360595703,0.0083446502685546,0.0083446502685546,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063508164648916,0.0085830688476562,0.004731691800631,0.0075101852416992,0.0062942504882812,0.0,0.0,0.0,0.0,0.0088691711425781,0.0112295150756835,0.026249885559082,0,0.496,0.0,0.0,1.36,7.736,8.264,132.416,0.0,0.0109672546386718,0.0109672546386718,0.0095367431640625,0.0095367431640625,248.992,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062973345097024,0.0083446502685546,0.0053735879751352,0.006723403930664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,114.552,0.0,0.0133514404296875,0.0133514404296875,0.0073909759521484,0.0073909759521484,32.68,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063044514822129,0.0083446502685546,0.0052054723103841,0.0063657760620117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.344,0.0,0.0,2.208,0.0,0.0,114.552,0.0,0.0122785568237304,0.0129461288452148,0.0058412551879882,0.0066995620727539,59.392,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063499601760713,0.008559226989746,0.0052452087402343,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,115.792,0.0,0.0112056732177734,0.0112056732177734,0.0081062316894531,0.0081062316894531,5.88,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006197702766645,0.0081062316894531,0.0056028366088867,0.0068187713623046,0.0062465667724609,0.0,0.0,0.0,0.0,0.0080585479736328,0.0119686126708984,0.0226020812988281,0,0.496,0.0,0.0,1.36,4.232,3.744,115.792,0.0,0.009775161743164,0.009775161743164,0.0085830688476562,0.0085830688476562,25.168,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060945007931533,0.0081062316894531,0.0044107437133789,0.0045061111450195,0.006103515625,0.0,0.0,0.0,0.0,0.0078678131103515,0.01068115234375,0.0206470489501953,0,0.496,0.0,0.0,1.36,4.232,3.744,113.256,0.0,0.021219253540039,0.021219253540039,0.0081062316894531,0.0081062316894531,3.952,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063782871359645,0.0088214874267578,0.0047529897382182,0.0057220458984375,0.0062227249145507,0.0,0.0,0.0,0.0,0.0079154968261718,0.0108003616333007,0.0241756439208984,0,0.496,0.0,0.0,1.36,7.736,8.264,122.384,0.0,0.0092983245849609,0.0092983245849609,0.0085830688476562,0.0085830688476562,214.728,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006031634202644,0.0083446502685546,0.0065565109252929,0.007033348083496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,117.192,0.0,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,9.344,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064823757949753,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,115.544,0.0,0.0090599060058593,0.0090599060058593,0.0073909759521484,0.0073909759521484,3.256,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060565436064307,0.0081062316894531,0.0047683715820312,0.0051498413085937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,116.248,0.0,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0073909759521484,7.912,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061799044632793,0.0083446502685546,0.0057220458984375,0.0057220458984375,0.0060558319091796,0.0,0.0,0.0,0.0,0.0079154968261718,0.0105857849121093,0.0198841094970703,0,0.496,0.0,0.0,1.36,4.232,3.744,113.256,0.0,0.0090599060058593,0.0090599060058593,0.0066757202148437,0.0066757202148437,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064693280120394,0.0088214874267578,0.0047683715820312,0.0047683715820312,0.0061511993408203,0.0052452087402343,0.0109672546386718,0.0052452087402343,0.0109672546386718,0.0076770782470703,0.0115871429443359,0.0211238861083984,0,0.496,0.848,0.848,1.36,4.232,3.744,113.256,0.0,0.0116825103759765,0.0116825103759765,0.0131130218505859,0.0131130218505859,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060695913893666,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0063419342041015,0.0078678131103515,0.0042915344238281,0.0078678131103515,0.0042915344238281,0.0084877014160156,0.010538101196289,0.0245094299316406,0,0.496,0.848,0.848,1.36,7.736,8.264,113.256,0.0,0.0083446502685546,0.0083446502685546,0.00762939453125,0.00762939453125,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063621351871584,0.0088214874267578,0.0070730845133463,0.0084877014160156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,121.928,0.0,0.0126361846923828,0.0126361846923828,0.0085830688476562,0.0085830688476562,9.064,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060272216796875,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,112.0,0.0,0.0119209289550781,0.0119209289550781,0.0071525573730468,0.0071525573730468,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062441825866699,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,112.0,0.0,0.0147819519042968,0.0147819519042968,0.0092983245849609,0.0092983245849609,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064005306111046,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0071525573730468,0.0,0.0,0.0,0.0,0.009918212890625,0.0117778778076171,0.0220298767089843,0,0.496,0.0,0.0,1.36,4.232,3.744,114.264,0.0,0.0071525573730468,0.0071525573730468,0.0083446502685546,0.0083446502685546,1.976,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064361213457466,0.0088214874267578,0.003935517491521,0.0042915344238281,0.0060081481933593,0.0,0.0,0.0,0.0,0.0077247619628906,0.0109672546386718,0.020599365234375,0,0.496,0.0,0.0,1.36,4.232,3.744,118.448,0.0,0.0107288360595703,0.0107288360595703,0.0090599060058593,0.0090599060058593,1615.296,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0080352876244521,0.0107288360595703,0.0038818133475482,0.0045299530029296,0.0059366226196289,0.0,0.0,0.0,0.0,0.0083684921264648,0.0108242034912109,0.028848648071289,0,0.496,0.0,0.0,1.36,7.736,8.264,134.024,0.0,0.0126361846923828,0.0126361846923828,0.0126361846923828,0.0126361846923828,37525.248,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006603722525115,0.0092744827270507,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,118.448,0.0,0.0131130218505859,0.0131130218505859,0.0090599060058593,0.0090599060058593,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006305637644298,0.0085830688476562,0.0041528623931261,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,117.192,0.0,0.0121593475341796,0.0121593475341796,0.0083446502685546,0.0083446502685546,960.512,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065381254129741,0.0090599060058593,0.0040838212677926,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,114.712,0.0,0.0066757202148437,0.0066757202148437,0.0069141387939453,0.0069141387939453,2279.44,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072735459057252,0.009775161743164,0.003897131846805,0.0045299530029296,0.0064373016357421,0.0,0.0,0.0,0.0,0.008249282836914,0.0104427337646484,0.0197410583496093,0,0.496,0.0,0.0,1.36,4.232,3.744,117.192,0.0,0.0126361846923828,0.0126361846923828,0.0083446502685546,0.0083446502685546,16036.424,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065784549238669,0.0090599060058593,0.0045994917551676,0.0057935714721679,0.0065326690673828,0.0,0.0,0.0,0.0,0.0080108642578125,0.0107288360595703,0.0200748443603515,0,0.496,0.0,0.0,1.36,4.232,3.744,117.192,0.0,0.0138282775878906,0.0138282775878906,0.0088214874267578,0.0088214874267578,341.136,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069271219838963,0.0097513198852539,0.0039361389388752,0.0045299530029296,0.0059843063354492,0.0,0.0,0.0,0.0,0.0081777572631835,0.0100612640380859,0.0238418579101562,0,0.496,0.0,0.0,1.36,7.736,8.264,115.68,0.0,0.0083446502685546,0.0083446502685546,0.0066757202148437,0.0066757202148437,5773.408,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070132831535717,0.0095367431640625,0.0038651541862426,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,115.84,0.0,0.0092983245849609,0.0092983245849609,0.0090599060058593,0.0090599060058593,20783.176,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075503151015479,0.0100135803222656,0.0038869603872713,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,118.448,0.0,0.0095367431640625,0.0095367431640625,0.0088214874267578,0.0088214874267578,31478.728,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072854075265761,0.0100135803222656,0.0039007262364879,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,117.192,0.0,0.0090599060058593,0.0090599060058593,0.0088214874267578,0.0088214874267578,16273.624,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0077835956023107,0.0102519989013671,0.0038848400785816,0.0045299530029296,0.0057697296142578,0.0,0.0,0.0,0.0,0.0074386596679687,0.0106334686279296,0.0197887420654296,0,0.496,0.0,0.0,1.36,4.232,3.744,117.192,0.0,0.0119209289550781,0.0119209289550781,0.0092983245849609,0.0092983245849609,55017.752,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075855065341019,0.0102519989013671,0.003929706769907,0.0047683715820312,0.0066280364990234,0.0,0.0,0.0,0.0,0.0088691711425781,0.0108242034912109,0.0200748443603515,0,0.496,0.0,0.0,1.36,4.232,3.744,117.192,0.0,0.0109672546386718,0.0109672546386718,0.0092983245849609,0.0092983245849609,7831.808,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064159507182107,0.0088214874267578,0.0,0.0,0.0064611434936523,0.0,0.0,0.0,0.0,0.0088214874267578,0.0107765197753906,0.0266790390014648,0,0.496,0.0,0.0,1.36,7.736,8.264,117.192,0.0,0.0109672546386718,0.0109672546386718,0.00762939453125,0.00762939453125,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064066140958578,0.0085830688476562,0.003954387446332,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,118.448,0.0,0.0121593475341796,0.0121593475341796,0.0083446502685546,0.0083446502685546,4877.76,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062154071165783,0.0083446502685546,0.0057220458984375,0.0057220458984375,0.0069300333658854,0.0,0.0,0.0,0.0,0.0093460083007812,0.0098864237467447,0.0205516815185546,0,1.344,0.0,0.0,2.208,11.312,10.776,117.376,0.0,0.0078678131103515,0.0086307525634765,0.0065565109252929,0.0079870223999023,5.024,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060695913893666,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,0.0,0.0,113.256,0.0,0.0088214874267578,0.0088214874267578,0.0083446502685546,0.0083446502685546,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063633918762207,0.0088453292846679,0.0,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.00762939453125,0.0116825103759765,0.0219345092773437,0,0.496,0.0,0.0,1.36,4.232,3.744,112.0,0.0,0.011444091796875,0.011444091796875,0.00762939453125,0.00762939453125,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006256103515625,0.0085830688476562,0.0,0.0,0.0060558319091796,0.0,0.0,0.0,0.0,0.0074386596679687,0.0118732452392578,0.0216484069824218,0,0.496,0.0,0.0,1.36,4.232,3.744,112.0,0.0,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0
