time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062201282765605,0.008559226989746,0.0053700946626209,0.0064373016357421,0.0112056732177734,0.0112056732177734,0.0059366226196289,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0083684921264648,0.0112295150756835,0.0,0.0,0.02899169921875,0.496,1.424,0.0,0.0,118.544,7.488,8.464,60.008,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063037872314453,0.0086069107055664,0.0052727185762845,0.0064373016357421,0.0116825103759765,0.0116825103759765,0.0061988830566406,0.0,0.011444091796875,0.011444091796875,0.0,0.0084877014160156,0.0109354654947916,0.0,0.0,0.0276088714599609,0.496,1.424,0.0,0.0,112.0,12.008,11.968,75.6,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065037267125068,0.0088214874267578,0.0049334305983323,0.0052452087402343,0.0095367431640625,0.0095367431640625,0.0065267086029052,0.0,0.0085830688476562,0.0085830688476562,0.0,0.00762939453125,0.0102917353312174,0.0,0.0,0.0261545181274414,0.496,1.424,0.0,0.0,115.52,9.32,6.68,65.264,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063192726361869,0.0083446502685546,0.0049781799316406,0.0057697296142578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.24,0.0,0.0,67.064,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953421866539,0.0078678131103515,0.0048261700254498,0.0054836273193359,0.011444091796875,0.011444091796875,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.888,0.0,0.0,142.264,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064195972858089,0.0083446502685546,0.0050544738769531,0.006103515625,0.0116825103759765,0.0116825103759765,0.0066757202148437,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0086784362792968,0.0117778778076171,0.0,0.0,0.0227928161621093,0.496,1.424,0.0,0.0,117.776,3.744,4.232,89.176,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062775611877441,0.0085830688476562,0.0048989341372535,0.0063896179199218,0.0081062316894531,0.0081062316894531,0.0059843063354492,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0081539154052734,0.0107526779174804,0.0,0.0,0.028395652770996,0.496,1.424,0.0,0.0,112.0,7.488,8.464,256.128,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065950611930581,0.0090599060058593,0.0049471855163574,0.0057220458984375,0.0071525573730468,0.0071525573730468,0.0061511993408203,0.0,0.0112056732177734,0.0112056732177734,0.0,0.008249282836914,0.011142094930013,0.0,0.0,0.0269889831542968,0.496,1.424,0.0,0.0,114.728,12.008,11.968,83.008,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064927752655331,0.0085830688476562,0.0048089534678357,0.0057220458984375,0.00762939453125,0.00762939453125,0.006270408630371,0.0,0.00762939453125,0.00762939453125,0.0,0.007796287536621,0.0106096267700195,0.0,0.0,0.0262975692749023,0.496,1.424,0.0,0.0,118.736,8.264,7.736,198.856,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062546326746394,0.0083446502685546,0.0050226847330729,0.0062227249145507,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,100.592,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065612320852751,0.0090360641479492,0.0048160552978515,0.0059843063354492,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.56,0.0,0.0,213.024,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064136958358311,0.0090599060058593,0.00502382005964,0.0057697296142578,0.00762939453125,0.00762939453125,0.0067710876464843,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0098705291748046,0.0108242034912109,0.0,0.0,0.0203609466552734,0.496,1.424,0.0,0.0,117.104,3.744,4.232,82.096,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063862966660836,0.0083446502685546,0.0051212310791015,0.0057220458984375,0.00762939453125,0.00762939453125,0.0063180923461914,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0086307525634765,0.0112533569335937,0.0,0.0,0.0275850296020507,0.496,1.424,0.0,0.0,114.648,7.488,8.464,73.752,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061383887903014,0.0081062316894531,0.0050897183625594,0.0056743621826171,0.00762939453125,0.00762939453125,0.0063101450602213,0.0064373016357421,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0084877014160156,0.0109195709228515,0.0171661376953125,0.0171661376953125,0.0276088714599609,0.496,1.424,0.848,0.848,115.048,12.008,11.968,61.672,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062854728888516,0.0083446502685546,0.0053319064053622,0.0064373016357421,0.0090599060058593,0.0090599060058593,0.0064611434936523,0.0,0.0128746032714843,0.0128746032714843,0.0,0.008392333984375,0.0108718872070312,0.0,0.0,0.0257492065429687,0.496,1.392,0.0,0.0,115.944,8.264,7.736,58.912,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059782569088152,0.0078678131103515,0.0049216406685965,0.005507469177246,0.0073909759521484,0.0073909759521484,0.0,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0090599060058593,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.496,1.424,0.848,0.848,114.728,0.0,0.0,35.408,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006263799006396,0.0081062316894531,0.0060200691223144,0.0069379806518554,0.0092506408691406,0.0081062316894531,0.0,0.0,0.0079870223999023,0.0088453292846679,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,116.528,0.0,0.0,9.296,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060619694171565,0.0078678131103515,0.0053644180297851,0.0060319900512695,0.0071525573730468,0.0071525573730468,0.0055789947509765,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0070095062255859,0.011444091796875,0.0,0.0,0.0228404998779296,0.496,1.392,0.0,0.0,117.136,3.744,4.232,4.784,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061469502968363,0.0087976455688476,0.0063419342041015,0.0077247619628906,0.0071525573730468,0.0071525573730468,0.0058889389038085,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0083446502685546,0.0108242034912109,0.0,0.0,0.0282049179077148,0.496,1.424,0.0,0.0,116.56,7.488,8.464,15.672,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061047077178955,0.0081062316894531,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0058650970458984,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0082969665527343,0.0107447306315104,0.0,0.0,0.0272274017333984,0.496,1.424,0.0,0.0,112.0,12.008,11.968,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060510635375976,0.0088214874267578,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0060319900512695,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0081300735473632,0.0103950500488281,0.0,0.0,0.0257492065429687,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063768073694029,0.0085830688476562,0.0056266784667968,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,117.192,0.0,0.0,51.512,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058889389038085,0.0081062316894531,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062214201362571,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.009775161743164,0.009775161743164,0.006103515625,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0078201293945312,0.0118732452392578,0.0,0.0,0.0231742858886718,0.496,1.36,0.0,0.0,113.256,3.744,4.232,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060387511751545,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0064849853515625,0.0,0.009775161743164,0.009775161743164,0.0,0.0088214874267578,0.0112533569335937,0.0,0.0,0.0284910202026367,0.496,1.36,0.0,0.0,113.256,7.488,8.464,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061834629495345,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0063737233479817,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0083446502685546,0.0112374623616536,0.0,0.0,0.0279426574707031,0.496,1.36,0.0,0.0,113.256,12.008,11.968,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061166286468505,0.0081300735473632,0.0,0.0,0.0095367431640625,0.0095367431640625,0.005960464477539,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0079154968261718,0.0105857849121093,0.0,0.0,0.0252246856689453,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006028413772583,0.0085830688476562,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059771537780761,0.0078678131103515,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006108283996582,0.0083446502685546,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0060558319091796,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0076770782470703,0.0110626220703125,0.0,0.0,0.0212669372558593,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058442205932009,0.00762939453125,0.0102519989013671,0.0102519989013671,0.0083446502685546,0.0083446502685546,0.0057750278049045,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0066757202148437,0.0107288360595703,0.0,0.0,0.0274181365966796,0.496,1.36,0.0,0.0,113.256,8.016,7.936,1.192,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061229686831953,0.0088214874267578,0.00762939453125,0.00762939453125,0.00762939453125,0.00762939453125,0.0064055124918619,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0085830688476562,0.0112533569335937,0.0,0.0,0.0301837921142578,0.496,1.36,0.0,0.0,113.256,12.008,11.968,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060814530102174,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0061273574829101,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0082254409790039,0.0106573104858398,0.0,0.0,0.0269412994384765,0.496,1.36,0.0,0.0,113.256,8.264,7.736,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061547756195068,0.0078678131103515,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0062465667724609,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0081062316894531,0.0101089477539062,0.0,0.0,0.0207424163818359,0.496,1.36,0.0,0.0,112.0,10.776,11.312,0.0,0
