time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,a1_retransmissions_ul_count,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061217825211102,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0057220458984375,0.0119209289550781,0.0119209289550781,0.0,0.0057220458984375,0.0061511993408203,0.0,0.0,0.0079154968261718,0.0111579895019531,0.0198841094970703,0.496,0.0,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063246162376593,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0050067901611328,0.0102519989013671,0.0102519989013671,0.0,0.0050067901611328,0.00762939453125,0.0,0.0,0.0097036361694335,0.0106096267700195,0.0181198120117187,0.496,0.0,1.36,0.0,0.0,0.0,113.256,4.272,3.704,0.0,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061134793865146,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0078678131103515,0.0126361846923828,0.0126361846923828,0.0,0.0078678131103515,0.0060081481933593,0.0,0.0,0.0084638595581054,0.009918212890625,0.0224113464355468,0.496,0.0,1.36,0.0,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059866905212402,0.00762939453125,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060272216796875,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060725212097167,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061750411987304,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.006103515625,0.0,0.0,0.0079631805419921,0.0108718872070312,0.0207424163818359,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068047196392851,0.0092983245849609,0.0085830688476562,0.0085830688476562,0.0,0.0039843634757933,0.0157356262207031,0.0157356262207031,0.0,0.0047683715820312,0.006103515625,0.0,0.0,0.0077247619628906,0.0111103057861328,0.0200271606445312,0.496,0.0,1.424,0.0,0.0,0.0,144.408,3.744,4.232,0.0,12760.432,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0073838589796379,0.009775161743164,0.0088214874267578,0.0088214874267578,0.0129938125610351,0.0039905555977309,0.0088214874267578,0.0088214874267578,0.0174760818481445,0.0047683715820312,0.006413459777832,0.0123977661132812,0.0156402587890625,0.0088691711425781,0.0101804733276367,0.0229120254516601,0.496,0.0,1.424,0.0,1.696,1.696,117.888,8.264,7.736,0.0,19636.176,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0075042837917214,0.0104904174804687,0.0095367431640625,0.0095367431640625,0.0,0.0039465046306897,0.0112056732177734,0.0112056732177734,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,118.448,0.0,0.0,0.0,31573.456,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.007356577251681,0.0100135803222656,0.009775161743164,0.009775161743164,0.0,0.0039273969691802,0.0100135803222656,0.0100135803222656,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,31452.008,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063258023997444,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0042032312463831,0.0092983245849609,0.0092983245849609,0.0,0.0051736831665039,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,562.672,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062501430511474,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0055789947509765,0.0,0.0,0.0072002410888671,0.0098705291748046,0.0186920166015625,0.496,0.0,1.392,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060975551605224,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0047910781133742,0.011444091796875,0.011444091796875,0.0,0.0078678131103515,0.0068187713623046,0.0,0.0,0.0083446502685546,0.0109195709228515,0.0195026397705078,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,141.176,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065371320752674,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0043222398468942,0.0104904174804687,0.0104904174804687,0.0,0.0054597854614257,0.005960464477539,0.0,0.0,0.0079631805419921,0.010228157043457,0.0238656997680664,0.496,0.0,1.424,0.0,0.0,0.0,128.16,8.264,7.736,0.0,1178.16,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061431334386417,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0060796737670898,0.0112056732177734,0.0112056732177734,0.0,0.0063657760620117,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,113.256,0.0,0.0,0.0,4.384,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062392125675334,0.0085830688476562,0.0064373016357421,0.0079631805419921,0.0,0.0083446502685546,0.0089406967163085,0.0099897384643554,0.0,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,1.344,0.0,2.208,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006033182144165,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00596284866333,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0064373016357421,0.0,0.0,0.0085353851318359,0.0107288360595703,0.0195980072021484,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061595439910888,0.0081300735473632,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0066280364990234,0.0,0.0,0.0085830688476562,0.0110149383544921,0.0203132629394531,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060963630676269,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0060558319091796,0.0,0.0,0.0086307525634765,0.01068115234375,0.0240087509155273,0.496,0.0,1.36,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061004316035787,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0052452087402343,0.0159740447998046,0.0159740447998046,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061265271694505,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0083446502685546,0.009775161743164,0.009775161743164,0.0,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059272519391567,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0047683715820312,0.0073909759521484,0.0073909759521484,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062060356140136,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0075817108154296,0.0,0.0,0.0102043151855468,0.0123977661132812,0.0234127044677734,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067972442478809,0.0092983245849609,0.00762939453125,0.00762939453125,0.0,0.003960280291802,0.0162124633789062,0.0162124633789062,0.0,0.0047683715820312,0.0069618225097656,0.0,0.0,0.0092029571533203,0.01220703125,0.0233650207519531,0.496,0.0,1.36,0.0,0.0,0.0,143.152,3.744,4.232,0.0,12686.856,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0075119644848268,0.0100135803222656,0.0092983245849609,0.0092983245849609,0.0,0.0039686186688679,0.0140666961669921,0.0140666961669921,0.0,0.0047683715820312,0.0065565109252929,0.0,0.0,0.0095605850219726,0.0116825103759765,0.0264406204223632,0.496,0.0,1.424,0.0,0.0,0.0,117.192,8.264,7.736,0.0,27452.408,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072972691474269,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0,0.0040171831057173,0.0157356262207031,0.0157356262207031,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,18937.664,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065057584554842,0.0088214874267578,0.009775161743164,0.009775161743164,0.0,0.0040510244536818,0.0152587890625,0.0152587890625,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,118.448,0.0,0.0,0.0,3296.384,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059960493400915,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0,0.0044504801432291,0.0162124633789062,0.0162124633789062,0.0,0.0049114227294921,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,113.256,0.0,0.0,0.0,21.672,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060055386367721,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0052452087402343,0.00762939453125,0.00762939453125,0.0,0.0052452087402343,0.006413459777832,0.0,0.0,0.0088691711425781,0.0104665756225585,0.020456314086914,0.496,0.0,1.36,0.0,0.0,0.0,113.256,14.52,15.544,0.0,1.192,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006108283996582,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0060081481933593,0.0,0.0,0.0076770782470703,0.0116825103759765,0.0210762023925781,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062540834173193,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0040461035335765,0.0112056732177734,0.0112056732177734,0.0,0.0047683715820312,0.0063657760620117,0.0,0.0,0.0091075897216796,0.0104188919067382,0.0237226486206054,0.496,0.0,1.36,0.0,0.0,0.0,127.576,8.264,7.736,0.0,2123.456,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063924506159112,0.0088214874267578,0.0128746032714843,0.0128746032714843,0.0,0.0043126601207105,0.011444091796875,0.011444091796875,0.0,0.0052928924560546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,120.032,0.0,0.0,0.0,716.824,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059687676121346,0.00762939453125,0.0119209289550781,0.0119209289550781,0.0,0.0041239970439189,0.0088214874267578,0.0088214874267578,0.0,0.005650520324707,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0,792.336,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060980592794086,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0039970173555261,0.0083446502685546,0.0083446502685546,0.0,0.0049352645874023,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,113.256,0.0,0.0,0.0,354.912,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060879357970587,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0047683715820312,0.0104904174804687,0.0104904174804687,0.0,0.0051736831665039,0.0061988830566406,0.0,0.0,0.0080585479736328,0.0116348266601562,0.0202655792236328,0.496,0.0,1.424,0.0,0.0,0.0,116.288,3.744,4.232,0.0,17.76,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062664942954903,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0071525573730468,0.0123977661132812,0.0123977661132812,0.0,0.0071525573730468,0.0063896179199218,0.0,0.0,0.0078678131103515,0.0109672546386718,0.0203609466552734,0.496,0.0,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066876411437988,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0061511993408203,0.0,0.0,0.0083684921264648,0.0101804733276367,0.0230312347412109,0.496,0.0,1.36,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067865848541259,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067516869189692,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0165700912475585,0.0040225794749894,0.0121593475341796,0.0121593475341796,0.0191450119018554,0.0047683715820312,0.0,0.0138282775878906,0.0184059143066406,0.0,0.0,0.0,0.496,0.0,1.424,0.0,1.696,1.696,131.384,0.0,0.0,0.0,4142.048,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061775321391091,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.005960464477539,0.0100135803222656,0.0100135803222656,0.0,0.0072002410888671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,114.808,0.0,0.0,0.0,15.976,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061194101969401,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0057220458984375,0.0109672546386718,0.0109672546386718,0.0,0.0057220458984375,0.0061511993408203,0.0,0.0,0.0078201293945312,0.01068115234375,0.0201225280761718,0.496,0.0,1.424,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006233281757108,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0054836273193359,0.0066757202148437,0.0066757202148437,0.0,0.0054836273193359,0.0066757202148437,0.0,0.0,0.0089168548583984,0.0102043151855468,0.0188827514648437,0.496,0.0,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060090971230274,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0054836273193359,0.0131130218505859,0.0131130218505859,0.0,0.0054836273193359,0.0062465667724609,0.0,0.0,0.008392333984375,0.0099897384643554,0.0221967697143554,0.496,0.0,1.36,0.0,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006115495277743,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0061511993408203,0.0100135803222656,0.0100135803222656,0.0,0.0081539154052734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,123.8,0.0,0.0,0.0,16.68,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062119960784912,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061416625976562,0.0081062316894531,0.0079870223999023,0.0099897384643554,0.0,0.0,0.0084638595581054,0.010085105895996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,0.0,2.208,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060462951660156,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0067710876464843,0.0,0.0,0.0092029571533203,0.0121116638183593,0.0218868255615234,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061787183011942,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0081062316894531,0.0060558319091796,0.0,0.0,0.0078678131103515,0.0111579895019531,0.0200748443603515,0.496,0.0,1.36,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059628368017092,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0050067901611328,0.0109672546386718,0.0109672546386718,0.0,0.0050067901611328,0.0067022111680772,0.0,0.0,0.0088691711425781,0.0102519989013671,0.0245571136474609,0.496,0.0,1.36,0.0,0.0,0.0,113.256,8.792,7.208,0.0,1.192,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061455057628119,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0054836273193359,0.0064373016357421,0.0064373016357421,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060227116927724,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0071048736572265,0.0102519989013671,0.0102519989013671,0.0,0.0103950500488281,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,125.432,0.0,0.0,0.0,34.552,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060309330230863,0.0082969665527343,0.0064373016357421,0.0064373016357421,0.0,0.0054041544596354,0.0069141387939453,0.0069141387939453,0.0,0.0058174133300781,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,122.376,0.0,0.0,0.0,14.52,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063688448160001,0.0087976455688476,0.0069141387939453,0.0069141387939453,0.0,0.0041017981723965,0.009775161743164,0.009775161743164,0.0,0.0050067901611328,0.0068187713623046,0.0,0.0,0.0094413757324218,0.011301040649414,0.0207901000976562,0.496,0.0,1.424,0.0,0.0,0.0,122.0,3.744,4.232,0.0,1891.32,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064349174499511,0.0088214874267578,0.011444091796875,0.011444091796875,0.0,0.0041961669921875,0.0081062316894531,0.0081062316894531,0.0,0.0052690505981445,0.0072479248046875,0.0,0.0,0.0098228454589843,0.0124454498291015,0.0235557556152343,0.496,0.0,1.424,0.0,0.0,0.0,112.0,3.744,4.232,0.0,157.6,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060233310680484,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0047683715820312,0.00762939453125,0.00762939453125,0.0,0.0047683715820312,0.0060796737670898,0.0,0.0,0.0079870223999023,0.0101804733276367,0.0242233276367187,0.496,0.0,1.392,0.0,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006133644141961,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0045299530029296,0.0088214874267578,0.0088214874267578,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059426720462628,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0045299530029296,0.00762939453125,0.00762939453125,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059735774993896,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005960464477539,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0060200691223144,0.0,0.0,0.0066995620727539,0.0099341074625651,0.0168085098266601,0.496,0.0,1.36,0.0,0.0,0.0,112.0,4.272,3.704,0.0,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060844421386718,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.006103515625,0.0,0.0,0.00762939453125,0.0126361846923828,0.0220298767089843,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061500072479248,0.0083684921264648,0.0085830688476562,0.0085830688476562,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0063180923461914,0.0,0.0,0.0082254409790039,0.0136375427246093,0.0288724899291992,0.496,0.0,1.36,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060446819855799,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0052452087402343,0.005960464477539,0.005960464477539,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060185864197081,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0050067901611328,0.013589859008789,0.013589859008789,0.0,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,1
