time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,a1_retransmissions_ul_count,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060790806860473,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0066757202148437,0.0121593475341796,0.0121593475341796,0.0,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061249732971191,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0066280364990234,0.0,0.0,0.0087738037109375,0.0126361846923828,0.0226020812988281,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062226062983422,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.0,0.0071048736572265,0.0066757202148437,0.0,0.0,0.0092029571533203,0.0148296356201171,0.027322769165039,0.496,0.0,1.36,1.0,0.0,0.0,117.192,3.744,4.232,16.666666666666664,40.944,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063661319106372,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0069141387939453,0.0123977661132812,0.0123977661132812,0.0,0.0069141387939453,0.0059366226196289,0.0,0.0,0.008392333984375,0.0121116638183593,0.0246286392211914,0.496,0.0,1.424,0.0,0.0,0.0,117.192,8.264,7.736,0.0,9.528,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059474812875879,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0,0.0079154968261718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,118.768,0.0,0.0,0.0,6.192,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060943547140788,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0052452087402343,0.0060796737670898,0.0073909759521484,0.0073909759521484,0.0052452087402343,0.0067710876464843,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.848,0.848,123.952,0.0,0.0,0.0,13.536,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006115495277743,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0116825103759765,0.0059008598327636,0.0128746032714843,0.0128746032714843,0.0116825103759765,0.0075340270996093,0.0,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.848,0.848,123.64,0.0,0.0,0.0,30.944,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060407241972366,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0059008598327636,0.0102519989013671,0.0102519989013671,0.0,0.0068187713623046,0.0063896179199218,0.0,0.0,0.0082015991210937,0.0142455101013183,0.0243902206420898,0.496,0.0,1.424,0.0,0.0,0.0,118.448,3.216,4.232,20.0,19.424,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00604705430975,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0052452087402343,0.0095367431640625,0.0095367431640625,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,115.8,0.0,0.0,100.0,3.512,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062708807463693,0.0087976455688476,0.0083446502685546,0.0083446502685546,0.0,0.0054836273193359,0.0104904174804687,0.0104904174804687,0.0,0.006866455078125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,1.0,0.0,0.0,119.456,0.0,0.0,100.0,50.888,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063518979656162,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.004894593182732,0.0083446502685546,0.0083446502685546,0.0,0.0060558319091796,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,1.0,0.0,0.0,116.76,0.0,0.0,100.0,113.8,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006103515625,0.0078916549682617,0.0085830688476562,0.0085830688476562,0.0,0.0073909759521484,0.0102519989013671,0.0102519989013671,0.0,0.0073909759521484,0.0062942504882812,0.0,0.0,0.0080108642578125,0.0116229057312011,0.016951560974121,0.496,0.0,1.424,1.0,0.0,0.0,112.0,3.216,4.232,20.0,2.936,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061044598569964,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0059366226196289,0.00762939453125,0.00762939453125,0.0,0.0074148178100585,0.006723403930664,0.0,0.0,0.0084877014160156,0.0127315521240234,0.0225067138671875,0.496,0.0,1.424,0.0,0.0,0.0,116.48,3.744,4.232,16.666666666666664,44.896,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059794430709003,0.0081062316894531,0.0065565109252929,0.0066518783569335,0.0,0.0047683715820312,0.011444091796875,0.011444091796875,0.0,0.0047683715820312,0.0070095062255859,0.0,0.0,0.0096797943115234,0.0125885009765625,0.0200748443603515,1.344,0.0,2.24,1.0,0.0,0.0,113.256,4.52,3.504,0.0,1.192,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061166697535021,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0062783559163411,0.0069141387939453,0.0069141387939453,0.0,0.0065803527832031,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,122.248,0.0,0.0,0.0,15.768,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062118662465917,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0051657358805338,0.0107288360595703,0.0107288360595703,0.0,0.0066280364990234,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,119.584,0.0,0.0,0.0,40.632,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060510635375976,0.0081300735473632,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0193119049072265,0.0193119049072265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062736112680008,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0072121620178222,0.0069141387939453,0.0069141387939453,0.0,0.0083684921264648,0.0064373016357421,0.0,0.0,0.0078678131103515,0.0162124633789062,0.0250816345214843,0.496,0.0,1.36,0.0,0.0,0.0,114.264,2.688,4.232,40.0,16.16,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061380863189697,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.006723403930664,0.0,0.0,0.0083446502685546,0.0128746032714843,0.0239849090576171,0.496,0.0,1.424,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062386194864908,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0046383250843394,0.0071525573730468,0.0071525573730468,0.0,0.0056743621826171,0.0060081481933593,0.0,0.0,0.0073909759521484,0.0145435333251953,0.0255823135375976,0.496,0.0,1.424,0.0,0.0,0.0,124.256,3.216,4.232,33.33333333333333,260.312,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061658349367651,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0,0.0044946317319516,0.009775161743164,0.009775161743164,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,115.648,0.0,0.0,33.33333333333333,230.104,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062641219713201,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0050067901611328,0.0081062316894531,0.0081062316894531,0.0,0.006103515625,0.0070730845133463,0.0,0.0,0.0104904174804687,0.012826919555664,0.0194549560546875,0.496,1.0,1.424,2.0,0.0,0.0,113.256,4.616,4.032,28.57142857142857,93.368,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061668566803434,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.0,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,117.192,0.0,0.0,28.57142857142857,29.904,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059781688274723,0.0080823898315429,0.0095367431640625,0.0095367431640625,0.0,0.0054538249969482,0.0116825103759765,0.0116825103759765,0.0,0.0065565109252929,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.392,0.0,0.0,0.0,122.384,0.0,0.0,28.57142857142857,40.4,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061595439910888,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0056028366088867,0.009775161743164,0.009775161743164,0.0,0.007033348083496,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0,28.57142857142857,19.408,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058904809145192,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0,0.0050067901611328,0.0183582305908203,0.0183582305908203,0.0,0.0060796737670898,0.0069886445999145,0.0,0.0,0.0100135803222656,0.0122388203938802,0.0263214111328124,0.496,1.0,1.424,1.0,0.0,0.0,117.192,10.968,12.296,16.666666666666664,31.232,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063590149381267,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0045299530029296,0.0088214874267578,0.0088214874267578,0.0,0.0045299530029296,0.0065565109252929,0.0,0.0,0.0088691711425781,0.0128216213650173,0.0260829925537109,0.496,0.0,1.392,1.0,0.0,0.0,113.256,6.768,8.008,10.0,1.192,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061822767874494,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0083446502685546,0.0116825103759765,0.0116825103759765,0.0,0.0083446502685546,0.0060319900512695,0.0,0.0,0.0084400177001953,0.0129010942247178,0.0275135040283203,0.496,0.0,1.36,0.0,0.0,0.0,113.256,7.736,7.736,10.0,1.192,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060079109609423,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0071525573730468,0.0147819519042968,0.0147819519042968,0.0,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,10.0,1.192,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061462907230152,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0052452087402343,0.0116825103759765,0.0116825103759765,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,127.312,0.0,0.0,10.0,17.328,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064337253570556,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0,10.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064837932586669,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0075817108154296,0.0,0.0,0.0101566314697265,0.0196099281311035,0.031900405883789,0.496,0.0,1.36,1.0,0.0,0.0,112.0,3.216,4.232,33.33333333333333,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065052509307861,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0072956085205078,0.0,0.0,0.0102519989013671,0.0133991241455078,0.0252246856689453,0.496,0.0,1.36,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066995620727539,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.0058650970458984,0.0,0.0083446502685546,0.0083446502685546,0.0078201293945312,0.0,0.0072002410888671,0.0066161155700683,0.0080347061157226,0.0088214874267578,0.0141620635986328,0.0255584716796875,0.496,0.0,1.36,1.0,10.352,6.72,112.0,3.744,4.232,28.57142857142857,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064015388488769,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.005960464477539,0.0047683715820312,0.011444091796875,0.011444091796875,0.0061988830566406,0.0047683715820312,0.0064849853515625,0.0074505805969238,0.0100135803222656,0.0082015991210937,0.0101089477539062,0.0153541564941406,0.496,0.0,1.36,1.0,14.24,4.032,112.696,4.52,3.504,0.0,1.192,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006017400257623,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0071525573730468,0.0061988830566406,0.0061988830566406,0.0,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006176345977024,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.00762939453125,0.0052452087402343,0.0069141387939453,0.0069141387939453,0.00762939453125,0.0052452087402343,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.784,0.848,113.256,0.0,0.0,0.0,1.192,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063554564518715,0.0085830688476562,0.0138282775878906,0.0138282775878906,0.0069737434387207,0.0,0.0092983245849609,0.0092983245849609,0.0081777572631835,0.0,0.0,0.0073015689849853,0.0094413757324218,0.0,0.0,0.0,0.496,0.0,1.36,0.0,12.864,21.504,112.496,0.0,0.0,0.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060987472534179,0.0078916549682617,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0185966491699218,0.0185966491699218,0.0,0.0,0.0059127807617187,0.0,0.0,0.0075340270996093,0.0128746032714843,0.023508071899414,0.496,0.0,1.776,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065481662750244,0.0086069107055664,0.0073909759521484,0.0073909759521484,0.0,0.00762939453125,0.009775161743164,0.009775161743164,0.0,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,116.632,0.0,0.0,100.0,11.848,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069303419983502,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0049074490865071,0.0112056732177734,0.0112056732177734,0.0,0.0065803527832031,0.0062465667724609,0.0,0.0,0.0084400177001953,0.0129222869873046,0.0236034393310546,0.496,0.0,1.84,1.0,0.0,0.0,143.152,3.744,4.232,0.0,122.832,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067172358878216,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0073909759521484,0.0119209289550781,0.0119209289550781,0.0,0.0073909759521484,0.0061511993408203,0.0,0.0,0.0083684921264648,0.0118414560953776,0.0236988067626953,0.496,0.0,1.84,0.0,0.0,0.0,113.256,7.736,7.736,10.0,1.192,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068636363363031,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0039810015831464,0.0116825103759765,0.0116825103759765,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,123.64,0.0,0.0,10.0,1770.512,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067477179045724,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0,0.0039994716644287,0.0112056732177734,0.0112056732177734,0.0,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,117.584,0.0,0.0,10.0,1321.184,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068104267120361,0.0085830688476562,0.0066757202148437,0.0074386596679687,0.0,0.0,0.0107288360595703,0.0133991241455078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,0.0,2.688,0.0,0.0,0.0,112.0,0.0,0.0,10.0,0.0,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006954268653794,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0039166714771684,0.0162124633789062,0.0162124633789062,0.0,0.0045299530029296,0.0061988830566406,0.0,0.0,0.0077247619628906,0.012826919555664,0.0225067138671875,0.496,0.0,1.776,0.0,0.0,0.0,122.384,3.744,4.232,0.0,7569.824,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069355964660644,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067949295043945,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0068346659342447,0.0126361846923828,0.0126361846923828,0.0,0.0086307525634765,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,1.0,0.0,0.0,122.384,0.0,0.0,100.0,21.304,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00680673240435,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0040042968023391,0.011444091796875,0.011444091796875,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,1.0,0.0,0.0,118.448,0.0,0.0,100.0,2171.584,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0081900322791373,0.0107049942016601,0.0090599060058593,0.0090599060058593,0.0,0.0038856514994962,0.0154972076416015,0.0154972076416015,0.0,0.0045299530029296,0.0073909759521484,0.0,0.0,0.0113964080810546,0.0103712081909179,0.0145912170410156,0.496,0.0,1.84,1.0,0.0,0.0,118.448,3.216,4.232,20.0,34964.016,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067205712346747,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0056028366088867,0.0116825103759765,0.0116825103759765,0.0,0.0066280364990234,0.007065859707919,0.0,0.0,0.0092983245849609,0.0127879056063565,0.0238418579101562,0.496,1.0,1.84,1.0,0.0,0.0,116.048,8.888,8.264,8.333333333333332,24.944,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069117664697751,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0040928522745768,0.0126361846923828,0.0126361846923828,0.0,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,114.44,0.0,0.0,8.333333333333332,836.768,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069415569305419,0.0088453292846679,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,112.0,0.0,0.0,8.333333333333332,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065860181751817,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0058809916178385,0.0133514404296875,0.0133514404296875,0.0,0.0078201293945312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,117.216,0.0,0.0,8.333333333333332,29.032,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068235397338867,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0064373016357421,0.0,0.0,0.0086784362792968,0.0123023986816406,0.0216007232666015,0.496,0.0,1.84,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068050118821177,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0047683715820312,0.0081062316894531,0.0081062316894531,0.0,0.0047683715820312,0.0061511993408203,0.0,0.0,0.0079154968261718,0.012969970703125,0.022745132446289,0.496,0.0,1.776,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069236280906259,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0064373016357421,0.0078678131103515,0.0078678131103515,0.0,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,113.256,0.0,0.0,100.0,1.192,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068038257200326,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0081062316894531,0.0062942504882812,0.0,0.0,0.0088214874267578,0.011814965142144,0.022745132446289,0.496,0.0,1.776,1.0,0.0,0.0,113.256,7.736,7.736,10.0,1.192,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068461894989013,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,112.0,0.0,0.0,10.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067990810716923,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0060399373372395,0.0092983245849609,0.0092983245849609,0.0,0.0088691711425781,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,117.192,0.0,0.0,10.0,31.864,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006872064927045,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0047432748894942,0.0116825103759765,0.0116825103759765,0.0,0.0069618225097656,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,132.768,0.0,0.0,10.0,210.264,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068079126943456,0.0083446502685546,0.0116825103759765,0.0116825103759765,0.0,0.004589557647705,0.0109672546386718,0.0109672546386718,0.0,0.0062227249145507,0.0067710876464843,0.0,0.0,0.0094890594482421,0.0118613243103027,0.0219583511352539,0.496,1.0,1.84,0.0,0.0,0.0,122.384,3.312,4.232,33.33333333333333,236.704,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070785654002222,0.0092506408691406,0.0066757202148437,0.0066757202148437,0.0,0.0040171638367668,0.0145435333251953,0.0145435333251953,0.0,0.0047683715820312,0.0060399373372395,0.0,0.0,0.00762939453125,0.014344851175944,0.0264644622802734,0.496,0.0,1.84,1.0,0.0,0.0,123.64,4.272,4.76,0.0,2874.096,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.007011404084922,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0039758353397764,0.0083446502685546,0.0083446502685546,0.0,0.0049114227294921,0.006270408630371,0.0,0.0,0.0084400177001953,0.0116586685180664,0.0240325927734374,0.496,0.0,1.84,0.0,0.0,0.0,113.256,8.264,7.736,0.0,1611.592,1
