time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061016177656638,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0063180923461914,0.0083684921264648,0.0,0.0,0.0,0.0,0.0116586685180664,0.0302553176879882,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,0.00762939453125,0.00762939453125,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060565436064307,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0056266784667968,0.0081062316894531,0.0,0.0,0.0,0.0,0.0104665756225585,0.0265121459960937,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,0.0047683715820312,0.0047683715820312,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059521613429434,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0057935714721679,0.0081300735473632,0.0,0.0,0.0,0.0,0.010228157043457,0.0241279602050781,0.496,1.36,0.0,0.0,0.0,113.256,16.528,15.472,0.0042915344238281,0.0042915344238281,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062239170074462,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0038639191658266,0.0042915344238281,1742.568,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074577792255198,0.0100135803222656,0.0126361846923828,0.0126361846923828,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,148.344,0.0,0.0,0.0038447928928543,0.0045299530029296,26863.192,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063061714172363,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0039541496420806,0.0046491622924804,1212.592,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060029549173789,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0166893005371093,0.0166893005371093,0.0056982040405273,0.0085830688476562,0.0,0.0,0.0,0.0,0.0104188919067382,0.0269889831542968,0.496,1.36,0.0,0.0,0.0,122.384,7.488,8.464,0.0041793374454273,0.0055313110351562,192.184,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065092993254708,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0065326690673828,0.0086307525634765,0.0,0.0,0.0,0.0,0.0113248825073242,0.029301643371582,0.496,1.424,0.0,0.0,0.0,118.448,7.488,8.464,0.0039122852624631,0.0046014785766601,4570.896,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060660329031113,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0126361846923828,0.0126361846923828,0.0058650970458984,0.0081300735473632,0.0,0.0,0.0,0.0,0.010538101196289,0.0274181365966796,0.496,1.424,0.0,0.0,0.0,113.256,16.528,15.472,0.0039577484130859,0.0047683715820312,432.488,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060185864197081,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,113.256,0.0,0.0,0.0064373016357421,0.0064373016357421,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061375079768719,0.0083446502685546,0.00762939453125,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,122.384,0.0,0.0,0.0044405460357666,0.005960464477539,169.392,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059545336671136,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,116.712,0.0,0.0,0.0057220458984375,0.0057220458984375,4.424,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060033798217773,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0107288360595703,0.0107288360595703,0.0058650970458984,0.0084161758422851,0.0,0.0,0.0,0.0,0.0109434127807617,0.0272989273071289,0.496,1.36,0.0,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060808658599853,0.0078916549682617,0.0112056732177734,0.0112056732177734,0.0100135803222656,0.0100135803222656,0.005960464477539,0.0081777572631835,0.0,0.0,0.0,0.0,0.0109195709228515,0.0267982482910156,0.496,1.36,0.0,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070560269239472,0.0095367431640625,0.0092983245849609,0.0092983245849609,0.0107288360595703,0.0107288360595703,0.0063180923461914,0.0082254409790039,0.0,0.0,0.0,0.0,0.0118928797104779,0.0278472900390625,0.496,1.424,0.0,0.0,0.0,134.024,13.128,12.56,0.0038523762036099,0.0045299530029296,25455.272,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064502848256932,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.00762939453125,0.00762939453125,0.0059008598327636,0.0075340270996093,0.0,0.0,0.0,0.0,0.0069141387939453,0.0080585479736328,0.496,1.424,0.0,0.0,0.0,118.448,3.4,2.912,0.0039133532293911,0.0043869018554687,987.832,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059414858841777,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,113.256,0.0,0.0,0.003814697265625,0.003814697265625,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075691997414768,0.0102519989013671,0.0088214874267578,0.0088214874267578,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,122.384,0.0,0.0,0.0038355440982383,0.0042915344238281,30159.672,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065112113952636,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0209808349609375,0.0209808349609375,0.0059127807617187,0.0072002410888671,0.0,0.0,0.0,0.0,0.0104427337646484,0.01983642578125,0.496,1.424,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006028413772583,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0059127807617187,0.0081300735473632,0.0,0.0,0.0,0.0,0.011444091796875,0.029921531677246,0.496,1.36,0.0,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059676170349121,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0145435333251953,0.0145435333251953,0.0058174133300781,0.0081539154052734,0.0,0.0,0.0,0.0,0.0108559926350911,0.0280380249023437,0.496,1.36,0.0,0.0,0.0,112.0,12.008,11.968,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059242342032638,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0112056732177734,0.0112056732177734,0.0056982040405273,0.0083446502685546,0.0,0.0,0.0,0.0,0.0107288360595703,0.0236511230468749,0.496,1.36,0.0,0.0,0.0,128.832,8.264,7.736,0.0042915344238281,0.0056743621826171,253.416,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064231381557955,0.0088214874267578,0.009775161743164,0.009775161743164,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,118.448,0.0,0.0,0.0039430765005258,0.0045299530029296,5020.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068413212968798,0.0097274780273437,0.0102519989013671,0.0102519989013671,0.017404556274414,0.017404556274414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,123.64,0.0,0.0,0.003840311752376,0.0045299530029296,30784.112,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074660778045654,0.0102758407592773,0.0095367431640625,0.0095367431640625,0.0159740447998046,0.0159740447998046,0.005960464477539,0.007486343383789,0.0,0.0,0.0,0.0,0.0112533569335937,0.0209808349609375,0.496,1.424,0.0,0.0,0.0,112.0,3.744,4.232,0.0038430411451474,0.0045299530029296,46404.16,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078213214874267,0.0095605850219726,0.0092983245849609,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0060558319091796,0.0086307525634765,0.0,0.0,0.0,0.0,0.0144481658935546,0.0315189361572265,0.496,1.424,0.0,0.0,0.0,116.632,7.488,8.464,0.0038541494577796,0.0045299530029296,23958.168,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007563298291499,0.0097513198852539,0.0090599060058593,0.0090599060058593,0.0226497650146484,0.0226497650146484,0.0059763590494791,0.008249282836914,0.0,0.0,0.0,0.0,0.0104586283365885,0.0261306762695312,0.496,1.424,0.0,0.0,0.0,122.384,12.008,11.968,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070047378540039,0.009322166442871,0.0121593475341796,0.0121593475341796,0.0104904174804687,0.0104904174804687,0.0062518649631076,0.0085353851318359,0.0120401382446289,0.0115633010864257,0.0121355056762695,0.0122308731079101,0.0109889290549538,0.0274181365966796,0.496,1.424,1.696,1.696,0.0,112.0,8.792,7.208,0.0049454825265066,0.0069618225097656,251.128,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060194789773166,0.0078678131103515,0.008559226989746,0.0075101852416992,0.0151395797729492,0.0217199325561523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,115.6,0.0,0.0,0.0043098743145282,0.0053644180297851,186.416,0
