time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,F-node
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006493051253741,0.0092983245849609,0.0043306777726358,0.0052452087402343,0.0062942504882812,0.009775161743164,0.009775161743164,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.0110626220703125,0.0198841094970703,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,1203.696,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066769005048393,0.0085830688476562,0.0042489234437333,0.0052452087402343,0.0060319900512695,0.0083446502685546,0.0083446502685546,0.0082015991210937,0.00762939453125,0.00762939453125,0.0099897384643554,0.0228166580200195,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,118.448,0.0,0.0,0.0,1971.176,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064786117855865,0.0087976455688476,0.0043710072835286,0.0052452087402343,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,1111.256,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066344100649994,0.0085830688476562,0.004226046058753,0.0050067901611328,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,2029.416,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0069570541381835,0.009775161743164,0.004351406354006,0.0054836273193359,0.0,0.0152587890625,0.0152587890625,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,116.632,0.0,0.0,0.0,1974.2,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0068761816072226,0.009775161743164,0.0042367739727977,0.0052452087402343,0.006723403930664,0.0064373016357421,0.0064373016357421,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0107765197753906,0.0199794769287109,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,2374.328,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0065974335172283,0.0090599060058593,0.0041990375837753,0.0052452087402343,0.0061988830566406,0.0083446502685546,0.0083446502685546,0.0082969665527343,0.0123977661132812,0.0123977661132812,0.010538101196289,0.0196456909179687,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,2711.112,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0065879442205476,0.0083446502685546,0.0044817620135368,0.005650520324707,0.006270408630371,0.0090599060058593,0.0090599060058593,0.008392333984375,0.0133514404296875,0.0133514404296875,0.0108242034912109,0.024271011352539,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,114.296,0.0,0.0,0.0,732.8,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0067075880447236,0.0092983245849609,0.0042690950281479,0.0052452087402343,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0152587890625,0.0152587890625,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,116.096,0.0,0.0,0.0,2191.048,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063712053959912,0.0083446502685546,0.0042378247439206,0.0052213668823242,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,1564.896,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064302198957688,0.0088214874267578,0.0044153286860539,0.0054836273193359,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,883.424,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064396739599123,0.0090599060058593,0.0041692153267238,0.0052452087402343,0.0061988830566406,0.0061988830566406,0.0061988830566406,0.0077724456787109,0.0109672546386718,0.0109672546386718,0.0108242034912109,0.0196456909179687,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,2085.792,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066994434565453,0.0090599060058593,0.0042133861117892,0.0052452087402343,0.0069618225097656,0.0119209289550781,0.0119209289550781,0.0092029571533203,0.0112056732177734,0.0112056732177734,0.0108718872070312,0.0202178955078125,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,1572.624,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063364778585101,0.0085830688476562,0.0042688278924851,0.0050067901611328,0.0062465667724609,0.00762939453125,0.00762939453125,0.0088691711425781,0.0078678131103515,0.0078678131103515,0.0107049942016601,0.0241279602050781,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,318.768,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006176345977024,0.0081062316894531,0.0047683715820312,0.0056743621826171,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,54.536,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060731498756218,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006028584071568,0.0078678131103515,0.006103515625,0.008249282836914,0.0,0.0067949295043945,0.0070810317993164,0.0,0.0071525573730468,0.0073432922363281,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,119.576,0.0,0.0,0.0,12.68,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0079154968261718,0.005960464477539,0.005960464477539,0.0113487243652343,0.0085830688476562,0.0085830688476562,0.0115394592285156,0.0223159790039062,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061225891113281,0.0083446502685546,0.0,0.0,0.0062465667724609,0.00762939453125,0.00762939453125,0.0082015991210937,0.0100135803222656,0.0100135803222656,0.0113487243652343,0.0214099884033203,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061738491058349,0.0085830688476562,0.0,0.0,0.0065565109252929,0.0092983245849609,0.0092983245849609,0.0088453292846679,0.00762939453125,0.00762939453125,0.0111103057861328,0.0285148620605468,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006096703665597,0.0082969665527343,0.004876743663441,0.00762939453125,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,127.576,0.0,0.0,0.0,122.376,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063546813360535,0.0088214874267578,0.0064373016357421,0.0076770782470703,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,24.984,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062142268265828,0.0083446502685546,0.0043859084447224,0.0050067901611328,0.0069141387939453,0.0071525573730468,0.0071525573730468,0.0092983245849609,0.0121593475341796,0.0121593475341796,0.0106970469156901,0.0229835510253906,0.0,0.0,0.496,1.424,1.696,1.696,10.776,11.312,118.448,0.0,0.0060796737670898,0.0065565109252929,377.088,0.0160932540893554,0.0236272811889648,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064715300456132,0.0092983245849609,0.0043820731247527,0.0052452087402343,0.005960464477539,0.0071525573730468,0.0071525573730468,0.00762939453125,0.0088214874267578,0.0088214874267578,0.0108242034912109,0.0199317932128906,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,615.16,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.005981709697459,0.0081062316894531,0.003935444739557,0.0047683715820312,0.0069141387939453,0.0064373016357421,0.0064373016357421,0.0096797943115234,0.0085830688476562,0.0085830688476562,0.0115871429443359,0.0216484069824218,0.0,0.0,0.496,1.392,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,3441.568,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0077420799293328,0.0102519989013671,0.0039086511483776,0.0045299530029296,0.0061273574829101,0.0100135803222656,0.0100135803222656,0.0084161758422851,0.0154972076416015,0.0154972076416015,0.0107526779174804,0.0252246856689453,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,28455.04,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060486793518066,0.0081300735473632,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0166893005371093,0.0166893005371093,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062143802642822,0.0088214874267578,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059413909912109,0.0078916549682617,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059175491333007,0.0078678131103515,0.0,0.0,0.005960464477539,0.0078678131103515,0.0078678131103515,0.0075340270996093,0.0131130218505859,0.0131130218505859,0.0115871429443359,0.0224590301513671,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062815033563292,0.0083446502685546,0.005801518758138,0.006866455078125,0.0062942504882812,0.0061988830566406,0.0061988830566406,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0115394592285156,0.0211238861083984,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,16.552,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061965107324704,0.0081062316894531,0.00762939453125,0.00762939453125,0.0067551930745442,0.00762939453125,0.00762939453125,0.0093460083007812,0.0066757202148437,0.0066757202148437,0.0107938593084161,0.025033950805664,0.0,0.0,0.496,1.36,0.0,0.0,8.792,7.208,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0068565497651768,0.0098705291748046,0.0038952022403865,0.0045299530029296,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,144.408,0.0,0.0,0.0,27692.832,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062131881713867,0.0085830688476562,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0200271606445312,0.0200271606445312,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061440467834472,0.0081062316894531,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062096118927001,0.0081062316894531,0.0,0.0,0.0061511993408203,0.0069141387939453,0.0069141387939453,0.0080585479736328,0.0066757202148437,0.0066757202148437,0.0110149383544921,0.0203132629394531,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006192922592163,0.0083684921264648,0.0,0.0,0.006103515625,0.005960464477539,0.005960464477539,0.0079154968261718,0.0119209289550781,0.0119209289550781,0.0105857849121093,0.0196456909179687,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060577297685158,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.0061750411987304,0.005960464477539,0.005960464477539,0.0084161758422851,0.0109672546386718,0.0109672546386718,0.0106096267700195,0.0236749649047851,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062356540812781,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0066757202148437,0.0066757202148437,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061111070623445,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0070136727638614,0.0095367431640625,0.0038973522621305,0.0045299530029296,0.0,0.013589859008789,0.013589859008789,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,22319.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059866905212402,0.0078678131103515,0.0,0.0,0.0072479248046875,0.0078678131103515,0.0078678131103515,0.0087261199951171,0.011444091796875,0.011444091796875,0.0112056732177734,0.0210762023925781,0.0,0.0,0.496,1.392,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059950351715087,0.0083446502685546,0.0,0.0,0.0067710876464843,0.0066757202148437,0.0066757202148437,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0120162963867187,0.0210762023925781,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060427188873291,0.0078678131103515,0.0,0.0,0.0064849853515625,0.0061988830566406,0.0061988830566406,0.0084161758422851,0.0123977661132812,0.0123977661132812,0.0112295150756835,0.0284671783447265,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059723260983898,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060541712822605,0.0081062316894531,0.0057220458984375,0.0057220458984375,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0176429748535156,0.0176429748535156,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060672190651964,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062660106177468,0.008702278137207,0.0038971454639152,0.0045299530029296,0.0061988830566406,0.005960464477539,0.0069141387939453,0.0079154968261718,0.014662742614746,0.0174283981323242,0.0114917755126953,0.0213623046875,0.0,0.0,1.344,2.208,0.0,0.0,3.744,4.232,143.152,0.0,0.0,0.0,11614.92,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0071561158593021,0.009775161743164,0.0038971092534213,0.0045299530029296,0.0074386596679687,0.0092983245849609,0.0092983245849609,0.0102043151855468,0.0154972076416015,0.0154972076416015,0.0113487243652343,0.020456314086914,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,31047.272,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064826011657714,0.0088214874267578,0.0,0.0,0.0060558319091796,0.0071525573730468,0.0071525573730468,0.0082015991210937,0.0150203704833984,0.0150203704833984,0.0107765197753906,0.0233650207519531,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059485435485839,0.0081062316894531,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060778945239622,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.0,0.0069141387939453,0.0069141387939453,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061044598569964,0.0083446502685546,0.007033348083496,0.0077009201049804,0.0,0.0071525573730468,0.0071525573730468,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,10.976,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059296242633269,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0062942504882812,0.0078678131103515,0.0078678131103515,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0109195709228515,0.0202178955078125,0.0,0.0,0.496,1.424,1.696,1.696,3.744,4.232,113.256,0.0,0.009775161743164,0.0122547149658203,1.192,0.0082254409790039,0.010228157043457,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061893463134765,0.0083446502685546,0.0,0.0,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0081539154052734,0.0069141387939453,0.0069141387939453,0.0121593475341796,0.0219345092773437,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0068979355895403,0.0095367431640625,0.0039144713876552,0.0045299530029296,0.0065432654486762,0.0133514404296875,0.0133514404296875,0.0079631805419921,0.0147819519042968,0.0147819519042968,0.0110106034712357,0.0255107879638671,0.0,0.0,0.496,1.36,0.0,0.0,8.792,7.208,143.152,0.0,0.0,0.0,25976.224,0.0,0.0,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006793737411499,0.0090837478637695,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061750411987304,0.0083446502685546,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060968731173235,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0061511993408203,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0116825103759765,0.0222682952880859,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,0
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060604839790158,0.0080108642578124,0.0044441223144531,0.0066757202148437,0.0061988830566406,0.005960464477539,0.005960464477539,0.0079631805419921,0.00762939453125,0.00762939453125,0.0111579895019531,0.0210762023925781,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,134.024,0.0,0.0,0.0,271.528,0.0,0.0,0
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060760974884033,0.0081062316894531,0.0,0.0,0.0061750411987304,0.005960464477539,0.005960464477539,0.008392333984375,0.0119209289550781,0.0119209289550781,0.0110626220703125,0.0257015228271484,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059640407562255,0.0085830688476562,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0069714060016706,0.0095367431640625,0.003895353077229,0.0045299530029296,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,132.768,0.0,0.0,0.0,24180.936,0.0,0.0,0
