time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_ul_percentage,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,F-node
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060415267944335,0.0081062316894531,0.00762939453125,0.00762939453125,0.009775161743164,0.009775161743164,0.0,0.0,0.0064373016357421,0.0084877014160156,0.0104427337646484,0.0191211700439453,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059521198272705,0.0078678131103515,0.0054836273193359,0.0054836273193359,0.00762939453125,0.00762939453125,0.0,0.0,0.0058412551879882,0.0077486038208007,0.0096559524536132,0.0215768814086914,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060147578173344,0.0078678131103515,0.0096321105957031,0.0090599060058593,0.0103712081909179,0.0112295150756835,0.0075101852416992,0.0095129013061523,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,10.976,0.0,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059557198291987,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.011444091796875,0.011444091796875,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063222439134891,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0121593475341796,0.0121593475341796,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066988676497079,0.0095367431640625,0.005960464477539,0.005960464477539,0.0092983245849609,0.0092983245849609,0.0038809309711319,0.0045299530029296,0.0059127807617187,0.0073909759521484,0.0101566314697265,0.0188350677490234,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,143.152,0.0,0.0,0.0,0.0,23705.976,0.0,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067925453186035,0.0088453292846679,0.0112056732177734,0.0112056732177734,0.0128746032714843,0.0128746032714843,0.0039072870050819,0.0045299530029296,0.0071525573730468,0.0102996826171875,0.0101566314697265,0.0184059143066406,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,2340.048,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061953067779541,0.0081300735473632,0.0119209289550781,0.0119209289550781,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0065326690673828,0.0090599060058593,0.0105619430541992,0.0250816345214843,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060427188873291,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006162112032003,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0090599060058593,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006068625101229,0.008249282836914,0.0069141387939453,0.0069141387939453,0.0100135803222656,0.0100135803222656,0.0042533874511718,0.0060081481933593,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,134.024,0.0,0.0,0.0,0.0,271.528,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059853738813257,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.0061988830566406,0.0061988830566406,0.006723403930664,0.0082015991210937,0.0110149383544921,0.0207424163818359,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060009956359863,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0065326690673828,0.0086307525634765,0.0111103057861328,0.01983642578125,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0071677507138719,0.0100135803222656,0.0095367431640625,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0039016689188593,0.0045299530029296,0.007176399230957,0.0092267990112304,0.0118017196655273,0.0278711318969726,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,132.768,0.0,0.0,0.0,0.0,24167.832,0.0,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061190128326416,0.0081300735473632,0.0107288360595703,0.0107288360595703,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061333179473876,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059354305267333,0.0078916549682617,0.0078678131103515,0.0078678131103515,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061075485760892,0.0078678131103515,0.005960464477539,0.005960464477539,0.0131130218505859,0.0131130218505859,0.00762939453125,0.00762939453125,0.0060558319091796,0.0075817108154296,0.0109195709228515,0.0199794769287109,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061146655485997,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0062465667724609,0.0079631805419921,0.0105857849121093,0.0194072723388671,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060529851201754,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0090599060058593,0.0090599060058593,0.005960464477539,0.005960464477539,0.0064373016357421,0.008702278137207,0.0100135803222656,0.0227212905883789,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0058984756469726,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.007230101279842,0.0095367431640625,0.009775161743164,0.009775161743164,0.0140666961669921,0.0140666961669921,0.0038802210783573,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,0.0,38850.544,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064396739599123,0.0088214874267578,0.0107288360595703,0.0107288360595703,0.017404556274414,0.017404556274414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060415267944335,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0075340270996093,0.0114917755126953,0.0110149383544921,0.0201225280761718,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061751598149389,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.00762939453125,0.00762939453125,0.0065326690673828,0.008249282836914,0.0109195709228515,0.0203132629394531,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061360164661312,0.0083446502685546,0.005960464477539,0.005960464477539,0.0121593475341796,0.0121593475341796,0.0045299530029296,0.0045299530029296,0.005960464477539,0.0086307525634765,0.0102043151855468,0.0231742858886718,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061288994936207,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0107288360595703,0.0107288360595703,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,113.256,0.0,0.0,0.0153779983520507,0.0169992446899414,1.192,0.0134706497192382,0.0143289566040039,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060987472534179,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065345208621719,0.0089406967163085,0.0102519989013671,0.0102519989013671,0.0162124633789062,0.0162124633789062,0.0038827137106624,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,0.0,18674.696,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066637992858886,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.003950936453683,0.0050067901611328,0.0069618225097656,0.0098228454589843,0.0112056732177734,0.01983642578125,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,1874.608,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061786174774169,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0058650970458984,0.0072956085205078,0.0104904174804687,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067318187040441,0.0092983245849609,0.005960464477539,0.005960464477539,0.00762939453125,0.00762939453125,0.0041473884971774,0.0050067901611328,0.0060929192437065,0.0069141387939453,0.010858882557262,0.0262260437011718,0.0,0.0,0.496,1.36,0.0,0.0,8.792,7.208,128.832,0.0,0.0,0.0,0.0,3876.736,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061953245703853,0.0085830688476562,0.011444091796875,0.011444091796875,0.0152587890625,0.0152587890625,0.0044076870649288,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,388.552,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060375650130694,0.0081062316894531,0.0085830688476562,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060737133026123,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062072277069091,0.0088214874267578,0.0100135803222656,0.0100135803222656,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0062465667724609,0.0080585479736328,0.0112533569335937,0.0210762023925781,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062791312613138,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0039135537496427,0.0047683715820312,0.006866455078125,0.0092506408691406,0.0111103057861328,0.0197887420654296,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,137.96,0.0,0.0,0.0,0.0,3166.632,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059592723846435,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0063180923461914,0.0086545944213867,0.0104904174804687,0.0238656997680664,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060565436064307,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0054836273193359,0.0054836273193359,0.0071684519449869,0.009775161743164,0.009918212890625,0.0208854675292968,0.0,0.0,0.496,1.36,0.0,0.0,10.776,11.312,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061162627569519,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0133514404296875,0.0133514404296875,0.005960464477539,0.0072479248046875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,18.6,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064314580431171,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0140666961669921,0.0140666961669921,0.0046491622924804,0.0058174133300781,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,128.832,0.0,0.0,0.0,0.0,355.2,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063812732696533,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0092983245849609,0.0092983245849609,0.0042592485745747,0.0052452087402343,0.0058174133300781,0.0074386596679687,0.0105857849121093,0.0193119049072265,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,930.832,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060233310680484,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0078678131103515,0.0048637390136718,0.0061511993408203,0.0067710876464843,0.0099658966064453,0.0113964080810546,0.0212669372558593,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,37.16,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0059843063354492,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0071525573730468,0.0071525573730468,0.0083446502685546,0.0083446502685546,0.006103515625,0.0084161758422851,0.0107526779174804,0.0254154205322265,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061307634626116,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0095367431640625,0.0095367431640625,0.0040200578064477,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,125.272,0.0,0.0,0.0,0.0,2313.84,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063649457485521,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0078678131103515,0.0078678131103515,0.0043434671836324,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,785.544,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065594471146907,0.0087738037109375,0.0121593475341796,0.0121593475341796,0.0131130218505859,0.0131130218505859,0.0040249223880718,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,123.64,0.0,0.0,0.0,0.0,3734.616,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061375079768719,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0119209289550781,0.0119209289550781,0.0043605503283048,0.0052452087402343,0.0066757202148437,0.0083446502685546,0.0107288360595703,0.0199317932128906,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,115.648,0.0,0.0,0.0,0.0,294.704,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0058821777799236,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0088214874267578,0.0088214874267578,0.006866455078125,0.0093460083007812,0.011444091796875,0.0212669372558593,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,114.392,0.0,0.0,0.0,0.0,2.104,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060820579528808,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0071525573730468,0.0061988830566406,0.0085830688476562,0.0102043151855468,0.0239372253417968,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,6.92,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060601020926859,0.0078678131103515,0.00762939453125,0.00762939453125,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0069365643038608,0.0092983245849609,0.0069141387939453,0.0069141387939453,0.0116825103759765,0.0116825103759765,0.0040465624544632,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,6983.776,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061004316035787,0.0085830688476562,0.00762939453125,0.00762939453125,0.0083446502685546,0.0083446502685546,0.0041282695272694,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,867.424,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060019801505169,0.0083446502685546,0.011444091796875,0.011444091796875,0.0081062316894531,0.0081062316894531,0.0047683715820312,0.0047683715820312,0.0067710876464843,0.0083446502685546,0.0114917755126953,0.0224113464355468,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006115904041365,0.0080347061157226,0.0069141387939453,0.0069141387939453,0.0090599060058593,0.0090599060058593,0.0046207791283017,0.0066757202148437,0.0071048736572265,0.0102043151855468,0.0110149383544921,0.0205039978027343,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,128.832,0.0,0.0,0.0,0.0,183.464,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067006296186304,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0159740447998046,0.0159740447998046,0.004020067724851,0.0047683715820312,0.0072717666625976,0.0093936920166015,0.0107765197753906,0.0237941741943359,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,0.0,6540.872,0.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061822767874494,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0066757202148437,0.0066757202148437,0.0065565109252929,0.007033348083496,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0058960914611816,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,112.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0042915344238281,0.0042915344238281,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0058674812316894,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,112.0,0.0,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0069141387939453,0.0069141387939453,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0057884709752021,0.00762939453125,0.0071525573730468,0.0071525573730468,0.011444091796875,0.011444091796875,0.00762939453125,0.00762939453125,0.0060081481933593,0.00762939453125,0.0107288360595703,0.0193119049072265,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060553574443456,0.0083446502685546,0.009775161743164,0.009775161743164,0.0126361846923828,0.0126361846923828,0.0061988830566406,0.0061988830566406,0.0061511993408203,0.0078201293945312,0.0111103057861328,0.0205516815185546,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0061217825211102,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0083446502685546,0.0083446502685546,0.0060558319091796,0.0083684921264648,0.0108718872070312,0.0262022018432617,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0062060356140136,0.0083446502685546,0.009775161743164,0.009775161743164,0.0164508819580078,0.0164508819580078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0060725212097167,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0113248825073242,0.0135183334350585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006277584335179,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0100135803222656,0.0100135803222656,0.0040857854459445,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,0.0,3280.808,0.0,0.0,0
