time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,F-node
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064906789295708,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0042774344003328,0.0052452087402343,0.0071525573730468,0.0071525573730468,0.0064849853515625,0.0086069107055664,0.010228157043457,0.0228166580200195,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,117.192,0.0,0.0,1755.568,0.0,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066330183797807,0.0092983245849609,0.0056028366088867,0.0060796737670898,0.0043140267426112,0.0054836273193359,0.011444091796875,0.0125885009765625,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,117.192,0.0,0.0,2038.848,0.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063298952461469,0.0080823898315429,0.0071525573730468,0.0071525573730468,0.0041754214794604,0.0054121017456054,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,1611.824,0.0,0.0,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060076760773611,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0042589301736945,0.0052452087402343,0.0171661376953125,0.0171661376953125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,1093.608,0.0,0.0,0.0,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062366523364982,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.004312684459071,0.0052452087402343,0.0121593475341796,0.0121593475341796,0.0060081481933593,0.0077247619628906,0.0104904174804687,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,118.448,0.0,0.0,1059.28,0.0,0.0,0.0,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063376640205952,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0042472566877092,0.0050067901611328,0.0107288360595703,0.0107288360595703,0.0061988830566406,0.0081062316894531,0.0109672546386718,0.0207901000976562,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,0.0,616.128,0.0,0.0,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058794021606445,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0,0.0,0.009775161743164,0.009775161743164,0.0063180923461914,0.0084161758422851,0.0111103057861328,0.0253915786743164,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005936858677628,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0045687653297601,0.0068187713623046,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,122.384,0.0,0.0,384.12,0.0,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060093402862548,0.0078916549682617,0.00762939453125,0.00762939453125,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065336086479901,0.0092983245849609,0.0081062316894531,0.0081062316894531,0.0041683248225474,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,121.928,0.0,0.0,2831.2,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064278593157777,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0042268472124439,0.0053167343139648,0.0081062316894531,0.0081062316894531,0.0071525573730468,0.0104904174804687,0.0103473663330078,0.0185489654541015,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,118.448,0.0,0.0,2505.12,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060529851201754,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0046888987223307,0.0055313110351562,0.0107288360595703,0.0107288360595703,0.0061511993408203,0.0080108642578125,0.0111103057861328,0.0205516815185546,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,16.552,0.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059115886688232,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0072717666625976,0.0093698501586914,0.0104665756225585,0.0242471694946289,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059080123901367,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005885362625122,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060570240020751,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061111070623445,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0140666961669921,0.0140666961669921,0.0065803527832031,0.0086307525634765,0.0111103057861328,0.0208854675292968,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,1.192,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061021334883095,0.0086784362792968,0.0057220458984375,0.0057220458984375,0.0039540041952155,0.0047683715820312,0.0081062316894531,0.0081062316894531,0.0061988830566406,0.0081539154052734,0.0111103057861328,0.0209331512451171,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,144.408,0.0,0.0,4726.952,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061561812215776,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0040531158447265,0.0040531158447265,0.0095367431640625,0.0095367431640625,0.0066757202148437,0.0091075897216796,0.0101804733276367,0.0241994857788085,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,1.192,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058460235595703,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061670152267607,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0039774500681254,0.0047683715820312,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,122.384,0.0,0.0,3681.28,0.0,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058722496032714,0.0074148178100585,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060701370239257,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0062465667724609,0.0085830688476562,0.0110626220703125,0.0206470489501953,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060506127960053,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.00762939453125,0.00762939453125,0.0126361846923828,0.0126361846923828,0.0067710876464843,0.0092029571533203,0.0104904174804687,0.0194549560546875,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,1.192,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061348303040461,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0078678131103515,0.0078678131103515,0.009775161743164,0.009775161743164,0.0059366226196289,0.0081539154052734,0.0107765197753906,0.0251531600952148,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,1.192,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059450443704329,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0069141387939453,0.0069141387939453,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,113.256,0.0,0.0064373016357421,1.192,0.0064373016357421,0.0100135803222656,0.0100135803222656,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060414804995638,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0039601859193259,0.0047683715820312,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,143.152,0.0,0.0140666961669921,3382.056,0.0140666961669921,0.0042915344238281,0.0042915344238281,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0057876110076904,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060057640075683,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0071048736572265,0.0087261199951171,0.0116825103759765,0.0216960906982421,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059461593627929,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0100135803222656,0.0100135803222656,0.006103515625,0.0079154968261718,0.0102519989013671,0.0188350677490234,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059094595078805,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0047683715820312,0.0047683715820312,0.0185966491699218,0.0185966491699218,0.0064849853515625,0.0083684921264648,0.0105142593383789,0.0245094299316406,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,1.192,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060890235152899,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0043166311163651,0.0061511993408203,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,128.832,0.0,0.0,205.864,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059438582083479,0.00762939453125,0.009775161743164,0.009775161743164,0.0050067901611328,0.0050067901611328,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059247016906738,0.0081062316894531,0.0078678131103515,0.0084400177001953,0.0,0.0,0.0126361846923828,0.0139713287353515,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059918659489329,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.004087941030438,0.0050067901611328,0.0095367431640625,0.0095367431640625,0.0070571899414062,0.009012222290039,0.0126361846923828,0.0243186950683593,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,137.96,0.0,0.0,986.296,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059877462054959,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0040351219897,0.004887580871582,0.0066757202148437,0.0066757202148437,0.0064849853515625,0.0086307525634765,0.0112056732177734,0.0201702117919921,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,0.0,1177.552,0.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060055386367721,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0038954946729871,0.0045299530029296,0.011444091796875,0.011444091796875,0.0066280364990234,0.0090837478637695,0.0111103057861328,0.0251531600952148,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,117.192,0.0,0.0,4118.048,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006751258774559,0.0092744827270507,0.0090599060058593,0.0090599060058593,0.0038797918118928,0.0045299530029296,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,3390.464,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059794430709003,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0057220458984375,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060387511751545,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0069141387939453,0.0069141387939453,0.0116825103759765,0.0116825103759765,0.0062306722005208,0.0082969665527343,0.010379155476888,0.021982192993164,0.0,0.0,0.496,1.36,0.0,0.0,10.776,11.312,113.256,0.0,0.0,1.192,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060591204413052,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0040456652641296,0.0045299530029296,0.00762939453125,0.00762939453125,0.0063896179199218,0.0077247619628906,0.0111579895019531,0.0212669372558593,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,127.576,0.0,0.0,729.952,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059902667999267,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0126361846923828,0.0126361846923828,0.005960464477539,0.00762939453125,0.0111579895019531,0.0210285186767578,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066957851447681,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0039488077163696,0.0047683715820312,0.0140666961669921,0.0140666961669921,0.0063896179199218,0.0081539154052734,0.0101566314697265,0.02288818359375,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,122.384,0.0,0.0,6872.992,0.0,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058245658874511,0.00762939453125,0.0121593475341796,0.0121593475341796,0.0041723251342773,0.0049829483032226,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,75.84,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059663952879644,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0057291276384108,0.00762939453125,0.00762939453125,0.00762939453125,0.0056624412536621,0.0070095062255859,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,32.288,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061497968785903,0.0085115432739257,0.0078678131103515,0.0078678131103515,0.0049046107700892,0.0073194503784179,0.0069141387939453,0.0069141387939453,0.006723403930664,0.0088691711425781,0.0112533569335937,0.0205039978027343,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,127.12,0.0,0.0,122.272,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061727874907688,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0038884349705017,0.0045299530029296,0.0090599060058593,0.0090599060058593,0.005340576171875,0.0060081481933593,0.0116825103759765,0.0200748443603515,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,0.0,2200.032,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059426720462628,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0056743621826171,0.0066041946411132,0.0102519989013671,0.0102519989013671,0.0066757202148437,0.0092029571533203,0.0109672546386718,0.0275135040283203,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,115.096,0.0,0.0,24.688,0.0,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060921284689832,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0049008263481987,0.0052452087402343,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.392,0.0,0.0,42.544,0.0,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061312718177909,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0059306621551513,0.0075101852416992,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.544,0.0,0.0,45.056,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060537073871876,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0056670262263371,0.0069141387939453,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.84,0.0,0.0,32.2,0.0,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060194789773166,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0060319900512695,0.0076055526733398,0.0071525573730468,0.0071525573730468,0.0073432922363281,0.0089645385742187,0.0116825103759765,0.0206470489501953,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,115.648,0.0,0.0,22.432,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059474812875879,0.0078439712524414,0.0083446502685546,0.0083446502685546,0.0051524904039171,0.0056266784667968,0.0109672546386718,0.0109672546386718,0.0062465667724609,0.0080108642578125,0.0105857849121093,0.0195503234863281,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,116.896,0.0,0.0,42.656,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006305637644298,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.0049727303641183,0.0054836273193359,0.0069141387939453,0.0069141387939453,0.0059843063354492,0.0083446502685546,0.0105142593383789,0.0245571136474609,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,114.808,0.0,0.0,57.928,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062463295400439,0.0085830688476562,0.011444091796875,0.011444091796875,0.0048478444417317,0.0054836273193359,0.0166893005371093,0.0166893005371093,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.808,0.0,0.0,54.312,0.0,0.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059331827495821,0.0081062316894531,0.0123977661132812,0.0123977661132812,0.0053696010423743,0.0066280364990234,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,115.8,0.0,0.0077486038208007,56.296,0.0078439712524414,0.0098943710327148,0.0075101852416992,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061312718177909,0.0085830688476562,0.011444091796875,0.011444091796875,0.0054041544596354,0.0073432922363281,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.64,0.0,0.0,45.16,0.0,0.0,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005960464477539,0.0080823898315429,0.0061988830566406,0.0061988830566406,0.0049727303641183,0.0057220458984375,0.0090599060058593,0.0090599060058593,0.0060081481933593,0.0077247619628906,0.0107288360595703,0.0203132629394531,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,116.896,0.0,0.0,42.048,0.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060926569570409,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0049869219462076,0.0055789947509765,0.00762939453125,0.00762939453125,0.0066757202148437,0.0085353851318359,0.0124931335449218,0.0238895416259765,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,116.896,0.0,0.0,78.16,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006095017537032,0.0080823898315429,0.0066757202148437,0.0066757202148437,0.0049877166748046,0.0060081481933593,0.0123977661132812,0.0123977661132812,0.005960464477539,0.0066757202148437,0.0102519989013671,0.0176429748535156,0.0,0.0,0.496,1.36,0.0,0.0,4.272,3.704,117.216,0.0,0.0,75.048,0.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00647881730872,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0049092552878639,0.0057220458984375,0.0092983245849609,0.0092983245849609,0.0073909759521484,0.009775161743164,0.0110149383544921,0.0206947326660156,0.0,0.0,0.496,1.36,0.0,0.0,4.52,3.504,114.808,0.0,0.0,61.008,0.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062226062983422,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0052828537790398,0.0065803527832031,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.76,0.0,0.0,46.456,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061158517106848,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.004887580871582,0.005507469177246,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.808,0.0,0.0,49.344,0.0,0.0,0.0,0
