time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_dl_ms,F-node
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062862245163114,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0102519989013671,0.0102519989013671,0.0047391774703045,0.005960464477539,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,1.696,1.696,116.432,0.0,0.0,0.0,0.0069141387939453,0.0113248825073242,0.009012222290039,204.84,0.0135183334350585,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063685042348074,0.0085830688476562,0.0119209289550781,0.0119209289550781,0.0123977661132812,0.0123977661132812,0.0050890034642712,0.0060558319091796,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.848,0.0,0.0,0.0,0.0,0.0,0.0,101.64,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063139407788936,0.0088214874267578,0.0107288360595703,0.0107288360595703,0.0083446502685546,0.0083446502685546,0.0049823369735326,0.0062942504882812,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,116.072,0.0,0.0,0.0,0.0,0.0,0.0,208.568,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064171368802957,0.0088214874267578,0.009775161743164,0.009775161743164,0.0078678131103515,0.0078678131103515,0.0049884502704326,0.0058412551879882,0.0058174133300781,0.0073909759521484,0.0102519989013671,0.0190258026123046,0.496,1.36,0.0,0.0,0.0,0.0,115.048,3.744,4.232,0.0,0.0,0.0,0.0,76.48,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062380264054483,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0052253405253092,0.0061273574829101,0.0065803527832031,0.0082969665527343,0.0114917755126953,0.0202178955078125,0.496,1.36,0.0,0.0,0.0,0.0,115.048,3.744,4.232,0.0,0.0,0.0,0.0,70.928,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063782871359645,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0047787376072095,0.0054359436035156,0.006413459777832,0.0093460083007812,0.0111818313598632,0.0268220901489257,0.496,1.36,0.0,0.0,0.0,0.0,116.064,8.264,7.736,0.0,0.0,0.0,0.0,60.232,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061693758067518,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0090599060058593,0.0090599060058593,0.0049209594726562,0.0059127807617187,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.984,0.0,0.0,0.0,0.0,0.0,0.0,65.24,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063044514822129,0.0088214874267578,0.0057220458984375,0.0057220458984375,0.011444091796875,0.011444091796875,0.0052268688495342,0.0063419342041015,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,31.464,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060162140955379,0.0081062316894531,0.0085115432739257,0.0072717666625976,0.0090599060058593,0.0102043151855468,0.0055631001790364,0.005960464477539,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,115.272,0.0,0.0,0.0,0.0,0.0,0.0,8.104,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061360164661312,0.0083446502685546,0.005960464477539,0.005960464477539,0.0112056732177734,0.0112056732177734,0.0064373016357421,0.0064373016357421,0.0072479248046875,0.0098705291748046,0.0121593475341796,0.0242233276367187,0.496,1.36,0.0,0.0,0.0,0.0,115.88,3.744,4.232,0.0,0.0,0.0,0.0,3.592,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061288994936207,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.011444091796875,0.011444091796875,0.0061988830566406,0.0077009201049804,0.0071048736572265,0.0084877014160156,0.0111579895019531,0.0201225280761718,0.496,1.36,0.0,0.0,0.0,0.0,115.304,3.744,4.232,0.0,0.0,0.0,0.0,14.48,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060629844665527,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0059366226196289,0.0081300735473632,0.0101327896118164,0.0229120254516601,0.496,1.36,0.0,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00604705430975,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0061988830566406,0.0084638595581054,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,52.704,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061552123268051,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0112056732177734,0.0112056732177734,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060980592794086,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0092983245849609,0.0092983245849609,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060868263244628,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0058650970458984,0.00762939453125,0.0106334686279296,0.0201225280761718,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060796737670898,0.0081062316894531,0.005960464477539,0.005960464477539,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0065088272094726,0.0084161758422851,0.0095367431640625,0.0185012817382812,0.496,1.36,0.0,0.0,0.0,0.0,112.0,14.52,15.544,0.0,0.0,0.0,0.0,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059747695922851,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0059366226196289,0.0077247619628906,0.0105857849121093,0.0246524810791015,0.496,1.36,0.0,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062096118927001,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060790806860473,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0133514404296875,0.0133514404296875,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060565436064307,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006017400257623,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0081062316894531,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0057697296142578,0.0071048736572265,0.0103950500488281,0.01983642578125,0.496,1.36,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0,0.0,1.192,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060498714447021,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0063419342041015,0.0082969665527343,0.0106334686279296,0.0200271606445312,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060808658599853,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0061988830566406,0.0081539154052734,0.0099658966064453,0.0227689743041992,0.496,1.36,0.0,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,0.0,0.0,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061571598052978,0.0081062316894531,0.0057220458984375,0.0057220458984375,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006113052368164,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060933146310682,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062000692187257,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.009775161743164,0.009775161743164,0.0064373016357421,0.0064373016357421,0.0060558319091796,0.0074386596679687,0.0108242034912109,0.0194549560546875,0.496,1.36,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0,0.0,1.192,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062751770019531,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0169277191162109,0.0169277191162109,0.0069141387939453,0.0069141387939453,0.0052452087402343,0.0056266784667968,0.0128746032714843,0.0228404998779296,0.496,1.36,0.0,0.0,0.0,0.0,112.696,2.688,1.12,0.0,0.0,0.0,0.0,1.192,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059092044830322,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0131130218505859,0.0131130218505859,0.0,0.0,0.007788340250651,0.0094413757324218,0.007033348083496,0.0086545944213867,0.496,1.36,0.0,0.0,0.0,0.0,112.0,1.056,3.112,0.0,0.0,0.0,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060268895543036,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0128746032714843,0.0128746032714843,0.0050067901611328,0.006723403930664,0.0060796737670898,0.0083446502685546,0.0099897384643554,0.0225305557250976,0.496,1.36,0.0,0.0,0.0,0.0,117.192,8.264,7.736,0.0,0.0,0.0,0.0,28.664,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058631991865623,0.00762939453125,0.0061988830566406,0.0061988830566406,0.0073909759521484,0.0073909759521484,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.848,0.848,114.584,0.0,0.0,0.0,0.0100135803222656,0.0042915344238281,0.0100135803222656,2.296,0.0042915344238281,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063238792049074,0.008702278137207,0.0088214874267578,0.0088214874267578,0.0107288360595703,0.0107288360595703,0.0040276106013808,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.848,0.848,143.152,0.0,0.0,0.0,0.0073909759521484,0.0085830688476562,0.0073909759521484,2355.688,0.0085830688476562,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072292762227577,0.009775161743164,0.0090599060058593,0.0090599060058593,0.011444091796875,0.011444091796875,0.0038780636257595,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,0.0,12377.256,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062961483476173,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0128746032714843,0.0128746032714843,0.0061988830566406,0.0061988830566406,0.0059008598327636,0.0063896179199218,0.0111659367879231,0.020146369934082,0.496,1.36,0.0,0.0,0.0,0.0,113.256,4.272,3.704,0.0,0.0,0.0,0.0,1.192,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061075485760892,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0069141387939453,0.0069141387939453,0.007486343383789,0.0096321105957031,0.0115394592285156,0.0214099884033203,0.496,1.36,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0,0.0,1.192,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066745457390846,0.0092983245849609,0.0061988830566406,0.0061988830566406,0.0119209289550781,0.0119209289550781,0.0038620686426953,0.0045299530029296,0.0058174133300781,0.0079154968261718,0.0107049942016601,0.0237464904785156,0.496,1.36,0.0,0.0,0.0,0.0,121.784,8.264,7.736,0.0,0.0,0.0,0.0,20832.096,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062930583953857,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061559677124023,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061422291368541,0.0083446502685546,0.0052452087402343,0.0052452087402343,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0086307525634765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,119.904,0.0,0.0,0.0,0.0,0.0,0.0,9.392,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060666905771387,0.0081062316894531,0.0073432922363281,0.0071525573730468,0.012516975402832,0.0166177749633789,0.004887580871582,0.0065326690673828,0.0061511993408203,0.00762939453125,0.0102043151855468,0.0190258026123046,1.344,2.208,0.0,0.0,0.0,0.0,118.448,3.744,4.232,0.0,0.0,0.0,0.0,29.216,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062177676965694,0.0083208084106445,0.0066757202148437,0.0066757202148437,0.009775161743164,0.009775161743164,0.0039039051081396,0.0045299530029296,0.0064849853515625,0.008392333984375,0.012063980102539,0.0218391418457031,0.496,1.36,0.0,0.0,0.0,0.0,123.08,3.744,4.232,0.0,0.0,0.0,0.0,4973.704,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070062014135983,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0154972076416015,0.0154972076416015,0.0038604075844223,0.0045299530029296,0.0059843063354492,0.0081062316894531,0.0102758407592773,0.0228881835937499,0.496,1.36,0.0,0.0,0.0,0.0,118.448,8.264,7.736,0.0,0.0,0.0,0.0,13474.016,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060510635375976,0.0081062316894531,0.00762939453125,0.00762939453125,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060506127960053,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.0088214874267578,0.0088214874267578,0.004876743663441,0.0071525573730468,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.712,0.0,0.0,0.0,0.0,0.0,0.0,96.056,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059616447675346,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0112056732177734,0.0112056732177734,0.0055313110351562,0.0072002410888671,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.32,0.0,0.0,0.0,0.0,0.0,0.0,28.776,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063109397888183,0.0083446502685546,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0044107437133789,0.0058412551879882,0.0061511993408203,0.0077724456787109,0.0105857849121093,0.0198841094970703,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,122.0,0.0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006132457979876,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0119209289550781,0.0119209289550781,0.0071525573730468,0.0071525573730468,0.006103515625,0.0078678131103515,0.011444091796875,0.0215530395507812,0.496,1.36,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0,0.0,1.192,0.0,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062036277049809,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0126361846923828,0.0126361846923828,0.0047683715820312,0.0047683715820312,0.006413459777832,0.0082254409790039,0.010085105895996,0.0231504440307617,0.496,1.36,0.0,0.0,0.0,0.0,113.256,8.264,7.736,0.0,0.0,0.0,0.0,1.192,0.0,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059580921533688,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0107288360595703,0.0107288360595703,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061322661007151,0.0085115432739257,0.0073909759521484,0.0073909759521484,0.0095367431640625,0.0095367431640625,0.0054836273193359,0.007033348083496,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,28.48,0.0,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006190538406372,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059235095977783,0.0081062316894531,0.00762939453125,0.00762939453125,0.0123977661132812,0.0123977661132812,0.0,0.0,0.005960464477539,0.00762939453125,0.01068115234375,0.0201225280761718,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,0
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060427188873291,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0060081481933593,0.00762939453125,0.01068115234375,0.0196456909179687,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,0
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060992454414937,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0123977661132812,0.0123977661132812,0.0083446502685546,0.0083446502685546,0.0058650970458984,0.0081539154052734,0.0103235244750976,0.0244855880737304,0.496,1.36,0.0,0.0,0.0,0.0,113.256,8.264,7.736,0.0,0.0,0.0,0.0,1.192,0.0,0
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061419472765566,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058857362661788,0.00762939453125,0.00762939453125,0.00762939453125,0.0138282775878906,0.0138282775878906,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060260295867919,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061345100402832,0.0081300735473632,0.00762939453125,0.00762939453125,0.0083446502685546,0.0083446502685546,0.0,0.0,0.006103515625,0.00762939453125,0.0123500823974609,0.0225543975830078,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060856342315673,0.0081062316894531,0.005960464477539,0.005960464477539,0.0104904174804687,0.0104904174804687,0.0,0.0,0.006103515625,0.0076770782470703,0.0112533569335937,0.0205039978027343,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059189488045611,0.00762939453125,0.0064373016357421,0.0064373016357421,0.00762939453125,0.00762939453125,0.0044504801432291,0.0058412551879882,0.0062253740098741,0.007486343383789,0.0104687430641867,0.0257492065429687,0.496,1.36,0.0,0.0,0.0,0.0,117.192,8.792,7.208,0.0,0.0,0.0,0.0,63.664,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059248796149865,0.0078678131103515,0.011444091796875,0.011444091796875,0.0078678131103515,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006162112032003,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.848,0.848,113.256,0.0,0.0,0.0,0.00762939453125,0.0133514404296875,0.00762939453125,1.192,0.0133514404296875,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059901185296661,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0083446502685546,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.848,113.256,0.0,0.0,100.0,0.0085830688476562,0.0,0.0085830688476562,1.192,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065672397613525,0.0083684921264648,0.0081062316894531,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0061511993408203,0.0080108642578125,0.0113487243652343,0.0212669372558593,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,0.0,0.0,1
