time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_dl_ms,F-node
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065267086029052,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0069141387939453,0.0093460083007812,0.0106334686279296,0.019693374633789,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067138671875,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0069618225097656,0.0111103057861328,0.0107765197753906,0.0248193740844726,0.496,1.36,0.0,0.0,0.0,0.0,112.0,8.264,7.736,100.0,0.0,0.0,0.0,0.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063967704772949,0.0081300735473632,0.0061988830566406,0.0061988830566406,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065553188323974,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0119209289550781,0.0119209289550781,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.696,0.0,0.0,100.0,0.0,0.0,0.0,1.192,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064171368802957,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.0090599060058593,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,0.0,1.192,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059640229637943,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0062465667724609,0.0079154968261718,0.0121116638183593,0.0221729278564453,0.496,1.36,0.0,0.0,0.0,0.0,113.256,3.744,4.232,100.0,0.0,0.0,0.0,1.192,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058821777799236,0.0081062316894531,0.0062465667724609,0.0054836273193359,0.0081062316894531,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0067710876464843,0.0092506408691406,0.0121116638183593,0.0224113464355468,1.344,2.208,0.0,0.0,0.0,0.0,115.8,3.744,4.232,100.0,0.0,0.0,0.0,3.512,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059215149076858,0.0081062316894531,0.0057220458984375,0.0057220458984375,0.0104904174804687,0.0104904174804687,0.0066757202148437,0.0066757202148437,0.0062942504882812,0.0082015991210937,0.0111818313598632,0.0253200531005859,0.496,1.36,0.0,0.0,0.0,0.0,118.128,8.264,7.736,100.0,0.0,0.0,0.0,5.552,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060677528381347,0.0083446502685546,0.005960464477539,0.005960464477539,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059425830841064,0.0081062316894531,0.00762939453125,0.00762939453125,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061285495758056,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060814530102174,0.0081062316894531,0.005960464477539,0.005960464477539,0.0085830688476562,0.0085830688476562,0.005960464477539,0.005960464477539,0.0063300132751464,0.0088691711425781,0.0102162361145019,0.0221014022827148,0.496,1.36,0.0,0.0,0.0,0.0,113.256,14.52,15.544,100.0,0.0,0.0,0.0,1.192,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060624744168561,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0095367431640625,0.0095367431640625,0.0052452087402343,0.0052452087402343,0.005960464477539,0.0072479248046875,0.0102996826171875,0.0190258026123046,0.496,1.36,0.0,0.0,0.0,0.0,113.256,3.744,4.232,100.0,0.0,0.0,0.0,1.192,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060814530102174,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.013589859008789,0.013589859008789,0.009775161743164,0.009775161743164,0.0065565109252929,0.0088930130004882,0.0105857849121093,0.0229597091674804,0.496,1.36,0.0,0.0,0.0,0.0,113.256,8.264,7.736,100.0,0.0,0.0,0.0,1.192,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059392192576191,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,119.984,0.0,0.0,100.0,0.0,0.0,0.0,7.408,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063744986929544,0.0083446502685546,0.0116825103759765,0.0116825103759765,0.011444091796875,0.011444091796875,0.0046957106817336,0.0058650970458984,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,127.48,0.0,0.0,100.0,0.0,0.0,0.0,780.568,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063127546168085,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0092983245849609,0.0092983245849609,0.0048951899751703,0.005960464477539,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.648,0.0,0.0,100.0,0.0,0.0,0.0,314.344,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064918650916559,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.004872199027769,0.0061511993408203,0.005960464477539,0.0066995620727539,0.0099738438924153,0.0169277191162109,0.496,1.36,0.0,0.0,0.0,0.0,117.192,4.272,3.704,100.0,0.0,0.0,0.0,462.08,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060725920271165,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0116825103759765,0.0116825103759765,0.004744529724121,0.0057935714721679,0.0069141387939453,0.0086784362792968,0.0127156575520833,0.0226497650146484,0.496,1.36,0.0,0.0,0.0,0.0,118.448,4.272,3.704,100.0,0.0,0.0,0.0,63.216,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062496355264493,0.0083208084106445,0.0107288360595703,0.0107288360595703,0.0092983245849609,0.0092983245849609,0.0048428773880004,0.0063180923461914,0.0060081481933593,0.0084638595581054,0.0102996826171875,0.0231742858886718,0.496,1.36,0.0,0.0,0.0,0.0,118.448,8.264,7.736,100.0,0.0,0.0,0.0,119.632,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062437340764716,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0044311489070857,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,100.0,0.0,0.0,0.0,814.952,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060399373372395,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0102519989013671,0.0102519989013671,0.0058710575103759,0.0084877014160156,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,0.0,0.0,0.0,54.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060415267944335,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060171183973255,0.0080823898315429,0.0066757202148437,0.0066757202148437,0.0107288360595703,0.0107288360595703,0.0057935714721679,0.0083684921264648,0.0060558319091796,0.0074386596679687,0.0103950500488281,0.0185012817382812,0.496,1.36,0.0,0.0,0.0,0.0,122.384,3.744,4.232,100.0,0.0,0.0,0.0,83.344,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060387511751545,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0121593475341796,0.0121593475341796,0.005043469942533,0.005960464477539,0.0060081481933593,0.0073909759521484,0.010538101196289,0.0188827514648437,0.496,1.36,0.0,0.0,0.0,0.0,117.192,3.744,4.232,100.0,0.0,0.0,0.0,186.432,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061502504111522,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0066518783569335,0.0088930130004882,0.0104188919067382,0.0243425369262695,0.496,1.36,0.0,0.0,0.0,3.312,113.256,8.264,7.736,0.0,518.591046333313,1036.972999572754,933.4579706192015,1.192,1036.972999572754,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0052293141682942,0.0070571899414062,0.0,0.0,0.0,0.0,0.496,1.36,1.0,1.0,4.128,4.096,123.64,0.0,0.0,33.33333333333333,-345.7140922546387,0.0107288360595703,0.0091075897216796,99.912,0.0116825103759765,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064728864982946,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.011444091796875,0.011444091796875,0.0047163529829545,0.005960464477539,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,1.696,1.696,117.888,0.0,0.0,0.0,0.0057220458984375,0.0061988830566406,0.006866455078125,416.376,0.0067710876464843,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061047077178955,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.0078678131103515,0.0078678131103515,0.0060796737670898,0.0071287155151367,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,12.656,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067748645744701,0.0092744827270507,0.00762939453125,0.00762939453125,0.0150203704833984,0.0150203704833984,0.0042019820794826,0.0050067901611328,0.0062465667724609,0.0079631805419921,0.0110149383544921,0.0179290771484375,0.496,1.36,0.0,0.0,0.0,0.0,122.384,3.744,4.232,0.0,0.0,0.0,0.0,7261.024,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062570049988096,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0152587890625,0.0152587890625,0.0047552476235485,0.0060081481933593,0.0064373016357421,0.0087261199951171,0.010538101196289,0.018930435180664,0.496,1.36,0.0,0.0,0.0,0.0,114.968,3.744,4.232,0.0,0.0,0.0,0.0,937.24,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061395749523865,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0107288360595703,0.0107288360595703,0.0043337036963222,0.0051021575927734,0.0061988830566406,0.0083684921264648,0.0107288360595703,0.026249885559082,0.496,1.36,0.0,0.0,0.0,0.0,117.192,8.264,7.736,0.0,0.0,0.0,0.0,1297.368,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067571602245368,0.0087976455688476,0.011444091796875,0.011444091796875,0.0147819519042968,0.0147819519042968,0.0042416328607603,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,0.0,2871.576,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059924908538362,0.00762939453125,0.0061988830566406,0.0061988830566406,0.0078678131103515,0.0078678131103515,0.0054041544596354,0.0061988830566406,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,20.904,0.0,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064490463933333,0.009012222290039,0.0095367431640625,0.0095367431640625,0.0071525573730468,0.0071525573730468,0.0043761345647996,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,123.64,0.0,0.0,0.0,0.0,0.0,0.0,1493.88,0.0,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061372026282163,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0050251300518329,0.0075817108154296,0.0060081481933593,0.0076770782470703,0.0108718872070312,0.0197410583496093,0.496,1.36,0.0,0.0,0.0,0.0,117.192,3.744,4.232,0.0,0.0,0.0,0.0,126.28,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065001682262515,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0150203704833984,0.0150203704833984,0.0042906347310767,0.0052452087402343,0.0060558319091796,0.0077724456787109,0.0100612640380859,0.0176906585693359,0.496,1.36,0.0,0.0,0.0,3.312,117.192,3.744,4.232,0.0,502.605676651001,9133.954048156738,904.6846866607666,2599.08,9133.954048156738,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065155883333576,0.0088214874267578,0.00762939453125,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0043862905257787,0.0054836273193359,0.0061511993408203,0.0090599060058593,0.0109672546386718,0.0242471694946289,0.496,1.36,1.0,1.0,1.008,3.84,117.192,8.264,7.736,0.0,-335.05916595458984,4064.009428024292,0.0072479248046875,1463.456,7315.211629867554,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063874828281687,0.0088214874267578,0.0072240829467773,0.0065565109252929,0.0113248825073242,0.0114202499389648,0.004431406656901,0.0056266784667968,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.848,117.192,0.0,0.0,100.0,0.0066757202148437,0.0,0.0066757202148437,701.864,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062685201663782,0.0083446502685546,0.005960464477539,0.005960464477539,0.0069141387939453,0.0069141387939453,0.0043192575144213,0.0058174133300781,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,6081.011772155762,0.0,412.312,6081.011772155762,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063039288662447,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0104904174804687,0.0104904174804687,0.0046741815260898,0.005960464477539,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.848,0.848,118.448,0.0,0.0,0.0,0.0131130218505859,0.009775161743164,0.0131130218505859,810.536,0.009775161743164,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066615567348971,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.0044044140165885,0.0054836273193359,0.006103515625,0.0078201293945312,0.0112533569335937,0.0206947326660156,0.496,1.36,0.0,0.0,0.848,0.848,118.448,3.744,4.232,0.0,0.0054836273193359,0.0131130218505859,0.0054836273193359,2084.528,0.0131130218505859,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066187844347597,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0100135803222656,0.0100135803222656,0.0042876418755978,0.0052452087402343,0.00762939453125,0.0085830688476562,0.0114917755126953,0.0214576721191406,0.496,1.36,0.0,0.0,0.0,0.0,117.192,3.744,4.232,0.0,0.0,0.0,0.0,2485.24,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062285371087676,0.0083446502685546,0.00762939453125,0.00762939453125,0.0104904174804687,0.0104904174804687,0.00446519733947,0.0057220458984375,0.006270408630371,0.0084400177001953,0.0103473663330078,0.0226020812988281,0.496,1.36,1.0,0.0,0.0,0.0,117.192,8.264,7.736,0.0,0.0,2048.011064529419,0.0,814.712,2048.011064529419,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065831995722073,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0131130218505859,0.0131130218505859,0.0044031748695979,0.0053644180297851,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,0.0,0.0,0.0,1147.2,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065855718963774,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0121593475341796,0.0121593475341796,0.0044165791331471,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,3.648,1.152,117.192,0.0,0.0,0.0,0.0067949295043945,0.0123977661132812,0.0068902969360351,1269.528,0.012969970703125,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059970534674011,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0045580022475298,0.0055789947509765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,0.0,131.784,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063877294559289,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0123977661132812,0.0123977661132812,0.0045570460232821,0.0058889389038085,0.0065326690673828,0.0085830688476562,0.0111579895019531,0.0207901000976562,0.496,1.36,0.0,0.0,3.28,4.448,118.448,3.744,4.232,0.0,2258.742904663086,2030.0655364990237,5522.433423995972,385.312,3654.110908508301,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062237924604273,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0152587890625,0.0152587890625,0.0064373016357421,0.0064373016357421,0.0066757202148437,0.0085830688476562,0.0103950500488281,0.0190258026123046,0.496,1.36,0.0,1.0,0.0,1.008,113.256,3.744,4.232,100.0,1768.205225467682,0.0,4870.412278175355,1.192,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063641236560179,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0102519989013671,0.0102519989013671,0.0043200774931571,0.0052452087402343,0.0065803527832031,0.0092506408691406,0.010991096496582,0.0259637832641601,0.496,1.36,0.0,0.0,0.0,0.848,122.384,8.264,7.736,100.0,0.00762939453125,0.0,0.00762939453125,1379.568,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066425076764614,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0044406611026484,0.0057220458984375,0.0,0.0,0.0,0.0,0.496,1.36,0.0,1.0,0.0,1.008,115.864,0.0,0.0,100.0,-279.7984480857849,0.0,2822.408604621888,2439.88,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065286361162935,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0152587890625,0.0152587890625,0.0043315272177419,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,1.0,0.0,1.616,0.784,117.192,0.0,0.0,0.0,0.0071525573730468,1327.5160789489746,0.0071525573730468,1529.848,2389.5236015319824,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058507919311523,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061787183011942,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0061511993408203,0.0077724456787109,0.0109672546386718,0.020599365234375,0.496,1.36,0.0,0.0,0.848,0.848,113.256,3.744,4.232,0.0,0.009775161743164,0.0078678131103515,0.009775161743164,1.192,0.0078678131103515,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059580921533688,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0090599060058593,0.0090599060058593,0.0050067901611328,0.0050067901611328,0.0065326690673828,0.0092506408691406,0.0104427337646484,0.0188827514648437,0.496,1.36,0.0,1.0,0.56,1.296,113.256,3.744,4.232,0.0,-4311.797797679901,0.0054836273193359,-1209.590744972228,1.192,0.0054836273193359,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061787183011942,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0069141387939453,0.0069141387939453,0.0052452087402343,0.0052452087402343,0.0067816840277777,0.0086307525634765,0.0101869756525213,0.0236034393310546,0.496,1.36,0.0,0.0,0.0,0.848,113.256,8.792,7.208,100.0,0.0045299530029296,0.0,0.0045299530029296,1.192,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061547756195068,0.0081300735473632,0.0083446502685546,0.0083446502685546,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058484077453613,0.0078678131103515,0.005960464477539,0.005960464477539,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.848,112.0,0.0,0.0,100.0,0.011444091796875,0.0,0.011444091796875,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061167096628726,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0128746032714843,0.0128746032714843,0.0041049939614755,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,0.0,100.0,0.0,0.0,0.0,4725.76,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060367584228515,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0061988830566406,0.0079154968261718,0.0104427337646484,0.0187873840332031,0.496,1.36,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062681771264287,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.004101433231189,0.0047683715820312,0.006103515625,0.0076770782470703,0.0108718872070312,0.0199317932128906,0.496,1.36,0.0,0.0,0.0,0.0,123.64,3.744,4.232,100.0,0.0,0.0,0.0,3320.552,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061217825211102,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0107288360595703,0.0107288360595703,0.004087175641741,0.0047683715820312,0.0064849853515625,0.0084400177001953,0.0116348266601562,0.0223159790039062,0.496,1.36,0.0,0.0,3.28,4.448,113.256,3.744,4.232,0.0,6032.050430774689,16189.780831336975,15276.89328193665,363.112,29141.59767627716,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059818153950705,0.0081062316894531,0.0126361846923828,0.0126361846923828,0.0100135803222656,0.0100135803222656,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,1.192,0.0,1
