time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_packet_loss_dl_percentage,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061692290045135,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0052452087402343,0.0052452087402343,1.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061941384083002,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0047683715820312,0.0047683715820312,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061466919248969,0.0085830688476562,0.00762939453125,0.00762939453125,0.0069141387939453,0.0069141387939453,0.006103515625,0.0,0.0,0.0,0.0,0.0079154968261718,0.0106334686279296,0.0200271606445312,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,0.0054836273193359,0.0054836273193359,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058376789093017,0.00762939453125,0.0061988830566406,0.0061988830566406,0.0126361846923828,0.0126361846923828,0.0065565109252929,0.0,0.0,0.0,0.0,0.0088453292846679,0.0109434127807617,0.0266313552856445,0.496,1.36,0.0,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006108283996582,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0226497650146484,0.0226497650146484,0.0062942504882812,0.0,0.0,0.0,0.0,0.0089645385742187,0.0106016794840494,0.0261783599853515,0.496,1.36,0.0,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061120801758997,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0085830688476562,0.0085830688476562,0.0061273574829101,0.0,0.0,0.0,0.0,0.0081539154052734,0.0108242034912109,0.026249885559082,0.496,1.36,0.0,0.0,0.0,7.736,8.264,143.152,0.0041950316656203,0.0050067901611328,933.088,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060102832851125,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0044190606405568,0.0057220458984375,356.376,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059580921533688,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0045299530029296,0.0045299530029296,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061410488468585,0.0083208084106445,0.0090599060058593,0.0090599060058593,0.0102519989013671,0.0102519989013671,0.0059127807617187,0.0,0.0,0.0,0.0,0.0075817108154296,0.0124454498291015,0.0233650207519531,0.496,1.392,0.0,0.0,0.0,4.232,3.744,118.448,0.0048478444417317,0.0057220458984375,21.672,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329249865903,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0071525573730468,0.0071525573730468,0.0058889389038085,0.0,0.0,0.0,0.0,0.0083684921264648,0.0115394592285156,0.0261545181274414,0.496,1.424,0.0,0.0,0.0,8.464,7.488,118.232,0.0057458877563476,0.0075817108154296,20.24,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062166754879168,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0126361846923828,0.0126361846923828,0.0062465667724609,0.0,0.0,0.0,0.0,0.0088691711425781,0.0105857849121093,0.0246047973632812,0.496,1.424,0.0,0.0,0.0,11.968,12.008,114.28,0.0050318868536698,0.0058650970458984,39.544,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061372026282163,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.0062465667724609,0.0,0.0,0.0,0.0,0.0085830688476562,0.0112771987915039,0.0265359878540039,0.496,1.424,0.0,0.0,0.0,7.736,8.264,114.328,0.005042552947998,0.0059843063354492,41.632,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062356540812781,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,114.328,0.005801518758138,0.0072002410888671,20.664,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061368942260742,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0052452087402343,0.0054836273193359,6.216,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062437340764716,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0067710876464843,0.0,0.0,0.0,0.0,0.0092983245849609,0.011444091796875,0.0216007232666015,0.496,1.424,0.0,0.0,0.0,4.232,3.744,115.648,0.0060796737670898,0.0069379806518554,3.296,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062470365627645,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0057750278049045,0.0,0.0,0.0,0.0,0.0066280364990234,0.0110973011363636,0.0252723693847656,0.496,1.424,0.0,0.0,0.0,7.936,8.016,119.48,0.0057220458984375,0.0077724456787109,22.896,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061870801566851,0.0085830688476562,0.00762939453125,0.00762939453125,0.0128746032714843,0.0128746032714843,0.0070844377790178,0.0,0.0,0.0,0.0,0.0091552734375,0.0107139348983764,0.0257492065429687,0.496,1.424,0.0,0.0,0.0,11.44,12.536,116.064,0.005042552947998,0.0060319900512695,57.216,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062417984008789,0.0083684921264648,0.0065565109252929,0.0072240829467773,0.0106096267700195,0.0118494033813476,0.0061750411987304,0.0,0.0,0.0,0.0,0.0084161758422851,0.0107526779174804,0.0254154205322265,1.344,2.272,0.0,0.0,0.0,7.736,8.264,112.0,0.0048478444417317,0.005197525024414,7.56,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062248494365427,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,121.44,0.0041574239730834,0.0051736831665039,1270.544,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069200992584228,0.0092983245849609,0.0081062316894531,0.0081062316894531,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,116.632,0.0042183357372618,0.0050067901611328,1912.528,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068714369588823,0.0088214874267578,0.00762939453125,0.00762939453125,0.0088214874267578,0.0088214874267578,0.0062942504882812,0.0,0.0,0.0,0.0,0.0081062316894531,0.010538101196289,0.0196456909179687,0.496,1.424,0.0,0.0,0.0,4.232,3.744,114.968,0.0041665989238622,0.0052452087402343,1932.088,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062712389438306,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.013589859008789,0.013589859008789,0.0059843063354492,0.0,0.0,0.0,0.0,0.0079154968261718,0.0110149383544921,0.0281810760498046,0.496,1.424,0.0,0.0,0.0,8.464,7.488,113.256,0.0046281253590303,0.0052928924560546,63.592,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061589508808305,0.0082969665527343,0.0100135803222656,0.0100135803222656,0.0078678131103515,0.0078678131103515,0.0062306722005208,0.0,0.0,0.0,0.0,0.0086307525634765,0.0107129414876302,0.0258445739746093,0.496,1.424,0.0,0.0,0.0,11.968,12.008,123.64,0.00457763671875,0.0055313110351562,284.944,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066981457247592,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0061459011501736,0.0,0.0,0.0,0.0,0.00762939453125,0.0112056732177734,0.0255107879638671,0.496,1.424,0.0,0.0,0.0,7.208,8.792,116.288,0.0042810709125195,0.0047683715820312,1856.312,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066092951380791,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.004116537535719,0.0047683715820312,3355.328,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062831005646814,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,116.632,0.0049591064453125,0.0062465667724609,52.336,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0062942504882812,0.0,0.0,0.0,0.0,0.008392333984375,0.0115394592285156,0.0223159790039062,0.496,1.424,0.0,0.0,0.0,4.232,3.744,112.0,0.0061988830566406,0.0071525573730468,6.384,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074865794417881,0.0100135803222656,0.0069141387939453,0.0069141387939453,0.0104904174804687,0.0104904174804687,0.0066757202148437,0.0,0.0,0.0,0.0,0.0089168548583984,0.0106573104858398,0.0248193740844726,0.496,1.392,0.0,0.0,0.0,8.464,7.488,120.688,0.0038809843288313,0.0045299530029296,43108.648,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071903266529045,0.0092983245849609,0.0123977661132812,0.0123977661132812,0.0162124633789062,0.0162124633789062,0.0060876210530598,0.0,0.0,0.0,0.0,0.0083446502685546,0.0105222066243489,0.0247001647949218,0.496,1.424,0.0,0.0,0.0,11.968,12.008,118.448,0.0040531158447265,0.0040531158447265,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063115684547234,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0062942504882812,0.0,0.0,0.0,0.0,0.0093460083007812,0.0114679336547851,0.0271320343017578,0.496,1.424,0.0,0.0,0.0,7.736,8.264,113.256,0.0081062316894531,0.0081062316894531,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060778945239622,0.0081062316894531,0.00762939453125,0.00762939453125,0.0245571136474609,0.0245571136474609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0054836273193359,0.0054836273193359,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063045858749615,0.0088214874267578,0.009775161743164,0.009775161743164,0.0131130218505859,0.0131130218505859,0.0,0.0133514404296875,0.0133514404296875,0.0143051147460937,0.01373291015625,0.0,0.0,0.0,0.496,1.36,1.696,0.0,1.696,0.0,0.0,124.952,0.0040115194117769,0.0047683715820312,2684.328,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007184583749344,0.0100135803222656,0.0128746032714843,0.0128746032714843,0.009775161743164,0.009775161743164,0.005960464477539,0.0,0.0,0.0,0.0,0.007486343383789,0.0113487243652343,0.0215530395507812,0.496,1.36,0.0,0.0,0.0,4.232,3.744,117.192,0.0038693188854352,0.0045299530029296,14285.184,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060772895812988,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.00762939453125,0.00762939453125,0.0060796737670898,0.0,0.0,0.0,0.0,0.0083684921264648,0.0105619430541992,0.0252962112426757,0.496,1.424,0.0,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060856342315673,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.005960464477539,0.005960464477539,0.0059445699055989,0.0,0.0,0.0,0.0,0.0083446502685546,0.0107606252034505,0.0252246856689453,0.496,1.36,0.0,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062415848917035,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.0064637925889756,0.0,0.0,0.0,0.0,0.0091552734375,0.0104687430641867,0.0238418579101562,0.496,1.36,0.0,0.0,0.0,7.208,8.792,113.256,0.004478122877038,0.006103515625,224.632,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060738301744648,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,128.832,0.0041961669921875,0.00457763671875,26.744,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063539138568445,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.856,0.0049114227294921,0.0057220458984375,62.408,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061787183011942,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0060558319091796,0.0,0.0,0.0,0.0,0.0075817108154296,0.0113964080810546,0.0211715698242187,0.496,1.424,0.0,0.0,0.0,4.232,3.744,115.016,0.0046571095784505,0.0053882598876953,35.544,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005950927734375,0.0078916549682617,0.0081062316894531,0.0081062316894531,0.0112056732177734,0.0112056732177734,0.0060081481933593,0.0,0.0,0.0,0.0,0.0083446502685546,0.0108957290649414,0.0257730484008789,0.496,1.424,0.0,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062578975564182,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0058968861897786,0.0,0.0,0.0,0.0,0.008249282836914,0.0111897786458333,0.0261783599853515,0.496,1.392,0.0,0.0,0.0,11.968,12.008,117.328,0.0057458877563476,0.0068426132202148,26.736,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064598387153587,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.009775161743164,0.009775161743164,0.0061459011501736,0.0,0.0,0.0,0.0,0.0071048736572265,0.010338696566495,0.025033950805664,0.496,1.424,0.0,0.0,0.0,7.208,8.792,117.192,0.0051021575927734,0.0069618225097656,59.248,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062224888565516,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.584,0.004659096399943,0.0052452087402343,166.016,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062593773229798,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0061988830566406,0.0061988830566406,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061166697535021,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0066757202148437,0.0066757202148437,0.0074386596679687,0.0,0.0,0.0,0.0,0.0091075897216796,0.0116348266601562,0.0214099884033203,0.496,1.392,0.0,0.0,0.0,4.232,3.744,121.048,0.0054359436035156,0.0070095062255859,12.36,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061738491058349,0.0081300735473632,0.00762939453125,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0058889389038085,0.0,0.0,0.0,0.0,0.0079870223999023,0.0109434127807617,0.0277042388916015,0.496,1.424,0.0,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060164928436279,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0109672546386718,0.0109672546386718,0.0057856241861979,0.0,0.0,0.0,0.0,0.0078678131103515,0.0106493631998697,0.0255107879638671,0.496,1.36,0.0,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060713291168212,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0138282775878906,0.0138282775878906,0.006866455078125,0.0,0.0,0.0,0.0,0.0097274780273437,0.0111818313598632,0.0291109085083007,0.496,1.36,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060832500457763,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0071207682291666,0.0,0.0,0.0,0.0,0.0109672546386718,0.010379155476888,0.021219253540039,0.496,1.36,0.0,0.0,0.0,11.312,10.776,112.0,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063005615683162,0.0085830688476562,0.005960464477539,0.0063419342041015,0.0092983245849609,0.0108242034912109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,123.184,0.0070929527282714,0.0079631805419921,10.256,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061265271694505,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0078678131103515,0.0078678131103515,0.0060558319091796,0.0,0.0,0.0,0.0,0.0077724456787109,0.0110626220703125,0.0203609466552734,0.496,1.424,0.0,0.0,0.0,4.232,3.744,113.256,0.0042915344238281,0.0042915344238281,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060956869552384,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0112056732177734,0.0112056732177734,0.0062942504882812,0.0,0.0,0.0,0.0,0.0089168548583984,0.0108718872070312,0.0260591506958007,0.496,1.36,0.0,0.0,0.0,8.464,7.488,113.256,0.0061988830566406,0.0061988830566406,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061490642490671,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.006564458211263,0.0,0.0,0.0,0.0,0.0089645385742187,0.0113964080810546,0.0282764434814453,0.496,1.36,0.0,0.0,0.0,11.968,12.008,114.264,0.0054836273193359,0.0054836273193359,1.976,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070257884700123,0.0102519989013671,0.0073909759521484,0.0073909759521484,0.00762939453125,0.00762939453125,0.0066518783569335,0.0,0.0,0.0,0.0,0.008392333984375,0.0113725662231445,0.0278949737548828,0.496,1.424,0.0,0.0,0.0,7.736,8.264,137.96,0.0038783566481402,0.0045299530029296,26247.456,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075519084930419,0.009775161743164,0.0102519989013671,0.0102519989013671,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,116.632,0.0039140871565035,0.0045299530029296,12885.896,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068465275550956,0.0090599060058593,0.0116825103759765,0.0116825103759765,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0041108382375616,0.0051498413085937,953.368,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063263543761602,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0066280364990234,0.0,0.0,0.0,0.0,0.0086784362792968,0.0109672546386718,0.0206947326660156,0.496,1.392,0.0,0.0,0.0,4.232,3.744,115.968,0.0047033483331853,0.0054836273193359,25.432,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071549179530379,0.0100135803222656,0.0085830688476562,0.0085830688476562,0.0119209289550781,0.0119209289550781,0.0060796737670898,0.0,0.0,0.0,0.0,0.0090599060058593,0.0108957290649414,0.0286340713500976,0.496,1.424,0.0,0.0,0.0,8.464,7.488,118.448,0.0038932635908042,0.0045299530029296,16954.848,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066898836947903,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.0061670939127604,0.0,0.0,0.0,0.0,0.0088214874267578,0.0108242034912109,0.0274658203125,0.496,1.424,0.0,0.0,0.0,11.968,12.008,118.448,0.0040973935808454,0.0052452087402343,1387.968,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064301846632316,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.0058280097113715,0.0,0.0,0.0,0.0,0.006723403930664,0.0104687430641867,0.0245571136474609,0.496,1.424,0.0,0.0,0.0,7.208,8.792,117.192,0.0044797596178556,0.0054836273193359,398.44,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066413215143763,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,115.48,0.0039582477190107,0.0047683715820312,6232.008,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071454404005363,0.009775161743164,0.0083446502685546,0.0083446502685546,0.0126361846923828,0.0126361846923828,0.0,0.0102519989013671,0.0243186950683593,0.0102519989013671,0.0243186950683593,0.0,0.0,0.0,0.496,1.424,0.848,0.0,0.848,0.0,0.0,117.192,0.0038927764758787,0.0045299530029296,25343.192,0
