time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_dl_ms,e2_du_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065296303992177,0.0085830688476562,0.0073909759521484,0.0112056732177734,0.0134944915771484,0.0079631805419921,0.0040311079758864,0.0050067901611328,0.0,0.0,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,1.344,1.28,0.0,0.0,133.464,0.0,0.0,1369.808,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068473815917968,0.0085830688476562,0.0054836273193359,0.0072121620178222,0.009322166442871,0.0062227249145507,0.0045299530029296,0.0045299530029296,0.0057816505432128,0.0062942504882812,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,5.76,4.272,3.704,112.696,0.0218152999877929,0.011444091796875,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060850114964727,0.0081062316894531,0.0066161155700683,0.0071525573730468,0.0084877014160156,0.0089168548583984,0.0045299530029296,0.0045299530029296,0.0064373016357421,0.0072002410888671,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,5.76,4.272,3.704,113.256,0.0221729278564453,0.0114838282267252,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067484378814697,0.0083446502685546,0.0065565109252929,0.0072717666625976,0.0080585479736328,0.0073909759521484,0.0,0.0,0.0059922536214192,0.0080108642578125,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,5.76,12.008,11.968,112.0,0.0288963317871093,0.0111262003580729,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067842006683349,0.0083684921264648,0.0074505805969238,0.0066757202148437,0.0089883804321289,0.010228157043457,0.0,0.0,0.0062465667724609,0.0079154968261718,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,5.76,3.744,4.232,112.0,0.0224590301513671,0.012063980102539,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070369243621826,0.0090837478637695,0.0058809916178385,0.0077486038208007,0.0098466873168945,0.0066757202148437,0.0,0.0,0.006270408630371,0.0083684921264648,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.104,5.76,8.264,7.736,112.0,0.0267505645751953,0.0111818313598632,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068330764770507,0.0085830688476562,0.0100135803222656,0.005960464477539,0.0066041946411132,0.0176429748535156,0.0,0.0,0.0,0.0,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,5.76,0.0,0.0,112.0,0.0,0.0,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067532062530517,0.0086069107055664,0.007331371307373,0.0083446502685546,0.0112533569335937,0.0091075897216796,0.0045299530029296,0.0045299530029296,0.0057697296142578,0.0072479248046875,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,4.976,3.744,4.232,112.696,0.02288818359375,0.011444091796875,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064052752594449,0.0085830688476562,0.0092983245849609,0.0073909759521484,0.0081539154052734,0.0126361846923828,0.0042915344238281,0.0042915344238281,0.0058174133300781,0.0075340270996093,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,4.752,5.264,3.744,4.232,113.256,0.0236034393310546,0.0118255615234375,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067311938446347,0.0085830688476562,0.0054836273193359,0.0071525573730468,0.0093936920166015,0.0062942504882812,0.0044749333308293,0.0055789947509765,0.0060399373372395,0.0083446502685546,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,4.624,4.592,12.008,11.968,123.08,0.0294685363769531,0.0116189320882161,137.768,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069153308868408,0.0090837478637695,0.0048478444417317,0.0069141387939453,0.0082969665527343,0.0056743621826171,0.0,0.0,0.0059127807617187,0.0072002410888671,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,2.32,2.448,3.744,4.232,112.0,0.0245571136474609,0.01220703125,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070142745971679,0.0088453292846679,0.0067353248596191,0.0063180923461914,0.0083208084106445,0.0081300735473632,0.0,0.0,0.0066280364990234,0.0092983245849609,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,5.76,8.264,7.736,112.0,0.0361442565917968,0.0128984451293945,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067043304443359,0.0086069107055664,0.0066757202148437,0.0079870223999023,0.0102043151855468,0.0078916549682617,0.0,0.0,0.0,0.0,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,5.76,0.0,0.0,112.0,0.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069165229797363,0.009322166442871,0.0067353248596191,0.0063180923461914,0.0070810317993164,0.0095129013061523,0.0,0.0,0.0057220458984375,0.0071525573730468,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,5.76,3.744,4.232,112.0,0.0230312347412109,0.0114917755126953,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067567825317382,0.0085830688476562,0.0064373016357421,0.0075697898864746,0.0083684921264648,0.0086069107055664,0.0047683715820312,0.0047683715820312,0.005960464477539,0.00762939453125,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,5.76,3.744,4.232,112.696,0.0224113464355468,0.0112533569335937,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062795420784262,0.0085830688476562,0.0057220458984375,0.0065565109252929,0.0070810317993164,0.0072002410888671,0.0081062316894531,0.0081062316894531,0.0061511993408203,0.0081539154052734,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.104,5.76,12.008,11.968,113.256,0.0287055969238281,0.0109831492106119,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069936116536458,0.0090599060058593,0.0063180923461914,0.0085830688476562,0.0104427337646484,0.0074148178100585,0.0045299530029296,0.0045299530029296,0.0066757202148437,0.0089168548583984,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,5.6,4.976,3.744,4.232,113.256,0.0215530395507812,0.0110626220703125,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069936116536458,0.0090599060058593,0.0074704488118489,0.0069936116536458,0.007486343383789,0.0088214874267578,0.0045299530029296,0.0045299530029296,0.0060796737670898,0.0081777572631835,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,4.752,5.264,8.264,7.736,113.256,0.0272750854492187,0.0112771987915039,1.192,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069936116536458,0.0090599060058593,0.0066757202148437,0.0085035959879557,0.011444091796875,0.0079631805419921,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0159740447998046,0.0185966491699218,0.0226497650146484,0.0247001647949218,1.696,1.696,4.624,4.592,0.0,0.0,113.256,0.0,0.0,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069936116536458,0.0090599060058593,0.0067551930745442,0.0087420145670572,0.0114917755126953,0.0078201293945312,0.0045299530029296,0.0045299530029296,0.0064373016357421,0.008392333984375,0.0,0.0,0.0,0.0,0.0,0.0,2.32,2.448,4.272,3.704,113.256,0.0197887420654296,0.01068909962972,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069936116536458,0.0090599060058593,0.0070929527282714,0.0057816505432128,0.0070095062255859,0.0098228454589843,0.0045299530029296,0.0045299530029296,0.0061988830566406,0.0080108642578125,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,113.256,0.021219253540039,0.0111579895019531,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069936116536458,0.0090599060058593,0.0064969062805175,0.0078082084655761,0.0093936920166015,0.0080347061157226,0.0045299530029296,0.0045299530029296,0.0062783559163411,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,12.008,11.968,113.256,0.0299930572509765,0.0118414560953776,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006420612335205,0.0086069107055664,0.0075101852416992,0.0086426734924316,0.0105142593383789,0.0096797943115234,0.0047683715820312,0.0047683715820312,0.0071048736572265,0.0092029571533203,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,112.696,0.025796890258789,0.0130653381347656,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069046494972646,0.0088214874267578,0.005960464477539,0.00762939453125,0.0093936920166015,0.0070095062255859,0.0054836273193359,0.0054836273193359,0.0061511993408203,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,8.264,7.736,113.256,0.0277042388916015,0.0112533569335937,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063478946685791,0.0088214874267578,0.0060399373372395,0.0078678131103515,0.009012222290039,0.0071048736572265,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.104,5.76,0.0,0.0,112.696,0.0,0.0,1.192,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062036514282226,0.0088214874267578,0.0075101852416992,0.0061194101969401,0.0072002410888671,0.0102758407592773,0.0,0.0,0.0061988830566406,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.976,3.744,4.232,112.0,0.0241279602050781,0.0123500823974609,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0083684921264648,0.0062783559163411,0.0063578287760416,0.0068187713623046,0.007486343383789,0.0,0.0,0.0058650970458984,0.0074386596679687,0.0,0.0,0.0,0.0,0.0,0.0,4.752,5.264,3.744,4.232,112.0,0.0226020812988281,0.0114917755126953,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064420700073242,0.0088453292846679,0.0070929527282714,0.0074505805969238,0.0082731246948242,0.0099658966064453,0.0,0.0,0.0060558319091796,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,8.264,7.736,112.0,0.0273942947387695,0.010991096496582,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062406063079833,0.0085830688476562,0.0069141387939453,0.0061988830566406,0.0063896179199218,0.009012222290039,0.0,0.0,0.0069618225097656,0.0087738037109375,0.0,0.0,0.0,0.0,0.0,0.0,1.344,1.28,3.744,4.232,112.0,0.0241756439208984,0.0126838684082031,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067895917750116,0.0085830688476562,0.007331371307373,0.0079274177551269,0.0084400177001953,0.0093460083007812,0.005960464477539,0.005960464477539,0.0060081481933593,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,113.256,0.0232696533203125,0.0115871429443359,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068026395579475,0.0085830688476562,0.0059008598327636,0.0079274177551269,0.0090599060058593,0.006866455078125,0.0045299530029296,0.0045299530029296,0.0060081481933593,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,8.264,7.736,113.256,0.0282049179077148,0.0121355056762695,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063133239746093,0.0088214874267578,0.0066757202148437,0.00840425491333,0.0106573104858398,0.0084400177001953,0.0050067901611328,0.0050067901611328,0.005960464477539,0.0077724456787109,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,112.696,0.0247478485107421,0.0130176544189453,1.192,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062215328216552,0.0081300735473632,0.0067353248596191,0.0079870223999023,0.009918212890625,0.0081539154052734,0.0,0.0,0.0058174133300781,0.0075340270996093,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,112.0,0.0231266021728515,0.0115871429443359,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061166286468505,0.0081062316894531,0.0058809916178385,0.0075101852416992,0.0089883804321289,0.0066757202148437,0.0,0.0,0.0064611434936523,0.008392333984375,0.0,0.0,0.0,0.0,0.0,0.0,5.104,5.76,8.264,7.736,112.0,0.0279664993286132,0.0118017196655273,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006413459777832,0.0088453292846679,0.0065565109252929,0.0066757202148437,0.0080347061157226,0.0084400177001953,0.0,0.0,0.0058650970458984,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,112.0,0.02288818359375,0.0117301940917968,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065634551557522,0.008702278137207,0.0069141387939453,0.0075101852416992,0.0079870223999023,0.0086307525634765,0.0039219150881795,0.00457763671875,0.0070571899414062,0.0106334686279296,0.0,0.0,0.0,0.0,0.0,0.0,4.752,4.48,3.744,4.232,143.152,0.0266075134277343,0.01373291015625,1839.896,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069058356593497,0.0090599060058593,0.0060200691223144,0.0066161155700683,0.007486343383789,0.0068426132202148,0.0039784245471242,0.0047683715820312,0.0065088272094726,0.0081539154052734,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,8.264,7.736,117.888,0.0317573547363281,0.0113725662231445,5341.744,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0074230023284456,0.009775161743164,0.0071525573730468,0.0070730845133463,0.0073909759521484,0.0094890594482421,0.0038959349632925,0.0045299530029296,0.0067710876464843,0.0088691711425781,0.0,0.0,0.0,0.0,0.0,0.0,4.624,4.592,3.744,4.232,117.888,0.0257492065429687,0.0134468078613281,16260.952,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068192458271387,0.0088214874267578,0.0075499216715494,0.0062783559163411,0.0071525573730468,0.0099658966064453,0.0042698600075461,0.0052213668823242,0.0060558319091796,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,2.32,2.448,3.744,4.232,113.256,0.0237941741943359,0.0119209289550781,197.312,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0074324916251263,0.0100135803222656,0.0064373016357421,0.0084638595581054,0.0096082687377929,0.0080585479736328,0.0039014772312215,0.0045299530029296,0.0059366226196289,0.007939338684082,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,8.264,7.736,121.824,0.027322769165039,0.0107288360595703,42185.208,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0075629694544853,0.0102519989013671,0.0061988830566406,0.0077486038208007,0.0088691711425781,0.0084400177001953,0.0039156819715316,0.0045299530029296,0.0061511993408203,0.0080585479736328,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,117.192,0.0213146209716796,0.0111579895019531,17249.48,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073435294687451,0.0102519989013671,0.0067949295043945,0.0080466270446777,0.0097990036010742,0.0085830688476562,0.0,0.0,0.0060081481933593,0.0076770782470703,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,3.744,4.232,117.192,0.0248908996582031,0.0123023986816406,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063562393188476,0.0088214874267578,0.0060200691223144,0.0061988830566406,0.0068426132202148,0.0068426132202148,0.0,0.0,0.0057458877563476,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,8.264,7.736,112.0,0.0285863876342773,0.0113248825073242,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062795420784262,0.0085830688476562,0.0058809916178385,0.0073909759521484,0.0085830688476562,0.006723403930664,0.0045299530029296,0.0045299530029296,0.0066280364990234,0.008392333984375,0.0,0.0,0.0,0.0,0.0,0.0,5.104,5.76,3.744,4.232,113.256,0.0227928161621093,0.0115394592285156,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067255390224172,0.0085830688476562,0.0067353248596191,0.0073115030924479,0.0084400177001953,0.0096797943115234,0.0045299530029296,0.0045299530029296,0.0056743621826171,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.976,3.744,4.232,113.256,0.0222206115722656,0.0113964080810546,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066087750965738,0.0085830688476562,0.005801518758138,0.0081857045491536,0.0102996826171875,0.0065326690673828,0.003992301830347,0.0047683715820312,0.009465217590332,0.011754035949707,0.0,0.0,0.0,0.0,0.0,0.0,4.752,5.264,8.264,7.736,128.272,0.0307321548461914,0.0115156173706054,3852.184,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062309094329378,0.0083446502685546,0.0058809916178385,0.0100930531819661,0.0144481658935546,0.0071048736572265,0.0065565109252929,0.0066518783569335,0.0069141387939453,0.0098228454589843,0.0,0.0,0.0,0.0,0.0,0.0,4.624,4.592,3.744,4.232,115.608,0.0235557556152343,0.0118732452392578,6.576,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065128401954575,0.0087976455688476,0.0066757202148437,0.0065962473551432,0.00762939453125,0.0092029571533203,0.0051322736238178,0.0065803527832031,0.0065326690673828,0.0087261199951171,0.0,0.0,0.0,0.0,0.0,0.0,2.32,2.448,3.744,4.232,118.704,0.0202178955078125,0.0107288360595703,57.32,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0067722797393798,0.0090599060058593,0.0071525573730468,0.0066161155700683,0.0083446502685546,0.0097990036010742,0.0052732579848345,0.0061511993408203,0.007033348083496,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.76,8.264,7.736,114.28,0.0299692153930664,0.0118970870971679,42.104,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006608108975994,0.0088214874267578,0.0072121620178222,0.0069737434387207,0.0083684921264648,0.0091791152954101,0.0052611033121744,0.0064373016357421,0.0059127807617187,0.0075340270996093,0.0140666961669921,0.0073909759521484,0.0140666961669921,0.0073909759521484,0.848,0.848,5.6,5.76,3.744,4.232,114.968,0.0234127044677734,0.0117778778076171,39.368,0
