time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062227249145507,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0061103275844029,0.0128746032714843,0.0128746032714843,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.006181001663208,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0061103275844029,0.0121593475341796,0.0121593475341796,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059354305267333,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0061103275844029,0.0078678131103515,0.0078678131103515,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060790806860473,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0061103275844029,0.0083446502685546,0.0083446502685546,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0090599060058593,0.0090599060058593,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060517989580904,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0061103275844029,0.0092983245849609,0.0092983245849609,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0095367431640625,0.0095367431640625,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062368402433632,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0061103275844029,0.0104904174804687,0.0104904174804687,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0045299530029296,0.0045299530029296,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060368054018819,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0061103275844029,0.0064373016357421,0.0064373016357421,0.0081062316894531,0.0094618116106305,0.019693374633789,0.004431780646829,0.006723403930664,0.496,1.36,0.0,0.0,127.576,25.152,27.344,0.0,193.032,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061692290045135,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0061103275844029,0.0119209289550781,0.0119209289550781,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0054836273193359,0.0063896179199218,0.496,1.424,0.0,0.0,117.192,25.152,27.344,0.0,31.48,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061265271694505,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0061103275844029,0.0116825103759765,0.0116825103759765,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0078678131103515,0.0078678131103515,0.496,1.424,0.0,0.0,115.032,25.152,27.344,0.0,2.744,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059709829442641,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0061103275844029,0.0061988830566406,0.0061988830566406,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0059127807617187,0.0081062316894531,0.496,1.392,0.0,0.0,128.64,25.152,27.344,0.0,24.456,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061490642490671,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0061103275844029,0.0090599060058593,0.0090599060058593,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0041212354387555,0.0052452087402343,0.496,1.424,0.0,0.0,113.256,25.152,27.344,0.0,70.872,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086069107055664,0.0063204765319824,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0061103275844029,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0054836273193359,0.0054836273193359,0.496,1.36,0.0,0.0,112.696,25.152,27.344,0.0,1.192,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085353851318359,0.0061683466869034,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0061103275844029,0.0100135803222656,0.0100135803222656,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0066757202148437,0.0087738037109375,0.496,1.36,0.0,0.0,120.056,25.152,27.344,0.0,7.416,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0058388946079971,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0061103275844029,0.0071525573730468,0.0071525573730468,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0061988830566406,0.0061988830566406,0.496,1.424,0.0,0.0,116.528,25.152,27.344,0.0,3.952,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083684921264648,0.0061774253845214,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0061103275844029,0.0119209289550781,0.0119209289550781,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.424,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006260871887207,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0061103275844029,0.0073909759521484,0.0073909759521484,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060069561004638,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0061103275844029,0.011444091796875,0.011444091796875,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0058770766986414,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0061103275844029,0.0092983245849609,0.0092983245849609,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0054240226745605,0.0075101852416992,0.496,1.424,0.0,0.0,121.688,25.152,27.344,0.0,23.088,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061087347381743,0.0091791152954101,0.0106096267700195,0.0,0.0,0.0,0.0,0.0061103275844029,0.0112056732177734,0.0123500823974609,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0045299530029296,0.0045299530029296,1.344,2.208,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062617496471499,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0061103275844029,0.0090599060058593,0.0090599060058593,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0078678131103515,0.0078678131103515,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060938372470364,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0061103275844029,0.0071525573730468,0.0071525573730468,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0054836273193359,0.0072479248046875,0.496,1.36,0.0,0.0,119.536,25.152,27.344,0.0,19.464,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062294194263777,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0061103275844029,0.0123977661132812,0.0123977661132812,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0057220458984375,0.0072002410888671,0.496,1.424,0.0,0.0,122.664,25.152,27.344,0.0,33.432,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060558319091796,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0061103275844029,0.0102519989013671,0.0102519989013671,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.424,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061762332916259,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0061103275844029,0.0116825103759765,0.0116825103759765,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062163283185261,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0061103275844029,0.0131130218505859,0.0131130218505859,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0051770891462053,0.0063896179199218,0.496,1.36,0.0,0.0,127.912,25.152,27.344,0.0,40.904,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.006039543907241,0.0069141387939453,0.0069141387939453,0.0052452087402343,0.0052452087402343,0.0069141387939453,0.0069141387939453,0.0061103275844029,0.0064373016357421,0.0064373016357421,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0057220458984375,0.0057220458984375,0.496,1.424,0.848,0.848,116.016,25.152,27.344,0.0,3.664,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080823898315429,0.0059522024475701,0.0083446502685546,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0061988830566406,0.0061988830566406,0.0061103275844029,0.0071525573730468,0.0071525573730468,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0054836273193359,0.0060558319091796,0.496,1.424,0.848,0.848,115.6,25.152,27.344,0.0,3.248,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060474872589111,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0061103275844029,0.0095367431640625,0.0095367431640625,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.424,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060773131870987,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0061103275844029,0.0061988830566406,0.0061988830566406,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0051430293491908,0.0065326690673828,0.496,1.36,0.0,0.0,118.736,25.152,27.344,0.0,17.288,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061762332916259,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0061103275844029,0.0092983245849609,0.0092983245849609,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0051657358805338,0.0060558319091796,0.496,1.424,0.0,0.0,112.0,25.152,27.344,0.0,21.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0062460946564627,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0061103275844029,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0053882598876953,0.0061988830566406,0.496,1.424,0.0,0.0,116.88,25.152,27.344,0.0,11.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.005988932367581,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0061103275844029,0.009775161743164,0.009775161743164,0.0081062316894531,0.0094618116106305,0.019693374633789,0.004887580871582,0.0051736831665039,0.496,1.424,0.0,0.0,113.256,25.152,27.344,0.0,3.248,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0060411234993246,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0061103275844029,0.0107288360595703,0.0107288360595703,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0078678131103515,0.0078678131103515,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059557198291987,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0061103275844029,0.00762939453125,0.00762939453125,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0061988830566406,0.0061988830566406,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061321258544921,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0061103275844029,0.0131130218505859,0.0131130218505859,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086069107055664,0.0061225891113281,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0061103275844029,0.0052452087402343,0.0052452087402343,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084877014160156,0.0061453842535251,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0061103275844029,0.0109672546386718,0.0109672546386718,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0065962473551432,0.0089406967163085,0.496,1.424,0.0,0.0,127.032,25.152,27.344,0.0,15.648,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060272216796875,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0061103275844029,0.0143051147460937,0.0143051147460937,0.0081062316894531,0.0094618116106305,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061455057628119,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060541712822605,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0045299530029296,0.0045299530029296,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061329128672775,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.017404556274414,0.017404556274414,0.0,0.0,0.0,0.0048081080118815,0.0057697296142578,0.496,1.424,0.0,0.0,128.848,0.0,0.0,0.0,212.832,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0063163131030637,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0065803527832031,0.0138282775878906,0.0138282775878906,0.0088214874267578,0.0126838684082031,0.0245571136474609,0.0045710596544989,0.0055313110351562,0.496,1.424,0.0,0.0,117.192,4.52,3.504,0.0,223.896,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061893937599599,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0061750411987304,0.0069141387939453,0.0069141387939453,0.0086069107055664,0.010848045349121,0.0281333923339843,0.0046253204345703,0.0060081481933593,0.496,1.424,0.0,0.0,117.192,8.264,7.736,0.0,226.616,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061205963590251,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0052111489432198,0.0060558319091796,0.496,1.424,0.0,0.0,114.264,0.0,0.0,0.0,45.384,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062036514282226,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0056028366088867,0.007033348083496,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,18.992,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0063794674259601,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0060558319091796,0.0081062316894531,0.0081062316894531,0.0078201293945312,0.0106334686279296,0.0205516815185546,0.0049471855163574,0.006270408630371,0.496,1.424,0.0,0.0,120.792,3.744,4.232,0.0,125.904,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062756019063515,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0060796737670898,0.0126361846923828,0.0126361846923828,0.0083684921264648,0.0111103057861328,0.0286579132080078,0.005091939653669,0.0061750411987304,0.496,1.424,0.0,0.0,116.048,7.488,8.464,0.0,94.864,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.006321633216178,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.005960464477539,0.0121593475341796,0.0121593475341796,0.0080108642578125,0.0107447306315104,0.0274658203125,0.0049549600352411,0.0063896179199218,0.496,1.424,0.0,0.0,117.264,12.008,11.968,0.0,106.6,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0064088337457002,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.006413459777832,0.0147819519042968,0.0147819519042968,0.0087499618530273,0.0111579895019531,0.0294685363769531,0.0048142213087815,0.0054836273193359,0.496,1.424,0.0,0.0,114.6,8.264,7.736,0.0,88.592,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0064728864982946,0.0094175338745117,0.0104665756225585,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0115871429443359,0.0,0.0,0.0,0.0056838989257812,0.0069141387939453,1.344,2.272,0.0,0.0,115.112,0.0,0.0,0.0,65.16,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060517989580904,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0049114227294921,0.0056266784667968,0.496,1.424,0.0,0.0,115.048,0.0,0.0,0.0,62.968,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060517989580904,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0053842862447102,0.0072240829467773,0.496,1.424,0.0,0.0,114.76,0.0,0.0,0.0,30.592,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087976455688476,0.0063700251059957,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0064849853515625,0.0154972076416015,0.0154972076416015,0.0090599060058593,0.0117301940917968,0.0293731689453124,0.0048616658086362,0.0060558319091796,0.496,1.424,0.0,0.0,116.144,7.488,8.464,0.0,64.248,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061835392866984,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0063180923461914,0.0078678131103515,0.0078678131103515,0.0086545944213867,0.0107288360595703,0.0274181365966796,0.0049096566659432,0.0058174133300781,0.496,1.424,0.0,0.0,116.144,7.488,8.464,0.0,76.28,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087976455688476,0.0064231381557955,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.006103515625,0.0078678131103515,0.0078678131103515,0.0081300735473632,0.0110387802124023,0.026559829711914,0.0053002284123347,0.0073909759521484,0.496,1.424,0.0,0.0,116.304,16.528,15.472,0.0,65.552,0
