time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0065326690673828,0.0,0.0,0.0088214874267578,0.0,0.0,0.0102519989013671,0.0190258026123046,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.006723403930664,0.0,0.0,0.0090837478637695,0.0,0.0,0.0116825103759765,0.0298500061035156,0.0,0.0,0.0,0.0,0.0,0.0,8.264,7.736,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0058174133300781,0.0,0.0,0.0075340270996093,0.0,0.0,0.0119209289550781,0.0216007232666015,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0058650970458984,0.0,0.0,0.0073909759521484,0.0,0.0,0.011301040649414,0.022745132446289,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0066041946411132,0.0,0.0,0.0086307525634765,0.0,0.0,0.0110864639282226,0.0278472900390625,0.0,0.0,0.0,0.0,0.0,0.0,8.264,7.736,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0,0.0131130218505859,0.0174999237060546,0.0,0.0127553939819335,0.0153303146362304,0.0,0.0,0.0,0.0,1.696,1.696,0.0,0.0,0.0,0.0,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0062942504882812,0.0,0.0,0.0080108642578125,0.0,0.0,0.0130176544189453,0.0252723693847656,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0061988830566406,0.0,0.0,0.0080108642578125,0.0,0.0,0.0101089477539062,0.0194549560546875,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0061511993408203,0.0,0.0,0.0078916549682617,0.0,0.0,0.0102758407592773,0.0238418579101562,0.0,0.0,0.0,0.0,0.0,0.0,8.264,7.736,97.304,0.0,0.0,0.0,0.0,0.0,62.92,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.352,6.72,0.0,0.0,97.304,0.0,0.0070929527282714,0.0102996826171875,0.0089406967163085,0.0119686126708984,62.92,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0073687974796738,0.004781617058648,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.568,33.984,0.0,0.0,97.304,0.0,0.0082969665527343,0.0070095062255859,0.0116825103759765,0.0086307525634765,62.92,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.007426384652015,0.0047683715820312,0.0047683715820312,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,61.896,0.0,0.0,0.0,0.0,0.0,1.032,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0069761276245117,0.0,0.0,0.007486343383789,0.0104904174804687,0.0104904174804687,0.0118255615234375,0.0095367431640625,0.0095367431640625,0.0117778778076171,0.0223159790039062,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0071334838867187,0.0,0.0,0.0058174133300781,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.00762939453125,0.00762939453125,0.0111103057861328,0.020456314086914,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0063240528106689,0.0090599060058593,0.0102043151855468,0.0062942504882812,0.0088214874267578,0.0088214874267578,0.0086307525634765,0.0128746032714843,0.0128746032714843,0.010085105895996,0.0232458114624023,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,90.768,0.0,0.0,0.0,0.0,0.0,2.384,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060079109609423,0.0050067901611328,0.0050067901611328,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060176849365234,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0058269500732421,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059118318320506,0.0085830688476562,0.0085830688476562,0.0058650970458984,0.0066757202148437,0.0066757202148437,0.0071048736572265,0.0147819519042968,0.0147819519042968,0.0106334686279296,0.0192165374755859,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,0.0,7.56,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.008249282836914,0.0061872528820503,0.0041117433641777,0.0050067901611328,0.0060200691223144,0.0066757202148437,0.0066757202148437,0.0069379806518554,0.0147819519042968,0.0147819519042968,0.0094970067342122,0.0168085098266601,0.0,0.0,0.496,1.424,0.0,0.0,4.272,3.704,133.736,0.0,0.0,0.0,0.0,0.0,1154.16,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0059852505674456,0.006028584071568,0.0079631805419921,0.0065565109252929,0.0071525573730468,0.0071525573730468,0.0091314315795898,0.0119209289550781,0.0119209289550781,0.009918212890625,0.0243186950683593,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,115.632,0.0,0.0,0.0,0.0,0.0,26.632,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060245172301335,0.0092983245849609,0.0092983245849609,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060826391723025,0.0050067901611328,0.0050067901611328,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0059321375176458,0.007033348083496,0.0073194503784179,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,121.44,0.0,0.0,0.0,0.0,0.0,10.16,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060090971230274,0.0073909759521484,0.0073909759521484,0.0062465667724609,0.0078678131103515,0.0078678131103515,0.0079631805419921,0.0143051147460937,0.0143051147460937,0.0105857849121093,0.0191211700439453,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,0.0,4.92,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0080823898315429,0.0060182986873211,0.0063975652058919,0.0073909759521484,0.0057697296142578,0.0071525573730468,0.0071525573730468,0.0071048736572265,0.0066757202148437,0.0066757202148437,0.0103473663330078,0.0188827514648437,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,122.384,0.0,0.0,0.0,0.0,0.0,25.936,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0063452390160891,0.004524595282051,0.0057220458984375,0.006103515625,0.0092983245849609,0.0092983245849609,0.008392333984375,0.0112056732177734,0.0112056732177734,0.0113248825073242,0.0241041183471679,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,122.384,0.0,0.0,0.0,0.0,0.0,663.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.008559226989746,0.0064892343955464,0.0042781963215007,0.0052452087402343,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,1255.72,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0064502848256932,0.0042618600084034,0.0054836273193359,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0181198120117187,0.0181198120117187,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,115.552,0.0,0.0,0.0,0.0,0.0,1952.744,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0069936116536458,0.0043530617990801,0.0052452087402343,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0238418579101562,0.0238418579101562,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.888,0.0,0.0,0.0,0.0,0.0,1122.72,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0065298222783786,0.0042688278924851,0.0052452087402343,0.0056624412536621,0.0073909759521484,0.0073909759521484,0.005960464477539,0.0090599060058593,0.0090599060058593,0.0098148981730143,0.0175237655639648,0.0,0.0,0.496,1.424,0.0,0.0,4.272,3.704,117.192,0.0,0.0,0.0,0.0,0.0,1839.408,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0065203329816979,0.0042070316362984,0.0050067901611328,0.0058174133300781,0.0078678131103515,0.0078678131103515,0.0073909759521484,0.0100135803222656,0.0100135803222656,0.0102996826171875,0.0191211700439453,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,0.0,2082.728,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0067540069124591,0.0041988628913151,0.0050067901611328,0.0059366226196289,0.0071525573730468,0.0071525573730468,0.0081300735473632,0.0164508819580078,0.0164508819580078,0.0102519989013671,0.024580955505371,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,115.16,0.0,0.0,0.0,0.0,0.0,2385.144,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0066069228139089,0.0041526576083918,0.0050067901611328,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,2689.096,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0064301846632316,0.0043563472414479,0.005197525024414,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,815.384,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0087976455688476,0.0065411671553507,0.0042438507080078,0.0052452087402343,0.0,0.0061988830566406,0.0067710876464843,0.0,0.0098943710327148,0.0113248825073242,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,2100.456,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0064774314955909,0.0042466707127068,0.0050067901611328,0.0066757202148437,0.0088214874267578,0.0088214874267578,0.0093460083007812,0.0081062316894531,0.0081062316894531,0.0102519989013671,0.0191211700439453,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,0.0,0.0,1596.064,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0063086500262269,0.004246018149636,0.0052452087402343,0.0058174133300781,0.0112056732177734,0.0112056732177734,0.0072002410888671,0.0069141387939453,0.0069141387939453,0.0104427337646484,0.0194072723388671,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,0.0,0.0,942.48,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0064325569874018,0.0041367318392929,0.0047683715820312,0.0062465667724609,0.00762939453125,0.00762939453125,0.0083684921264648,0.0083446502685546,0.0083446502685546,0.0105142593383789,0.0248908996582031,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,0.0,0.0,1897.72,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0064883066054007,0.0041621414261247,0.0050067901611328,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,1763.112,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0062012672424316,0.0046437436884099,0.0059843063354492,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,332.592,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0061476230621337,0.0047002519880022,0.0057697296142578,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.424,1.696,1.696,0.0,0.0,116.632,0.0,0.011444091796875,0.011444091796875,0.0148773193359375,0.014495849609375,54.536,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.006147878086982,0.0052452087402343,0.0052452087402343,0.0059127807617187,0.005960464477539,0.005960464477539,0.007486343383789,0.00762939453125,0.00762939453125,0.0107765197753906,0.0192165374755859,0.0,0.0,0.496,1.392,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0085353851318359,0.0060356309261228,0.0058650970458984,0.006723403930664,0.0058650970458984,0.0083446502685546,0.0083446502685546,0.0074386596679687,0.0107288360595703,0.0107288360595703,0.0097274780273437,0.0178813934326171,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,119.576,0.0,0.0,0.0,0.0,0.0,12.68,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.005859640700307,0.0047683715820312,0.0047683715820312,0.0060081481933593,0.00762939453125,0.00762939453125,0.0079154968261718,0.0069141387939453,0.0069141387939453,0.010538101196289,0.0233173370361328,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0059282779693603,0.0,0.0,0.0061818531581333,0.005960464477539,0.005960464477539,0.0081300735473632,0.0102519989013671,0.0102519989013671,0.0095069408416748,0.0175237655639648,0.0,0.0,0.496,1.36,0.0,0.0,11.304,10.784,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0057220458984375,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0080585479736328,0.006008617983663,0.0052235343239524,0.0081062316894531,0.0,0.00762939453125,0.00762939453125,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,127.576,0.0,0.0,0.0,0.0,0.0,122.376,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060336424572633,0.005197525024414,0.0063896179199218,0.0066757202148437,0.0081062316894531,0.0081062316894531,0.0087738037109375,0.0078678131103515,0.0078678131103515,0.0102043151855468,0.0187397003173828,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,122.384,0.0,0.0,0.0,0.0,0.0,24.984,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0082969665527343,0.0059346260108384,0.0045008775664538,0.0054836273193359,0.0060081481933593,0.0100135803222656,0.0100135803222656,0.0073432922363281,0.0159740447998046,0.0159740447998046,0.0105857849121093,0.01983642578125,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,123.64,0.0,0.0,0.0,0.0,0.0,318.152,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.006377993531488,0.0045743099478788,0.0056028366088867,0.0061988830566406,0.009775161743164,0.009775161743164,0.0086307525634765,0.0169277191162109,0.0169277191162109,0.0114679336547851,0.026106834411621,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,674.096,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060265607172899,0.0040012152016568,0.0047683715820312,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,1641.48,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0072166101256413,0.0038809836486046,0.0045299530029296,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,121.824,0.0,0.0,0.0,0.0,0.0,30270.432,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0060176849365234,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0060582160949707,0.0,0.0,0.0060558319091796,0.0085830688476562,0.0085830688476562,0.0075817108154296,0.0088214874267578,0.0088214874267578,0.0104904174804687,0.0198841094970703,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0081300735473632,0.0060892105102539,0.0,0.0,0.0066280364990234,0.0066757202148437,0.0066757202148437,0.0092506408691406,0.0092983245849609,0.0092983245849609,0.0107288360595703,0.0201225280761718,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0059711399363048,0.0083446502685546,0.0083446502685546,0.0058650970458984,0.0092983245849609,0.0092983245849609,0.007939338684082,0.009775161743164,0.009775161743164,0.0101566314697265,0.0248670578002929,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0057185050284508,0.00762939453125,0.009012222290039,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,16.552,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0057220458984375,0.0073909759521484,0.0073909759521484,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
