time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065030722782529,0.009012222290039,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0131130218505859,0.0131130218505859,0.0092029571533203,0.0126361846923828,0.0071525573730468,0.0164508819580078,0.0094413757324218,0.0121116638183593,0.0232696533203125,0.0627804378728492,0.2069473266601562,0.496,1.424,1.696,1.696,4.232,3.744,122.952,46.869983948635635,3566.92,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062451433779588,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0062465667724609,0.0,0.0084877014160156,0.011142094930013,0.027322769165039,0.0,0.0,0.496,1.424,0.0,0.0,11.968,12.008,113.256,100.0,0.0,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060814530102174,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0066280364990234,0.0,0.0086307525634765,0.0116348266601562,0.021982192993164,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,113.256,100.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069247090757774,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0066280364990234,0.0,0.0093698501586914,0.0122785568237304,0.0295639038085937,0.0594947427351844,0.2033710479736328,0.496,1.392,0.0,0.0,7.736,8.264,121.784,48.96288209606987,10627.224,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061309337615966,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,48.96288209606987,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061678886413574,0.0078916549682617,0.0092983245849609,0.0092983245849609,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0057220458984375,0.0,0.0071048736572265,0.0104427337646484,0.0197410583496093,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,48.96288209606987,0.0,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062894821166992,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0058174133300781,0.0,0.0072956085205078,0.0112533569335937,0.0218868255615234,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,100.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061476230621337,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0062783559163411,0.0,0.0087261199951171,0.0113964080810546,0.0291824340820312,0.0056028366088867,0.0058889389038085,0.496,1.392,0.0,0.0,11.968,12.008,112.0,33.33333333333333,15.952,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065160029142805,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0063419342041015,0.0,0.0081062316894531,0.0112056732177734,0.0210762023925781,0.0612728776987533,0.2023458480834961,0.496,1.36,0.0,0.0,4.232,3.744,134.016,51.00286532951289,7709.984,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063310755361424,0.0085830688476562,0.0121593475341796,0.0121593475341796,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.006103515625,0.0,0.0081539154052734,0.0109672546386718,0.0265359878540039,0.0621618422786746,0.2017021179199218,0.496,1.424,0.0,0.0,7.736,8.264,115.552,52.320675105485236,1272.856,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060909423068981,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060868263244628,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0062942504882812,0.0,0.0082969665527343,0.0108242034912109,0.0197410583496093,0.0049273173014322,0.0056743621826171,0.496,1.36,0.0,0.0,4.232,3.744,112.0,72.72727272727273,36.216,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060442650672232,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0065803527832031,0.0,0.0085830688476562,0.0133991241455078,0.0252723693847656,0.0712438063188032,0.213623046875,0.496,1.392,0.0,0.0,4.232,3.744,118.32,26.666666666666668,97.528,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061726570129394,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0061829884847005,0.0,0.009012222290039,0.0109036763509114,0.0278949737548828,0.0073909759521484,0.0083446502685546,0.496,1.424,0.0,0.0,11.968,12.008,112.0,0.0,21.968,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0060558319091796,0.0,0.0076770782470703,0.0109672546386718,0.0202655792236328,0.0,0.0,0.496,1.392,0.0,0.0,4.232,3.744,112.0,0.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059011563732849,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0,0.006113052368164,0.0,0.0080108642578125,0.0100898742675781,0.0232696533203125,0.0,0.0,0.496,1.36,0.0,0.0,19.048,19.04,113.256,100.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062570049988096,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.496,1.36,0.0,0.0,0.0,0.0,113.256,50.0,5.944,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061753935414582,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0061511993408203,0.0,0.0078201293945312,0.0108242034912109,0.0200748443603515,0.0069936116536458,0.0085353851318359,0.496,1.392,0.0,0.0,4.232,3.744,120.872,50.0,15.4,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062012672424316,0.0085830688476562,0.0084400177001953,0.0078678131103515,0.0,0.012516975402832,0.0131845474243164,0.0,0.0,0.0066757202148437,0.0,0.0079154968261718,0.0109195709228515,0.0202655792236328,0.0,0.0,1.344,2.272,0.0,0.0,4.232,3.744,112.0,50.0,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061142444610595,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0058174133300781,0.0,0.008249282836914,0.0114123026529947,0.0270843505859375,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,50.0,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062787532806396,0.0086069107055664,0.0081062316894531,0.0081062316894531,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.006103515625,0.0,0.007486343383789,0.01220703125,0.022125244140625,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,50.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062048435211181,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0070201026068793,0.0,0.0089645385742187,0.0112490220503373,0.0278949737548828,0.0,0.0,0.496,1.36,0.0,0.0,7.208,8.792,112.0,50.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953067779541,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,50.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005965232849121,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.006866455078125,0.0,0.0095844268798828,0.0112056732177734,0.0207424163818359,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,50.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060570240020751,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0061511993408203,0.0,0.0079154968261718,0.0119209289550781,0.0226497650146484,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,50.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059687676121346,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0060240427652994,0.0,0.0087261199951171,0.010840098063151,0.0270366668701171,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,113.256,100.0,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062392125675334,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.006103515625,0.0,0.0077247619628906,0.0142574310302734,0.0261783599853515,0.0317096710205078,0.0691413879394531,0.496,1.36,0.0,0.0,4.232,3.744,113.256,57.14285714285714,27.448,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062961483476173,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0065088272094726,0.0,0.0088214874267578,0.0111341476440429,0.025796890258789,0.0095367431640625,0.0095367431640625,0.496,1.392,0.0,0.0,7.736,8.264,113.256,0.0,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060904026031494,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061583750456282,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0071048736572265,0.0,0.0102519989013671,0.0119209289550781,0.0226020812988281,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,143.152,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062214201362571,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0123977661132812,0.0112056732177734,0.0112056732177734,0.0123977661132812,0.0085830688476562,0.0065326690673828,0.0085830688476562,0.0086784362792968,0.0124454498291015,0.0241279602050781,0.0,0.0,0.496,1.392,0.848,0.848,4.232,3.744,117.192,0.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060737133026123,0.0081300735473632,0.0092983245849609,0.0092983245849609,0.0064373016357421,0.0112056732177734,0.0112056732177734,0.0064373016357421,0.0138282775878906,0.0059922536214192,0.0138282775878906,0.0080585479736328,0.0108242034912109,0.027322769165039,0.0,0.0,0.496,1.392,0.848,0.848,11.968,12.008,112.0,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0079154968261718,0.0,0.0133514404296875,0.0116825103759765,0.0224590301513671,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061333179473876,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0061988830566406,0.0,0.0085830688476562,0.0107526779174804,0.0258207321166992,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006190538406372,0.0083684921264648,0.00762939453125,0.00762939453125,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.005960464477539,0.0,0.0067949295043945,0.0112056732177734,0.0207424163818359,0.0,0.0,0.496,1.36,0.0,0.0,3.704,4.272,113.256,100.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0081062316894531,0.009775161743164,0.009775161743164,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0065803527832031,0.0,0.0087261199951171,0.0118255615234375,0.0222682952880859,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,113.256,100.0,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062870979309082,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0060558319091796,0.0,0.0087261199951171,0.0114917755126953,0.0282764434814453,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,100.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0076591968536376,0.0066757202148437,0.0066757202148437,0.0098466873168945,0.0081658363342285,0.0065326690673828,0.0100135803222656,0.0085353851318359,0.0111579895019531,0.0210285186767578,0.0,0.0,0.496,1.36,10.752,24.096,4.232,3.744,113.256,100.0,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0088214874267578,0.0,0.0060558319091796,0.0,0.0088453292846679,0.0117778778076171,0.0278472900390625,0.0085830688476562,0.0085830688476562,0.496,1.392,0.0,0.496,7.736,8.264,114.584,50.0,2.296,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062525272369384,0.0086307525634765,0.0071525573730468,0.0071525573730468,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,112.0,50.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063323974609375,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0085830688476562,0.0085830688476562,0.00762939453125,0.0067949295043945,0.006103515625,0.0075101852416992,0.0078201293945312,0.0107288360595703,0.0203609466552734,0.0,0.0,0.496,1.36,7.232,11.04,4.232,3.744,112.0,50.0,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006377993531488,0.0083446502685546,0.009775161743164,0.009775161743164,0.005801518758138,0.0133514404296875,0.0133514404296875,0.0066280364990234,0.0095367431640625,0.0066757202148437,0.0111579895019531,0.0091075897216796,0.0115394592285156,0.0216960906982421,0.0,0.0,0.496,1.36,15.12,2.608,4.232,3.744,112.496,50.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061094760894775,0.0081062316894531,0.0123977661132812,0.0123977661132812,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0062465667724609,0.0,0.0088214874267578,0.0115076700846354,0.0280380249023437,0.0,0.0,0.496,1.776,0.0,0.0,11.968,12.008,112.0,50.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062811374664306,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.006723403930664,0.0,0.0088214874267578,0.0112056732177734,0.0208377838134765,0.0,0.0,0.496,1.776,0.0,0.0,4.232,3.744,112.0,50.0,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062012436366317,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.005854500664605,0.0,0.0067710876464843,0.0110322778875177,0.0286102294921875,0.0065565109252929,0.007033348083496,0.496,1.776,0.0,0.0,7.208,8.792,116.48,33.33333333333333,4.128,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000751495361,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056136738170276,0.005960464477539,0.496,1.84,0.0,0.0,0.0,0.0,112.0,57.692307692307686,65.944,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006443060538619,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0059127807617187,0.0,0.0076770782470703,0.0112056732177734,0.0218868255615234,0.0070065868144132,0.0062465667724609,0.496,1.84,0.0,0.0,4.232,3.744,133.416,48.95833333333333,379.592,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065234628054175,0.0088214874267578,0.0081062316894531,0.0071525573730468,0.0,0.0090599060058593,0.0100135803222656,0.0,0.0,0.0063419342041015,0.0,0.0079631805419921,0.0123500823974609,0.0231742858886718,0.005197525024414,0.0064611434936523,1.344,2.688,0.0,0.0,4.232,3.744,115.904,48.275862068965516,211.968,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065167744954427,0.0092983245849609,0.0078678131103515,0.0078678131103515,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.005960464477539,0.0,0.0085830688476562,0.0109195709228515,0.0269412994384765,0.0085830688476562,0.0074386596679687,0.496,1.808,0.0,0.0,11.968,12.008,114.84,54.54545454545454,147.712,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006349525641446,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0063896179199218,0.0,0.0081062316894531,0.011444091796875,0.0216484069824218,0.0057220458984375,0.0057220458984375,0.496,1.84,0.0,0.0,4.232,3.744,117.192,0.0,9.528,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064657695257841,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0063657760620117,0.0,0.0091791152954101,0.0112056732177734,0.0267267227172851,0.0048178546833542,0.0056743621826171,0.496,1.84,0.0,0.0,7.736,8.264,117.192,51.37614678899083,424.488,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062403987296185,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050266583760579,0.0061511993408203,0.496,1.808,0.0,0.0,0.0,0.0,117.192,25.0,54.864,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062973345097024,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0060558319091796,0.0,0.0076770782470703,0.0111103057861328,0.0204086303710937,0.006103515625,0.008392333984375,0.496,1.84,0.0,0.0,4.232,3.744,117.192,37.5,42.28,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062320955950229,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0059127807617187,0.0,0.007486343383789,0.0118732452392578,0.0225543975830078,0.0,0.0,0.496,1.84,0.0,0.0,4.232,3.744,113.256,100.0,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066401353522912,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0066439310709635,0.0,0.0089645385742187,0.0111738840738932,0.0275611877441406,0.0053147474924723,0.0065326690673828,0.496,1.776,0.0,0.0,11.968,12.008,113.256,35.13513513513514,154.96,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061568091897403,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0057220458984375,0.0,0.0071525573730468,0.0111103057861328,0.0208377838134765,0.0,0.0,0.496,1.84,0.0,0.0,4.232,3.744,128.832,100.0,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006188154220581,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0061750411987304,0.0,0.0086545944213867,0.0105142593383789,0.0255823135375976,0.0,0.0,0.496,1.808,0.0,0.0,7.736,8.264,112.0,100.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006342878436098,0.0087976455688476,0.0073909759521484,0.0073909759521484,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059472190009223,0.0085353851318359,0.496,1.808,0.0,0.0,0.0,0.0,122.384,51.35135135135135,125.376,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061443196007268,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0062942504882812,0.0,0.0076770782470703,0.0125408172607421,0.0234127044677734,0.0049322843551635,0.0061988830566406,0.496,1.84,0.0,0.0,4.232,3.744,117.192,48.38709677419355,118.08,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061775321391091,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0060081481933593,0.0,0.0077724456787109,0.0107288360595703,0.0205039978027343,0.0069141387939453,0.0088214874267578,0.496,1.808,0.0,0.0,4.232,3.744,117.192,50.0,14.736,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068299212859044,0.0095367431640625,0.0078678131103515,0.0078678131103515,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0063419342041015,0.0,0.0084877014160156,0.0108718872070312,0.0277042388916015,0.0062736027548758,0.0057220458984375,0.496,1.84,0.0,0.0,11.968,12.008,117.192,53.34821428571429,3647.024,1
