time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064266261769764,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0056028366088867,0.0061988830566406,0.0061988830566406,0.0068426132202148,0.0081062316894531,0.0,0.0103950500488281,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.496,1.424,1.696,1.696,0.0,0.0,113.256,0.0,1.192,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061976909637451,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0058174133300781,0.0,0.0073432922363281,0.0113487243652343,0.0222206115722656,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061225891113281,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0063180923461914,0.0,0.0090837478637695,0.0118732452392578,0.0316143035888671,0.0,0.0,0.496,1.36,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000751495361,0.0086069107055664,0.0069141387939453,0.0069141387939453,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0063737233479817,0.0,0.0089645385742187,0.010999043782552,0.0272274017333984,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059174328315548,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0067710876464843,0.0,0.0090837478637695,0.0104427337646484,0.0269651412963867,0.0063578287760416,0.00762939453125,0.496,1.36,0.0,0.0,7.736,8.264,127.032,0.0,15.648,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061134793865146,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050067901611328,0.0050067901611328,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061882075978748,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0058650970458984,0.0,0.0074386596679687,0.0105857849121093,0.0199794769287109,0.0078678131103515,0.0078678131103515,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006418602139342,0.0088214874267578,0.0102519989013671,0.0102519989013671,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0065088272094726,0.0,0.0084400177001953,0.0106334686279296,0.0272750854492187,0.0051259994506835,0.0072479248046875,0.496,1.36,0.0,0.0,8.464,7.488,122.4,0.0,102.864,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063507118035311,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0060240427652994,0.0,0.0081539154052734,0.0110626220703125,0.0272750854492187,0.0046185084751674,0.0056266784667968,0.496,1.424,0.0,0.0,11.968,12.008,117.192,0.0,259.912,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062036277049809,0.0083446502685546,0.0143051147460937,0.0143051147460937,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.005960464477539,0.0,0.0082015991210937,0.0104188919067382,0.0250577926635742,0.0047418806287977,0.0067472457885742,0.496,1.424,0.0,0.0,7.736,8.264,117.192,0.0,149.456,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065203329816979,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043417278089021,0.0055313110351562,0.496,1.392,0.0,0.0,0.0,0.0,117.192,0.0,171.848,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066108042650883,0.0088214874267578,0.0123977661132812,0.0123977661132812,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054495675223214,0.0072002410888671,0.496,1.424,0.0,0.0,0.0,0.0,115.52,0.0,43.64,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006298027416267,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0152587890625,0.0152587890625,0.0,0.0,0.0058650970458984,0.0,0.0077724456787109,0.0108718872070312,0.0211715698242187,0.0049591064453125,0.0064373016357421,0.496,1.392,0.0,0.0,4.232,3.744,118.448,0.0,86.264,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006558871505284,0.0090599060058593,0.0119209289550781,0.0119209289550781,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0061511993408203,0.0,0.0084400177001953,0.0112056732177734,0.0282764434814453,0.0051600592476981,0.006270408630371,0.496,1.424,0.0,0.0,8.464,7.488,116.16,0.0,102.672,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064550940670184,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0064690907796223,0.0,0.0086307525634765,0.0108083089192708,0.0275135040283203,0.0050683175363848,0.0066757202148437,0.496,1.424,0.0,0.0,11.968,12.008,114.792,0.0,123.576,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062902175371919,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0061511993408203,0.0,0.0086069107055664,0.0108718872070312,0.02593994140625,0.0049647162942325,0.0059127807617187,0.496,1.392,0.0,0.0,7.736,8.264,116.008,0.0,69.864,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064705141741244,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0061988830566406,0.0,0.0079154968261718,0.0102519989013671,0.0225067138671875,0.0049209594726562,0.0056266784667968,0.496,1.424,0.0,0.0,11.312,10.776,114.6,0.0,62.664,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063720627210626,0.0083446502685546,0.0087261199951171,0.0073909759521484,0.0,0.0078678131103515,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048351287841796,0.0060081481933593,1.344,2.272,0.0,0.0,0.0,0.0,115.112,0.0,65.32,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064668088856309,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0060558319091796,0.0,0.0078201293945312,0.0109195709228515,0.0203609466552734,0.0046661921909877,0.0052452087402343,0.496,1.424,0.0,0.0,4.232,3.744,116.304,0.0,50.712,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062095056666005,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0068426132202148,0.0,0.0092744827270507,0.0116825103759765,0.0289678573608398,0.0052622386387416,0.0062942504882812,0.496,1.424,0.0,0.0,8.464,7.488,116.016,0.0,38.032,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065506094753152,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0059093747820172,0.0,0.0076055526733398,0.0106096267700195,0.0275373458862304,0.0047595412642867,0.0055789947509765,0.496,1.424,0.0,0.0,11.44,12.536,116.144,0.0,79.736,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064966097399963,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0063896179199218,0.0,0.008392333984375,0.0115871429443359,0.0292062759399414,0.0048325611994816,0.0054836273193359,0.496,1.424,0.0,0.0,7.736,8.264,114.888,0.0,66.224,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060980592794086,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050067901611328,0.005960464477539,0.496,1.424,0.0,0.0,0.0,0.0,115.048,0.0,68.936,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065167744954427,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050663948059082,0.0060319900512695,0.496,1.424,0.0,0.0,0.0,0.0,115.624,0.0,114.368,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064432324461675,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0059127807617187,0.0,0.0074386596679687,0.01068115234375,0.0203609466552734,0.0049081341973666,0.0056266784667968,0.496,1.424,0.0,0.0,4.232,3.744,114.616,0.0,104.888,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006434941055751,0.0085830688476562,0.011444091796875,0.011444091796875,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0063896179199218,0.0,0.0086307525634765,0.0110864639282226,0.0284194946289062,0.0046207791283017,0.0054836273193359,0.496,1.424,0.0,0.0,8.464,7.488,116.88,0.0,261.888,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062956668362759,0.008559226989746,0.0083446502685546,0.0083446502685546,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0062465667724609,0.0,0.0086307525634765,0.0108559926350911,0.0271797180175781,0.0047588348388671,0.0055313110351562,0.496,1.424,0.0,0.0,11.968,12.008,115.984,0.0,65.48,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063357966961246,0.008559226989746,0.0073909759521484,0.0073909759521484,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0063048468695746,0.0,0.0081539154052734,0.0102953477339311,0.0247955322265625,0.004744529724121,0.0052690505981445,0.496,1.424,0.0,0.0,7.208,8.792,117.008,0.0,108.944,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063625734243819,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045980725969587,0.0052452087402343,0.496,1.424,0.0,0.0,0.0,0.0,114.808,0.0,195.08,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065488008717399,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049616839434649,0.0062942504882812,0.496,1.424,0.0,0.0,0.0,0.0,116.136,0.0,185.208,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064040890973598,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0111579895019531,0.0075101852416992,0.0064849853515625,0.009322166442871,0.008392333984375,0.0102996826171875,0.018930435180664,0.0048398971557617,0.0057458877563476,0.496,1.424,1.696,1.696,4.232,3.744,114.648,0.0,119.648,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066021781655686,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0066995620727539,0.0,0.0085830688476562,0.0107526779174804,0.0272512435913085,0.0050618098332331,0.0063180923461914,0.496,1.424,0.0,0.0,8.464,7.488,114.792,0.0,74.032,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065376262853641,0.0092983245849609,0.0069141387939453,0.0069141387939453,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0059054448054387,0.0,0.0070095062255859,0.010532491347369,0.0264167785644531,0.0049426005436823,0.0058412551879882,0.496,1.424,0.0,0.0,10.912,13.064,117.008,0.0,72.896,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063582222060401,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0071525573730468,0.0,0.0100612640380859,0.0105337663130326,0.0252723693847656,0.0048478444417317,0.005960464477539,0.496,1.424,0.0,0.0,7.208,8.792,116.16,0.0,57.352,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063629433660223,0.008559226989746,0.0069141387939453,0.0069141387939453,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051076595599834,0.0065565109252929,0.496,1.424,0.0,0.0,0.0,0.0,116.368,0.0,64.064,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061549950594925,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0062227249145507,0.496,1.424,0.0,0.0,0.0,0.0,114.328,0.0,10.144,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062322616577148,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.006103515625,0.0,0.0078678131103515,0.011301040649414,0.0215530395507812,0.0,0.0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061504911668229,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0066757202148437,0.0,0.0093460083007812,0.0104470686479048,0.0276565551757812,0.0058412551879882,0.0061273574829101,0.496,1.424,0.0,0.0,7.936,8.016,119.184,0.0,6.608,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063163131030637,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0059763590494791,0.0,0.0080108642578125,0.0104427337646484,0.0268936157226562,0.0052452087402343,0.006103515625,0.496,1.424,0.0,0.0,11.968,12.008,115.992,0.0,11.464,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061834629495345,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.006103515625,0.0,0.0078201293945312,0.0115871429443359,0.0226497650146484,0.0064373016357421,0.0064373016357421,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006242553786476,0.008559226989746,0.0064373016357421,0.0064373016357421,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0057816505432128,0.0,0.0061273574829101,0.0107288360595703,0.0193119049072265,0.0047683715820312,0.0066757202148437,0.496,1.36,0.0,0.0,2.976,5.048,118.448,0.0,52.704,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062747974300858,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045299530029296,0.0045299530029296,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119960784912,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0058650970458984,0.0,0.0073432922363281,0.0117778778076171,0.0231266021728515,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060498714447021,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0072956085205078,0.0,0.0104904174804687,0.0111579895019531,0.0212669372558593,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060987472534179,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0062159129551478,0.0,0.0085830688476562,0.0110268592834472,0.026702880859375,0.0,0.0,0.496,1.36,0.0,0.0,11.44,12.536,112.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059485435485839,0.0076532363891601,0.0071525573730468,0.0071525573730468,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0060558319091796,0.0,0.00762939453125,0.0112533569335937,0.021219253540039,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062095585154063,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0064373016357421,0.0,0.0088214874267578,0.011610984802246,0.026106834411621,0.0090599060058593,0.0090599060058593,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062949621855322,0.0083446502685546,0.00762939453125,0.0066757202148437,0.0,0.0100135803222656,0.0124931335449218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,1.344,2.208,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060980592794086,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0070095062255859,0.0,0.009775161743164,0.011444091796875,0.0216007232666015,0.0064373016357421,0.0064373016357421,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060617923736572,0.0081062316894531,0.0112056732177734,0.0112056732177734,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0059127807617187,0.0,0.0075340270996093,0.0110149383544921,0.021219253540039,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061798095703125,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0060876210530598,0.0,0.0081539154052734,0.0110626220703125,0.0283718109130859,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060904026031494,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0060558319091796,0.0,0.0075340270996093,0.0118732452392578,0.0234127044677734,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063121318817138,0.0086069107055664,0.0071525573730468,0.0071525573730468,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0061511993408203,0.0,0.0083684921264648,0.0110149383544921,0.0287771224975585,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060399373372395,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059770707467302,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0058174133300781,0.0,0.0074386596679687,0.0105857849121093,0.0201702117919921,0.0073909759521484,0.0073909759521484,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006349525641446,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0069618225097656,0.0,0.0086307525634765,0.0107288360595703,0.020456314086914,0.0071525573730468,0.0071525573730468,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062143802642822,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0062783559163411,0.0,0.0087261199951171,0.0111579895019531,0.0273704528808593,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006183385848999,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0057220458984375,0.0,0.0071048736572265,0.0110626220703125,0.0215530395507812,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006103990089834,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.005748536851671,0.0,0.0067710876464843,0.0109672546386718,0.0293254852294921,0.0373522440592447,0.0779151916503906,0.496,1.36,0.0,0.0,7.208,8.792,117.192,0.0,28.664,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006263256072998,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0528372251070462,0.2039909362792968,0.496,1.424,0.0,0.0,0.0,0.0,112.0,53.57142857142857,426.392,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066699051275485,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0063776969909667,0.0,0.0076770782470703,0.0103712081909179,0.018477439880371,0.0435911166440149,0.1027822494506835,0.496,1.424,0.0,0.0,3.704,4.272,132.552,50.473186119873816,3437.584,1
