time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_ul_count,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060820579528808,0.0083446502685546,0.00762939453125,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0,0.0226736068725585,0.0,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059497356414794,0.00762939453125,0.00762939453125,0.00762939453125,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0,0.0226736068725585,0.0,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061047077178955,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0115871429443359,0.0226736068725585,0.0213146209716796,0.496,1.36,0.0,0.0,1.696,1.696,3.744,4.232,112.0,0.0,0.006103515625,0.0079154968261718,0.0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070356628269825,0.009775161743164,0.0123977661132812,0.0123977661132812,0.0126361846923828,0.0126361846923828,0.0039180022558354,0.0045299530029296,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0110626220703125,0.0226736068725585,0.0203609466552734,0.496,1.424,0.0,0.0,1.696,1.696,3.744,4.232,141.568,0.0,0.0062465667724609,0.0082015991210937,17681.136,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0071100669332069,0.009775161743164,0.0085830688476562,0.0085830688476562,0.013589859008789,0.013589859008789,0.0039072973387581,0.0045299530029296,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0109434127807617,0.0226736068725585,0.0280380249023437,0.496,1.424,0.0,0.0,1.696,1.696,8.264,7.736,118.448,0.0,0.006103515625,0.0086545944213867,19231.44,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068598454541499,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0116825103759765,0.0116825103759765,0.0040066980682643,0.0047683715820312,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0,0.0226736068725585,0.0,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,118.448,0.0,0.0,0.0,8364.392,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006132457979876,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0123977661132812,0.0123977661132812,0.0058809916178385,0.0067710876464843,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0,0.0226736068725585,0.0,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,113.256,0.0,0.0,0.0,7.256,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061419472765566,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0128746032714843,0.0128746032714843,0.0045696894327799,0.004887580871582,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0,0.0226736068725585,0.0,0.496,1.424,0.0,0.0,1.696,1.696,0.0,0.0,114.84,0.0,0.0,0.0,27.104,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061440467834472,0.0081062316894531,0.00762939453125,0.00762939453125,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0120162963867187,0.0226736068725585,0.0230312347412109,0.496,1.36,0.0,0.0,1.696,1.696,3.744,4.232,112.0,0.0,0.0066757202148437,0.0086307525634765,0.0,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00618577003479,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0164508819580078,0.0164508819580078,0.0,0.0,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0111103057861328,0.0226736068725585,0.0203609466552734,0.496,1.36,0.0,0.0,1.696,1.696,3.744,4.232,112.0,0.0,0.0067710876464843,0.0090599060058593,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006257318982891,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0128746032714843,0.0128746032714843,0.0039367280768219,0.0045299530029296,0.0209808349609375,0.0211715698242187,0.0218152999877929,0.0107553270128038,0.0226736068725585,0.025033950805664,0.496,1.36,0.0,0.0,1.696,1.696,7.736,7.208,132.768,0.0,0.0056690639919704,0.0069141387939453,3709.568,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0073248797123975,0.009775161743164,0.009775161743164,0.009775161743164,0.0164508819580078,0.0164508819580078,0.0038916501403438,0.0045299530029296,0.0,0.0,0.0,0.00762939453125,0.0,0.00762939453125,0.496,1.424,0.0,0.0,0.0,0.0,0.528,0.528,118.448,0.0,0.0088214874267578,0.0088214874267578,56946.28,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0073850745021706,0.0099897384643554,0.0085830688476562,0.0085830688476562,0.0143051147460937,0.0143051147460937,0.0045640127999441,0.006723403930664,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,63.752,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065293642553952,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0092983245849609,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060534477233886,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061404705047607,0.0081300735473632,0.0095367431640625,0.0095367431640625,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0111579895019531,0.0,0.0210285186767578,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0061988830566406,0.0081539154052734,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062060356140136,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0123023986816406,0.0,0.0236034393310546,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0061988830566406,0.0079631805419921,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006040334701538,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0113248825073242,0.0,0.0276088714599609,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0065326690673828,0.0091075897216796,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064454032379446,0.0085830688476562,0.0085353851318359,0.0073909759521484,0.0140666961669921,0.0144481658935546,0.0039303224850324,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,0.0,137.056,0.0,0.0,0.0,8489.512,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0071738025929668,0.0097513198852539,0.0095367431640625,0.0095367431640625,0.0102519989013671,0.0102519989013671,0.0039417569230242,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,17415.152,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059936770159213,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0083446502685546,0.0083446502685546,0.0042915344238281,0.0042915344238281,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061011314392089,0.0085830688476562,0.00762939453125,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0124772389729817,0.0,0.02288818359375,0.496,1.36,0.0,0.0,0.0,0.0,4.272,3.704,112.0,0.0,0.007331371307373,0.0102043151855468,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005805492401123,0.0076532363891601,0.009775161743164,0.009775161743164,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0100612640380859,0.0,0.0187873840332031,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0072956085205078,0.0102519989013671,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061261653900146,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0114679336547851,0.0,0.027322769165039,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0065565109252929,0.0088691711425781,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060033798217773,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059306621551513,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064096589019333,0.0088214874267578,0.009775161743164,0.009775161743164,0.0123977661132812,0.0123977661132812,0.0039216274867241,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,144.408,0.0,0.0,0.0,5293.104,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059735122604749,0.00762939453125,0.00762939453125,0.00762939453125,0.00762939453125,0.00762939453125,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0131130218505859,0.0,0.0248908996582031,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0058650970458984,0.007486343383789,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061037505201518,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.009775161743164,0.009775161743164,0.0053246815999348,0.0060558319091796,0.0,0.0,0.0,0.0125408172607421,0.0,0.0243186950683593,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,122.952,0.0,0.0063419342041015,0.0081062316894531,13.656,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006115436553955,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0109434127807617,0.0,0.0256299972534179,0.496,1.424,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.006270408630371,0.0086307525634765,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060117244720458,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061488151550292,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060978781413562,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0059008598327636,0.008392333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,119.752,0.0,0.0,0.0,18.496,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006183614871772,0.0082969665527343,0.0092983245849609,0.0092983245849609,0.0178813934326171,0.0178813934326171,0.0052981906467013,0.0064849853515625,0.0,0.0,0.0,0.0113964080810546,0.0,0.0206470489501953,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,123.64,0.0,0.0077247619628906,0.0110626220703125,138.592,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062297232708527,0.0081062316894531,0.009775161743164,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0102519989013671,0.0,0.0188827514648437,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0060081481933593,0.0075340270996093,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061718701141808,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0078678131103515,0.0058809916178385,0.0069141387939453,0.0,0.0,0.0,0.010538101196289,0.0,0.0245571136474609,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,123.64,0.0,0.0065803527832031,0.0086545944213867,19.576,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062700527817455,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0128746032714843,0.0128746032714843,0.0051657358805338,0.0068902969360351,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,114.6,0.0,0.0,0.0,118.608,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060660329031113,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0083446502685546,0.0083446502685546,0.0052054723103841,0.0066518783569335,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,96.72,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005960464477539,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061170378727699,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0095367431640625,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0118255615234375,0.0,0.0226497650146484,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,117.192,0.0,0.0063896179199218,0.0080108642578125,13.776,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059911520174234,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0119209289550781,0.0119209289550781,0.0066757202148437,0.0072479248046875,0.0,0.0,0.0,0.0113248825073242,0.0,0.0205039978027343,0.496,1.424,0.0,0.0,0.0,0.0,4.272,3.704,118.448,0.0,0.0066161155700683,0.0070095062255859,12.912,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059474812875879,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0147819519042968,0.0147819519042968,0.0051259994506835,0.0060081481933593,0.0,0.0,0.0,0.0103603709827769,0.0,0.0247955322265625,0.496,1.424,0.0,0.0,0.0,0.0,8.792,7.208,118.448,0.0,0.0060399373372395,0.0077247619628906,28.8,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062902175371919,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0064373016357421,0.0064373016357421,0.0047683715820312,0.0047683715820312,0.0140666961669921,0.0163555145263671,0.0126361846923828,0.0,0.0162601470947265,0.0,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060838253343876,0.0083446502685546,0.005960464477539,0.005960464477539,0.009775161743164,0.009775161743164,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,5.32,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061261653900146,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059674767886891,0.0085115432739257,0.0095367431640625,0.0095367431640625,0.0119209289550781,0.0119209289550781,0.0049417669122869,0.0081062316894531,0.0,0.0,0.0,0.0108718872070312,0.0,0.0197410583496093,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,132.768,0.0,0.0063419342041015,0.0082015991210937,85.656,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060653686523437,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0,0.0198841094970703,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0072002410888671,0.0104904174804687,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060636605789412,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0128746032714843,0.0128746032714843,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0111103057861328,0.0,0.0243186950683593,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0068187713623046,0.0095605850219726,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060591204413052,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0078678131103515,0.0078678131103515,0.0052452087402343,0.0076770782470703,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,121.016,0.0,0.0,0.0,39.848,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064892343955464,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0145435333251953,0.0145435333251953,0.0050663948059082,0.0059366226196289,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,72.64,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062850442263159,0.0085830688476562,0.0066995620727539,0.0058412551879882,0.0123977661132812,0.0139236450195312,0.0051409006118774,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,142.64,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061631202697753,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.01220703125,0.0,0.0229835510253906,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0061988830566406,0.0079154968261718,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058424472808837,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0105857849121093,0.0,0.0201225280761718,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0057697296142578,0.0072956085205078,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060532480625096,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0104904174804687,0.0104904174804687,0.0054637591044108,0.0082254409790039,0.0,0.0,0.0,0.0112533569335937,0.0,0.025796890258789,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,125.72,0.0,0.0067472457885742,0.0093460083007812,66.944,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060926569570409,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.00762939453125,0.00762939453125,0.0046253204345703,0.0050544738769531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,116.752,0.0,0.0,0.0,83.528,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061563926168007,0.008559226989746,0.0088214874267578,0.0088214874267578,0.009775161743164,0.009775161743164,0.0051259994506835,0.0057935714721679,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,115.712,0.0,0.0,0.0,3.36,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060589159306009,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.009775161743164,0.009775161743164,0.0042915344238281,0.0042915344238281,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062720610363648,0.008559226989746,0.0102519989013671,0.0102519989013671,0.0128746032714843,0.0128746032714843,0.0052154064178466,0.007033348083496,0.0,0.0,0.0,0.0097513198852539,0.0,0.0207424163818359,0.496,1.36,0.0,0.0,0.0,0.0,14.52,15.544,121.776,0.0,0.0059127807617187,0.0081062316894531,121.568,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062641219713201,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0092983245849609,0.0092983245849609,0.0049526041204279,0.0068426132202148,0.0,0.0,0.0,0.0112056732177734,0.0,0.0205516815185546,0.496,1.424,0.0,0.0,0.0,0.0,3.744,4.232,117.192,0.0,0.0066280364990234,0.009012222290039,173.168,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062261647845975,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0092983245849609,0.0092983245849609,0.0044918060302734,0.0054836273193359,0.0,0.0,0.0,0.0104904174804687,0.0,0.024580955505371,0.496,1.424,0.0,0.0,0.0,0.0,8.264,7.736,117.192,0.0,0.006103515625,0.0088930130004882,179.304,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060375650130694,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.00762939453125,0.00762939453125,0.0053942203521728,0.0086545944213867,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,70.592,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005946230532518,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0112056732177734,0.0112056732177734,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063032653201278,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0092983245849609,0.0092983245849609,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060029549173789,0.008559226989746,0.00762939453125,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0065565109252929,0.0076055526733398,0.0,0.0,0.0,0.0116348266601562,0.0,0.021982192993164,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,118.448,0.0,0.0061988830566406,0.0082015991210937,7.088,0
