time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064892343955464,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0042085647583007,0.0083446502685546,0.0083446502685546,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,2120.08,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063877294559289,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0043949194714031,0.0100135803222656,0.0100135803222656,0.0054836273193359,0.006866455078125,0.0091552734375,0.0114917755126953,0.0207424163818359,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,116.224,0.0,0.0,0.0,0.0,0.0,770.616,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063717365264892,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0043147140079074,0.00762939453125,0.00762939453125,0.0054121017456054,0.0075817108154296,0.0111103057861328,0.0112533569335937,0.0207901000976562,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,1282.272,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062838639363203,0.0087976455688476,0.0078678131103515,0.0078678131103515,0.0047361528551256,0.0104904174804687,0.0104904174804687,0.0057220458984375,0.0064611434936523,0.0086784362792968,0.0116825103759765,0.0299453735351562,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,122.384,0.0,0.0,0.0,0.0,0.0,270.712,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064456047703377,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0043741547235167,0.0109672546386718,0.0109672546386718,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,115.032,0.0,0.0,0.0,0.0,0.0,1014.848,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069437928460723,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0041709601424122,0.0116825103759765,0.0116825103759765,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,4208.64,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059958731774056,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0052452087402343,0.0123977661132812,0.0123977661132812,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.888,0.0,0.0,0.0,0.0,0.0,53.528,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062166754879168,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0057220458984375,0.0145435333251953,0.0145435333251953,0.0069141387939453,0.005960464477539,0.0072956085205078,0.011301040649414,0.0213146209716796,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,7.576,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070257139910618,0.009775161743164,0.0090599060058593,0.0090599060058593,0.0038743745104549,0.0100135803222656,0.0100135803222656,0.0045299530029296,0.0067710876464843,0.0085353851318359,0.0115871429443359,0.022125244140625,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,121.944,0.0,0.0,0.0,0.0,0.0,37438.768,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069176972802005,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0038739190111834,0.0121593475341796,0.0121593475341796,0.0045299530029296,0.0066757202148437,0.0089406967163085,0.0110864639282226,0.025033950805664,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,0.0,0.0,5395.288,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059163570404052,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060224533081054,0.0083684921264648,0.0095367431640625,0.0095367431640625,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058639049530029,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069316695718204,0.0097036361694335,0.0128746032714843,0.0128746032714843,0.0038451439625508,0.0121593475341796,0.0121593475341796,0.0043153762817383,0.0061988830566406,0.0080585479736328,0.0120162963867187,0.0229358673095703,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,126.208,0.0,0.0,0.0,0.0,0.0,16970.704,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061751598149389,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0050067901611328,0.0121593475341796,0.0121593475341796,0.0050067901611328,0.0072002410888671,0.0099658966064453,0.0134944915771484,0.025033950805664,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060245172301335,0.00762939453125,0.0123977661132812,0.0123977661132812,0.00762939453125,0.0092983245849609,0.0092983245849609,0.00762939453125,0.0065803527832031,0.007939338684082,0.0109672546386718,0.0261545181274414,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059318542480468,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063064051609413,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0046858420738807,0.0138282775878906,0.0138282775878906,0.0077486038208007,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,132.416,0.0,0.0,0.0,0.0,0.0,248.992,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062508158164449,0.008559226989746,0.0109672546386718,0.0109672546386718,0.0052809715270996,0.011444091796875,0.011444091796875,0.0064849853515625,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.6,0.0,0.0,0.0,0.0,0.0,51.184,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064515355807631,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0048610899183485,0.0092983245849609,0.0092983245849609,0.0057935714721679,0.0063776969909667,0.0074148178100585,0.0104506810506184,0.0183582305908203,0.496,1.36,0.0,0.0,0.0,0.0,4.272,3.704,115.016,0.0,0.0,0.0,0.0,0.0,43.136,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060494266339202,0.0083446502685546,0.00762939453125,0.00762939453125,0.0052452087402343,0.0143051147460937,0.0143051147460937,0.0060081481933593,0.0066757202148437,0.0084877014160156,0.0118255615234375,0.0224113464355468,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,3.632,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062247215233412,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0061555342240767,0.0171661376953125,0.0171661376953125,0.0085830688476562,0.0064611434936523,0.0093698501586914,0.011444091796875,0.0241041183471679,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,118.584,0.0,0.0,0.0,0.0,0.0,27.928,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063393375661113,0.0088214874267578,0.00762939453125,0.00762939453125,0.0051089695521763,0.0081062316894531,0.0081062316894531,0.0066280364990234,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,118.448,0.0,0.0132322311401367,0.016188621520996,0.0150203704833984,0.0171184539794921,40.76,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063281747239146,0.0088214874267578,0.00762939453125,0.00762939453125,0.0047772018997757,0.0107288360595703,0.0107288360595703,0.0066280364990234,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,116.328,0.0,0.0,0.0,0.0,0.0,184.504,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060534477233886,0.0078916549682617,0.0116825103759765,0.0116825103759765,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060194789773166,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0066161155700683,0.0102519989013671,0.0102519989013671,0.0086069107055664,0.0061988830566406,0.0067710876464843,0.0112454096476236,0.0202655792236328,0.496,1.36,0.0,0.0,0.0,0.0,4.272,3.704,119.792,0.0,0.0,0.0,0.0,0.0,11.168,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059425830841064,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0061988830566406,0.0073909759521484,0.0114917755126953,0.0203132629394531,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062024415428958,0.0088214874267578,0.0109672546386718,0.0109672546386718,0.0083446502685546,0.009775161743164,0.009775161743164,0.0083446502685546,0.006103515625,0.0086069107055664,0.0111579895019531,0.0291347503662109,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061205963590251,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0073909759521484,0.0095367431640625,0.0095367431640625,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059865600434108,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0090599060058593,0.013589859008789,0.013589859008789,0.0090599060058593,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060227116927724,0.0078678131103515,0.0068902969360351,0.0067949295043945,0.0052452087402343,0.012516975402832,0.0145196914672851,0.0060081481933593,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,0.0,121.928,0.0,0.0,0.0,0.0,0.0,9.064,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061714649200439,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0057697296142578,0.0074386596679687,0.0116348266601562,0.0220775604248046,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060737133026123,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.011444091796875,0.011444091796875,0.0,0.0060558319091796,0.0076770782470703,0.0119686126708984,0.0216960906982421,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006103990089834,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0073909759521484,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0066757202148437,0.0085830688476562,0.0111579895019531,0.0242471694946289,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,114.264,0.0,0.0,0.0,0.0,0.0,1.976,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066259532298856,0.0090599060058593,0.005960464477539,0.005960464477539,0.0038737854056796,0.011444091796875,0.011444091796875,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,139.216,0.0,0.0,0.0,0.0,0.0,19302.728,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0075892646714012,0.009775161743164,0.0092983245849609,0.0092983245849609,0.0038998745393986,0.0152587890625,0.0152587890625,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,115.68,0.0,0.0,0.0,0.0,0.0,19786.52,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062842867267665,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0042225185193513,0.0116825103759765,0.0116825103759765,0.0049829483032226,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,398.288,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060820343470809,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0041954552949364,0.0128746032714843,0.0128746032714843,0.0047683715820312,0.0059127807617187,0.0074386596679687,0.0116348266601562,0.0218391418457031,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,119.776,0.0,0.0,0.0,0.0,0.0,578.088,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0068405967446702,0.009775161743164,0.0088214874267578,0.0088214874267578,0.0038986343094759,0.0088214874267578,0.0088214874267578,0.0045299530029296,0.0060081481933593,0.0075817108154296,0.0099658966064453,0.0182151794433593,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,0.0,16466.488,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066555554593973,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0040609757978837,0.0154972076416015,0.0154972076416015,0.0052452087402343,0.0066757202148437,0.0088691711425781,0.010317022150213,0.0257492065429687,0.496,1.36,0.0,0.0,0.0,0.0,8.792,7.208,117.192,0.0,0.0,0.0,0.0,0.0,1853.728,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066959857940673,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0044996088201349,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.736,0.0,0.0,0.0,0.0,0.0,379.56,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067005063047503,0.0092983245849609,0.0085830688476562,0.0085830688476562,0.0039316019819155,0.0100135803222656,0.0100135803222656,0.0047683715820312,0.0063101450602213,0.0084877014160156,0.0099023183186848,0.0216007232666015,0.496,1.36,0.0,0.0,0.0,0.0,10.776,11.312,116.736,0.0,0.0,0.0,0.0,0.0,6188.184,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072033098428556,0.0095367431640625,0.0112056732177734,0.0112056732177734,0.0038804241543821,0.0166893005371093,0.0166893005371093,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,20868.136,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0076223127912766,0.0100135803222656,0.0157356262207031,0.0157356262207031,0.0038864912865641,0.009775161743164,0.009775161743164,0.0045299530029296,0.0059127807617187,0.0072956085205078,0.0107288360595703,0.019693374633789,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,0.0,0.0,42011.736,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070873184583673,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0038828710662275,0.0128746032714843,0.0128746032714843,0.0045299530029296,0.0063896179199218,0.00762939453125,0.01068115234375,0.0199794769287109,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,0.0,20657.96,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0074751934601892,0.0100135803222656,0.0102519989013671,0.0102519989013671,0.0038854723692517,0.0181198120117187,0.0181198120117187,0.0045299530029296,0.006103515625,0.0084161758422851,0.0107049942016601,0.0247955322265625,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,0.0,0.0,45473.344,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0073862313038081,0.0095367431640625,0.0112056732177734,0.0112056732177734,0.0041589308320806,0.0166893005371093,0.0166893005371093,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,1823.184,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063862966660836,0.0085830688476562,0.013589859008789,0.013589859008789,0.003915486460872,0.0138282775878906,0.0138282775878906,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,3707.016,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060343742370605,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0039447437633167,0.0121593475341796,0.0121593475341796,0.0047683715820312,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1169.552,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059852505674456,0.0080823898315429,0.0083446502685546,0.0083446502685546,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0079631805419921,0.0057220458984375,0.0057220458984375,0.0158548355102539,0.0251054763793945,0.496,1.36,0.0,0.0,0.0,0.0,1.12,0.592,117.376,0.0,0.0,0.0,0.0,0.0,5.024,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061953245703853,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.00762939453125,0.0138282775878906,0.0138282775878906,0.00762939453125,0.0079274177551269,0.0094175338745117,0.0081062316894531,0.0099658966064453,0.496,1.36,0.0,0.0,0.0,0.0,2.624,3.64,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059960493400915,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0045299530029296,0.0081062316894531,0.0081062316894531,0.0045299530029296,0.0068187713623046,0.0093460083007812,0.0110626220703125,0.0207901000976562,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060677528381347,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0062465667724609,0.0085830688476562,0.0107526779174804,0.0255107879638671,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059533475050285,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,1.696,1.696,0.0,0.0,117.192,0.0,0.0077486038208007,0.0080347061157226,0.0078678131103515,0.0088214874267578,5.752,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061284145110933,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.005960464477539,0.0116825103759765,0.0116825103759765,0.0086784362792968,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,124.776,0.0,0.0,0.0,0.0,0.0,35.96,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064585468556621,0.0083446502685546,0.011444091796875,0.011444091796875,0.0041872262954711,0.0083446502685546,0.0083446502685546,0.0054836273193359,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,0.0,654.896,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060114694471976,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0057220458984375,0.0109672546386718,0.0109672546386718,0.0057220458984375,0.0065326690673828,0.0086307525634765,0.0121116638183593,0.0224113464355468,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060778945239622,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0064373016357421,0.0116825103759765,0.0116825103759765,0.0064373016357421,0.0058174133300781,0.0074386596679687,0.0116348266601562,0.0217914581298828,0.496,1.36,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060446819855799,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0047683715820312,0.009775161743164,0.009775161743164,0.0047683715820312,0.0060796737670898,0.0082254409790039,0.0109434127807617,0.0247001647949218,0.496,1.36,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060498714447021,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006181001663208,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060796737670898,0.0078678131103515,0.0096797943115234,0.0073909759521484,0.0,0.0098943710327148,0.0103712081909179,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
