time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060582160949707,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0112056732177734,0.0112056732177734,0.0060796737670898,0.0,0.0,0.0,0.0,0.0083684921264648,0.0105142593383789,0.0267744064331054,0.0,0.0,0.496,1.36,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059616565704345,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0066757202148437,0.0066757202148437,0.0069141387939453,0.0,0.0,0.0,0.0,0.0087261199951171,0.01068115234375,0.0265121459960937,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006335973739624,0.0085830688476562,0.0121593475341796,0.0121593475341796,0.0107288360595703,0.0107288360595703,0.0062227249145507,0.0,0.0,0.0,0.0,0.0081539154052734,0.0108718872070312,0.0264167785644531,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066051205385078,0.0092983245849609,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038635715078586,0.0045299530029296,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,25943.752,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073956971121306,0.009775161743164,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038852131431871,0.0045299530029296,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,16719.632,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062226062983422,0.0083446502685546,0.011444091796875,0.011444091796875,0.0102519989013671,0.0102519989013671,0.005960464477539,0.0,0.0,0.0,0.0,0.0068187713623046,0.01068115234375,0.0204086303710937,0.0069141387939453,0.0069141387939453,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061146655485997,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0064373016357421,0.0064373016357421,0.0058280097113715,0.0,0.0,0.0,0.0,0.0066757202148437,0.0104470686479048,0.0278949737548828,0.0081062316894531,0.0081062316894531,0.496,1.392,0.0,0.0,7.936,8.016,113.256,0.0,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058710575103759,0.00762939453125,0.00762939453125,0.00762939453125,0.0092983245849609,0.0092983245849609,0.0059763590494791,0.0,0.0,0.0,0.0,0.008249282836914,0.0103950500488281,0.0260353088378906,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059806292329854,0.00762939453125,0.0068902969360351,0.0058412551879882,0.0110864639282226,0.0113725662231445,0.0060081481933593,0.0,0.0,0.0,0.0,0.0083446502685546,0.0110149383544921,0.0252962112426757,0.0071525573730468,0.0071525573730468,1.344,2.208,0.0,0.0,7.736,8.264,117.192,0.0,9.784,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059806292329854,0.00762939453125,0.0071525573730468,0.0071525573730468,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,9.784,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059806292329854,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,9.784,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0102519989013671,0.0102519989013671,0.0102519989013671,0.013589859008789,0.013589859008789,0.0058650970458984,0.0,0.0,0.0,0.0,0.0073432922363281,0.0105857849121093,0.0198841094970703,0.003853696247705,0.0045299530029296,0.496,1.36,0.0,0.0,4.232,3.744,144.408,0.0,26189.88,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065808272480371,0.0088214874267578,0.0121593475341796,0.0121593475341796,0.0138282775878906,0.0138282775878906,0.0062227249145507,0.0,0.0,0.0,0.0,0.0084400177001953,0.0115871429443359,0.0286102294921875,0.0069141387939453,0.0069141387939453,0.496,1.424,0.0,0.0,8.464,7.488,113.256,0.0,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0126361846923828,0.0126361846923828,0.0061511993408203,0.0,0.0,0.0,0.0,0.0083446502685546,0.0111262003580729,0.0281333923339843,0.0045299530029296,0.0045299530029296,0.496,1.424,0.0,0.0,11.968,12.008,113.256,0.0,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060260295867919,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0071525573730468,0.0071525573730468,0.0063419342041015,0.0,0.0,0.0,0.0,0.0088453292846679,0.011444091796875,0.027012825012207,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061190128326416,0.0079154968261718,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062070640863156,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044107437133789,0.0065088272094726,0.496,1.36,0.0,0.0,0.0,0.0,132.768,0.0,270.336,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061392784118652,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0058174133300781,0.0,0.0,0.0,0.0,0.0072479248046875,0.01068115234375,0.0207424163818359,0.0,0.0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060656491447897,0.0085830688476562,0.00762939453125,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0,0.0,0.0,0.0,0.0081062316894531,0.0104665756225585,0.0275135040283203,0.0039106976669446,0.0045299530029296,0.496,1.36,0.0,0.0,8.464,7.488,128.832,0.0,4955.248,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071950478128867,0.0097513198852539,0.009775161743164,0.009775161743164,0.00762939453125,0.00762939453125,0.005960464477539,0.0,0.0,0.0,0.0,0.0081062316894531,0.0103632609049479,0.02593994140625,0.0038717015944526,0.0045299530029296,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0,19214.968,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063174992651488,0.0088214874267578,0.00762939453125,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0066995620727539,0.0066757202148437,0.013589859008789,0.013589859008789,0.0066757202148437,0.0085830688476562,0.0111579895019531,0.0274658203124999,0.005960464477539,0.005960464477539,0.496,1.424,0.848,0.848,7.736,8.264,113.256,0.0,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061607360839843,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,112.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0078916549682617,0.00762939453125,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062191486358642,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.009775161743164,0.009775161743164,0.0069141387939453,0.0,0.0,0.0,0.0,0.0084877014160156,0.012063980102539,0.0222682952880859,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060987472534179,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0065565109252929,0.0,0.0,0.0,0.0,0.0086784362792968,0.0108718872070312,0.0284194946289062,0.0,0.0,0.496,1.36,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060093402862548,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0095367431640625,0.0095367431640625,0.0062306722005208,0.0,0.0,0.0,0.0,0.0083446502685546,0.0107447306315104,0.0268936157226562,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066999076069265,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0078678131103515,0.0078678131103515,0.0061723921034071,0.0,0.0,0.0,0.0,0.008392333984375,0.0107938593084161,0.0262260437011718,0.0038665451415597,0.0045299530029296,0.496,1.36,0.0,0.0,7.208,8.792,144.408,0.0,19711.744,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074476298719349,0.009775161743164,0.0104904174804687,0.0104904174804687,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038706157421704,0.0045299530029296,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,19141.184,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062866590509367,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061631202697753,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0123977661132812,0.0123977661132812,0.0062942504882812,0.0,0.0,0.0,0.0,0.0078678131103515,0.0110149383544921,0.0202655792236328,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058746337890625,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0073909759521484,0.0073909759521484,0.0065565109252929,0.0,0.0,0.0,0.0,0.0084877014160156,0.0108718872070312,0.0279903411865234,0.0,0.0,0.496,1.36,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060606002807617,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.013589859008789,0.013589859008789,0.0062306722005208,0.0,0.0,0.0,0.0,0.008392333984375,0.0104427337646484,0.0272274017333984,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060176849365234,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0059843063354492,0.0,0.0,0.0,0.0,0.0081300735473632,0.0107049942016601,0.0263690948486328,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060007939884318,0.0081062316894531,0.00762939453125,0.00762939453125,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070834505385246,0.0098705291748046,0.0095367431640625,0.0095367431640625,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003899766143257,0.0045299530029296,0.496,1.36,0.0,0.0,0.0,0.0,144.408,0.0,19087.952,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234467919193,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0059008598327636,0.0,0.0,0.0,0.0,0.0064373016357421,0.0107685724894205,0.0194311141967773,0.0039821362677421,0.0047683715820312,0.496,1.424,0.0,0.0,3.704,4.272,113.256,0.0,1463.736,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066285086150216,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0063419342041015,0.0,0.0,0.0,0.0,0.008702278137207,0.0117301940917968,0.0314235687255859,0.0041219132456613,0.0050067901611328,0.496,1.392,0.0,0.0,8.464,7.488,122.384,0.0,3992.96,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062370300292968,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0064373016357421,0.0064373016357421,0.0060081481933593,0.0,0.0,0.0,0.0,0.008392333984375,0.0106970469156901,0.0261306762695312,0.0047860322175202,0.0062942504882812,0.496,1.424,0.0,0.0,11.968,12.008,112.0,0.0,269.944,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062370300292968,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0065565109252929,0.0,0.0,0.0,0.0,0.0088691711425781,0.0110149383544921,0.0260591506958007,0.0047860322175202,0.0062942504882812,0.496,1.392,0.0,0.0,7.736,8.264,112.0,0.0,269.944,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062370300292968,0.0083446502685546,0.0075101852416992,0.007033348083496,0.013589859008789,0.014352798461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047860322175202,0.0062942504882812,1.344,2.208,0.0,0.0,0.0,0.0,112.0,0.0,269.944,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060743360377069,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0159740447998046,0.0159740447998046,0.005960464477539,0.0,0.0,0.0,0.0,0.0079154968261718,0.0101089477539062,0.0202655792236328,0.0078678131103515,0.0078678131103515,0.496,1.36,0.0,0.0,11.312,10.776,113.256,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063956362529865,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0078678131103515,0.0061511993408203,0.0,0.0,0.0,0.0,0.0078201293945312,0.010538101196289,0.0200271606445312,0.0039347343974643,0.0045299530029296,0.496,1.36,0.0,0.0,4.232,3.744,139.216,0.0,3167.824,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059735122604749,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0078678131103515,0.0078678131103515,0.0060796737670898,0.0,0.0,0.0,0.0,0.0086069107055664,0.010991096496582,0.0277519226074218,0.0085830688476562,0.0085830688476562,0.496,1.424,0.0,0.0,8.464,7.488,113.256,0.0,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060558319091796,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0088214874267578,0.0088214874267578,0.006103515625,0.0,0.0,0.0,0.0,0.0087261199951171,0.010538101196289,0.026559829711914,0.0054836273193359,0.0066280364990234,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,17.408,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061253410073655,0.0083446502685546,0.00762939453125,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0065565109252929,0.0,0.0,0.0,0.0,0.0086545944213867,0.0122547149658203,0.0308036804199218,0.0,0.0,0.496,1.424,0.0,0.0,7.736,8.264,117.192,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006290492165852,0.0085830688476562,0.00762939453125,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045195869777513,0.0057220458984375,0.496,1.424,0.0,0.0,0.0,0.0,127.576,0.0,378.336,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061680428424284,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041402796263335,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,114.6,0.0,906.504,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062403987296185,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0121593475341796,0.0121593475341796,0.0064849853515625,0.0,0.0,0.0,0.0,0.008392333984375,0.0111579895019531,0.0205039978027343,0.0056823094685872,0.0077486038208007,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,38.352,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00601593810733,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0056982040405273,0.0,0.0,0.0,0.0,0.0081300735473632,0.0104665756225585,0.0277042388916015,0.0063896179199218,0.0082015991210937,0.496,1.36,0.0,0.0,8.464,7.488,116.144,0.0,30.536,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062987134961659,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0119209289550781,0.0119209289550781,0.0064373016357421,0.0,0.0,0.0,0.0,0.0077247619628906,0.0102818012237548,0.0269412994384765,0.0040068405086984,0.0047683715820312,0.496,1.424,0.0,0.0,11.44,12.536,120.776,0.0,2290.728,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064527217428482,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0061988830566406,0.0061988830566406,0.0061750411987304,0.0,0.0,0.0,0.0,0.0081300735473632,0.0110387802124023,0.0247001647949218,0.0042003273163865,0.0050067901611328,0.496,1.424,0.0,0.0,7.736,8.264,117.192,0.0,1262.696,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065179606575277,0.0085830688476562,0.011444091796875,0.011444091796875,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040759873944659,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,3309.456,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059640229637943,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0116825103759765,0.0116825103759765,0.0,0.0054836273193359,0.0131130218505859,0.0131130218505859,0.0054836273193359,0.0,0.0,0.0,0.0046683895972467,0.005960464477539,0.496,1.424,0.848,0.848,0.0,0.0,114.52,0.0,236.696,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062178616500019,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0123977661132812,0.0123977661132812,0.0067710876464843,0.009775161743164,0.0078678131103515,0.0078678131103515,0.009775161743164,0.0089645385742187,0.0110626220703125,0.0216484069824218,0.005960464477539,0.005960464477539,0.496,1.424,0.848,0.848,4.232,3.744,114.392,0.0,2.104,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060938372470364,0.0081062316894531,0.009775161743164,0.009775161743164,0.0061988830566406,0.0061988830566406,0.0072055392795138,0.0,0.0,0.0,0.0,0.009918212890625,0.0104687430641867,0.0276565551757812,0.0060796737670898,0.0061750411987304,0.496,1.424,0.0,0.0,7.936,8.016,118.448,0.0,8.112,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060601020926859,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.013589859008789,0.013589859008789,0.0061648232596261,0.0,0.0,0.0,0.0,0.0083446502685546,0.0105500221252441,0.0263452529907226,0.0064373016357421,0.0064373016357421,0.496,1.424,0.0,0.0,11.44,12.536,113.256,0.0,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068624618605439,0.0095367431640625,0.0152587890625,0.0152587890625,0.0112056732177734,0.0112056732177734,0.0067710876464843,0.0,0.0,0.0,0.0,0.0088214874267578,0.0114202499389648,0.0275373458862304,0.0040519764488885,0.0047683715820312,0.496,1.424,0.0,0.0,7.736,8.264,123.64,0.0,7697.992,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006270408630371,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041535026148745,0.0048160552978515,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,153.208,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060614693928234,0.0081062316894531,0.00762939453125,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0060558319091796,0.0,0.0,0.0,0.0,0.0076770782470703,0.0109195709228515,0.0207901000976562,0.0049352645874023,0.0078916549682617,0.496,1.36,0.0,0.0,4.232,3.744,127.576,0.0,182.272,0
