time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060956869552384,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0100135803222656,0.0100135803222656,0.0057458877563476,0.0,0.0,0.0,0.0,0.0079154968261718,0.0105857849121093,0.0282049179077148,0.0047683715820312,0.0047683715820312,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,1.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062510741883842,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064527217428482,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065672397613525,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.0056743621826171,0.0,0.0,0.0,0.0,0.0071525573730468,0.0119686126708984,0.0230789184570312,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064730644226074,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0090599060058593,0.0090599060058593,0.0068426132202148,0.0,0.0,0.0,0.0,0.0088214874267578,0.010538101196289,0.0276565551757812,0.0,0.0,0.496,1.36,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068080425262451,0.0086069107055664,0.0083446502685546,0.0083446502685546,0.009775161743164,0.009775161743164,0.0060240427652994,0.0,0.0,0.0,0.0,0.0080108642578125,0.0106970469156901,0.0271320343017578,0.0039095902324315,0.0045299530029296,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,2279.272,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007414236301329,0.0100135803222656,0.0138282775878906,0.0138282775878906,0.0138282775878906,0.0138282775878906,0.0058889389038085,0.0,0.0,0.0,0.0,0.0081062316894531,0.0101566314697265,0.0257730484008789,0.0038535957463441,0.0045299530029296,0.496,1.424,0.0,0.0,7.736,8.264,142.592,0.0,20382.48,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061929522462152,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.496,1.392,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059770707467302,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060079109609423,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0081062316894531,0.0058650970458984,0.0,0.0,0.0,0.0,0.0073432922363281,0.010538101196289,0.0201225280761718,0.0052452087402343,0.0052452087402343,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
