time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061941146850585,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0100135803222656,0.0100135803222656,0.0183582305908203,0,0.496,1.424,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0069141387939453,0.0069141387939453,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059047148595401,0.0078678131103515,0.0,0.0,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0126361846923828,0.0126361846923828,0.0183582305908203,0,0.496,1.36,0.0,0.0,114.456,25.152,27.344,0.0,2.168,0.0066757202148437,0.0066757202148437,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062472749464582,0.0088214874267578,0.0,0.0,0.0,0.0039613109895552,0.0,0.0045299530029296,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0095367431640625,0.0095367431640625,0.0183582305908203,0,0.496,1.424,0.0,0.0,122.384,25.152,27.344,0.0,3811.04,0.0064373016357421,0.0064373016357421,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00655117319591,0.0090599060058593,0.0,0.0,0.0,0.0039084407936308,0.0,0.0045299530029296,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.013589859008789,0.013589859008789,0.0183582305908203,0,0.496,1.424,0.0,0.0,117.192,25.152,27.344,0.0,3583.16,0.0088214874267578,0.0088214874267578,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059806292329854,0.0081062316894531,0.0,0.0,0.0,0.0064373016357421,0.0,0.0064373016357421,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0123977661132812,0.0123977661132812,0.0183582305908203,0,0.496,1.424,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0.0069141387939453,0.0069141387939453,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061111070623445,0.0083446502685546,0.0,0.0,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0085830688476562,0.0085830688476562,0.0183582305908203,0,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0.0069141387939453,0.0069141387939453,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061644843561732,0.0085830688476562,0.0,0.0,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0064373016357421,0.0064373016357421,0.0183582305908203,0,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0.00762939453125,0.00762939453125,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062830307904411,0.0085115432739257,0.0,0.0,0.0,0.0042684616581086,0.0,0.0050067901611328,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0085830688476562,0.0085830688476562,0.0183582305908203,0,0.496,1.36,0.0,0.0,132.768,25.152,27.344,0.0,1125.92,0.0066757202148437,0.0066757202148437,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058537098898816,0.0081062316894531,0.0,0.0,0.0,0.0041127204895019,0.0,0.0049829483032226,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0138282775878906,0.0138282775878906,0.0183582305908203,0,0.496,1.424,0.0,0.0,117.192,25.152,27.344,0.0,39.36,0.00762939453125,0.00762939453125,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059390068054199,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0095367431640625,0.0095367431640625,0.0183582305908203,0,0.496,1.424,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0066757202148437,0.0066757202148437,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060784816741943,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0104904174804687,0.0104904174804687,0.0183582305908203,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0066757202148437,0.0066757202148437,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061431334386417,0.0081062316894531,0.0,0.0,0.0,0.0090599060058593,0.0,0.0090599060058593,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0092983245849609,0.0092983245849609,0.0183582305908203,0,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0.0073909759521484,0.0073909759521484,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060930484678687,0.0085830688476562,0.0,0.0,0.0,0.0040311079758864,0.0,0.0047683715820312,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0133514404296875,0.0133514404296875,0.0183582305908203,0,0.496,1.36,0.0,0.0,134.024,25.152,27.344,0.0,1369.808,0.0071525573730468,0.0071525573730468,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059640229637943,0.0081062316894531,0.0,0.0,0.0,0.0071525573730468,0.0,0.0071525573730468,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0107288360595703,0.0107288360595703,0.0183582305908203,0,0.496,1.424,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0.0085830688476562,0.0085830688476562,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061273574829101,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0104904174804687,0.0104904174804687,0.0183582305908203,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.005960464477539,0.005960464477539,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059151649475097,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0112056732177734,0.0119686126708984,0.0183582305908203,0,1.344,2.208,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0066757202148437,0.0057220458984375,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062954425811767,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0081062316894531,0.0081062316894531,0.0183582305908203,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0064373016357421,0.0064373016357421,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060927867889404,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0063146863664899,0.0085353851318359,0.0092847006661551,0.0147819519042968,0.0147819519042968,0.0183582305908203,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0090599060058593,0.0090599060058593,0
