time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_ul_ms,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069354897114767,0.0092983245849609,0.009775161743164,0.009775161743164,0.004061910756225,0.0047683715820312,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.424,0.0,1.696,1.696,0.0,0.0,117.192,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,10849.32,0.0109434127807617,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070703029632568,0.0092983245849609,0.0107288360595703,0.0107288360595703,0.0040524834347024,0.0045299530029296,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.496,1.424,0.0,1.696,1.696,0.0,0.0,112.0,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,5861.856,0.0109434127807617,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006103990089834,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0057220458984375,0.006103515625,0.0061988830566406,0.0128746032714843,0.0128746032714843,0.0080585479736328,0.0112056732177734,0.0213146209716796,0.0,0.496,1.424,0.0,1.696,1.696,3.744,4.232,115.672,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,6.768,0.0109434127807617,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060474872589111,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.005960464477539,0.0164508819580078,0.0164508819580078,0.0075340270996093,0.0103950500488281,0.0193595886230468,0.0,0.496,1.36,0.0,1.696,1.696,3.744,4.232,112.0,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,0.0,0.0109434127807617,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062060000291511,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0064373016357421,0.0064373016357421,0.0058412551879882,0.0154972076416015,0.0154972076416015,0.0083446502685546,0.0104904174804687,0.0233173370361328,0.0,0.496,1.36,0.0,1.696,1.696,8.264,7.736,113.256,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,1.192,0.0109434127807617,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059533475050285,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,113.256,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,1.192,0.0109434127807617,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061443196007268,0.0081062316894531,0.0123977661132812,0.0123977661132812,0.0047683715820312,0.0047683715820312,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,113.256,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,1.192,0.0109434127807617,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059306621551513,0.0076532363891601,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,112.0,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,0.0,0.0109434127807617,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059914588928222,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.005960464477539,0.0092983245849609,0.0092983245849609,0.0075340270996093,0.0112056732177734,0.0225543975830078,0.0,0.496,1.36,0.0,1.696,1.696,3.744,4.232,112.0,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,0.0,0.0109434127807617,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006258487701416,0.0086069107055664,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0061988830566406,0.0116825103759765,0.0116825103759765,0.0078201293945312,0.0120162963867187,0.0218868255615234,0.0,0.496,1.36,0.0,1.696,1.696,3.744,4.232,112.0,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,0.0,0.0109434127807617,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059950351715087,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0060081481933593,0.0061988830566406,0.0061988830566406,0.0079631805419921,0.0105619430541992,0.024271011352539,0.0,0.496,1.36,0.0,1.696,1.696,8.264,7.736,112.0,0.0,0.0098943710327148,0.011444091796875,0.012969970703125,0.0,0.0109434127807617,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059972355021766,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0054836273193359,0.0054836273193359,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061111070623445,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0088214874267578,0.0088214874267578,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060909423068981,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0045299530029296,0.0045299530029296,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061822767874494,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0064373016357421,0.0087499618530273,0.005960464477539,0.00762939453125,0.00762939453125,0.0075817108154296,0.0102043151855468,0.0191211700439453,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,0.0,29.792,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062336042089369,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0041351943719582,0.0050067901611328,0.0060081481933593,0.0143051147460937,0.0143051147460937,0.0076770782470703,0.009918212890625,0.0180244445800781,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,136.112,0.0,0.0,0.0,0.0,1140.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059854984283447,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0044504801432291,0.0049114227294921,0.0057697296142578,0.0057220458984375,0.0057220458984375,0.0083684921264648,0.0103473663330078,0.0238418579101562,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,17.368,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059759616851806,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060648467410263,0.0083446502685546,0.0072717666625976,0.0081300735473632,0.0050067901611328,0.0050067901611328,0.0,0.0106096267700195,0.0133752822875976,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058899959319918,0.0080585479736328,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0080585479736328,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,122.696,0.0,0.0,0.0,0.0,11.352,0.0,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006104216856115,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.007331371307373,0.0087738037109375,0.0067710876464843,0.0107288360595703,0.0107288360595703,0.009775161743164,0.0100612640380859,0.0187397003173828,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,128.832,0.0,0.0,0.0,0.0,22.096,0.0,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006105899810791,0.0081300735473632,0.0061988830566406,0.0061988830566406,0.0056624412536621,0.0065803527832031,0.006723403930664,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0108718872070312,0.0203609466552734,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,9.952,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061587531967918,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.0043908754984537,0.0052452087402343,0.0062942504882812,0.0095367431640625,0.0095367431640625,0.0088691711425781,0.0100374221801757,0.0227689743041992,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,122.384,0.0,0.0,0.0,0.0,801.888,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064823757949753,0.0092983245849609,0.00762939453125,0.00762939453125,0.0042669356815398,0.0051259994506835,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,1136.112,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064598387153587,0.0085830688476562,0.00762939453125,0.00762939453125,0.0042319297790527,0.0052452087402343,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.296,0.0,0.0,0.0,0.0,2042.352,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062472749464582,0.0083208084106445,0.0107288360595703,0.0107288360595703,0.0043230608475109,0.0052452087402343,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,1080.216,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065647729552618,0.0090360641479492,0.0085830688476562,0.0085830688476562,0.00423898502272,0.0050067901611328,0.0056743621826171,0.0128746032714843,0.0128746032714843,0.0072002410888671,0.0094890594482421,0.0169754028320312,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,0.0,2156.584,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066178860050616,0.0090360641479492,0.00762939453125,0.00762939453125,0.004316235447789,0.0052452087402343,0.0060558319091796,0.0133514404296875,0.0133514404296875,0.0075817108154296,0.0109195709228515,0.0206470489501953,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,0.0,1931.856,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065416838992294,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0041988628913151,0.0050067901611328,0.0060081481933593,0.0138282775878906,0.0138282775878906,0.008392333984375,0.0101804733276367,0.0226736068725585,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,117.192,0.0,0.0,0.0,0.0,2360.632,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066875818356945,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0042401580296782,0.0052452087402343,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,115.288,0.0,0.0,0.0,0.0,2694.12,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063886689902538,0.0088214874267578,0.00762939453125,0.00762939453125,0.0045015698387509,0.0052452087402343,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,651.888,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066982572944603,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0042522444707177,0.0050067901611328,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,2301.832,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065128401954575,0.0088214874267578,0.0102519989013671,0.0102519989013671,0.0042928890748457,0.0052452087402343,0.0060081481933593,0.0092983245849609,0.0092983245849609,0.0077247619628906,0.0098228454589843,0.0182151794433593,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,0.0,1528.864,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064620877256487,0.0088214874267578,0.0107288360595703,0.0107288360595703,0.0042603394695531,0.0050067901611328,0.0058650970458984,0.0064373016357421,0.0064373016357421,0.0073909759521484,0.0102996826171875,0.018930435180664,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,0.0,906.76,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066532947049282,0.0090360641479492,0.0083446502685546,0.0083446502685546,0.0042522885671858,0.0052452087402343,0.0063419342041015,0.0100135803222656,0.0100135803222656,0.0083446502685546,0.0101804733276367,0.0231266021728515,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,118.448,0.0,0.0,0.0,0.0,2210.04,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0065784549238669,0.0088214874267578,0.0128746032714843,0.0128746032714843,0.0043006459618829,0.0052452087402343,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,1342.44,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060987472534179,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0044985821372584,0.0052452087402343,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,292.976,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060150279334528,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0050408499581473,0.0064849853515625,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,54.536,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062847137451171,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0060558319091796,0.0057220458984375,0.0057220458984375,0.0075340270996093,0.0108242034912109,0.0195026397705078,0.0,0.496,1.392,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061307634626116,0.0082969665527343,0.0095367431640625,0.0095367431640625,0.0066757202148437,0.0084400177001953,0.0060081481933593,0.0133514404296875,0.0133514404296875,0.0075340270996093,0.0116825103759765,0.0215053558349609,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,119.576,0.0,0.0,0.0,0.0,12.68,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059640229637943,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0050067901611328,0.0050067901611328,0.0061273574829101,0.0112056732177734,0.0112056732177734,0.008392333984375,0.0108003616333007,0.026559829711914,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060446819855799,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0057220458984375,0.0057220458984375,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.36,0.0,1.696,1.696,0.0,0.0,113.256,0.0,0.0092983245849609,0.009775161743164,0.0126361846923828,1.192,0.0125408172607421,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060129165649414,0.0074148178100585,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059487197199478,0.0078201293945312,0.00762939453125,0.00762939453125,0.0045516274192116,0.0073909759521484,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,127.576,0.0,0.0,0.0,0.0,122.376,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061575729067962,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.005340576171875,0.006103515625,0.005960464477539,0.0081062316894531,0.0081062316894531,0.00762939453125,0.0101089477539062,0.0188350677490234,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,122.384,0.0,0.0,0.0,0.0,24.984,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063051091562403,0.008559226989746,0.009775161743164,0.009775161743164,0.0044170178865131,0.0051021575927734,0.0071048736572265,0.0057220458984375,0.0057220458984375,0.0103950500488281,0.0112533569335937,0.01983642578125,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,122.384,0.0,0.0,0.0,0.0,448.696,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060340065268141,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0042155169058537,0.0050067901611328,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,542.36,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006193010677845,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0038807894907841,0.0045299530029296,0.0062942504882812,0.0054836273193359,0.0054836273193359,0.0085830688476562,0.011610984802246,0.0273704528808593,0.0,0.496,1.392,0.0,0.0,0.0,8.264,7.736,123.64,0.0,0.0,0.0,0.0,6550.944,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0076470988811832,0.0104904174804687,0.0100135803222656,0.0100135803222656,0.0038958272790104,0.0045299530029296,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,25356.864,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059175491333007,0.0078678131103515,0.0100135803222656,0.0119209289550781,0.0,0.0,0.0,0.0162124633789062,0.0194549560546875,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006033182144165,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062096118927001,0.0086307525634765,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0057220458984375,0.0088214874267578,0.0088214874267578,0.0071048736572265,0.0108718872070312,0.0205516815185546,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0057518482208251,0.0073909759521484,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0063419342041015,0.0054836273193359,0.0054836273193359,0.008392333984375,0.0098705291748046,0.0180721282958984,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060666905771387,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0065167744954427,0.0081062316894531,0.0060558319091796,0.0123977661132812,0.0123977661132812,0.0083446502685546,0.010228157043457,0.0254631042480468,0.0,0.496,1.424,0.0,0.0,0.0,8.264,7.736,118.448,0.0,0.0,0.0,0.0,16.552,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061004316035787,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0069728796032891,0.0096321105957031,0.009775161743164,0.009775161743164,0.0038913594997995,0.0045299530029296,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,144.408,0.0,0.0,0.0,0.0,27672.32,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063776969909667,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062227249145507,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.006270408630371,0.013589859008789,0.013589859008789,0.0081777572631835,0.0095486640930175,0.0187397003173828,0.0,0.496,1.36,0.0,0.0,0.0,14.52,15.544,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059270858764648,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0057220458984375,0.0069141387939453,0.0069141387939453,0.0072479248046875,0.0103950500488281,0.0194549560546875,0.0,0.496,1.36,0.0,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058376789093017,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0060319900512695,0.0104904174804687,0.0104904174804687,0.008702278137207,0.0101327896118164,0.0238656997680664,0.0,0.496,1.36,0.0,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006033182144165,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059723260983898,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0095367431640625,0.0095367431640625,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061882075978748,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0069141387939453,0.0069141387939453,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0072428323690173,0.0095367431640625,0.0090599060058593,0.0090599060058593,0.0038906290561338,0.0045299530029296,0.0062942504882812,0.0100135803222656,0.0100135803222656,0.0080108642578125,0.0104904174804687,0.0187397003173828,0.0,0.496,1.424,0.0,0.0,0.0,3.744,4.232,143.848,0.0,0.0,0.0,0.0,22335.048,0.0,0
