time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059935125974145,0.0081062316894531,0.0066757202148437,0.0078201293945312,0.0067174434661865,0.0054836273193359,0.0071525573730468,0.0093698501586914,0.0071525573730468,0.0054836273193359,0.0100910663604736,0.0217199325561523,0,0.496,0.848,0.848,1.424,116.544,29.672,30.848,0.0,0.0140666961669921,0.0140666961669921,4.192,0.00762939453125,0.00762939453125,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061750411987304,0.0083446502685546,0.0,0.0,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.424,112.0,29.672,30.848,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0071525573730468,0.0071525573730468,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061607360839843,0.0083684921264648,0.0,0.0,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.36,112.0,29.672,30.848,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0066757202148437,0.0066757202148437,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060033798217773,0.0078678131103515,0.0,0.0,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.36,112.0,29.672,30.848,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0100135803222656,0.0100135803222656,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061917304992675,0.0083684921264648,0.0,0.0,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.36,112.0,29.672,30.848,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0073909759521484,0.0073909759521484,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061585535457478,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.36,113.256,29.672,30.848,0.0,0.0152587890625,0.0152587890625,1.192,0.0073909759521484,0.0073909759521484,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066008544774447,0.0092983245849609,0.0039238818631466,0.0045299530029296,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.36,144.408,29.672,30.848,0.0,0.0162124633789062,0.0162124633789062,11310.76,0.0073909759521484,0.0073909759521484,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063180923461914,0.0085830688476562,0.0041287119795636,0.0054597854614257,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.424,118.448,29.672,30.848,0.0,0.0100135803222656,0.0100135803222656,867.632,0.0085830688476562,0.0085830688476562,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006108283996582,0.0078916549682617,0.0051259994506835,0.0052213668823242,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.424,112.0,29.672,30.848,0.0,0.00762939453125,0.00762939453125,7.92,0.0066757202148437,0.0066757202148437,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060224533081054,0.0083446502685546,0.0,0.0,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.36,112.0,29.672,30.848,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0069141387939453,0.0069141387939453,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062441825866699,0.0085830688476562,0.0,0.0,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.36,112.0,29.672,30.848,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0085830688476562,0.0085830688476562,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060188770294189,0.0081062316894531,0.0,0.0,0.0067174434661865,0.0,0.0,0.0093698501586914,0.0,0.0,0.0100910663604736,0.0217199325561523,0,0.496,0.0,0.0,1.36,112.0,29.672,30.848,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0078678131103515,0.0078678131103515,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061858352737047,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,1.192,0.0071525573730468,0.0071525573730468,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062866590509367,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0140666961669921,0.0140666961669921,1.192,0.0064373016357421,0.0064373016357421,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062944808443963,0.0083446502685546,0.0039739811674077,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,144.408,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,2552.456,0.00762939453125,0.00762939453125,0
