time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060760974884033,0.0081062316894531,0.0,0.0,0.0062942504882812,0.0,0.0,0.0078678131103515,0.0,0.0,0.0117301940917968,0.0216007232666015,0,0.496,0.0,0.0,1.424,112.0,3.744,4.232,0.0,0.00762939453125,0.00762939453125,0.0,0.0078678131103515,0.0078678131103515,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060248374938964,0.0081062316894531,0.0,0.0,0.0059127807617187,0.0,0.0,0.0074386596679687,0.0,0.0,0.0122547149658203,0.0229358673095703,0,0.496,0.0,0.0,1.36,112.0,3.744,4.232,0.0,0.0104904174804687,0.0104904174804687,0.0,0.009775161743164,0.009775161743164,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058465403289043,0.0078201293945312,0.005197525024414,0.0071048736572265,0.005960464477539,0.0,0.0,0.0083684921264648,0.0,0.0,0.0107526779174804,0.0252723693847656,0,0.496,0.0,0.0,1.36,123.128,8.264,7.736,0.0,0.0078678131103515,0.0078678131103515,18.2,0.0069141387939453,0.0069141387939453,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060904026031494,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,112.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0100135803222656,0.0100135803222656,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061205963590251,0.0081062316894531,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.00762939453125,0.00762939453125,1.192,0.0078678131103515,0.0078678131103515,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060909423068981,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.344,0.0,0.0,2.208,113.256,0.0,0.0,0.0,0.010848045349121,0.0109434127807617,1.192,0.0059366226196289,0.0058412551879882,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060138417713677,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.0069618225097656,0.0,0.0,0.0093936920166015,0.0,0.0,0.0112056732177734,0.0196456909179687,0,0.496,0.0,0.0,1.36,113.256,3.744,4.232,0.0,0.0150203704833984,0.0150203704833984,1.192,0.0083446502685546,0.0083446502685546,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061942081825405,0.0083446502685546,0.0039880925958806,0.0047683715820312,0.006723403930664,0.0,0.0,0.0089645385742187,0.0,0.0,0.012063980102539,0.0223636627197265,0,0.496,0.0,0.0,1.424,132.768,3.744,4.232,0.0,0.0088214874267578,0.0088214874267578,2221.544,0.0083446502685546,0.0083446502685546,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059473514556884,0.0083684921264648,0.0,0.0,0.0060796737670898,0.0,0.0,0.0088453292846679,0.0,0.0,0.0111579895019531,0.0248193740844726,0,0.496,0.0,0.0,1.36,112.0,8.264,7.736,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0090599060058593,0.0090599060058593,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061205963590251,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,115.624,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,3.336,0.0071525573730468,0.0071525573730468,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006032820364729,0.0078678131103515,0.0051259994506835,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,117.192,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,47.808,0.0071525573730468,0.0071525573730468,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068451844009698,0.0092983245849609,0.0039459311443826,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,128.832,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,12137.808,0.0102519989013671,0.0102519989013671,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063924506159112,0.0085830688476562,0.0041502137337961,0.0050067901611328,0.0058174133300781,0.0,0.0,0.0073909759521484,0.0,0.0,0.010538101196289,0.0200271606445312,0,0.496,0.0,0.0,1.424,116.864,3.744,4.232,0.0,0.009775161743164,0.009775161743164,2491.712,0.0069141387939453,0.0069141387939453,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061929522462152,0.0083446502685546,0.004887580871582,0.0053644180297851,0.0057220458984375,0.0,0.0,0.0057220458984375,0.0,0.0,0.0181198120117187,0.02899169921875,0,0.496,0.0,0.0,1.424,113.256,1.12,0.592,0.0,0.0126361846923828,0.0126361846923828,5.68,0.0085830688476562,0.0085830688476562,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062894821166992,0.0083446502685546,0.0,0.0,0.0061988830566406,0.0,0.0,0.0083208084106445,0.0,0.0,0.0071525573730468,0.0084877014160156,0,0.496,0.0,0.0,1.36,112.0,2.624,3.64,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0069141387939453,0.0069141387939453,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061666965484619,0.0083446502685546,0.0,0.0,0.0072479248046875,0.0,0.0,0.0103235244750976,0.0,0.0,0.0107526779174804,0.0252246856689453,0,0.496,0.0,0.0,1.36,112.0,8.264,7.736,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0064373016357421,0.0064373016357421,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064501575395172,0.0088214874267578,0.0040151260711334,0.0047683715820312,0.0,0.0053644180297851,0.0066757202148437,0.0,0.0085830688476562,0.006413459777832,0.0,0.0,0,0.496,1.696,1.696,1.36,132.768,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,1855.552,0.0100135803222656,0.0100135803222656,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065440562233996,0.0088214874267578,0.0042630278545877,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,117.192,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,899.424,0.00762939453125,0.00762939453125,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061929816066628,0.0083446502685546,0.0065565109252929,0.0072240829467773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,118.224,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,5.872,0.0069141387939453,0.0069141387939453,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070896907825375,0.0092983245849609,0.0040038817796221,0.0047683715820312,0.0073432922363281,0.0,0.0,0.0094413757324218,0.0,0.0,0.0121593475341796,0.0242233276367187,0,0.496,0.0,0.0,1.424,117.888,3.744,4.232,0.0,0.0092983245849609,0.0092983245849609,11703.04,0.00762939453125,0.00762939453125,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068633863241365,0.0092983245849609,0.0040050285995763,0.0047683715820312,0.0064849853515625,0.0,0.0,0.0085830688476562,0.0,0.0,0.0116825103759765,0.0212669372558593,0,0.496,0.0,0.0,1.424,118.448,3.744,4.232,0.0,0.0123977661132812,0.0123977661132812,7343.24,0.0081062316894531,0.0081062316894531,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063180923461914,0.0088214874267578,0.0,0.0,0.0067710876464843,0.0,0.0,0.0089168548583984,0.0,0.0,0.0113725662231445,0.0245571136474609,0,0.496,0.0,0.0,1.424,112.0,8.264,7.736,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0066757202148437,0.0066757202148437,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059878826141357,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0061988830566406,0.0061988830566406,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060360030372544,0.0081062316894531,0.0064373016357421,0.0075817108154296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,122.384,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,10.512,0.0069141387939453,0.0069141387939453,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059877462054959,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,117.192,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,5.256,0.0085830688476562,0.0085830688476562,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061002270928744,0.0078678131103515,0.0041170818049733,0.0050067901611328,0.0060796737670898,0.0,0.0,0.0064373016357421,0.0,0.0,0.0111659367879231,0.0207424163818359,0,0.496,0.0,0.0,1.424,123.64,4.272,3.704,0.0,0.0147819519042968,0.0147819519042968,846.624,0.0073909759521484,0.0073909759521484,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064974964255153,0.0088214874267578,0.0040087123845247,0.0047683715820312,0.0060558319091796,0.0,0.0,0.0077724456787109,0.0,0.0,0.0112056732177734,0.0218391418457031,0,0.496,0.0,0.0,1.424,118.448,3.744,4.232,0.0,0.0128746032714843,0.0128746032714843,5925.104,0.0078678131103515,0.0078678131103515,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068480425541943,0.0092983245849609,0.004068205628214,0.0050067901611328,0.0064849853515625,0.0,0.0,0.008702278137207,0.0,0.0,0.0108003616333007,0.0277042388916015,0,0.496,0.0,0.0,1.424,118.448,8.264,7.736,0.0,0.009775161743164,0.009775161743164,2472.888,0.0107288360595703,0.0107288360595703,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061063624140041,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,114.6,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,2.312,0.0071525573730468,0.0071525573730468,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067243528603321,0.0090599060058593,0.0041465091097886,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,117.192,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,2766.48,0.009775161743164,0.009775161743164,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060802668481323,0.0081062316894531,0.0046336132547129,0.0063896179199218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,114.344,0.0,0.0,0.0,0.0145435333251953,0.0145435333251953,189.112,0.0066757202148437,0.0066757202148437,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061821937561035,0.0081062316894531,0.0,0.0,0.006723403930664,0.0,0.0,0.0091075897216796,0.0,0.0,0.0110149383544921,0.020456314086914,0,0.496,0.0,0.0,1.424,112.0,3.744,4.232,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0078678131103515,0.0078678131103515,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061822767874494,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0075817108154296,0.0,0.0,0.009775161743164,0.0,0.0,0.01220703125,0.0235557556152343,0,0.496,0.0,0.0,1.36,113.256,3.744,4.232,0.0,0.0140666961669921,0.0140666961669921,1.192,0.0066757202148437,0.0066757202148437,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006233281757108,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0064849853515625,0.0,0.0,0.0091314315795898,0.0,0.0,0.0113725662231445,0.0275135040283203,0,0.496,0.0,0.0,1.36,113.256,8.264,7.736,0.0,0.0061988830566406,0.0061988830566406,1.192,0.0119209289550781,0.0119209289550781,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062107446774914,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,1.192,0.0083446502685546,0.0083446502685546,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062453746795654,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0064373016357421,0.0064373016357421,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061559677124023,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0069141387939453,0.0069141387939453,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061170378727699,0.0078678131103515,0.005801518758138,0.0086307525634765,0.0061511993408203,0.0,0.0,0.0079154968261718,0.0,0.0,0.011444091796875,0.0213623046875,0,1.344,0.0,0.0,2.208,117.192,3.744,4.232,0.0,0.0118017196655273,0.0126600265502929,30.328,0.0110864639282226,0.008702278137207,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061380863189697,0.0083446502685546,0.0,0.0,0.0070571899414062,0.0,0.0,0.0086784362792968,0.0,0.0,0.0123023986816406,0.0236034393310546,0,0.496,0.0,0.0,1.424,112.0,3.744,4.232,0.0,0.00762939453125,0.00762939453125,0.0,0.00762939453125,0.00762939453125,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062154071165783,0.0087976455688476,0.007788340250651,0.0087261199951171,0.0066280364990234,0.0,0.0,0.0086307525634765,0.0,0.0,0.0110387802124023,0.0268459320068359,0,0.496,0.0,0.0,1.36,118.448,8.264,7.736,0.0,0.0081062316894531,0.0081062316894531,18.648,0.00762939453125,0.00762939453125,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063393375661113,0.0085353851318359,0.0047683715820312,0.0063180923461914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,118.448,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,53.904,0.0066757202148437,0.0066757202148437,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061776378367206,0.0083208084106445,0.0056425730387369,0.0072002410888671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,118.448,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,17.064,0.0071525573730468,0.0071525573730468,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00748518036633,0.0101566314697265,0.004108031397415,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,137.96,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,10847.4,0.0090599060058593,0.0090599060058593,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0077290321463969,0.0107288360595703,0.0041173970308181,0.0047683715820312,0.0070571899414062,0.0,0.0,0.0087261199951171,0.0,0.0,0.010538101196289,0.0207424163818359,0,0.0,0.0,0.0,1.424,117.192,3.744,4.232,0.0,0.0,0.0,11930.4,1045.034885406494,1045.034885406494,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071110417000689,0.0092983245849609,0.0041469729324271,0.0047683715820312,0.0065326690673828,0.0,0.0,0.0084877014160156,0.0,0.0,0.0115871429443359,0.0216007232666015,1,0.496,0.0,0.0,2.48,117.192,3.744,4.232,0.0,0.0088214874267578,0.0088214874267578,8821.224,0.0131130218505859,0.0131130218505859,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073553910895959,0.0102519989013671,0.0041039443454859,0.0047683715820312,0.0064108106825086,0.0,0.0,0.0088214874267578,0.0,0.0,0.0102519989013671,0.0236034393310546,0,0.0,0.0,0.0,1.424,117.192,8.792,7.208,0.0,0.0,0.0,11479.2,3076.0841369628906,3076.0841369628906,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070829202633092,0.009775161743164,0.0041732762722258,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,3.328,118.448,0.0,0.0,50.0,0.0,0.0,6284.72,2048.006534576416,2048.006534576416,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070722976533493,0.009775161743164,0.004155250479138,0.0050067901611328,0.0,0.009775161743164,0.0101327896118164,0.0,0.0144243240356445,0.0107288360595703,0.0,0.0,0,1.008,1.696,1.696,1.904,118.448,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,6609.784,0.0240802764892578,0.0240802764892578,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066603764449015,0.0095367431640625,0.0043213367462158,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.496,0.0,0.0,3.536,118.448,0.0,0.0,0.0,10008.034110069277,18014.45415019989,2712.144,0.0143051147460937,0.0143051147460937,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071573020213872,0.0095367431640625,0.0041651855579521,0.0047683715820312,0.0066280364990234,0.0,0.0,0.0087261199951171,0.0,0.0,0.0110626220703125,0.0203609466552734,0,0.0,0.0,0.0,1.424,117.192,3.744,4.232,0.0,0.0,0.0,9088.272,105316.03407859802,105316.03407859802,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075609377115079,0.0102519989013671,0.0041733914069924,0.0047683715820312,0.0065326690673828,0.0,0.0,0.0084400177001953,0.0,0.0,0.01068115234375,0.0194072723388671,1,0.0,0.0,0.0,3.328,122.384,3.744,4.232,50.0,0.0,0.0,8656.08,104255.024433136,104255.024433136,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071086693758988,0.009775161743164,0.0041179351950185,0.0047683715820312,0.006270408630371,0.0,0.0,0.0086069107055664,0.0,0.0,0.0104427337646484,0.0252008438110351,0,0.0,0.0,0.0,1.904,117.192,8.264,7.736,100.0,0.0,0.0,9207.496,0.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070106983184814,0.0090837478637695,0.0041461458393171,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,4.592,112.0,0.0,0.0,0.0,0.0,0.0,8248.208,102208.01424980164,102208.01424980164,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061032795670008,0.0083446502685546,0.0050067901611328,0.005340576171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,116.928,0.0,0.0,0.0,0.0,0.0,7.96,0.0,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064052752594449,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0.0,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006147878086982,0.0085830688476562,0.0045299530029296,0.0045299530029296,0.0060558319091796,0.0,0.0,0.0079631805419921,0.0,0.0,0.0110626220703125,0.0211238861083984,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0,1.192,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060689449310302,0.0083446502685546,0.0,0.0,0.0062942504882812,0.0,0.0,0.0088453292846679,0.0,0.0,0.010538101196289,0.02288818359375,0,0.0,0.0,0.0,4.912,112.0,14.52,15.544,100.0,0.0,0.0,0.0,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061607360839843,0.0085830688476562,0.0,0.0,0.0067472457885742,0.0,0.0,0.0094890594482421,0.0,0.0,0.0109434127807617,0.0258922576904296,0,0.0,0.0,0.0,0.0,112.0,8.264,7.736,100.0,0.0,0.0,0.0,0.0,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062441825866699,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006265640258789,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064254400148913,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,1.192,0.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061407611144715,0.0083446502685546,0.00762939453125,0.00762939453125,0.0066280364990234,0.0,0.0,0.0082969665527343,0.0,0.0,0.012063980102539,0.0224590301513671,1,0.0,0.0,0.0,11.632,113.256,3.744,4.232,0.0,0.0,0.0,1.192,93696.02251052856,93696.02251052856,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060541712822605,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.005960464477539,0.0,0.0,0.0075817108154296,0.0,0.0,0.0119686126708984,0.0233650207519531,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0,1.192,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064015388488769,0.0088214874267578,0.0,0.0,0.0071525573730468,0.0,0.0,0.0096559524536132,0.0,0.0,0.0116348266601562,0.0265121459960937,0,0.0,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,0.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062930583953857,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060176849365234,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
