time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061372026282163,0.0083446502685546,0.0068545341491699,0.0067710876464843,0.0082731246948242,0.0093936920166015,0.0063146863664899,0.0150203704833984,0.005197525024414,0.0150203704833984,0.0057697296142578,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,6.096,5.728,117.192,25.152,27.344,0.0081062316894531,0.0081062316894531,20.632,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062558188367245,0.0083446502685546,0.0070095062255859,0.0061988830566406,0.0081539154052734,0.0075340270996093,0.0063146863664899,0.0100135803222656,0.0054200490315755,0.0100135803222656,0.0072956085205078,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,8.88,9.04,115.8,25.152,27.344,0.0090599060058593,0.0090599060058593,73.768,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006163474356774,0.0081062316894531,0.0076770782470703,0.0070095062255859,0.0092983245849609,0.0091552734375,0.0063146863664899,0.00762939453125,0.005340576171875,0.00762939453125,0.0062942504882812,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,6.576,6.864,115.52,25.152,27.344,0.0085830688476562,0.0085830688476562,11.464,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062283903065294,0.0083446502685546,0.0065565109252929,0.0065326690673828,0.0079870223999023,0.0095844268798828,0.0063146863664899,0.0104904174804687,0.0053048133850097,0.0104904174804687,0.0059843063354492,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,6.448,7.008,116.096,25.152,27.344,0.0078678131103515,0.0078678131103515,10.96,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062555369764271,0.0083446502685546,0.0081062316894531,0.0069618225097656,0.0091075897216796,0.0093460083007812,0.0063146863664899,0.0131130218505859,0.0048279762268066,0.0131130218505859,0.0055789947509765,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,6.096,5.728,115.968,25.152,27.344,0.0081062316894531,0.0081062316894531,9.504,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061360164661312,0.0081062316894531,0.0071922938028971,0.0068346659342447,0.0078678131103515,0.0083446502685546,0.0063146863664899,0.0095367431640625,0.0057220458984375,0.0095367431640625,0.0059127807617187,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,9.856,10.176,115.016,25.152,27.344,0.0088214874267578,0.0088214874267578,5.104,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060451030731201,0.0083446502685546,0.0090599060058593,0.0064969062805175,0.0117301940917968,0.0079631805419921,0.0063146863664899,0.011444091796875,0.0050067901611328,0.011444091796875,0.005197525024414,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,5.6,5.728,112.0,25.152,27.344,0.0088214874267578,0.0088214874267578,4.944,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006242553786476,0.0087976455688476,0.0089009602864583,0.0048637390136718,0.011444091796875,0.0060081481933593,0.0063146863664899,0.0112056732177734,0.0060796737670898,0.0112056732177734,0.0065565109252929,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.392,6.448,7.008,119.488,25.152,27.344,0.0078678131103515,0.0078678131103515,7.696,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059962272644042,0.0076532363891601,0.0064373016357421,0.0081539154052734,0.007176399230957,0.01220703125,0.0063146863664899,0.0143051147460937,0.0052452087402343,0.0143051147460937,0.0052452087402343,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,6.096,5.728,112.0,25.152,27.344,0.0083446502685546,0.0083446502685546,3.32,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063339477689395,0.0087738037109375,0.0062386194864908,0.0071525573730468,0.0069141387939453,0.0098228454589843,0.0063146863664899,0.0081062316894531,0.005340576171875,0.0081062316894531,0.0066757202148437,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.392,8.88,10.176,121.48,25.152,27.344,0.0085830688476562,0.0085830688476562,38.872,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062661595863871,0.0085830688476562,0.0067353248596191,0.0052928924560546,0.0081539154052734,0.0065326690673828,0.0063146863664899,0.0154972076416015,0.0059008598327636,0.0154972076416015,0.007486343383789,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,6.576,5.728,115.776,25.152,27.344,0.0107288360595703,0.0107288360595703,8.4,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059569236075524,0.0078678131103515,0.007788340250651,0.006866455078125,0.0090599060058593,0.0103950500488281,0.0063146863664899,0.0100135803222656,0.0051657358805338,0.0100135803222656,0.0063180923461914,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,6.448,7.008,116.736,25.152,27.344,0.0100135803222656,0.0100135803222656,20.864,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062320955950229,0.0088214874267578,0.006258487701416,0.0058650970458984,0.0070810317993164,0.0070095062255859,0.0063146863664899,0.0126361846923828,0.0047683715820312,0.0126361846923828,0.0061988830566406,0.0087261199951171,0.0101770673479352,0.02288818359375,0.496,1.424,6.096,5.728,117.192,25.152,27.344,0.0100135803222656,0.0100135803222656,93.576,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061205963590251,0.0078678131103515,0.007486343383789,0.0062465667724609,0.0092029571533203,0.0071048736572265,0.0066757202148437,0.0116825103759765,0.0048637390136718,0.0147342681884765,0.0064373016357421,0.0087261199951171,0.01220703125,0.0227928161621093,1.344,2.272,8.88,9.04,117.192,4.52,3.504,0.0066757202148437,0.0082015991210937,44.888,0
