time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066116674622493,0.0090599060058593,0.0081062316894531,0.0080108642578125,0.0104427337646484,0.0103950500488281,0.0064849853515625,0.0071525573730468,0.0053814479282924,0.0071525573730468,0.0074386596679687,0.0082969665527343,0.0126838684082031,0.024271011352539,0.496,1.424,6.576,6.864,117.192,3.744,4.232,0.0085830688476562,0.0085830688476562,58.344,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061631202697753,0.0083446502685546,0.0074704488118489,0.0065326690673828,0.0089406967163085,0.0100612640380859,0.0065326690673828,0.0095367431640625,0.0048279762268066,0.0095367431640625,0.0065088272094726,0.0079154968261718,0.0123023986816406,0.0222682952880859,0.496,1.36,6.448,7.008,112.0,3.744,4.232,0.0109672546386718,0.0109672546386718,30.0,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061822767874494,0.0085830688476562,0.007033348083496,0.006723403930664,0.0077486038208007,0.0093460083007812,0.0067472457885742,0.0095367431640625,0.0047683715820312,0.0095367431640625,0.0047683715820312,0.0097274780273437,0.01068115234375,0.0267505645751953,0.496,1.424,6.096,5.728,113.256,8.264,7.736,0.0100135803222656,0.0100135803222656,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062273509466826,0.0085830688476562,0.0094413757324218,0.00762939453125,0.0113487243652343,0.0092029571533203,0.006723403930664,0.0128746032714843,0.0047683715820312,0.0128746032714843,0.0047683715820312,0.0082969665527343,0.0118255615234375,0.0223636627197265,0.496,1.36,8.88,9.04,113.256,3.744,4.232,0.0128746032714843,0.0128746032714843,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061245247869208,0.0083208084106445,0.0060558319091796,0.0062942504882812,0.0065803527832031,0.007486343383789,0.0061511993408203,0.0083446502685546,0.0050067901611328,0.0083446502685546,0.0050067901611328,0.0078678131103515,0.0111103057861328,0.0213623046875,0.496,1.36,6.576,6.864,115.52,3.744,4.232,0.0088214874267578,0.0088214874267578,3.168,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058972835540771,0.00762939453125,0.0069538752237955,0.0086784362792968,0.0079870223999023,0.0157356262207031,0.006103515625,0.011444091796875,0.0,0.011444091796875,0.0,0.0088691711425781,0.0105142593383789,0.025033950805664,0.496,1.424,6.448,7.008,112.0,8.264,7.736,0.0081062316894531,0.0081062316894531,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058990893977703,0.0078439712524414,0.0075101852416992,0.0075817108154296,0.0086545944213867,0.0104427337646484,0.0061511993408203,0.0092983245849609,0.0054041544596354,0.0092983245849609,0.0058174133300781,0.0080108642578125,0.0111103057861328,0.0213146209716796,0.496,1.36,6.096,5.728,117.616,3.744,4.232,0.0088214874267578,0.0088214874267578,7.144,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061579779082653,0.0085830688476562,0.0077486038208007,0.0069141387939453,0.0094175338745117,0.0098943710327148,0.005960464477539,0.0112056732177734,0.0055858067103794,0.0112056732177734,0.0078678131103515,0.0075340270996093,0.0115394592285156,0.0224113464355468,0.496,1.424,9.856,10.176,124.368,3.744,4.232,0.0090599060058593,0.0090599060058593,37.064,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062736112680008,0.0085830688476562,0.0069141387939453,0.0066161155700683,0.0085115432739257,0.0078201293945312,0.0057750278049045,0.0078678131103515,0.0043937138148716,0.0078678131103515,0.0062465667724609,0.006723403930664,0.0102086500688032,0.0252723693847656,0.496,1.424,5.6,5.728,117.192,8.792,7.208,0.0095367431640625,0.0095367431640625,303.672,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060525270971921,0.0081062316894531,0.0081459681193033,0.0056743621826171,0.0101327896118164,0.0073909759521484,0.0059127807617187,0.0088214874267578,0.0061988830566406,0.0088214874267578,0.0076532363891601,0.0072479248046875,0.0113964080810546,0.0226020812988281,0.496,1.424,6.448,7.008,118.448,3.744,4.232,0.0092983245849609,0.0092983245849609,26.976,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063169120561958,0.0085830688476562,0.0078678131103515,0.0073909759521484,0.0098466873168945,0.011301040649414,0.005960464477539,0.0121593475341796,0.0045844486781529,0.0121593475341796,0.0057220458984375,0.007486343383789,0.011444091796875,0.0219345092773437,0.496,1.392,6.096,5.728,118.448,3.744,4.232,0.0090599060058593,0.0090599060058593,508.32,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062273509466826,0.0081062316894531,0.0077486038208007,0.0059127807617187,0.0096559524536132,0.0069618225097656,0.0063180923461914,0.0095367431640625,0.0078678131103515,0.0095367431640625,0.0078678131103515,0.0088691711425781,0.0111818313598632,0.0265121459960937,0.496,1.424,8.88,10.176,113.256,8.264,7.736,0.0104904174804687,0.0104904174804687,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060772895812988,0.0081062316894531,0.0066161155700683,0.0073432922363281,0.0070810317993164,0.0092506408691406,0.005960464477539,0.0116825103759765,0.0,0.0116825103759765,0.0,0.00762939453125,0.0112056732177734,0.021982192993164,0.496,1.36,6.576,5.728,112.0,3.744,4.232,0.0092983245849609,0.0092983245849609,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059831142425537,0.0081300735473632,0.0073115030924479,0.0057697296142578,0.0101327896118164,0.0076770782470703,0.0069618225097656,0.0095367431640625,0.0,0.0095367431640625,0.0,0.0095367431640625,0.0129222869873046,0.0261783599853515,0.496,1.36,6.448,7.008,112.0,3.744,4.232,0.0092983245849609,0.0092983245849609,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061094760894775,0.0083446502685546,0.0067949295043945,0.0069618225097656,0.0081777572631835,0.0087738037109375,0.0060319900512695,0.009775161743164,0.0,0.009775161743164,0.0,0.0077486038208007,0.011301040649414,0.02899169921875,0.496,1.36,6.096,5.728,112.0,8.264,7.736,0.0081062316894531,0.0081062316894531,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061273574829101,0.0081062316894531,0.0071525573730468,0.0072002410888671,0.0082969665527343,0.0095367431640625,0.0064849853515625,0.0095367431640625,0.0,0.0095367431640625,0.0,0.0087738037109375,0.0110626220703125,0.0209331512451171,0.496,1.36,8.88,9.04,112.0,3.744,4.232,0.0104904174804687,0.0104904174804687,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006277169754256,0.0083446502685546,0.0072002410888671,0.0061511993408203,0.0088214874267578,0.0076770782470703,0.0059127807617187,0.0116825103759765,0.0054836273193359,0.0116825103759765,0.0054836273193359,0.0074386596679687,0.0107288360595703,0.0203609466552734,0.496,1.36,6.576,6.864,113.256,3.744,4.232,0.0112056732177734,0.0112056732177734,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0083446502685546,0.0072717666625976,0.0064849853515625,0.0090599060058593,0.0088691711425781,0.0061988830566406,0.0066757202148437,0.0054836273193359,0.0066757202148437,0.0054836273193359,0.0086784362792968,0.0110387802124023,0.0272035598754882,0.496,1.36,6.448,7.008,113.256,8.264,7.736,0.0078678131103515,0.0078678131103515,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062546326746394,0.0083446502685546,0.0061392784118652,0.0066757202148437,0.0066041946411132,0.0088214874267578,0.0076770782470703,0.0085830688476562,0.0061988830566406,0.0085830688476562,0.0061988830566406,0.0093460083007812,0.0113487243652343,0.0208377838134765,0.496,1.36,6.096,5.728,113.256,3.744,4.232,0.0102519989013671,0.0102519989013671,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061023235321044,0.0081062316894531,0.006866455078125,0.0071048736572265,0.0090599060058593,0.0093460083007812,0.0073432922363281,0.0123977661132812,0.0,0.0123977661132812,0.0,0.0105857849121093,0.0111579895019531,0.0220298767089843,0.496,1.36,8.88,9.04,112.0,3.744,4.232,0.00762939453125,0.00762939453125,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060737133026123,0.0081062316894531,0.0065326690673828,0.0062465667724609,0.0087261199951171,0.0077247619628906,0.0062465667724609,0.0085830688476562,0.0,0.0085830688476562,0.0,0.0086069107055664,0.0116586685180664,0.0307798385620117,0.496,1.36,6.576,6.864,112.0,8.264,7.736,0.0083446502685546,0.0083446502685546,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059461593627929,0.0078916549682617,0.0078678131103515,0.0062942504882812,0.0116825103759765,0.0072002410888671,0.0061392784118652,0.0133514404296875,0.0,0.0133514404296875,0.0,0.0071048736572265,0.0108877817789713,0.0199079513549804,0.496,1.36,6.448,7.008,112.0,4.272,3.704,0.0088214874267578,0.0088214874267578,0.0,0
