time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061162627569519,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,116.896,25.152,27.344,0.005468726158142,0.0064373016357421,47.024,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063747462659779,0.0083446502685546,0.00762939453125,0.00762939453125,0.0042915344238281,0.0042915344238281,0.0085830688476562,0.0085830688476562,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,116.896,25.152,27.344,0.0050208147834329,0.0062465667724609,51.688,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062059647966139,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0042915344238281,0.0042915344238281,0.00762939453125,0.00762939453125,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,116.896,25.152,27.344,0.0048732757568359,0.0052452087402343,83.624,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064456047703377,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0100135803222656,0.0100135803222656,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,115.64,25.152,27.344,0.0047891036323879,0.0057220458984375,65.992,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062747974300858,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0042915344238281,0.0042915344238281,0.0126361846923828,0.0126361846923828,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,114.808,25.152,27.344,0.0052126971158114,0.005960464477539,60.208,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067126750946044,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0042915344238281,0.0042915344238281,0.0131130218505859,0.0131130218505859,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,114.12,25.152,27.344,0.0053994795855353,0.0061511993408203,39.528,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064266261769764,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0042915344238281,0.0042915344238281,0.0145435333251953,0.0145435333251953,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,114.584,25.152,27.344,0.0049386705671037,0.0052452087402343,51.896,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062685201663782,0.008559226989746,0.0052452087402343,0.0052452087402343,0.0042915344238281,0.0042915344238281,0.0140666961669921,0.0140666961669921,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,117.504,25.152,27.344,0.0046712380868417,0.005340576171875,66.184,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062201282765605,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0042915344238281,0.0042915344238281,0.0157356262207031,0.0157356262207031,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,115.888,25.152,27.344,0.0049769878387451,0.0058412551879882,38.928,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063582222060401,0.0087976455688476,0.0083446502685546,0.0083446502685546,0.0042915344238281,0.0042915344238281,0.0069141387939453,0.0069141387939453,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,116.272,25.152,27.344,0.005340576171875,0.0071048736572265,35.848,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006233281757108,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0042915344238281,0.0042915344238281,0.0107288360595703,0.0107288360595703,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,114.632,25.152,27.344,0.005043469942533,0.0059127807617187,32.088,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064574663911885,0.0088214874267578,0.0133514404296875,0.0133514404296875,0.0042915344238281,0.0042915344238281,0.0107288360595703,0.0107288360595703,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,114.712,25.152,27.344,0.0051824670088918,0.0062465667724609,45.448,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061632981940881,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0042915344238281,0.0042915344238281,0.0078678131103515,0.0078678131103515,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,115.88,25.152,27.344,0.0056028366088867,0.0071048736572265,63.584,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063329193722549,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0042915344238281,0.0042915344238281,0.0112056732177734,0.0112056732177734,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,114.344,25.152,27.344,0.0049386705671037,0.006103515625,129.928,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062850442263159,0.0083208084106445,0.0088214874267578,0.0088214874267578,0.0042915344238281,0.0042915344238281,0.0121593475341796,0.0121593475341796,0.0066484723772321,0.0104904174804687,0.0104904174804687,0.0099658966064453,0.0097138541085379,0.021219253540039,0.496,1.424,0.848,0.848,0.0,115.6,25.152,27.344,0.0051452267554498,0.0064373016357421,65.992,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063653039460134,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0085830688476562,0.0085830688476562,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.496,1.424,0.848,0.848,0.0,115.84,0.0,0.0,0.0046968460083007,0.0052928924560546,67.056,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064868738155553,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0042915344238281,0.0042915344238281,0.0100135803222656,0.0100135803222656,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.496,1.424,0.848,0.848,0.0,115.6,0.0,0.0,0.0052668831565163,0.0061511993408203,73.048,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.728,0.0,0.0,0.0049591064453125,0.0056266784667968,59.288,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062249786225124,0.0090599060058593,0.0101566314697265,0.0078678131103515,0.0,0.0,0.0109672546386718,0.0123023986816406,0.006421407063802,0.0,0.0,0.0087261199951171,0.011301040649414,0.0258922576904296,1.344,2.272,0.0,0.0,0.0,115.096,12.784,11.24,0.0051498413085937,0.0059843063354492,49.632,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.009775161743164,0.009775161743164,0.0,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.496,1.424,0.848,0.848,0.0,115.224,0.0,0.0,0.0057403857891376,0.0072479248046875,35.416,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063246162376593,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.584,0.0,0.0,0.0054665974208286,0.0066995620727539,35.136,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064219578658,0.0087976455688476,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,115.968,0.0,0.0,0.0052703054327713,0.0072479248046875,46.488,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064526454056843,0.008559226989746,0.0069141387939453,0.0069141387939453,0.0,0.0,0.011444091796875,0.011444091796875,0.0061750411987304,0.0,0.0,0.0091075897216796,0.0107526779174804,0.0269889831542968,0.496,1.424,0.0,0.0,0.0,116.48,7.488,8.464,0.0051657358805338,0.006270408630371,54.56,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065057584554842,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0061273574829101,0.0,0.0,0.0085830688476562,0.0114202499389648,0.025796890258789,0.496,1.424,0.0,0.0,0.0,116.8,7.488,8.464,0.0047190436001481,0.0060081481933593,68.424,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063068238063831,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0062465667724609,0.0,0.0,0.0085830688476562,0.0102400779724121,0.0244379043579101,0.496,1.424,0.0,0.0,0.0,114.584,16.528,15.472,0.005834981014854,0.0070571899414062,48.504,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063388501826803,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.712,0.0,0.0,0.0055087240118729,0.006723403930664,45.048,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062617496471499,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,115.224,0.0,0.0,0.0052452087402343,0.0061511993408203,35.688,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063163131030637,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.968,0.0,0.0,0.0056425730387369,0.0070571899414062,37.512,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064219578658,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0063657760620117,0.0,0.0,0.0091075897216796,0.0114679336547851,0.0287771224975585,0.496,1.424,0.0,0.0,0.0,115.968,7.488,8.464,0.0048995018005371,0.0059843063354492,43.792,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064927752655331,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0169277191162109,0.0169277191162109,0.0060081481933593,0.0,0.0,0.0086307525634765,0.0108957290649414,0.0262260437011718,0.496,1.424,0.0,0.0,0.0,116.48,7.488,8.464,0.0048147307501898,0.0061988830566406,192.592,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064018929358756,0.008559226989746,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0060915946960449,0.0,0.0,0.008392333984375,0.0110507011413574,0.027322769165039,0.496,1.424,0.0,0.0,0.0,115.6,16.528,15.472,0.005038579305013,0.006103515625,92.424,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063744350452328,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.344,0.0,0.0,0.0051168295053335,0.0063180923461914,54.528,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062463295400439,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.344,0.0,0.0,0.0049951599865424,0.0054836273193359,85.528,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062617496471499,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.344,0.0,0.0,0.0048726797103881,0.0057220458984375,66.56,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061111070623445,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.009775161743164,0.009775161743164,0.0064373016357421,0.0,0.0,0.0088214874267578,0.0112295150756835,0.0277519226074218,0.496,1.424,0.0,0.0,0.0,114.344,7.488,8.464,0.0049620866775512,0.0054836273193359,33.232,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062944865462803,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0066227383083767,0.0,0.0,0.0088691711425781,0.0107938593084161,0.0271797180175781,0.496,1.424,0.0,0.0,0.0,115.584,8.016,7.936,0.0053942203521728,0.0066757202148437,15.792,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060773131870987,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0171661376953125,0.0171661376953125,0.0061110446327611,0.0,0.0,0.0082015991210937,0.0109445481073288,0.0255107879638671,0.496,1.424,0.0,0.0,0.0,116.096,17.056,14.944,0.0050544738769531,0.0062227249145507,21.568,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063192726361869,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,115.6,0.0,0.0,0.0054454803466796,0.0063419342041015,54.232,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064218815286361,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.968,0.0,0.0,0.0048024313790457,0.0057697296142578,75.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006247515702129,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.328,0.0,0.0,0.0051689147949218,0.0064373016357421,57.896,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063625734243819,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0063180923461914,0.0,0.0,0.0086784362792968,0.011444091796875,0.0294208526611328,0.496,1.424,0.0,0.0,0.0,115.224,7.488,8.464,0.0051116943359375,0.0063419342041015,63.768,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065464285475697,0.0090599060058593,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0066995620727539,0.0,0.0,0.0090599060058593,0.0118255615234375,0.0273942947387695,0.496,1.424,0.0,0.0,0.0,115.048,7.488,8.464,0.0049500238327752,0.0054836273193359,47.544,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064809723655776,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0062867214805201,0.0,0.0,0.0086307525634765,0.0106720697312127,0.0264644622802734,0.496,1.424,0.0,0.0,0.0,115.68,17.056,14.944,0.004652384165171,0.005340576171875,76.168,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063969721248493,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.344,0.0,0.0,0.0051876594280374,0.0062465667724609,61.448,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641133525584,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,115.648,0.0,0.0,0.0050393017855557,0.0061750411987304,45.632,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006558871505284,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,115.6,0.0,0.0,0.0052201120476973,0.006723403930664,39.912,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063329193722549,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0065803527832031,0.0,0.0,0.0090837478637695,0.0109434127807617,0.0272750854492187,0.496,1.424,0.0,0.0,0.0,114.728,7.488,8.464,0.0046599995006214,0.0054359436035156,74.696,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061383887903014,0.0081062316894531,0.00762939453125,0.00762939453125,0.0052452087402343,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.0061273574829101,0.0147819519042968,0.0147819519042968,0.0088453292846679,0.0110626220703125,0.0279426574707031,0.496,1.424,0.848,0.848,0.0,114.568,7.488,8.464,0.0048279762268066,0.005507469177246,44.624,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062831005646814,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0183582305908203,0.0183582305908203,0.0064373016357421,0.0,0.0,0.0088453292846679,0.0110030174255371,0.0251293182373046,0.496,1.424,0.0,0.0,0.0,114.328,16.528,15.472,0.004686415195465,0.0054836273193359,68.576,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062688666196604,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,114.392,0.0,0.0,0.0053495168685913,0.0067949295043945,34.128,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064892343955464,0.0088214874267578,0.0076770782470703,0.0069141387939453,0.0,0.0,0.0095367431640625,0.0110626220703125,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,115.872,0.0,0.0,0.0052584542168511,0.0065088272094726,39.584,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059355550737523,0.0078678131103515,0.00762939453125,0.00762939453125,0.0100135803222656,0.0100135803222656,0.013589859008789,0.013589859008789,0.0,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.496,1.424,0.848,0.848,0.0,113.256,0.0,0.0,0.0047683715820312,0.0049591064453125,3.456,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064936764721799,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0063657760620117,0.0,0.0,0.0085830688476562,0.0108242034912109,0.0272274017333984,0.496,1.392,0.0,0.0,0.0,123.64,7.488,8.464,0.0040822408416054,0.0047683715820312,3315.392,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067551930745442,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0064611434936523,0.0,0.0,0.0088453292846679,0.0107526779174804,0.0263929367065429,0.496,1.424,0.0,0.0,0.0,117.192,7.488,8.464,0.0040747356655015,0.0050067901611328,3813.368,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062451433779588,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0064373016357421,0.0,0.0,0.0088214874267578,0.0108877817789713,0.0259876251220703,0.496,1.424,0.0,0.0,0.0,115.8,17.056,14.944,0.0043366406414959,0.0054836273193359,345.224,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0083684921264648,0.00762939453125,0.00762939453125,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060367584228515,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061704151665986,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0047683715820312,0.0047683715820312,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060636605789412,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0065565109252929,0.0,0.0,0.0086069107055664,0.0111579895019531,0.0273942947387695,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,0.0088214874267578,0.0088214874267578,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059331827495821,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0064373016357421,0.0,0.0,0.0083684921264648,0.0118494033813476,0.031137466430664,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,0.0061988830566406,0.0061988830566406,1.192,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060510635375976,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0078678131103515,0.0078678131103515,0.006413459777832,0.0,0.0,0.0091075897216796,0.0117301940917968,0.0275373458862304,0.496,1.36,0.0,0.0,0.0,112.0,16.528,15.472,0.0,0.0,0.0,0
