time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
41,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.008702278137207,0.0102519989013671,0.0116586685180664,0.0136852264404296,0.0060558319091796,0.0100135803222656,0.0100135803222656,0.0079154968261718,0.0124454498291015,0.0252723693847656,0.0,0.0,0.496,1.424,1.696,1.696,4.232,3.744,112.0,0.0,0.0,0
42,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.005960464477539,0.0090599060058593,0.0090599060058593,0.0078678131103515,0.0118255615234375,0.0215530395507812,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
43,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060482404718351,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0058809916178385,0.0109672546386718,0.0109672546386718,0.0078201293945312,0.010840098063151,0.0274181365966796,0.0085830688476562,0.0085830688476562,0.496,1.36,0.0,0.0,11.968,12.008,116.248,0.0,3.96,0
44,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059474166946031,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0063180923461914,0.0064373016357421,0.0064373016357421,0.0076055526733398,0.0110864639282226,0.0207424163818359,0.0050067901611328,0.0050067901611328,0.496,1.424,0.0,0.0,3.704,4.272,117.192,0.0,6.2,0
45,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061848584343405,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0061988830566406,0.0123977661132812,0.0123977661132812,0.0084877014160156,0.0118255615234375,0.027322769165039,0.005573034286499,0.007486343383789,0.496,1.424,0.0,0.0,7.736,8.264,128.832,0.0,32.048,0
46,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061410488468585,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0044284043488679,0.0054121017456054,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,399.584,0
47,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064491045356977,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0062942504882812,0.0119209289550781,0.0119209289550781,0.0087261199951171,0.0116348266601562,0.022125244140625,0.0043610073872749,0.0054836273193359,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,1248.168,0
48,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065155883333576,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0059127807617187,0.0102519989013671,0.0102519989013671,0.0076770782470703,0.010538101196289,0.0197887420654296,0.0042977432409922,0.0052452087402343,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,1650.576,0
49,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067124912394813,0.0090599060058593,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0061829884847005,0.0200271606445312,0.0200271606445312,0.008249282836914,0.0108559926350911,0.0272274017333984,0.0042816590980665,0.0052452087402343,0.496,1.424,0.0,0.0,11.968,12.008,114.296,0.0,1510.12,0
50,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064100199077852,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0078201293945312,0.0107288360595703,0.0107288360595703,0.0111579895019531,0.0115394592285156,0.0226020812988281,0.0042338280161474,0.0050067901611328,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,1360.568,0
51,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067717993437354,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0066280364990234,0.0123977661132812,0.0123977661132812,0.0090599060058593,0.0110864639282226,0.0252962112426757,0.0041507360503429,0.0050067901611328,0.496,1.424,0.0,0.0,7.736,8.264,117.192,0.0,2269.168,0
52,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066615567348971,0.0092983245849609,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0041762551108559,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,2269.096,0
53,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067524390645546,0.0095367431640625,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0060081481933593,0.0121593475341796,0.0121593475341796,0.0075340270996093,0.0111103057861328,0.0214099884033203,0.0042011591501614,0.0048637390136718,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,2422.424,0
54,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063346164061291,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.005960464477539,0.0157356262207031,0.0157356262207031,0.0075340270996093,0.0103950500488281,0.0197410583496093,0.0042545384374158,0.0051736831665039,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,1531.296,0
55,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006622342921015,0.0092983245849609,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0060456139700753,0.0090599060058593,0.0090599060058593,0.0083446502685546,0.0108182430267333,0.027775764465332,0.0042641162872314,0.0052452087402343,0.496,1.424,0.0,0.0,11.44,12.536,117.192,0.0,1712.656,0
56,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068536445276061,0.0095367431640625,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0065803527832031,0.0157356262207031,0.0157356262207031,0.0093460083007812,0.0102519989013671,0.0191688537597656,0.0042618746962843,0.0052452087402343,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,1798.568,0
57,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068080425262451,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0066280364990234,0.0085830688476562,0.0085830688476562,0.0088691711425781,0.0111341476440429,0.0260353088378906,0.0042029186687638,0.0050067901611328,0.496,1.424,0.0,0.0,7.736,8.264,116.632,0.0,974.248,0
58,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065238914679532,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0041464100713315,0.0050067901611328,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,1450.248,0
59,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068560168517762,0.0092983245849609,0.0076532363891601,0.0067949295043945,0.0,0.0,0.0,0.0,0.0071525573730468,0.0107765197753906,0.0100135803222656,0.009012222290039,0.0114917755126953,0.0220775604248046,0.0041948528740349,0.0050067901611328,1.344,2.272,0.0,0.0,4.232,3.744,117.192,0.0,2233.632,0
60,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062142268265828,0.0083208084106445,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.006270408630371,0.0095367431640625,0.0095367431640625,0.0082731246948242,0.009918212890625,0.0214576721191406,0.0044044695402446,0.0052452087402343,0.496,1.424,0.0,0.0,15.544,14.52,118.448,0.0,608.208,0
61,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061233444969252,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0058492024739583,0.0123977661132812,0.0123977661132812,0.0078678131103515,0.0108559926350911,0.0264644622802734,0.0054538249969482,0.0072002410888671,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0,55.728,0
62,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0079631805419921,0.0095367431640625,0.0095367431640625,0.0110149383544921,0.01220703125,0.0231742858886718,0.0052452087402343,0.0052452087402343,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
63,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058972835540771,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0064611434936523,0.0088214874267578,0.0088214874267578,0.0086069107055664,0.0113487243652343,0.0270843505859374,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0
64,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062236691465472,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0048279762268066,0.0056982040405273,0.496,1.36,0.0,0.0,0.0,0.0,118.32,0.0,11.488,0
65,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059461593627929,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0054836273193359,0.009775161743164,0.009775161743164,0.0070095062255859,0.0108718872070312,0.0214099884033203,0.0,0.0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
66,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061142444610595,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0060558319091796,0.011444091796875,0.011444091796875,0.0073909759521484,0.0124454498291015,0.0229835510253906,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
67,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006265500012566,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0059945242745535,0.0092983245849609,0.0092983245849609,0.0082015991210937,0.0110119581222534,0.0281333923339843,0.0046491622924804,0.0072479248046875,0.496,1.36,0.0,0.0,11.44,12.536,128.832,0.0,123.568,0
68,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060438522564366,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0066280364990234,0.0069141387939453,0.0069141387939453,0.0092506408691406,0.0111103057861328,0.0209808349609375,0.0052054723103841,0.0060796737670898,0.496,1.424,0.0,0.0,4.232,3.744,123.64,0.0,26.176,0
69,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062956668362759,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0058889389038085,0.0066757202148437,0.0066757202148437,0.0079631805419921,0.0110864639282226,0.0260829925537109,0.0052452087402343,0.0064849853515625,0.496,1.424,0.0,0.0,7.736,8.264,118.448,0.0,18.088,0
70,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006247515702129,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0043438702094845,0.0050067901611328,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,972.968,0
71,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058972835540771,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0057220458984375,0.0095367431640625,0.0095367431640625,0.0072956085205078,0.0106334686279296,0.0202178955078125,0.0,0.0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
72,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070475115634427,0.0092983245849609,0.0119209289550781,0.0119209289550781,0.0073909759521484,0.0094175338745117,0.0096797943115234,0.011610984802246,0.0058174133300781,0.0112056732177734,0.0112056732177734,0.0075340270996093,0.010538101196289,0.0202178955078125,0.0038520195925808,0.0045299530029296,0.496,1.392,1.696,1.696,4.232,3.744,122.384,0.0,30117.432,0
73,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066555554593973,0.0090599060058593,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0068028767903645,0.0154972076416015,0.0154972076416015,0.0091075897216796,0.0110626220703125,0.0292301177978515,0.003968968110926,0.0050067901611328,0.496,1.424,0.0,0.0,11.968,12.008,117.192,0.0,1749.272,0
74,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063969721248493,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0070095062255859,0.0078678131103515,0.0078678131103515,0.0092983245849609,0.0124931335449218,0.0244140625,0.0064373016357421,0.0064373016357421,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
75,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060553574443456,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0064849853515625,0.0150203704833984,0.0150203704833984,0.0086069107055664,0.0106096267700195,0.0266790390014648,0.0042915344238281,0.0042915344238281,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,1.192,0
76,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061431334386417,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0054836273193359,0.0054836273193359,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
77,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060351926888992,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0058650970458984,0.0133514404296875,0.0133514404296875,0.0075340270996093,0.0116825103759765,0.0218391418457031,0.007033348083496,0.0075101852416992,0.496,1.36,0.0,0.0,4.232,3.744,117.192,0.0,15.36,0
78,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060105323791503,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0061511993408203,0.0078678131103515,0.0078678131103515,0.0075817108154296,0.0111103057861328,0.0214576721191406,0.0,0.0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
79,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064140412865615,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0058968861897786,0.0138282775878906,0.0138282775878906,0.008392333984375,0.0109195709228515,0.0275135040283203,0.0038608218408735,0.0045299530029296,0.496,1.36,0.0,0.0,11.968,12.008,137.96,0.0,20620.728,0
80,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070564782441552,0.009775161743164,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.005960464477539,0.0121593475341796,0.0121593475341796,0.00762939453125,0.0109195709228515,0.0206470489501953,0.0038497474929242,0.0042915344238281,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,7002.056,0
81,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062380264054483,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0058889389038085,0.0116825103759765,0.0116825103759765,0.0081777572631835,0.011444091796875,0.0284194946289062,0.0057220458984375,0.0057220458984375,0.496,1.424,0.0,0.0,7.736,8.264,113.256,0.0,1.192,0
82,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00604705430975,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0047683715820312,0.0047683715820312,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
83,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006363759586467,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0073909759521484,0.0107288360595703,0.0107288360595703,0.0098705291748046,0.0109195709228515,0.0207901000976562,0.0092983245849609,0.0092983245849609,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
84,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062179565429687,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0062942504882812,0.0119209289550781,0.0119209289550781,0.0088214874267578,0.01068115234375,0.0206470489501953,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
85,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060594081878662,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0058492024739583,0.0100135803222656,0.0100135803222656,0.0077724456787109,0.010538101196289,0.0258445739746093,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
86,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060725212097167,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0062465667724609,0.0100135803222656,0.0100135803222656,0.0077724456787109,0.0106334686279296,0.0200271606445312,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
87,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064766522750113,0.0090599060058593,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0058809916178385,0.0073909759521484,0.0073909759521484,0.0070095062255859,0.0107505104758522,0.0259876251220703,0.0038614625925952,0.0045299530029296,0.496,1.36,0.0,0.0,7.208,8.792,143.152,0.0,22319.0,0
88,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064717003362095,0.0090599060058593,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
89,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060114694471976,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0059127807617187,0.0085830688476562,0.0085830688476562,0.0076770782470703,0.0113964080810546,0.0220298767089843,0.00762939453125,0.00762939453125,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
90,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089756144813,0.0081062316894531,0.0082254409790039,0.0077486038208007,0.0,0.0,0.0,0.0,0.0059127807617187,0.010991096496582,0.0091791152954101,0.0073909759521484,0.0105857849121093,0.0201225280761718,0.0078678131103515,0.0078678131103515,1.344,2.208,0.0,0.0,4.232,3.744,113.256,0.0,1.192,0
91,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060963630676269,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0060240427652994,0.0107288360595703,0.0107288360595703,0.0084877014160156,0.0110467274983723,0.0275611877441406,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0
92,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061070919036865,0.0078916549682617,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0059127807617187,0.0081062316894531,0.0081062316894531,0.0076770782470703,0.0110626220703125,0.0213623046875,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0
93,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059914588928222,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0057935714721679,0.009775161743164,0.009775161743164,0.008392333984375,0.0111579895019531,0.0252723693847656,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0
94,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060665607452392,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,1
95,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072159053046922,0.0095367431640625,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.005960464477539,0.0154972076416015,0.0154972076416015,0.007486343383789,0.0121116638183593,0.0239849090576171,0.1103118949884659,0.3224611282348633,0.496,1.36,0.0,0.0,4.232,3.744,144.408,24.804318488529013,31756.672,1
96,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00641133525584,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0061988830566406,0.0119209289550781,0.0119209289550781,0.0078678131103515,0.011444091796875,0.0226020812988281,0.0914219887025894,0.2934932708740234,0.496,1.424,0.0,0.0,4.232,3.744,118.448,27.906976744186046,340.248,1
97,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061775321391091,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0064373016357421,0.0140666961669921,0.0140666961669921,0.0087261199951171,0.0114917755126953,0.0286579132080078,0.0073909759521484,0.0073909759521484,0.496,1.424,0.0,0.0,11.968,12.008,113.256,0.0,1.192,1
98,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061237812042236,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0057697296142578,0.0171661376953125,0.0171661376953125,0.0074386596679687,0.0108242034912109,0.0203132629394531,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,1
99,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060045719146728,0.0078678131103515,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0062465667724609,0.0104904174804687,0.0104904174804687,0.0086069107055664,0.0104665756225585,0.0246047973632812,0.009775161743164,0.009775161743164,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,9.784,1
100,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061016177656638,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,1
101,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059020519256591,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0059127807617187,0.0107288360595703,0.0107288360595703,0.0079154968261718,0.011301040649414,0.0219345092773437,0.0,0.0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,1
102,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063910413144239,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0061511993408203,0.0092983245849609,0.0092983245849609,0.008249282836914,0.0107288360595703,0.020599365234375,0.1147718390719225,0.3247022628784179,0.496,1.36,0.0,0.0,4.232,3.744,113.256,23.28125,11070.88,1
103,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065923894493325,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0075101852416992,0.0067949295043945,0.0097036361694335,0.0074625015258789,0.0061353047688802,0.0081062316894531,0.0081062316894531,0.0084877014160156,0.0119527180989583,0.0287055969238281,0.1156926155090332,0.3250360488891601,0.496,1.392,1.696,1.696,11.968,12.008,133.488,22.211253701875616,9000.048,1
