time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066318322176957,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0078678131103515,0.0152587890625,0.0152587890625,0.0089406967163085,0.009775161743164,0.0066041946411132,0.0124692916870117,0.0088214874267578,0.0110864639282226,0.0255107879638671,0.496,1.424,1.696,1.696,7.736,8.264,0.0,117.192,0.003928991886479,0.0045299530029296,11565.624,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064703497556176,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0040791251442649,0.0050067901611328,1680.792,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060112169473478,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0053644180297851,0.0076532363891601,29.216,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061257050769163,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0070095062255859,0.0,0.0103473663330078,0.0112533569335937,0.0213146209716796,0.496,1.424,0.0,0.0,4.232,3.744,0.0,118.448,0.003970902541588,0.0046491622924804,1299.424,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067279113465873,0.0088214874267578,0.0102519989013671,0.0102519989013671,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.006270408630371,0.0,0.0087976455688476,0.0111818313598632,0.0269412994384765,0.496,1.424,0.0,0.0,8.464,7.488,0.0,115.864,0.0040699606356413,0.0050067901611328,1911.952,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069427490234375,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0060876210530598,0.0,0.0088691711425781,0.0112533569335937,0.0275611877441406,0.496,1.424,0.0,0.0,11.968,12.008,0.0,115.304,0.0039797749011044,0.0047683715820312,10554.232,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063329193722549,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0164508819580078,0.0164508819580078,0.0,0.0,0.0064373016357421,0.0,0.0088453292846679,0.0112771987915039,0.0264883041381835,0.496,1.424,0.0,0.0,7.736,8.264,0.0,117.192,0.0044866041703657,0.0054836273193359,911.88,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0085830688476562,0.011444091796875,0.011444091796875,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0046094258626302,0.005960464477539,365.52,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070675764933671,0.0099897384643554,0.0069141387939453,0.0069141387939453,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,116.416,0.0038941222501088,0.0045299530029296,17722.736,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062614384264048,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0062942504882812,0.0,0.0084400177001953,0.0109672546386718,0.0208377838134765,0.496,1.424,0.0,0.0,4.232,3.744,0.0,116.864,0.0048364911760602,0.0061511993408203,98.128,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060537073871876,0.0081062316894531,0.009775161743164,0.009775161743164,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0061750411987304,0.0,0.0081300735473632,0.0105857849121093,0.0286817550659179,0.496,1.424,0.0,0.0,8.464,7.488,0.0,118.448,0.0041843384735343,0.0050544738769531,1192.44,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059841877192407,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0062329428536551,0.0,0.0087499618530273,0.0110119581222534,0.0271797180175781,0.496,1.424,0.0,0.0,11.44,12.536,0.0,115.48,0.005756105695452,0.0072479248046875,20.68,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061822767874494,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0057697296142578,0.0,0.0081539154052734,0.0101089477539062,0.0242948532104492,0.496,1.424,0.0,0.0,7.736,8.264,0.0,114.296,0.0041403940745762,0.0054836273193359,1244.784,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060933146310682,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.584,0.0044405460357666,0.0065565109252929,163.616,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067729855058205,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,117.192,0.0039313468465044,0.0047683715820312,7123.696,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061906210266717,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0068187713623046,0.0,0.0096321105957031,0.0113964080810546,0.0213623046875,0.496,1.424,0.0,0.0,4.232,3.744,0.0,118.448,0.0044754573277064,0.0059127807617187,283.016,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006603722525115,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0060796737670898,0.0,0.0086069107055664,0.0115871429443359,0.0283479690551757,0.496,1.424,0.0,0.0,8.464,7.488,0.0,116.096,0.0039694717575831,0.0047683715820312,7065.536,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067252923946569,0.0090599060058593,0.0102519989013671,0.0102519989013671,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0067710876464843,0.0,0.0093698501586914,0.0120162963867187,0.0272989273071289,0.496,1.424,0.0,0.0,8.464,7.488,0.0,115.84,0.0039729683427535,0.0047683715820312,5876.856,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064752588224648,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0063896179199218,0.0,0.0089645385742187,0.0107765197753906,0.025796890258789,0.496,1.424,0.0,0.0,11.24,12.784,0.0,117.192,0.0041300250637915,0.0052452087402343,326.408,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064752588224648,0.0081062316894531,0.008392333984375,0.00762939453125,0.0,0.0128746032714843,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,0.0,0.0,117.192,0.0041300250637915,0.0052452087402343,326.408,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065523593579951,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,119.472,0.0038704251855369,0.0045299530029296,16768.224,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063590149381267,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0052111489432198,0.0077724456787109,50.896,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059130179941357,0.0081062316894531,0.0131130218505859,0.0131130218505859,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0058889389038085,0.0,0.007939338684082,0.011444091796875,0.0313282012939453,0.496,1.424,0.0,0.0,8.464,7.488,0.0,113.256,0.0052452087402343,0.0052452087402343,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0060081481933593,0.0,0.0081777572631835,0.0109434127807617,0.0286102294921875,0.496,1.392,0.0,0.0,8.464,7.488,0.0,113.256,0.0052452087402343,0.0052452087402343,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061825209972905,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0061235929790296,0.0,0.0081539154052734,0.0105925968715122,0.025033950805664,0.496,1.36,0.0,0.0,14.944,17.056,0.0,122.352,0.0042974948883056,0.0059843063354492,389.552,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059806292329854,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.005960464477539,0.0071048736572265,37.704,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063174992651488,0.0085830688476562,0.011444091796875,0.011444091796875,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.264,0.0043919211939761,0.0061750411987304,383.728,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059580921533688,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,115.16,0.0046491622924804,0.0056028366088867,34.208,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065725241134415,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0062465667724609,0.0,0.0081539154052734,0.0116825103759765,0.0284671783447265,0.496,1.424,0.0,0.0,8.464,7.488,0.0,117.192,0.0039119864591122,0.0045299530029296,9011.632,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060257033922185,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0061273574829101,0.0,0.0083446502685546,0.0110387802124023,0.024724006652832,0.496,1.424,0.0,0.0,8.464,7.488,0.0,113.256,0.0064373016357421,0.0064373016357421,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061245247869208,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0059127807617187,0.0,0.0081062316894531,0.0105738639831542,0.0256299972534179,0.496,1.424,0.0,0.0,15.472,16.528,0.0,116.544,0.0064373016357421,0.0068187713623046,4.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063851105039985,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0057220458984375,0.0090599060058593,0.0090599060058593,0.0088214874267578,0.0057220458984375,0.0,0.0088214874267578,0.0,0.0,0.0,0.496,1.424,0.848,0.848,0.0,0.0,0.0,113.256,0.0047683715820312,0.0047683715820312,1.192,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059497356414794,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0150203704833984,0.0119209289550781,0.0119209289550781,0.0050067901611328,0.0150203704833984,0.0,0.0050067901611328,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060117244720458,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.006270408630371,0.0,0.0081539154052734,0.0115871429443359,0.0289440155029296,0.496,1.36,0.0,0.0,8.464,7.488,0.0,112.0,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060117244720458,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0059366226196289,0.0,0.0084161758422851,0.0110864639282226,0.0278472900390625,0.496,1.36,0.0,0.0,8.464,7.488,0.0,112.0,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066100687220476,0.0086784362792968,0.0078678131103515,0.0078678131103515,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0061869621276855,0.0,0.0085830688476562,0.0109791755676269,0.0269889831542968,0.496,1.36,0.0,0.0,15.472,16.528,0.0,144.408,0.0039203708390315,0.0045299530029296,11464.976,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060749526071076,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0039855046058768,0.0050067901611328,721.336,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058537098898816,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0066757202148437,0.0066757202148437,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061547756195068,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006192922592163,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0060796737670898,0.0,0.0083684921264648,0.0110626220703125,0.0278949737548828,0.496,1.36,0.0,0.0,8.464,7.488,0.0,112.0,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061488151550292,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0063896179199218,0.0,0.0088214874267578,0.0111579895019531,0.028538703918457,0.496,1.36,0.0,0.0,8.464,7.488,0.0,112.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059342384338378,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0061392784118652,0.0,0.008392333984375,0.0106215476989746,0.0264883041381835,0.496,1.36,0.0,0.0,15.472,16.528,0.0,112.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006318668236479,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,144.408,0.0039922430160197,0.0047683715820312,2552.456,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0042915344238281,0.0042915344238281,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059486028566882,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0073909759521484,0.0073909759521484,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059746279574856,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.006103515625,0.0,0.0083684921264648,0.0110149383544921,0.0275373458862304,0.496,1.36,0.0,0.0,8.464,7.488,0.0,122.568,0.0061511993408203,0.0080585479736328,18.2,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059746279574856,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0060796737670898,0.0,0.0081300735473632,0.0109434127807617,0.027012825012207,0.496,1.36,0.0,0.0,8.464,7.488,0.0,122.568,0.0061511993408203,0.0080585479736328,18.2,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059746279574856,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.006115436553955,0.0,0.0088453292846679,0.0105619430541992,0.026106834411621,0.496,1.424,0.0,0.0,15.472,16.528,0.0,122.568,0.0061511993408203,0.0080585479736328,18.2,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059746279574856,0.0078678131103515,0.0133514404296875,0.0133514404296875,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,122.568,0.0061511993408203,0.0080585479736328,18.2,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063934136385941,0.0085830688476562,0.0071287155151367,0.0060796737670898,0.0,0.0107288360595703,0.0139713287353515,0.0,0.0,0.0065008799235026,0.0,0.0084877014160156,0.0097274780273437,0.0195026397705078,1.344,2.208,0.0,0.0,11.312,10.776,0.0,113.256,0.0047683715820312,0.0047683715820312,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062768052263957,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,134.024,0.0039725076584588,0.0047683715820312,2222.736,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059758845846451,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0062227249145507,0.0,0.0083684921264648,0.0112295150756835,0.0267267227172851,0.496,1.424,0.0,0.0,8.464,7.488,0.0,113.256,0.005960464477539,0.005960464477539,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059056282043457,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0066757202148437,0.0,0.0091075897216796,0.0114917755126953,0.0286579132080078,0.496,1.36,0.0,0.0,8.464,7.488,0.0,112.0,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062285371087676,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.006010657862613,0.0,0.0083446502685546,0.0108764285132998,0.0264644622802734,0.496,1.36,0.0,0.0,14.944,17.056,0.0,115.624,0.0069141387939453,0.0069141387939453,3.336,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066079345403933,0.0092983245849609,0.0069141387939453,0.0069141387939453,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,132.768,0.0039194231835481,0.0047683715820312,11362.32,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066911403219498,0.0090599060058593,0.009775161743164,0.009775161743164,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,115.032,0.0041108461296033,0.0050067901611328,3185.696,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061644843561732,0.0081062316894531,0.0133514404296875,0.0133514404296875,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0041382653372628,0.0051021575927734,132.608,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059936770159213,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.006103515625,0.0,0.0081300735473632,0.0112533569335937,0.0306606292724609,0.496,1.424,0.0,0.0,8.464,7.488,0.0,113.256,0.0069141387939453,0.0069141387939453,1.192,0
