time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,a1_latency_p90_ul_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005881385047837,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0063896179199218,0.011444091796875,0.0080585479736328,0.011444091796875,0.0,0.0,0.0113487243652343,0.0,0.0,0.0208377838134765,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0061988830566406,0.0065803527832031,7.216,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059723260983898,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0061511993408203,0.0119209289550781,0.0077247619628906,0.0119209289550781,0.0,0.0,0.0116348266601562,0.0,0.0,0.0226020812988281,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0057220458984375,0.0057220458984375,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061339671068852,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0066518783569335,0.0081062316894531,0.0086307525634765,0.0081062316894531,0.0,0.0,0.0108718872070312,0.0,0.0,0.0257492065429687,0.496,1.36,0.0,0.0,7.736,8.264,118.448,0.0061988830566406,0.0069618225097656,6.496,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060856342315673,0.0078916549682617,0.0081062316894531,0.0081062316894531,0.0064373016357421,0.0092983245849609,0.0083446502685546,0.0092983245849609,0.0,0.0,0.012063980102539,0.0,0.0,0.0233650207519531,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006113052368164,0.0085830688476562,0.009775161743164,0.009775161743164,0.0058650970458984,0.0123977661132812,0.0072956085205078,0.0123977661132812,0.0,0.0,0.0117778778076171,0.0,0.0,0.0225067138671875,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060832146370765,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0063896179199218,0.0095367431640625,0.0086784362792968,0.0095367431640625,0.0,0.0,0.0104904174804687,0.0,0.0,0.0237464904785156,0.496,1.36,0.0,0.0,7.736,8.264,119.024,0.0084638595581054,0.008559226989746,6.448,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062799453735351,0.0083684921264648,0.00762939453125,0.00762939453125,0.0062465667724609,0.0081062316894531,0.0080585479736328,0.0081062316894531,0.0,0.0,0.0120162963867187,0.0,0.0,0.02288818359375,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061158517106848,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0067710876464843,0.0081062316894531,0.009012222290039,0.0081062316894531,0.0,0.0,0.0111103057861328,0.0,0.0,0.0206470489501953,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0052452087402343,0.0052452087402343,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060553574443456,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0065565109252929,0.0064373016357421,0.0093698501586914,0.0064373016357421,0.0,0.0,0.0111579895019531,0.0,0.0,0.027012825012207,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0069141387939453,0.0069141387939453,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059533475050285,0.0078678131103515,0.00762939453125,0.00762939453125,0.0061511993408203,0.0131130218505859,0.007486343383789,0.0131130218505859,0.0,0.0,0.0122547149658203,0.0,0.0,0.0239849090576171,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0050067901611328,0.0050067901611328,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058703161590728,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0064373016357421,0.0100135803222656,0.008249282836914,0.0100135803222656,0.0,0.0,0.0123977661132812,0.0,0.0,0.0231266021728515,0.496,1.36,0.0,0.0,4.232,3.744,114.968,0.0064373016357421,0.0064373016357421,2.68,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059962272644042,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0068426132202148,0.0073909759521484,0.0091075897216796,0.0073909759521484,0.0,0.0,0.010848045349121,0.0,0.0,0.0250101089477539,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061535835266113,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0061511993408203,0.0116825103759765,0.0077247619628906,0.0116825103759765,0.0,0.0,0.0110626220703125,0.0,0.0,0.0205516815185546,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059687265075079,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0060558319091796,0.0104904174804687,0.0078201293945312,0.0104904174804687,0.0,0.0,0.0109672546386718,0.0,0.0,0.0205039978027343,0.496,1.36,0.0,0.0,4.232,3.744,120.24,0.0066757202148437,0.008392333984375,9.04,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066326885688595,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0067472457885742,0.0123977661132812,0.0094413757324218,0.0123977661132812,0.0,0.0,0.0106334686279296,0.0,0.0,0.0260829925537109,0.496,1.424,0.0,0.0,7.736,8.264,138.656,0.0041921933492024,0.0055551528930664,424.544,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062142268265828,0.0083446502685546,0.00762939453125,0.00762939453125,0.0069141387939453,0.0154972076416015,0.0102519989013671,0.0154972076416015,0.0,0.0,0.0112056732177734,0.0,0.0,0.0207901000976562,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0053246815999348,0.0066757202148437,19.736,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059865600434108,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0073909759521484,0.0131130218505859,0.0102043151855468,0.0131130218505859,0.0,0.0,0.0116348266601562,0.0,0.0,0.0209808349609375,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0054836273193359,0.0054836273193359,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059865600434108,0.0081062316894531,0.0078678131103515,0.0088214874267578,0.0066757202148437,0.0137090682983398,0.0090837478637695,0.0181913375854492,0.0,0.0,0.0112771987915039,0.0,0.0,0.0246047973632812,1.344,2.208,0.0,0.0,7.736,8.264,113.256,0.0054836273193359,0.0054836273193359,1.192,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059865600434108,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0060558319091796,0.0064373016357421,0.0077247619628906,0.0064373016357421,0.0,0.0,0.0121116638183593,0.0,0.0,0.0216007232666015,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0054836273193359,0.0054836273193359,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059865600434108,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0059127807617187,0.0102519989013671,0.0077724456787109,0.0102519989013671,0.0,0.0,0.0110626220703125,0.0,0.0,0.021219253540039,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0054836273193359,0.0054836273193359,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064349756008241,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0069856643676757,0.0119209289550781,0.0099897384643554,0.0119209289550781,0.0,0.0,0.0107288360595703,0.0,0.0,0.0275135040283203,0.496,1.36,0.0,0.0,7.736,8.264,137.96,0.0039186233129256,0.0047683715820312,7534.672,0
