time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068244367542833,0.0088214874267578,0.0072002410888671,0.006723403930664,0.0085353851318359,0.0080108642578125,0.0052268688495342,0.0057220458984375,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0,0.496,1.424,6.576,6.864,0.0,0.0,116.464,0.00762939453125,0.00762939453125,32.232,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0069046494972646,0.0090599060058593,0.006874402364095,0.0062942504882812,0.0083446502685546,0.0090599060058593,0.005429441278631,0.0074625015258789,0.0104904174804687,0.0104904174804687,0.0063896179199218,0.0080108642578125,0.0125885009765625,0.0244140625,0,0.496,1.424,6.448,7.008,4.232,3.744,115.336,0.0071525573730468,0.0071525573730468,63.344,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0071110417000689,0.0092983245849609,0.0068545341491699,0.0063419342041015,0.0077247619628906,0.0070095062255859,0.0051259994506835,0.0064373016357421,0.0162124633789062,0.0162124633789062,0.0067710876464843,0.0088214874267578,0.0117301940917968,0.030064582824707,0,0.496,1.424,6.096,5.728,8.464,7.488,114.824,0.0088214874267578,0.0088214874267578,74.352,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0070624090545806,0.0092983245849609,0.006866455078125,0.0065803527832031,0.008249282836914,0.0098705291748046,0.0051689147949218,0.0063419342041015,0.0085830688476562,0.0085830688476562,0.0061511993408203,0.0084877014160156,0.0111579895019531,0.0287055969238281,0,0.496,1.424,8.88,9.04,11.968,12.008,114.984,0.0126361846923828,0.0126361846923828,64.968,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063210577514041,0.0083446502685546,0.006723403930664,0.0053882598876953,0.0085353851318359,0.005960464477539,0.0053246815999348,0.0069379806518554,0.013589859008789,0.013589859008789,0.0064611434936523,0.0088453292846679,0.0119686126708984,0.0278711318969726,0,0.496,1.424,6.576,6.864,7.736,8.264,114.632,0.0081062316894531,0.0081062316894531,65.072,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063258023997444,0.0083446502685546,0.0071922938028971,0.0052452087402343,0.0084638595581054,0.006103515625,0.0050067901611328,0.0064849853515625,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0,0.496,1.424,6.448,7.008,0.0,0.0,115.68,0.0078678131103515,0.0078678131103515,148.92,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068893527040387,0.0085830688476562,0.0072717666625976,0.0080585479736328,0.008559226989746,0.0106334686279296,0.0052268688495342,0.0065565109252929,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0,0.496,1.424,6.096,5.728,0.0,0.0,116.048,0.0085830688476562,0.0085830688476562,84.864,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006997170139901,0.0090599060058593,0.0069141387939453,0.0071525573730468,0.0084400177001953,0.0108718872070312,0.0045964884203533,0.0056266784667968,0.0104904174804687,0.0104904174804687,0.0068187713623046,0.0092983245849609,0.0121116638183593,0.0227928161621093,0,0.496,1.424,8.88,9.04,4.232,3.744,115.424,0.0092983245849609,0.0092983245849609,256.104,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0069046494972646,0.0090599060058593,0.0073432922363281,0.0062942504882812,0.0094413757324218,0.0071048736572265,0.004955700465611,0.0058650970458984,0.0123977661132812,0.0123977661132812,0.0061988830566406,0.0078678131103515,0.0113573941317471,0.0283718109130859,0,0.496,1.424,6.576,6.864,7.936,8.016,115.56,0.0078678131103515,0.0078678131103515,84.24,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063186854272339,0.0085830688476562,0.0072320302327473,0.0061511993408203,0.0090599060058593,0.0088691711425781,0.0046789646148681,0.0052452087402343,0.0138282775878906,0.0138282775878906,0.0062783559163411,0.0085830688476562,0.0107924143473307,0.0277519226074218,0,0.496,1.424,6.448,7.008,23.28,22.784,115.176,0.0069141387939453,0.0069141387939453,203.648,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0065124034881591,0.0090599060058593,0.0073909759521484,0.0072002410888671,0.0093460083007812,0.010538101196289,0.0050314541520743,0.0057220458984375,0.0095367431640625,0.0095367431640625,0.007176399230957,0.0099658966064453,0.0113487243652343,0.0274419784545898,0,0.496,1.424,6.096,5.728,7.736,8.264,114.744,0.0100135803222656,0.0100135803222656,101.64,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0070137764090922,0.0088214874267578,0.0071525573730468,0.0067710876464843,0.0077724456787109,0.0096321105957031,0.0052207555526342,0.0064373016357421,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0,0.0,0,0.496,1.424,8.88,9.04,0.0,0.0,115.848,0.009775161743164,0.009775161743164,208.568,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068092346191406,0.0095367431640625,0.0066757202148437,0.0055313110351562,0.0080585479736328,0.0065803527832031,0.0049792803250826,0.0056028366088867,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0,0.496,1.424,6.576,6.864,0.0,0.0,114.088,0.0085830688476562,0.0085830688476562,76.48,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0065576912152885,0.0088214874267578,0.0092585881551106,0.0073432922363281,0.0122785568237304,0.0117301940917968,0.0053977966308593,0.0066757202148437,0.0100135803222656,0.0100135803222656,0.0064373016357421,0.0082969665527343,0.0121116638183593,0.0232696533203125,0,0.496,1.424,6.448,7.008,4.232,3.744,116.304,0.0081062316894531,0.0081062316894531,72.12,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006434929311572,0.0090599060058593,0.0069737434387207,0.0078678131103515,0.0080823898315429,0.0117778778076171,0.0047994696575662,0.0056743621826171,0.011444091796875,0.011444091796875,0.0071525573730468,0.0095844268798828,0.0122308731079101,0.0316381454467773,0,0.496,1.424,6.096,5.728,8.464,7.488,113.256,0.0078678131103515,0.0078678131103515,60.232,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0069035161839853,0.0085830688476562,0.0077247619628906,0.006723403930664,0.0091552734375,0.0092983245849609,0.0051593780517578,0.005960464477539,0.0083446502685546,0.0083446502685546,0.0068505605061848,0.0087261199951171,0.0114123026529947,0.0283241271972656,0,0.496,1.424,8.88,9.04,11.968,12.008,119.368,0.0100135803222656,0.0100135803222656,65.24,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0070250034332275,0.0090599060058593,0.0075340270996093,0.0059127807617187,0.0089168548583984,0.0066757202148437,0.0048478444417317,0.0056982040405273,0.0081062316894531,0.0081062316894531,0.0061511993408203,0.0079870223999023,0.0113964080810546,0.0275135040283203,0,0.496,1.424,6.576,6.864,7.736,8.264,112.0,0.00762939453125,0.00762939453125,30.272,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0067353248596191,0.0083684921264648,0.0059207280476888,0.0060558319091796,0.0071525573730468,0.0068187713623046,0.0067551930745442,0.0077724456787109,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0,0.496,1.424,6.448,7.008,0.0,0.0,114.712,0.0085830688476562,0.0085830688476562,8.104,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068477137171806,0.0092983245849609,0.0060200691223144,0.008392333984375,0.0069379806518554,0.0124454498291015,0.0050067901611328,0.0050067901611328,0.0125885009765625,0.011444091796875,0.0,0.0,0.0,0.0,0,1.344,2.24,6.096,5.728,0.0,0.0,115.88,0.0063180923461914,0.0067949295043945,3.592,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063246162376593,0.0081062316894531,0.0077247619628906,0.0081062316894531,0.0107765197753906,0.0118255615234375,0.0052452087402343,0.0058174133300781,0.0164508819580078,0.0164508819580078,0.006103515625,0.0079154968261718,0.0114917755126953,0.0221729278564453,0,0.496,1.424,8.88,9.04,4.232,3.744,115.304,0.0116825103759765,0.0116825103759765,14.48,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063044514822129,0.0083446502685546,0.0085830688476562,0.006723403930664,0.0102043151855468,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.0092983245849609,0.0092983245849609,0.0076770782470703,0.0098943710327148,0.0119209289550781,0.0313043594360351,0,0.496,1.424,6.576,6.864,8.464,7.488,113.256,0.0081062316894531,0.0081062316894531,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066578388214111,0.0081062316894531,0.0080267588297526,0.0061988830566406,0.0100135803222656,0.0084400177001953,0.0066757202148437,0.0066757202148437,0.0104904174804687,0.0104904174804687,0.0065485636393229,0.0093936920166015,0.0116984049479166,0.0294685363769531,0,0.496,1.36,6.448,7.008,11.968,12.008,112.696,0.011444091796875,0.011444091796875,1.192,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0069307450631364,0.0090599060058593,0.007331371307373,0.0075817108154296,0.0089406967163085,0.0108242034912109,0.0052849451700846,0.0072717666625976,0.0138282775878906,0.0138282775878906,0.0065803527832031,0.0083684921264648,0.0110149383544921,0.0273942947387695,0,0.496,1.424,6.096,5.728,7.736,8.264,117.888,0.0095367431640625,0.0095367431640625,52.704,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0065445899963378,0.0081062316894531,0.0069141387939453,0.0069618225097656,0.0078678131103515,0.0080585479736328,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0,0.496,1.36,8.88,9.04,0.0,0.0,112.0,0.0085830688476562,0.0085830688476562,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066256523132324,0.0088214874267578,0.0084400177001953,0.0063896179199218,0.0101566314697265,0.0077724456787109,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0,0.496,1.36,6.576,6.864,0.0,0.0,112.0,0.0081062316894531,0.0081062316894531,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0067710876464843,0.0088214874267578,0.0070730845133463,0.0056743621826171,0.0090599060058593,0.0072956085205078,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0061511993408203,0.0076770782470703,0.0118732452392578,0.0226020812988281,0,0.496,1.36,6.448,7.008,4.232,3.744,112.0,0.0081062316894531,0.0081062316894531,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066137313842773,0.0085830688476562,0.0078678131103515,0.0073909759521484,0.0088453292846679,0.0102996826171875,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0066757202148437,0.008702278137207,0.0119447708129882,0.0303030014038085,0,0.496,1.36,6.096,5.728,8.464,7.488,112.0,0.0095367431640625,0.0095367431640625,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068299212859044,0.0085830688476562,0.0067710876464843,0.0064373016357421,0.0077724456787109,0.0078678131103515,0.0052452087402343,0.0052452087402343,0.0078678131103515,0.0078678131103515,0.0061829884847005,0.008392333984375,0.0113646189371744,0.0296592712402343,0,0.496,1.36,8.88,9.04,11.968,12.008,113.256,0.0095367431640625,0.0095367431640625,1.192,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068014533958624,0.0088214874267578,0.0094890594482421,0.0059127807617187,0.0101089477539062,0.0073909759521484,0.0042915344238281,0.0042915344238281,0.011444091796875,0.011444091796875,0.006270408630371,0.0090837478637695,0.0115394592285156,0.0284194946289062,0,0.496,1.36,6.576,6.864,7.736,8.264,113.256,0.0119209289550781,0.0119209289550781,1.192,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0067741716679055,0.0083446502685546,0.0085830688476562,0.0068187713623046,0.0109672546386718,0.009012222290039,0.0040531158447265,0.0040531158447265,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0,0.496,1.36,6.448,7.008,0.0,0.0,113.256,0.0081062316894531,0.0081062316894531,1.192,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0067472457885742,0.0088214874267578,0.0072717666625976,0.0075340270996093,0.0090837478637695,0.0102996826171875,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0,0.496,1.36,6.096,5.728,0.0,0.0,112.0,0.0085830688476562,0.0085830688476562,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068914890289306,0.0092983245849609,0.0087738037109375,0.0061988830566406,0.0096321105957031,0.0073432922363281,0.0,0.0,0.0,0.0,0.0062942504882812,0.008392333984375,0.0118255615234375,0.0225543975830078,0,0.0,1.36,8.88,9.04,4.232,3.744,112.0,1083.6317539215088,1083.6317539215088,0.0,1
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068604946136474,0.0090599060058593,0.007486343383789,0.007486343383789,0.009012222290039,0.0092029571533203,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0060399373372395,0.0076770782470703,0.0111623243852095,0.0290870666503906,1,0.496,2.352,6.576,6.864,7.936,8.016,112.0,32.01651573181152,32.01651573181152,0.0,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068652629852294,0.0090599060058593,0.0072717666625976,0.006103515625,0.0092983245849609,0.0075340270996093,0.0,0.0,0.0112295150756835,0.0094175338745117,0.0065008799235026,0.0087261199951171,0.0114917755126953,0.029611587524414,0,1.344,2.208,6.448,7.008,11.968,12.008,112.0,32.01019763946533,32.010483741760254,0.0,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063744350452328,0.0085830688476562,0.0069737434387207,0.0072479248046875,0.0083446502685546,0.0087738037109375,0.0045299530029296,0.0045299530029296,0.0126361846923828,0.0126361846923828,0.0062465667724609,0.0086069107055664,0.0111579895019531,0.0272750854492187,0,0.496,1.36,6.096,5.728,7.736,8.264,113.256,32.0131778717041,32.0131778717041,1.192,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064265727996826,0.0078916549682617,0.0064373016357421,0.006103515625,0.0092029571533203,0.0071525573730468,0.0052452087402343,0.0052452087402343,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0,0.496,1.36,8.88,9.04,0.0,0.0,112.696,32.010793685913086,32.010793685913086,1.192,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064776311466349,0.0088214874267578,0.00762939453125,0.006103515625,0.0094890594482421,0.0084400177001953,0.0073909759521484,0.0073909759521484,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0,0.496,1.36,6.576,6.864,0.0,0.0,113.256,32.010793685913086,32.010793685913086,1.192,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006108283996582,0.0078678131103515,0.0084638595581054,0.0060081481933593,0.010848045349121,0.0075340270996093,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0065326690673828,0.0088214874267578,0.0110149383544921,0.0209808349609375,0,0.496,1.36,6.448,7.008,4.232,3.744,112.0,32.0131778717041,32.0131778717041,0.0,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062727928161621,0.0088453292846679,0.00762939453125,0.0069618225097656,0.0082254409790039,0.0091552734375,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0061307634626116,0.0076770782470703,0.0138282775878906,0.0321149826049804,0,0.496,1.36,6.096,5.728,5.352,6.432,112.0,32.01031684875488,32.01031684875488,0.0,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061526227353224,0.0085830688476562,0.0070571899414062,0.0063419342041015,0.0081062316894531,0.0073909759521484,0.0044504801432291,0.0055313110351562,0.0112056732177734,0.0112056732177734,0.0065565109252929,0.0088214874267578,0.0106607164655412,0.018930435180664,0,0.496,1.36,8.88,9.04,7.344,4.8,117.192,32.00984001159668,32.00984001159668,28.664,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063645839691162,0.0085830688476562,0.0081062316894531,0.0071048736572265,0.0096797943115234,0.01068115234375,0.0057220458984375,0.0057220458984375,0.0090599060058593,0.0090599060058593,0.0070898156417043,0.0101089477539062,0.0112397330147879,0.0290870666503906,0,0.496,1.424,6.576,6.864,14.944,17.056,114.024,32.0131778717041,32.0131778717041,2.296,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0067416904042068,0.0090599060058593,0.0089406967163085,0.0066757202148437,0.0112056732177734,0.0088214874267578,0.0040873333259865,0.0052452087402343,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0,0.496,1.424,6.448,7.008,0.0,0.0,143.848,32.01031684875488,32.01031684875488,2356.88,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0070624090545806,0.0095367431640625,0.00762939453125,0.0064373016357421,0.0082969665527343,0.0082015991210937,0.0039153628879123,0.0045299530029296,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0,0.496,1.424,6.096,5.728,0.0,0.0,117.888,32.016754150390625,32.016754150390625,12377.256,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068417829067552,0.0090599060058593,0.0063896179199218,0.006723403930664,0.0075340270996093,0.0095367431640625,0.00762939453125,0.00762939453125,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0,0.496,1.424,8.88,9.04,0.0,0.0,113.256,32.0131778717041,32.0131778717041,1.192,1
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068128108978271,0.0085830688476562,0.0070095062255859,0.0071048736572265,0.0087738037109375,0.0099658966064453,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0067022111680772,0.0091552734375,0.011964277787642,0.0324249267578125,0,0.496,1.36,6.576,6.864,7.936,8.016,112.0,32.02009201049805,32.02009201049805,0.0,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0075236917129291,0.009775161743164,0.0090996424357096,0.0059127807617187,0.0107288360595703,0.0086784362792968,0.0038862748958137,0.0045299530029296,0.013589859008789,0.013589859008789,0.0060796737670898,0.0086069107055664,0.0118017196655273,0.0314950942993164,0,0.496,1.36,6.448,7.008,8.464,7.488,121.784,32.010555267333984,32.010555267333984,20832.096,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0075236917129291,0.009775161743164,0.0077486038208007,0.0073432922363281,0.0096321105957031,0.0087261199951171,0.0038862748958137,0.0045299530029296,0.0159740447998046,0.0159740447998046,0.0066280364990234,0.0088453292846679,0.0124096870422363,0.0316143035888671,0,0.496,1.424,6.096,5.728,15.472,16.528,121.784,32.0134162902832,32.0134162902832,20832.096,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0075236917129291,0.009775161743164,0.0087261199951171,0.0063419342041015,0.0107288360595703,0.0072956085205078,0.0038862748958137,0.0045299530029296,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0,0.496,1.392,8.88,9.04,0.0,0.0,121.784,32.021284103393555,32.021284103393555,20832.096,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068777300454125,0.0090599060058593,0.0073909759521484,0.0067710876464843,0.0081062316894531,0.0085353851318359,0.0065167744954427,0.0076770782470703,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0,0.496,1.36,6.576,6.864,0.0,0.0,121.16,32.010793685913086,32.010793685913086,10.584,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064052752594449,0.0083446502685546,0.007033348083496,0.0070571899414062,0.0082254409790039,0.0113964080810546,0.0049471855163574,0.0063180923461914,0.0133991241455078,0.0126361846923828,0.0,0.0,0.0,0.0,0,1.344,2.272,6.448,7.008,0.0,0.0,117.888,32.00972080230713,32.01038837432861,29.216,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064066140958578,0.0083446502685546,0.0084638595581054,0.0077724456787109,0.0108242034912109,0.0107288360595703,0.0039069207160027,0.0046730041503906,0.0138282775878906,0.0138282775878906,0.0061988830566406,0.0081777572631835,0.0115633010864257,0.0313043594360351,0,0.496,1.424,6.096,5.728,8.464,7.488,123.08,32.010555267333984,32.010555267333984,5041.256,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0075499216715494,0.009775161743164,0.0072479248046875,0.0067710876464843,0.0085830688476562,0.0088214874267578,0.0038961282501609,0.0045299530029296,0.0154972076416015,0.0154972076416015,0.0064849853515625,0.0087499618530273,0.0115156173706054,0.0305414199829101,0,0.496,1.424,8.88,9.04,8.464,7.488,117.192,32.01413154602051,32.01413154602051,13405.272,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0067341327667236,0.0085830688476562,0.0075340270996093,0.0072956085205078,0.0095367431640625,0.0105857849121093,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0060558319091796,0.0085830688476562,0.0115871429443359,0.0295400619506835,0,0.496,1.424,6.576,6.864,15.472,16.528,112.0,32.01150894165039,32.01150894165039,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006795522585437,0.0083446502685546,0.0085830688476562,0.0052452087402343,0.011301040649414,0.006866455078125,0.0042481855912642,0.0054836273193359,0.0166893005371093,0.0166893005371093,0.0,0.0,0.0,0.0,0,0.496,1.36,6.448,6.224,0.0,0.0,114.712,32.02009201049805,32.02009201049805,96.056,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006603722525115,0.0078678131103515,0.0081539154052734,0.0064373016357421,0.0113487243652343,0.0075101852416992,0.0050544738769531,0.0065326690673828,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0,0.496,1.424,5.6,6.512,0.0,0.0,118.32,32.01150894165039,32.01150894165039,28.776,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063765048980712,0.0078678131103515,0.0064373016357421,0.0070571899414062,0.0068426132202148,0.0100135803222656,0.004438253549429,0.0054836273193359,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0,0.496,1.424,6.096,5.728,0.0,0.0,112.696,32.01699256896973,32.01699256896973,123.192,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064218815286361,0.0083446502685546,0.0073115030924479,0.0061591466267903,0.0084638595581054,0.0075101852416992,0.0047683715820312,0.0047683715820312,0.0088214874267578,0.0088214874267578,0.0066518783569335,0.0091075897216796,0.0114679336547851,0.029921531677246,0,0.496,1.392,9.856,10.176,8.464,7.488,113.256,32.018423080444336,32.018423080444336,1.192,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062605634850649,0.0081062316894531,0.0077247619628906,0.0082969665527343,0.0087261199951171,0.0123023986816406,0.0057220458984375,0.0057220458984375,0.0195503234863281,0.0195503234863281,0.0068187713623046,0.0089168548583984,0.0121831893920898,0.0289440155029296,0,0.496,1.36,6.448,6.224,8.464,7.488,113.256,32.0127010345459,32.0127010345459,1.192,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006418228149414,0.0090599060058593,0.0071048736572265,0.005960464477539,0.0093460083007812,0.0071525573730468,0.0,0.0,0.011444091796875,0.011444091796875,0.006258487701416,0.0085830688476562,0.011610984802246,0.0298023223876953,0,0.496,1.36,5.6,6.512,15.472,16.528,112.0,32.010793685913086,32.010793685913086,0.0,1
