time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0066494941711425,0.0085830688476562,0.0079631805419921,0.0069141387939453,0.009775161743164,0.0080108642578125,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0062942504882812,0.008249282836914,0.011444091796875,0.0216007232666015,0,0.496,1.36,8.88,9.04,4.232,3.744,112.0,0.0102519989013671,0.0102519989013671,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.00655117319591,0.0083446502685546,0.0082015991210937,0.0075817108154296,0.0107288360595703,0.011301040649414,0.0050067901611328,0.0050067901611328,0.0109672546386718,0.0109672546386718,0.0064611434936523,0.0084638595581054,0.0121355056762695,0.0303506851196289,0,0.496,1.36,6.576,6.864,8.464,7.488,113.256,0.0081062316894531,0.0081062316894531,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064047371468892,0.0085830688476562,0.0077088673909505,0.0079154968261718,0.0096559524536132,0.0135421752929687,0.0055858067103794,0.0072002410888671,0.0157356262207031,0.0157356262207031,0.0067075093587239,0.009918212890625,0.0119209289550781,0.0307083129882812,0,0.496,1.424,6.448,7.008,11.968,12.008,127.728,0.0083446502685546,0.0083446502685546,16.84,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064218044281005,0.0078678131103515,0.0078678131103515,0.0080108642578125,0.0097036361694335,0.0125408172607421,0.0050067901611328,0.0050067901611328,0.0099897384643554,0.0098943710327148,0.0065565109252929,0.0088453292846679,0.0116348266601562,0.0266551971435546,0,1.344,2.208,6.096,5.728,7.736,8.264,112.696,0.0084638595581054,0.0089406967163085,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064218044281005,0.0078678131103515,0.0073909759521484,0.0072002410888671,0.0085830688476562,0.0108242034912109,0.0050067901611328,0.0050067901611328,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0,0.496,1.36,8.88,9.04,0.0,0.0,112.696,0.0088214874267578,0.0088214874267578,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064218044281005,0.0078678131103515,0.0070571899414062,0.0072956085205078,0.0087738037109375,0.0096321105957031,0.0050067901611328,0.0050067901611328,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0,0.496,1.36,6.576,6.864,0.0,0.0,112.696,0.0073909759521484,0.0073909759521484,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068119594029017,0.0085830688476562,0.0081857045491536,0.0065326690673828,0.0103712081909179,0.0085353851318359,0.0045650145586799,0.005960464477539,0.0095367431640625,0.0095367431640625,0.0059127807617187,0.0073909759521484,0.0108718872070312,0.0205039978027343,0,0.496,1.424,6.448,7.008,4.232,3.744,125.224,0.0078678131103515,0.0078678131103515,261.664,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0067895917750116,0.0090599060058593,0.008702278137207,0.0078678131103515,0.0107288360595703,0.0119686126708984,0.0047783056894938,0.0058889389038085,0.00762939453125,0.00762939453125,0.006413459777832,0.0083684921264648,0.0123023986816406,0.0322341918945312,0,0.496,1.424,6.096,5.728,8.464,7.488,117.192,0.0119209289550781,0.0119209289550781,173.872,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006348339479361,0.0085830688476562,0.0079154968261718,0.0076770782470703,0.0093460083007812,0.0123500823974609,0.0047225218552809,0.0067949295043945,0.0126361846923828,0.0126361846923828,0.0062783559163411,0.0088214874267578,0.0124772389729817,0.0304222106933593,0,0.496,1.424,8.88,9.04,11.968,12.008,115.056,0.0095367431640625,0.0095367431640625,227.808,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0068156873408834,0.0085830688476562,0.0072002410888671,0.0064849853515625,0.0087261199951171,0.0088214874267578,0.0051259994506835,0.0063419342041015,0.0131130218505859,0.0131130218505859,0.0065326690673828,0.0084638595581054,0.0121116638183593,0.0288248062133789,0,0.496,1.424,6.576,6.864,7.736,8.264,113.256,0.0095367431640625,0.0095367431640625,46.576,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0090599060058593,0.0074307123819986,0.0060081481933593,0.0090599060058593,0.0073432922363281,0.0046094258626302,0.0054359436035156,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0,0.496,1.424,6.448,7.008,0.0,0.0,118.448,0.0085830688476562,0.0085830688476562,20.184,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0071631799830068,0.0095129013061523,0.0081062316894531,0.0070095062255859,0.0123977661132812,0.0099658966064453,0.0051089695521763,0.0061988830566406,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0,0.496,1.424,6.096,5.728,0.0,0.0,119.744,0.009775161743164,0.009775161743164,127.072,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0069556544669231,0.0088214874267578,0.0075340270996093,0.006103515625,0.0095367431640625,0.0069141387939453,0.0050597720675998,0.005960464477539,0.0128746032714843,0.0128746032714843,0.0066757202148437,0.0088214874267578,0.0121593475341796,0.023651123046875,0,0.496,1.424,8.88,9.04,4.232,3.744,114.792,0.0083446502685546,0.0083446502685546,93.816,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006645917892456,0.0090599060058593,0.007486343383789,0.0067710876464843,0.0094890594482421,0.0087261199951171,0.0045949762517755,0.0059127807617187,0.0104904174804687,0.0104904174804687,0.0060319900512695,0.0086069107055664,0.0110149383544921,0.0285625457763671,0,0.496,1.424,6.576,6.864,8.464,7.488,116.28,0.0081062316894531,0.0081062316894531,106.272,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0071608605076424,0.0090599060058593,0.0069936116536458,0.0051498413085937,0.0088214874267578,0.006103515625,0.0050159601064828,0.005960464477539,0.0109672546386718,0.0109672546386718,0.0063737233479817,0.0084877014160156,0.011301040649414,0.0276565551757812,0,0.496,1.424,6.448,7.008,11.968,12.008,114.728,0.0083446502685546,0.0083446502685546,87.536,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0065310084404636,0.0088214874267578,0.0072121620178222,0.0080585479736328,0.0080347061157226,0.0130176544189453,0.0048784109262319,0.0058412551879882,0.0088214874267578,0.0088214874267578,0.0063419342041015,0.0086069107055664,0.0108003616333007,0.0262737274169921,0,0.496,1.424,6.096,5.728,7.736,8.264,115.552,0.0081062316894531,0.0081062316894531,66.8,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0069722607361143,0.0090599060058593,0.0075817108154296,0.0055313110351562,0.0087261199951171,0.0061988830566406,0.0050801497239332,0.0063180923461914,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0,0.496,1.424,8.88,9.04,0.0,0.0,115.424,0.0090599060058593,0.0090599060058593,63.712,0
