time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_retransmissions_ul_count,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068548306896911,0.0095367431640625,0.0038967787764454,0.0045299530029296,0.0065599169049944,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.424,1.696,1.696,117.192,25.152,27.344,0.0,0.0078678131103515,0.0078678131103515,14833.888,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062513351440429,0.0090599060058593,0.0038946731181084,0.0045299530029296,0.0065599169049944,0.0085830688476562,0.00762939453125,0.00762939453125,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.424,1.696,1.696,112.0,25.152,27.344,0.0,0.0081062316894531,0.0081062316894531,1791.648,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060737133026123,0.0081062316894531,0.0,0.0,0.0065599169049944,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.392,1.696,1.696,112.0,25.152,27.344,0.0,0.00762939453125,0.00762939453125,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061452388763427,0.0078678131103515,0.0,0.0,0.0065599169049944,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.00762939453125,0.00762939453125,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063477492913967,0.0087261199951171,0.0040254122774365,0.0050067901611328,0.0065599169049944,0.0085830688476562,0.0121593475341796,0.0121593475341796,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.36,1.696,1.696,128.248,25.152,27.344,0.0,0.0073909759521484,0.0073909759521484,3040.144,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059343689116672,0.0078678131103515,0.0040292739868164,0.0045537948608398,0.0065599169049944,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.424,1.696,1.696,113.256,25.152,27.344,0.0,0.011444091796875,0.011444091796875,288.256,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059497890187733,0.0081062316894531,0.0054836273193359,0.0054836273193359,0.0065599169049944,0.0085830688476562,0.00762939453125,0.00762939453125,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.392,1.696,1.696,113.256,25.152,27.344,0.0,0.0121593475341796,0.0121593475341796,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059056282043457,0.0078678131103515,0.0,0.0,0.0065599169049944,0.0085830688476562,0.0188350677490234,0.0188350677490234,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.0071525573730468,0.0071525573730468,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060653686523437,0.0081062316894531,0.0,0.0,0.0065599169049944,0.0085830688476562,0.011444091796875,0.011444091796875,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.0071525573730468,0.0071525573730468,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060141086578369,0.0078916549682617,0.0,0.0,0.0065599169049944,0.0085830688476562,0.011444091796875,0.011444091796875,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.00762939453125,0.00762939453125,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059330463409423,0.0081062316894531,0.0,0.0,0.0065599169049944,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0133514404296875,0.0133514404296875,0.0148773193359375,0.0091893332345145,0.016021728515625,0.0187873840332031,0.496,0,1.36,1.696,1.696,112.0,25.152,27.344,0.0,0.0061988830566406,0.0061988830566406,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005931996587497,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0065599169049944,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0091893332345145,0.0,0.0187873840332031,0.496,0,1.36,0.0,0.0,113.256,25.152,27.344,0.0,0.0078678131103515,0.0078678131103515,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061551153947765,0.0081062316894531,0.0044981638590494,0.0072002410888671,0.0065599169049944,0.0085830688476562,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0091893332345145,0.0,0.0187873840332031,0.496,0,1.36,0.0,0.0,141.512,25.152,27.344,0.0,0.0069141387939453,0.0069141387939453,323.584,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060997386970142,0.0083446502685546,0.0045363967483108,0.0056743621826171,0.0065599169049944,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0091893332345145,0.0,0.0187873840332031,0.496,0,1.424,0.0,0.0,118.448,25.152,27.344,0.0,0.0069141387939453,0.0069141387939453,330.616,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063115684547234,0.0083446502685546,0.0038783698831892,0.0044584274291992,0.0065599169049944,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0091893332345145,0.0,0.0187873840332031,0.496,0,1.424,0.0,0.0,117.192,25.152,27.344,0.0,0.0069141387939453,0.0069141387939453,7767.552,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075107783227417,0.0100135803222656,0.003847724196403,0.0042915344238281,0.0065599169049944,0.0085830688476562,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.0091893332345145,0.0,0.0187873840332031,0.496,0,1.424,0.0,0.0,117.192,25.152,27.344,0.0,0.009775161743164,0.009775161743164,47492.032,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068714369588823,0.0092983245849609,0.0,0.0,0.0,0.0,0.0103712081909179,0.011610984802246,0.0,0.0,0.0,0.0,0.0,0.0,1.344,0,2.272,0.0,0.0,117.192,0.0,0.0,0.0,0.0090599060058593,0.0098228454589843,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006110668182373,0.0081300735473632,0.0,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063280753901439,0.009012222290039,0.0039213214102378,0.0045299530029296,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0,1.36,0.0,0.0,123.64,0.0,0.0,0.0,0.00762939453125,0.00762939453125,7412.544,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070014802536161,0.0095367431640625,0.0039534525828318,0.0045299530029296,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0,1.424,0.0,0.0,118.448,0.0,0.0,0.0,0.0140666961669921,0.0140666961669921,11912.016,0
