time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059163570404052,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0140666961669921,0.0140666961669921,0.006103515625,0.0147819519042968,0.0141859054565429,0.0153541564941406,0.0152349472045898,0.0083684921264648,0.0112056732177734,0.0262975692749023,0.496,1.36,1.696,1.696,112.0,15.472,16.528,0.0,0.0,0.0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058359174586054,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0088214874267578,0.0088214874267578,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059936770159213,0.0081062316894531,0.00762939453125,0.00762939453125,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0090599060058593,0.0090599060058593,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059142041562208,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.005960464477539,0.005960464477539,1.192,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060474872589111,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0162124633789062,0.0162124633789062,0.0063419342041015,0.0,0.0,0.0,0.0,0.0086307525634765,0.0115871429443359,0.0264167785644531,0.496,1.36,0.0,0.0,112.0,8.464,7.488,0.0,0.0,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005882978439331,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0116825103759765,0.0116825103759765,0.0057935714721679,0.0,0.0,0.0,0.0,0.0081062316894531,0.0103235244750976,0.0265359878540039,0.496,1.36,0.0,0.0,112.0,8.464,7.488,0.0,0.0,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062165001930274,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.005960464477539,0.005960464477539,0.0060558319091796,0.0,0.0,0.0,0.0,0.0083684921264648,0.0108599662780761,0.0252485275268554,0.496,1.36,0.0,0.0,127.576,15.472,16.528,0.0045580022475298,0.0081062316894531,193.032,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061194101969401,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,117.192,0.0,0.0,0.005801518758138,0.0082969665527343,31.48,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060926569570409,0.0083208084106445,0.0095367431640625,0.0095367431640625,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,116.288,0.0,0.0,0.0052452087402343,0.0054359436035156,3.936,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060955291898379,0.0085353851318359,0.0095367431640625,0.0095367431640625,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,120.76,0.0,0.0,0.0057220458984375,0.0066280364990234,8.12,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00599922217759,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0095367431640625,0.0095367431640625,0.0068187713623046,0.0,0.0,0.0,0.0,0.0092744827270507,0.0112295150756835,0.0282764434814453,0.496,1.424,0.0,0.0,122.392,8.464,7.488,0.0050544738769531,0.0066757202148437,88.4,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058948993682861,0.0076532363891601,0.0078678131103515,0.0078678131103515,0.0131130218505859,0.0131130218505859,0.0063896179199218,0.0,0.0,0.0,0.0,0.0086069107055664,0.0115156173706054,0.0279426574707031,0.496,1.424,0.0,0.0,112.0,8.464,7.488,0.0,0.0,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058388710021972,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0088214874267578,0.0088214874267578,0.006115436553955,0.0,0.0,0.0,0.0,0.0083684921264648,0.010693073272705,0.0261783599853515,0.496,1.36,0.0,0.0,112.0,15.472,16.528,0.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060714117371209,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,118.8,0.0,0.0,0.0081062316894531,0.0084877014160156,6.224,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061020992770053,0.0083446502685546,0.009775161743164,0.009775161743164,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.528,0.0,0.0,0.0060796737670898,0.0063657760620117,3.952,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00604705430975,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0071525573730468,0.0071525573730468,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060209587438782,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0126361846923828,0.0126361846923828,0.0064373016357421,0.0,0.0,0.0,0.0,0.0083446502685546,0.0112533569335937,0.0279903411865234,0.496,1.36,0.0,0.0,113.256,8.464,7.488,0.0045299530029296,0.0045299530029296,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058665064168093,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0121593475341796,0.0121593475341796,0.0060319900512695,0.0,0.0,0.0,0.0,0.0081062316894531,0.010991096496582,0.0266790390014648,0.496,1.36,0.0,0.0,121.688,8.464,7.488,0.0049471855163574,0.0065326690673828,23.088,0
