time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058665064168093,0.0078678131103515,0.0071287155151367,0.007033348083496,0.0096559524536132,0.0107049942016601,0.0060796737670898,0.0,0.0,0.0,0.0,0.0082015991210937,0.0107884407043457,0.0272512435913085,1.344,2.272,0.0,0.0,121.688,15.472,16.528,0.0049471855163574,0.0065326690673828,23.088,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058665064168093,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,121.688,0.0,0.0,0.0049471855163574,0.0065326690673828,23.088,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058665064168093,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,121.688,0.0,0.0,0.0049471855163574,0.0065326690673828,23.088,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060100366573522,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.536,0.0,0.0,0.0058809916178385,0.0082015991210937,19.464,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061007107005399,0.0085115432739257,0.0066757202148437,0.0066757202148437,0.0104904174804687,0.0104904174804687,0.0060081481933593,0.0,0.0,0.0,0.0,0.008392333984375,0.0118017196655273,0.0273942947387695,0.496,1.424,0.0,0.0,123.92,8.464,7.488,0.0053246815999348,0.0069141387939453,34.624,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058833639420087,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0064373016357421,0.0064373016357421,0.0065088272094726,0.0,0.0,0.0,0.0,0.0092267990112304,0.0108957290649414,0.0271558761596679,0.496,1.424,0.0,0.0,113.256,8.464,7.488,0.0085830688476562,0.0085830688476562,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062257635827158,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.009775161743164,0.009775161743164,0.0061273574829101,0.0,0.0,0.0,0.0,0.0086307525634765,0.0120282173156738,0.0303030014038085,0.496,1.36,0.0,0.0,122.72,15.472,16.528,0.0055176871163504,0.0070095062255859,40.904,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060529851201754,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059047148595401,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,114.76,0.0,0.0,0.0071525573730468,0.0071525573730468,2.472,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058798054557534,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,114.344,0.0,0.0,0.0064373016357421,0.0064373016357421,2.056,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060474872589111,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.005960464477539,0.005960464477539,0.0059843063354492,0.0,0.0,0.0,0.0,0.0088214874267578,0.0116825103759765,0.0298500061035156,0.496,1.424,0.0,0.0,112.0,8.464,7.488,0.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063210285355892,0.0085353851318359,0.005960464477539,0.005960464477539,0.0061988830566406,0.0061988830566406,0.0061459011501736,0.0,0.0,0.0,0.0,0.0072479248046875,0.0103820453990589,0.0271797180175781,0.496,1.36,0.0,0.0,119.992,7.936,8.016,0.0052452087402343,0.0066757202148437,39.48,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061611137767829,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.009775161743164,0.009775161743164,0.006258487701416,0.0,0.0,0.0,0.0,0.0085830688476562,0.010538101196289,0.0260114669799804,0.496,1.424,0.0,0.0,115.616,15.472,16.528,0.0057220458984375,0.006103515625,3.264,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006218947986565,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0073909759521484,0.0073909759521484,0.0,0.0045299530029296,0.0095367431640625,0.0045299530029296,0.0095367431640625,0.0,0.0,0.0,0.496,1.424,0.848,0.848,115.776,0.0,0.0,0.0053644180297851,0.0066757202148437,12.176,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060188770294189,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0107288360595703,0.0107288360595703,0.0,0.0083446502685546,0.0045299530029296,0.0083446502685546,0.0045299530029296,0.0,0.0,0.0,0.496,1.424,0.848,0.848,112.0,0.0,0.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059103965759277,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058972835540771,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.00762939453125,0.00762939453125,0.0060081481933593,0.0,0.0,0.0,0.0,0.008392333984375,0.0110626220703125,0.0281095504760742,0.496,1.36,0.0,0.0,112.0,8.464,7.488,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058639049530029,0.00762939453125,0.0083446502685546,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0066757202148437,0.0,0.0,0.0,0.0,0.0088691711425781,0.0122547149658203,0.0286817550659179,0.496,1.36,0.0,0.0,112.0,8.464,7.488,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061294407520479,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.005960464477539,0.005960464477539,0.0060200691223144,0.0,0.0,0.0,0.0,0.0083684921264648,0.0113248825073242,0.0266313552856445,0.496,1.36,0.0,0.0,128.288,15.472,16.528,0.005756105695452,0.0075817108154296,16.84,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0078678131103515,0.0078678131103515,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059189488045611,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0092983245849609,0.0092983245849609,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060892105102539,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060000070711461,0.0080108642578124,0.0061988830566406,0.0061988830566406,0.0078678131103515,0.0078678131103515,0.0062227249145507,0.0,0.0,0.0,0.0,0.0084161758422851,0.0118970870971679,0.0286340713500976,0.496,1.36,0.0,0.0,127.592,8.464,7.488,0.0051573703163548,0.0080585479736328,152.84,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061716013286837,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.017404556274414,0.017404556274414,0.006066428290473,0.0,0.0,0.0,0.0,0.0068187713623046,0.0109239058061079,0.0274181365966796,0.496,1.424,0.0,0.0,117.192,7.936,8.016,0.0045746564865112,0.0054836273193359,225.856,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059688091278076,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0109672546386718,0.0109672546386718,0.0059981095163445,0.0,0.0,0.0,0.0,0.0081539154052734,0.0107174827938988,0.026702880859375,0.496,1.424,0.0,0.0,112.0,14.944,17.056,0.0049769878387451,0.0072717666625976,133.536,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061307634626116,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,120.712,0.0,0.0,0.0045407902110706,0.0059366226196289,176.992,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060185864197081,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.004434585571289,0.0050544738769531,39.688,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063269009143848,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,121.352,0.0,0.0,0.0048041343688964,0.0062465667724609,107.168,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062700527817455,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0119209289550781,0.0119209289550781,0.006270408630371,0.0,0.0,0.0,0.0,0.0085830688476562,0.0107765197753906,0.026869773864746,0.496,1.424,0.0,0.0,114.792,8.464,7.488,0.0048325611994816,0.0057220458984375,90.592,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006338357925415,0.0088214874267578,0.005960464477539,0.005960464477539,0.0083446502685546,0.0083446502685546,0.0065803527832031,0.0,0.0,0.0,0.0,0.0083684921264648,0.0114202499389648,0.0283241271972656,0.496,1.424,0.0,0.0,112.0,8.464,7.488,0.0049449779369212,0.0061988830566406,113.56,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060029549173789,0.0078439712524414,0.0069141387939453,0.0069141387939453,0.0052452087402343,0.0052452087402343,0.0064849853515625,0.0,0.0,0.0,0.0,0.0100612640380859,0.010538101196289,0.0263929367065429,0.496,1.424,0.0,0.0,118.608,15.472,16.528,0.0047570183163597,0.0054836273193359,79.368,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063507118035311,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.112,0.0,0.0,0.0049591064453125,0.0053882598876953,64.456,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061941618966584,0.0081062316894531,0.0064849853515625,0.0057220458984375,0.0122785568237304,0.0156164169311523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,116.304,0.0,0.0,0.0045666327843299,0.0050067901611328,66.512,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061656705182583,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0049787409165326,0.0061511993408203,39.416,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064819317145887,0.0090599060058593,0.0064373016357421,0.0064373016357421,0.009775161743164,0.009775161743164,0.0060367584228515,0.0,0.0,0.0,0.0,0.008249282836914,0.0107765197753906,0.0243663787841796,0.496,1.424,0.0,0.0,118.904,19.776,18.264,0.0052703054327713,0.0062465667724609,51.352,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061383887903014,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0061988830566406,0.0061988830566406,0.0064611434936523,0.0,0.0,0.0,0.0,0.0088453292846679,0.0110387802124023,0.0278472900390625,0.496,1.424,0.0,0.0,114.888,8.464,7.488,0.0048828125,0.0059127807617187,75.72,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063388501826803,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0058889389038085,0.0,0.0,0.0,0.0,0.0079154968261718,0.0113248825073242,0.0258922576904296,0.496,1.424,0.0,0.0,115.048,15.472,16.528,0.0048784109262319,0.0053644180297851,65.744,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060363788509843,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.624,0.0,0.0,0.0047187010447184,0.0050067901611328,67.104,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062154893258317,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,114.616,0.0,0.0,0.0046453168315272,0.0054836273193359,128.68,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063570419160446,0.0085830688476562,0.009775161743164,0.009775161743164,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.88,0.0,0.0,0.0053473881312779,0.0069618225097656,95.968,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062791427763381,0.008559226989746,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0070095062255859,0.0,0.0,0.0,0.0,0.0099182128906249,0.0110864639282226,0.0284194946289062,0.496,1.424,0.0,0.0,115.984,8.464,7.488,0.0045185997372581,0.0054597854614257,260.16,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062555369764271,0.0083446502685546,0.00762939453125,0.00762939453125,0.0083446502685546,0.0083446502685546,0.0070095062255859,0.0,0.0,0.0,0.0,0.0105142593383789,0.011610984802246,0.0278472900390625,0.496,1.424,0.0,0.0,117.008,8.464,7.488,0.0049609404343825,0.0057220458984375,69.296,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063032653201278,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0112056732177734,0.0112056732177734,0.0065803527832031,0.0,0.0,0.0,0.0,0.0091552734375,0.0112652778625488,0.0258207321166992,0.496,1.424,0.0,0.0,114.808,15.472,16.528,0.0045710596544989,0.0050067901611328,105.864,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062949621855322,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,116.136,0.0,0.0,0.0047294460997289,0.0057220458984375,198.296,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063127546168085,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0061988830566406,0.0061988830566406,0.0,0.0045299530029296,0.0121593475341796,0.0045299530029296,0.0121593475341796,0.0,0.0,0.0,0.496,1.424,0.848,0.848,114.648,0.0,0.0,0.0048935413360595,0.0061988830566406,218.784,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065231323242187,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0104904174804687,0.0104904174804687,0.0,0.0100135803222656,0.0045299530029296,0.0100135803222656,0.0045299530029296,0.0,0.0,0.0,0.496,1.424,0.848,0.848,114.232,0.0,0.0,0.0050332811143663,0.0058174133300781,85.16,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0081062316894531,0.0081062316894531,0.0059366226196289,0.0,0.0,0.0,0.0,0.008392333984375,0.0111579895019531,0.0281572341918945,0.496,1.424,0.0,0.0,117.008,8.464,7.488,0.0050159601064828,0.0063180923461914,73.744,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062472749464582,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0063419342041015,0.0,0.0,0.0,0.0,0.0088214874267578,0.011610984802246,0.0292062759399414,0.496,1.424,0.0,0.0,116.16,8.464,7.488,0.0049426005436823,0.005960464477539,70.368,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061729166767384,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0085830688476562,0.0085830688476562,0.0060677528381347,0.0,0.0,0.0,0.0,0.0086307525634765,0.0112414360046386,0.0288963317871093,0.496,1.424,0.0,0.0,116.368,15.472,16.528,0.0053473881312779,0.0061988830566406,56.616,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062191486358642,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0050976162865048,0.0064373016357421,52.728,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,114.328,0.0,0.0,0.0067949295043945,0.0081539154052734,10.144,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060257033922185,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,115.88,0.0,0.0,0.0071525573730468,0.0071525573730468,3.592,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005971087087499,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0107288360595703,0.0107288360595703,0.0067710876464843,0.0,0.0,0.0,0.0,0.009322166442871,0.0112056732177734,0.0286102294921875,0.496,1.424,0.0,0.0,119.296,8.464,7.488,0.0066757202148437,0.008249282836914,9.928,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005873874645328,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0123977661132812,0.0123977661132812,0.0060081481933593,0.0,0.0,0.0,0.0,0.0088214874267578,0.0119924545288085,0.0326395034790039,0.496,1.424,0.0,0.0,113.256,8.464,7.488,0.004887580871582,0.0051736831665039,5.744,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061965107324704,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0069737434387207,0.0,0.0,0.0,0.0,0.0095367431640625,0.0118494033813476,0.0301599502563476,0.496,1.424,0.0,0.0,113.256,15.472,16.528,0.0047683715820312,0.0047683715820312,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060182986873211,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,118.448,0.0,0.0,0.0051259994506835,0.0075101852416992,52.704,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059747695922851,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005965232849121,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060081481933593,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0095367431640625,0.0095367431640625,0.006413459777832,0.0,0.0,0.0,0.0,0.0083446502685546,0.0110864639282226,0.0277996063232421,0.496,1.36,0.0,0.0,112.0,8.464,7.488,0.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059163570404052,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0060558319091796,0.0,0.0,0.0,0.0,0.0084161758422851,0.0124216079711914,0.0328540802001953,0.496,1.36,0.0,0.0,112.0,8.464,7.488,0.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061666965484619,0.0081062316894531,0.00762939453125,0.00762939453125,0.0112056732177734,0.0112056732177734,0.0055313110351562,0.0,0.0,0.0,0.0,0.0066280364990234,0.0109672546386718,0.0257253646850585,0.496,1.36,0.0,0.0,112.0,7.736,8.264,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006648302078247,0.0083446502685546,0.00762939453125,0.00762939453125,0.009775161743164,0.009775161743164,0.0061750411987304,0.0,0.0,0.0,0.0,0.0090599060058593,0.012063980102539,0.030374526977539,0.496,1.36,0.0,0.0,112.696,7.736,8.264,0.0092983245849609,0.0092983245849609,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059652091258793,0.0078678131103515,0.0092506408691406,0.0071525573730468,0.0107288360595703,0.0118732452392578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,113.256,0.0,0.0,0.0052452087402343,0.0052452087402343,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058715023211578,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0045299530029296,0.0045299530029296,1.192,0
