time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072115718728244,0.0099897384643554,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0038862593506233,0.0045299530029296,14779.92,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063661319106372,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0,0.0060081481933593,0.0,0.0,0.0,0.0075340270996093,0.0140666961669921,0.0140666961669921,0.0110149383544921,0.0213623046875,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0039560352256911,0.0047683715820312,1866.552,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061571598052978,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0058650970458984,0.0,0.0,0.0,0.0073909759521484,0.0066757202148437,0.0066757202148437,0.0109672546386718,0.0211238861083984,0.496,1.392,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062406063079833,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.0,0.0060717264811197,0.0,0.0,0.0,0.008249282836914,0.0121593475341796,0.0121593475341796,0.0108242034912109,0.0246047973632812,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064478201024672,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0,0.006866455078125,0.0,0.0,0.0,0.0091552734375,0.0073909759521484,0.0073909759521484,0.0100135803222656,0.0190258026123046,0.496,1.36,0.0,0.0,4.232,3.744,126.992,0.004043304380566,0.0049591064453125,2597.16,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006338357925415,0.0086069107055664,0.0078678131103515,0.0078678131103515,0.0,0.0061988830566406,0.0,0.0,0.0,0.0082015991210937,0.0104904174804687,0.0104904174804687,0.0113248825073242,0.0305414199829101,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0040081964022871,0.0048160552978515,728.856,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061739736528538,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,113.256,0.0042915344238281,0.0042915344238281,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061016177656638,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0072002410888671,0.0,0.0,0.0,0.0098705291748046,0.0095367431640625,0.0095367431640625,0.01068115234375,0.020456314086914,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.005960464477539,0.005960464477539,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064159507182107,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0066757202148437,0.0,0.0,0.0,0.0079631805419921,0.0078678131103515,0.0078678131103515,0.0110626220703125,0.0216007232666015,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0054836273193359,0.0054836273193359,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064159507182107,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0,0.0058809916178385,0.0,0.0,0.0,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0105857849121093,0.0249385833740234,0.496,1.36,0.0,0.0,11.968,12.008,113.256,0.0054836273193359,0.0054836273193359,1.192,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064159507182107,0.0085830688476562,0.0068902969360351,0.0058412551879882,0.0,0.0059127807617187,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0078201293945312,0.0110626220703125,0.0206470489501953,1.344,2.208,0.0,0.0,4.232,3.744,113.256,0.0054836273193359,0.0054836273193359,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064159507182107,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0064849853515625,0.0,0.0,0.0,0.0089406967163085,0.0119209289550781,0.0119209289550781,0.011301040649414,0.0244855880737304,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0054836273193359,0.0054836273193359,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006245177926369,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,140.256,0.0044888463513604,0.0057697296142578,322.392,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062909456762937,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0061511993408203,0.0,0.0,0.0,0.00762939453125,0.0116825103759765,0.0116825103759765,0.0111103057861328,0.0199794769287109,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.004446184312975,0.0058174133300781,330.616,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062236691465472,0.0087976455688476,0.0085830688476562,0.0085830688476562,0.0,0.0062465667724609,0.0,0.0,0.0,0.0081062316894531,0.0126361846923828,0.0126361846923828,0.0104904174804687,0.0200271606445312,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0038955325172061,0.0045299530029296,6043.368,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074004182721128,0.0100135803222656,0.0102519989013671,0.0102519989013671,0.0,0.0062783559163411,0.0,0.0,0.0,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0107447306315104,0.0241756439208984,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0038665443770447,0.0045299530029296,49204.512,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073031999578523,0.009775161743164,0.0126361846923828,0.0126361846923828,0.0,0.0060558319091796,0.0,0.0,0.0,0.0076770782470703,0.0102519989013671,0.0102519989013671,0.0109672546386718,0.0199317932128906,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060153007507324,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0,0.0061988830566406,0.0,0.0,0.0,0.0085830688476562,0.013589859008789,0.013589859008789,0.0110626220703125,0.0252723693847656,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006113052368164,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0078678131103515,0.0078678131103515,6.984,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068495426271936,0.0092983245849609,0.0100135803222656,0.0100135803222656,0.0,0.0075340270996093,0.0,0.0,0.0,0.011301040649414,0.0088214874267578,0.0088214874267578,0.0109672546386718,0.0204086303710937,0.496,1.392,0.0,0.0,4.232,3.744,127.576,0.0039564318652807,0.0047683715820312,12485.928,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00726998741947,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0,0.006723403930664,0.0,0.0,0.0,0.0094890594482421,0.0083446502685546,0.0083446502685546,0.0108718872070312,0.0211715698242187,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0039681830175657,0.0047683715820312,8150.096,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061658349367651,0.0083446502685546,0.0157356262207031,0.0157356262207031,0.0,0.0060240427652994,0.0,0.0,0.0,0.0083446502685546,0.0126361846923828,0.0126361846923828,0.0107765197753906,0.0246524810791015,0.496,1.424,0.0,0.0,11.968,12.008,116.0,0.0046399923471304,0.0052928924560546,214.152,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006118224034855,0.0081062316894531,0.011444091796875,0.011444091796875,0.0,0.0071525573730468,0.0,0.0,0.0,0.0088691711425781,0.0119209289550781,0.0119209289550781,0.011444091796875,0.0214576721191406,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.005960464477539,0.005960464477539,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061601253565896,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.013589859008789,0.0057935714721679,0.0140666961669921,0.0162601470947265,0.0173091888427734,0.0081777572631835,0.0088214874267578,0.0088214874267578,0.0100612640380859,0.0247478485107421,0.496,1.36,1.696,1.696,7.736,8.264,123.64,0.0040478176540798,0.0047922134399414,912.384,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067492622641188,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0039140383402506,0.0047683715820312,7886.864,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006866455078125,0.0090599060058593,0.011444091796875,0.011444091796875,0.0,0.0063896179199218,0.0,0.0,0.0,0.0077724456787109,0.0109672546386718,0.0109672546386718,0.0102996826171875,0.0192642211914062,0.496,1.424,0.0,0.0,4.232,3.744,116.632,0.0041124116571456,0.0050067901611328,2134.44,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065720081329345,0.0083684921264648,0.0071525573730468,0.0071525573730468,0.0,0.0057220458984375,0.0,0.0,0.0,0.0071525573730468,0.0092983245849609,0.0092983245849609,0.0110626220703125,0.0206947326660156,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063464193060846,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0068982442220052,0.0,0.0,0.0,0.0088691711425781,0.00762939453125,0.00762939453125,0.0112056732177734,0.027322769165039,0.496,1.36,0.0,0.0,11.968,12.008,119.952,0.0046491622924804,0.0051259994506835,7.376,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066178860050616,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0,0.0058174133300781,0.0,0.0,0.0,0.0074386596679687,0.0069141387939453,0.0069141387939453,0.0118255615234375,0.0231266021728515,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0039982417273142,0.0047683715820312,2641.28,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064915949755375,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0062253740098741,0.0,0.0,0.0,0.00762939453125,0.0159740447998046,0.0159740447998046,0.0109889290549538,0.0269412994384765,0.496,1.424,0.0,0.0,7.208,8.792,118.448,0.0040195882320404,0.0050067901611328,1379.824,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066674581848748,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0038713324371227,0.0045299530029296,15906.952,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074016514109141,0.009775161743164,0.0123977661132812,0.0123977661132812,0.0,0.0071525573730468,0.0,0.0,0.0,0.0096321105957031,0.0090599060058593,0.0090599060058593,0.0114917755126953,0.0212669372558593,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0038864148391586,0.0045299530029296,24117.928,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071918964385986,0.0090599060058593,0.0112056732177734,0.0112056732177734,0.0,0.0071525573730468,0.0,0.0,0.0,0.0088691711425781,0.013589859008789,0.013589859008789,0.0119209289550781,0.0226020812988281,0.496,1.424,0.0,0.0,4.232,3.744,116.632,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066232681274414,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0061829884847005,0.0,0.0,0.0,0.0083446502685546,0.011444091796875,0.011444091796875,0.0107765197753906,0.0258922576904296,0.496,1.424,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066685676574707,0.0083684921264648,0.0078678131103515,0.0078678131103515,0.0,0.0060558319091796,0.0,0.0,0.0,0.00762939453125,0.0102519989013671,0.0102519989013671,0.0110149383544921,0.0211715698242187,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066792964935302,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0058412551879882,0.0,0.0,0.0,0.0081300735473632,0.0081062316894531,0.0081062316894531,0.0101089477539062,0.024580955505371,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064467909324228,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0090599060058593,0.0090599060058593,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059936770159213,0.0078678131103515,0.0116825103759765,0.0116825103759765,0.0,0.0064373016357421,0.0,0.0,0.0,0.0084877014160156,0.0121593475341796,0.0121593475341796,0.010538101196289,0.0200748443603515,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0083446502685546,0.0083446502685546,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006549024351553,0.0093936920166015,0.0064373016357421,0.0064373016357421,0.0,0.0058650970458984,0.0,0.0,0.0,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0104427337646484,0.01983642578125,0.496,1.36,0.0,0.0,4.232,3.744,144.408,0.0038789935833293,0.0045299530029296,16517.784,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073969067625738,0.009775161743164,0.0109672546386718,0.0109672546386718,0.0,0.0061194101969401,0.0,0.0,0.0,0.008249282836914,0.0169277191162109,0.0169277191162109,0.0113328297932942,0.0264644622802734,0.496,1.424,0.0,0.0,11.968,12.008,117.192,0.0039009337729596,0.0045299530029296,23488.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073969067625738,0.009775161743164,0.0123977661132812,0.0123977661132812,0.0,0.0073909759521484,0.0,0.0,0.0,0.0108718872070312,0.0085830688476562,0.0085830688476562,0.0114917755126953,0.0204086303710937,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0039009337729596,0.0045299530029296,23488.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073969067625738,0.009775161743164,0.0064849853515625,0.0057220458984375,0.0,0.0062465667724609,0.0,0.0,0.0,0.0081777572631835,0.0095367431640625,0.0104904174804687,0.010538101196289,0.0250577926635742,1.344,2.272,0.0,0.0,7.736,8.264,117.192,0.0039009337729596,0.0045299530029296,23488.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073969067625738,0.009775161743164,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0039009337729596,0.0045299530029296,23488.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062841995089661,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0059472190009223,0.0,0.0,0.0,0.0077009201049804,0.0071525573730468,0.0071525573730468,0.010306184942072,0.023961067199707,0.496,1.36,0.0,0.0,14.488,15.576,123.36,0.005960464477539,0.0079154968261718,13.64,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062510741883842,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0063419342041015,0.0,0.0,0.0,0.0080108642578125,0.0081062316894531,0.0081062316894531,0.0115394592285156,0.0220775604248046,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0078678131103515,0.0078678131103515,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062724251059157,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0,0.0062465667724609,0.0,0.0,0.0,0.0086307525634765,0.0112056732177734,0.0112056732177734,0.0106334686279296,0.0257492065429687,0.496,1.36,0.0,0.0,11.968,12.008,113.256,0.0042915344238281,0.0042915344238281,1.192,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061380863189697,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0060558319091796,0.0,0.0,0.0,0.0073432922363281,0.0081062316894531,0.0081062316894531,0.0100612640380859,0.0190258026123046,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061774253845214,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0063180923461914,0.0,0.0,0.0,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0108242034912109,0.0251054763793945,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060915946960449,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067162282258561,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0,0.0061988830566406,0.0,0.0,0.0,0.0077724456787109,0.0138282775878906,0.0138282775878906,0.0114917755126953,0.0226974487304687,0.496,1.36,0.0,0.0,4.232,3.744,139.936,0.0038694851428601,0.0045299530029296,29255.4,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075514953915435,0.0099897384643554,0.009775161743164,0.009775161743164,0.0,0.0073432922363281,0.0,0.0,0.0,0.009012222290039,0.019073486328125,0.019073486328125,0.0110149383544921,0.0206947326660156,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0039221238589694,0.0045299530029296,20359.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066580158649104,0.0088214874267578,0.0123977661132812,0.0123977661132812,0.0,0.0062783559163411,0.0,0.0,0.0,0.0091075897216796,0.0092983245849609,0.0092983245849609,0.0109672546386718,0.0256538391113281,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0052703054327713,0.0064849853515625,88.872,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00600531549737,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0059127807617187,0.0,0.0,0.0,0.0076770782470703,0.0121593475341796,0.0121593475341796,0.0112533569335937,0.0214576721191406,0.496,1.424,0.0,0.0,4.232,3.744,116.88,0.0055233637491861,0.0067949295043945,21.36,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059378147125244,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0064849853515625,0.0,0.0,0.0,0.0087499618530273,0.0145435333251953,0.0145435333251953,0.0116586685180664,0.0256299972534179,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0062783559163411,0.0072479248046875,11.976,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0,0.0071525573730468,0.010538101196289,0.0082969665527343,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.496,1.392,1.696,1.696,0.0,0.0,117.192,0.0069141387939453,0.0069141387939453,9.928,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061469502968363,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0061988830566406,0.0,0.0,0.0,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.011301040649414,0.0214576721191406,0.496,1.424,0.0,0.0,4.232,3.744,122.384,0.0082254409790039,0.0083208084106445,13.712,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062644481658935,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0,0.006103515625,0.0,0.0,0.0,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0110149383544921,0.0209331512451171,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0054836273193359,0.0064373016357421,14.608,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060387511751545,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.006421407063802,0.0,0.0,0.0,0.0086307525634765,0.0119209289550781,0.0119209289550781,0.01068115234375,0.02593994140625,0.496,1.392,0.0,0.0,11.968,12.008,113.256,0.0050067901611328,0.0050067901611328,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062261647845975,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0060558319091796,0.0,0.0,0.0,0.0078678131103515,0.0128746032714843,0.0128746032714843,0.0110149383544921,0.0206947326660156,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0069141387939453,0.0069141387939453,1.192,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062581911608947,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0059843063354492,0.0,0.0,0.0,0.008392333984375,0.0193119049072265,0.0193119049072265,0.0119209289550781,0.0304698944091796,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0069141387939453,0.0069141387939453,1.192,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062978267669677,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953067779541,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0,0.005960464477539,0.0,0.0,0.0,0.0075340270996093,0.0376701354980468,0.0376701354980468,0.0117778778076171,0.0224590301513671,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
