time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059616506396241,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0056028366088867,0.006270408630371,0.0066689082554408,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.424,1.696,1.696,25.152,27.344,0.0,113.256,0.0061988830566406,0.0061988830566406,1.192,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006115495277743,0.0083446502685546,0.00762939453125,0.00762939453125,0.0056028366088867,0.006270408630371,0.0066689082554408,0.0061988830566406,0.0061988830566406,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.36,1.696,1.696,25.152,27.344,0.0,119.688,0.0073115030924479,0.0088691711425781,7.048,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061104937297541,0.0084877014160156,0.00762939453125,0.00762939453125,0.0056028366088867,0.006270408630371,0.0066689082554408,0.0143051147460937,0.0143051147460937,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.424,1.696,1.696,25.152,27.344,0.0,127.736,0.0047981739044189,0.0056028366088867,41.184,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061490642490671,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0056028366088867,0.006270408630371,0.0066689082554408,0.019073486328125,0.019073486328125,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.424,1.696,1.696,25.152,27.344,0.0,114.328,0.0056028366088867,0.007033348083496,24.48,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059318542480468,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0056028366088867,0.006270408630371,0.0066689082554408,0.0092983245849609,0.0092983245849609,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.36,1.696,1.696,25.152,27.344,0.0,112.0,0.0,0.0,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059223175048828,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0056028366088867,0.006270408630371,0.0066689082554408,0.0152587890625,0.0152587890625,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.36,1.696,1.696,25.152,27.344,0.0,112.0,0.0,0.0,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0083446502685546,0.00762939453125,0.00762939453125,0.0056028366088867,0.006270408630371,0.0066689082554408,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.36,1.696,1.696,25.152,27.344,0.0,112.0,0.0,0.0,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005965139351639,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0056028366088867,0.006270408630371,0.0066689082554408,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.424,1.696,1.696,25.152,27.344,0.0,121.984,0.007033348083496,0.0082015991210937,9.056,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059426720462628,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0056028366088867,0.006270408630371,0.0066689082554408,0.0104904174804687,0.0104904174804687,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.36,1.696,1.696,25.152,27.344,0.0,113.256,0.0045299530029296,0.0045299530029296,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059877462054959,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0056028366088867,0.006270408630371,0.0066689082554408,0.0092983245849609,0.0092983245849609,0.0064373016357421,0.0075817108154296,0.0094413757324218,0.0095163072858537,0.0202178955078125,0.496,1.36,1.696,1.696,25.152,27.344,0.0,113.256,0.0073909759521484,0.0073909759521484,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060462951660156,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0056028366088867,0.006270408630371,0.0,0.0090599060058593,0.0090599060058593,0.0064373016357421,0.0075817108154296,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059722673774945,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0056028366088867,0.006270408630371,0.0064611434936523,0.0107288360595703,0.0107288360595703,0.0064373016357421,0.0075817108154296,0.0095844268798828,0.0123977661132812,0.0289678573608398,0.496,1.424,1.696,1.696,8.264,7.736,0.0,118.224,0.0067949295043945,0.0076532363891601,5.648,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059890747070312,0.0074148178100585,0.0066757202148437,0.0066757202148437,0.0056028366088867,0.006270408630371,0.0066757202148437,0.0107288360595703,0.0107288360595703,0.0064373016357421,0.0075817108154296,0.0092506408691406,0.010538101196289,0.0192642211914062,0.496,1.36,1.696,1.696,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058376789093017,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0056028366088867,0.006270408630371,0.0063419342041015,0.0109672546386718,0.0109672546386718,0.0064373016357421,0.0075817108154296,0.0079631805419921,0.0110626220703125,0.0210762023925781,0.496,1.36,1.696,1.696,4.52,3.504,0.0,112.0,0.0,0.0,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063051091562403,0.008559226989746,0.0069141387939453,0.0069141387939453,0.0056028366088867,0.006270408630371,0.0,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0075817108154296,0.0,0.0,0.0,0.496,1.424,1.696,1.696,0.0,0.0,0.0,116.144,0.0073909759521484,0.0081539154052734,3.792,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058442205932009,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0056028366088867,0.006270408630371,0.0064849853515625,0.0109672546386718,0.0109672546386718,0.0064373016357421,0.0075817108154296,0.0086307525634765,0.0107288360595703,0.0207424163818359,0.496,1.36,1.696,1.696,3.744,4.232,0.0,113.256,0.0069141387939453,0.0069141387939453,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0056028366088867,0.006270408630371,0.0062942504882812,0.0081062316894531,0.0081062316894531,0.0064373016357421,0.0075817108154296,0.0080108642578125,0.0115394592285156,0.0219345092773437,0.496,1.36,1.696,1.696,3.744,4.232,0.0,113.256,0.0052452087402343,0.0052452087402343,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0064032418387276,0.011444091796875,0.011444091796875,0.0,0.0,0.0086784362792968,0.010758638381958,0.0259876251220703,0.496,1.36,0.0,0.0,12.536,11.44,0.0,113.256,0.0052452087402343,0.0052452087402343,1.192,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0081062316894531,0.0064611434936523,0.0056028366088867,0.0,0.0,0.0063419342041015,0.0112056732177734,0.0117778778076171,0.0,0.0,0.0082015991210937,0.0113487243652343,0.0215530395507812,1.344,2.208,0.0,0.0,3.744,4.232,0.0,113.256,0.0052452087402343,0.0052452087402343,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0063657760620117,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0081777572631835,0.0108957290649414,0.0249862670898437,0.496,1.36,0.0,0.0,8.264,7.736,0.0,113.256,0.0052452087402343,0.0052452087402343,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058952255628595,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,116.424,0.0085830688476562,0.0085830688476562,4.136,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060981917149812,0.0084638595581054,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0060558319091796,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0079631805419921,0.0112533569335937,0.0217914581298828,0.496,1.424,0.0,0.0,3.744,4.232,0.0,127.944,0.0068545341491699,0.0095605850219726,17.088,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0070095062255859,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0093936920166015,0.0125408172607421,0.0222682952880859,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,0.0066757202148437,0.0066757202148437,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061146655485997,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0063578287760416,0.011444091796875,0.011444091796875,0.0,0.0,0.0086307525634765,0.0111103057861328,0.0257015228271484,0.496,1.36,0.0,0.0,12.008,11.968,0.0,113.256,0.0042915344238281,0.0042915344238281,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059020519256591,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0065326690673828,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0087261199951171,0.0104904174804687,0.019693374633789,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061464309692382,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0066280364990234,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0083684921264648,0.01068115234375,0.0241756439208984,0.496,1.36,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061798095703125,0.0083684921264648,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061476230621337,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0069141387939453,0.009775161743164,0.009775161743164,0.0,0.0,0.008392333984375,0.0111103057861328,0.0203132629394531,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063204765319824,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0061988830566406,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0061988830566406,0.0158548355102539,0.024724006652832,0.496,1.36,0.0,0.0,1.12,0.592,0.0,112.696,0.0078678131103515,0.0078678131103515,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063412225068505,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0064637925889756,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0090599060058593,0.0105202198028564,0.0169038772583007,0.496,1.36,0.0,0.0,6.368,7.872,0.0,113.256,0.0057220458984375,0.0057220458984375,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059474166946031,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0,0.0,0.006421407063802,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0089168548583984,0.0114281972249348,0.0271797180175781,0.496,1.36,0.0,0.0,12.008,11.968,0.0,113.256,0.0064373016357421,0.0064373016357421,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060260295867919,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.006103515625,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0084161758422851,0.0108003616333007,0.0257015228271484,0.496,1.36,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059771537780761,0.0078916549682617,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060546398162841,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060045719146728,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0058412551879882,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0063657760620117,0.0107685724894205,0.0195503234863281,0.496,1.36,0.0,0.0,4.272,3.704,0.0,112.0,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059391135600075,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0063896179199218,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0086069107055664,0.0108718872070312,0.0269651412963867,0.496,1.36,0.0,0.0,7.488,8.464,0.0,113.256,0.0085830688476562,0.0085830688476562,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0063260396321614,0.011444091796875,0.011444091796875,0.0,0.0,0.0087261199951171,0.0110149383544921,0.0272274017333984,0.496,1.36,0.0,0.0,12.008,11.968,0.0,113.256,0.0050067901611328,0.0050067901611328,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060921284689832,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0065326690673828,0.0083446502685546,0.0083446502685546,0.0,0.0,0.008392333984375,0.0112056732177734,0.0253915786743164,0.496,1.36,0.0,0.0,8.264,7.736,0.0,113.256,0.0054836273193359,0.0054836273193359,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059139728546142,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059974193572998,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059020519256591,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0059127807617187,0.0112056732177734,0.0112056732177734,0.0,0.0,0.007486343383789,0.0114917755126953,0.0226974487304687,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061285495758056,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0069856643676757,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0089168548583984,0.0116348266601562,0.0281810760498046,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062176746687865,0.0082969665527343,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0062942504882812,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0086307525634765,0.0109036763509114,0.0264644622802734,0.496,1.424,0.0,0.0,12.008,11.968,0.0,123.64,0.0052452087402343,0.0081062316894531,134.744,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061327868168896,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0063180923461914,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0088453292846679,0.0116586685180664,0.027322769165039,0.496,1.36,0.0,0.0,8.264,7.736,0.0,118.448,0.0049471855163574,0.0069379806518554,76.816,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067254871998018,0.0091791152954101,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,139.216,0.0038689291989233,0.0045299530029296,19115.08,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066306460556106,0.0090599060058593,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0038758858707457,0.0045299530029296,31791.688,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070707121891761,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0075340270996093,0.0176429748535156,0.0176429748535156,0.0,0.0,0.0113964080810546,0.0113964080810546,0.0200271606445312,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,0.0038731422869611,0.0045299530029296,5955.424,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061440467834472,0.0081300735473632,0.0085830688476562,0.0085830688476562,0.0065565109252929,0.007033348083496,0.0062227249145507,0.0088214874267578,0.0088214874267578,0.0090599060058593,0.0113487243652343,0.0086307525634765,0.0112056732177734,0.0277280807495117,0.496,1.392,1.696,1.696,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060391426086425,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0060717264811197,0.0109672546386718,0.0109672546386718,0.0,0.0,0.008249282836914,0.0108083089192708,0.0271320343017578,0.496,1.36,0.0,0.0,12.008,11.968,0.0,112.0,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067318187040441,0.0092983245849609,0.0086545944213867,0.0079870223999023,0.0,0.0,0.0064373016357421,0.0118017196655273,0.0132322311401367,0.0,0.0,0.0088214874267578,0.0112295150756835,0.0277280807495117,1.344,2.272,0.0,0.0,8.264,7.736,0.0,128.832,0.003876910217384,0.0045299530029296,14251.696,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059343689116672,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,113.256,0.00762939453125,0.00762939453125,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059853738813257,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0047683715820312,0.0047683715820312,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059938430786132,0.0081300735473632,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0063419342041015,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0082969665527343,0.0111103057861328,0.020456314086914,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058615207672119,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0067710876464843,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0088453292846679,0.0113248825073242,0.0280618667602539,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059962272644042,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0062783559163411,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0085353851318359,0.0108559926350911,0.0267505645751953,0.496,1.36,0.0,0.0,12.008,11.968,0.0,112.0,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068666865524736,0.0094175338745117,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0064849853515625,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0089883804321289,0.0108718872070312,0.025796890258789,0.496,1.424,0.0,0.0,8.264,7.736,0.0,143.152,0.0038702175809812,0.0045299530029296,20754.424,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0236034393310546,0.0236034393310546,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,113.256,0.0071525573730468,0.0071525573730468,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060992454414937,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0050067901611328,0.0050067901611328,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234467919193,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0074386596679687,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0109195709228515,0.0120162963867187,0.0223636627197265,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,0.0064373016357421,0.0064373016357421,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059115886688232,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0063419342041015,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0086307525634765,0.0111818313598632,0.0280141830444335,0.496,1.36,0.0,0.0,7.488,8.464,0.0,112.0,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059843063354492,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0061511993408203,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0085830688476562,0.011603037516276,0.027322769165039,0.496,1.36,0.0,0.0,12.008,11.968,0.0,112.0,0.0,0.0,0.0,0
