time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060474872589111,0.0081300735473632,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0061273574829101,0.0084877014160156,0.0118017196655273,0.0289678573608398,0.496,1.36,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006387534650784,0.008702278137207,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,133.68,0.005190189068134,0.0075101852416992,108.128,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058845501040937,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0058174133300781,0.0074386596679687,0.0115394592285156,0.0226974487304687,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,0.0048160552978515,0.0058650970458984,22.152,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062712389438306,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0064543315342494,0.0090599060058593,0.0098049640655517,0.0195503234863281,0.496,1.36,0.0,0.0,0.0,10.784,11.304,113.256,0.0064373016357421,0.0064373016357421,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062712389438306,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0060929192437065,0.008392333984375,0.0105120918967507,0.0276565551757812,0.496,1.36,0.0,0.0,0.0,7.936,8.016,113.256,0.0064373016357421,0.0064373016357421,1.192,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062712389438306,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0063737233479817,0.0089645385742187,0.0111103057861328,0.0283718109130859,0.496,1.36,0.0,0.0,0.0,11.968,12.008,113.256,0.0064373016357421,0.0064373016357421,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062712389438306,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0060796737670898,0.0083446502685546,0.010538101196289,0.0247001647949218,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,0.0064373016357421,0.0064373016357421,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062712389438306,0.0083446502685546,0.008249282836914,0.0078678131103515,0.0,0.0,0.0,0.0149011611938476,0.0176668167114257,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,113.256,0.0064373016357421,0.0064373016357421,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059757326624076,0.0078678131103515,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,120.968,0.0067551930745442,0.0082969665527343,8.872,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062143031637466,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0058650970458984,0.0072956085205078,0.01068115234375,0.019073486328125,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,0.0057220458984375,0.0057220458984375,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059936770159213,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0060081481933593,0.0081300735473632,0.0112056732177734,0.0300884246826171,0.496,1.36,0.0,0.0,0.0,8.464,7.488,113.256,0.0057220458984375,0.0057220458984375,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006030797958374,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0062306722005208,0.0083446502685546,0.0106493631998697,0.0265121459960937,0.496,1.36,0.0,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057494640350341,0.0073909759521484,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0065088272094726,0.0084877014160156,0.0104427337646484,0.0263214111328125,0.496,1.36,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060453647520483,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,126.856,0.0067710876464843,0.0081539154052734,13.64,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060980592794086,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,117.192,0.0056028366088867,0.007033348083496,18.992,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059106456699656,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0057220458984375,0.0071525573730468,0.0110149383544921,0.020599365234375,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,0.0081062316894531,0.0081062316894531,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119308395765,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0064611434936523,0.0083208084106445,0.0107765197753906,0.028538703918457,0.496,1.36,0.0,0.0,0.0,8.464,7.488,113.256,0.0052452087402343,0.0052452087402343,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060302455250809,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.00589234488351,0.0076770782470703,0.0103414058685302,0.0253915786743164,0.496,1.36,0.0,0.0,0.0,11.44,12.536,125.0,0.0048591977074032,0.0081062316894531,117.576,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060245172301335,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0065326690673828,0.0095367431640625,0.0116825103759765,0.0283718109130859,0.496,1.36,0.0,0.0,0.0,7.736,8.264,114.456,0.0050976162865048,0.0073909759521484,176.056,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060474872589111,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0054836273193359,0.0054836273193359,0.011444091796875,0.011444091796875,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059354305267333,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.0073909759521484,0.0121593475341796,0.0121593475341796,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005887746810913,0.0074148178100585,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0058174133300781,0.0073909759521484,0.0108242034912109,0.0206947326660156,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061431334386417,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0062227249145507,0.0084161758422851,0.0113725662231445,0.0275850296020507,0.496,1.36,0.0,0.0,0.0,8.464,7.488,113.256,0.0085830688476562,0.0085830688476562,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006133644141961,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0058071953909737,0.007486343383789,0.0109821557998657,0.0284910202026367,0.496,1.36,0.0,0.0,0.0,11.44,12.536,113.256,0.0081062316894531,0.0081062316894531,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060197725817931,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0062783559163411,0.0080108642578125,0.0104470686479048,0.0259876251220703,0.496,1.36,0.0,0.0,0.0,7.208,8.792,116.096,0.0066757202148437,0.0082015991210937,4.304,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060639730313929,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,131.832,0.0052849451700846,0.0065565109252929,39.408,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060594081878662,0.0078916549682617,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061964988708496,0.0086069107055664,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.006866455078125,0.009918212890625,0.0105857849121093,0.0201225280761718,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006032820364729,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0065803527832031,0.0086545944213867,0.0113487243652343,0.0281572341918945,0.496,1.36,0.0,0.0,0.0,8.464,7.488,114.296,0.0081062316894531,0.0081062316894531,2.008,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061858998666895,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0062159129551478,0.0081062316894531,0.0104159116744995,0.0268220901489257,0.496,1.36,0.0,0.0,0.0,11.44,12.536,118.448,0.0066757202148437,0.0087738037109375,11.952,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006132457979876,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0061511993408203,0.0083684921264648,0.010538101196289,0.0251054763793945,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,0.0050067901611328,0.0050067901611328,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062012553808107,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0090599060058593,0.0090599060058593,1.192,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060236454010009,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059163570404052,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0152587890625,0.0152587890625,0.0,0.0065803527832031,0.008392333984375,0.0107288360595703,0.0201702117919921,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059783458709716,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.006258487701416,0.0074386596679687,0.010073184967041,0.0244379043579101,0.496,1.36,0.0,0.0,0.0,7.408,8.544,112.0,0.0,0.0,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059199333190917,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0062499727521623,0.0087738037109375,0.0105053186416625,0.0258684158325195,0.496,1.36,0.0,0.0,0.0,11.44,12.536,112.0,0.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061016177656638,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0065565109252929,0.0083208084106445,0.010538101196289,0.02593994140625,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,0.0085830688476562,0.0085830688476562,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058999702111998,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0063578287760416,0.0077724456787109,6.984,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061824403960129,0.0082969665527343,0.0073194503784179,0.0060796737670898,0.0,0.0,0.0,0.0090599060058593,0.0107765197753906,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,119.624,0.0045299530029296,0.0045299530029296,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006030797958374,0.0081300735473632,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0057220458984375,0.0061988830566406,0.0102917353312174,0.018477439880371,0.496,1.36,0.0,0.0,0.0,3.704,4.272,112.0,0.0,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060904026031494,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0057220458984375,0.0081300735473632,0.0102043151855468,0.026702880859375,0.496,1.36,0.0,0.0,0.0,8.464,7.488,112.0,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059247016906738,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0060081481933593,0.0077724456787109,0.0108718872070312,0.0266075134277343,0.496,1.36,0.0,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060498714447021,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.006103515625,0.0081777572631835,0.0104665756225585,0.0242948532104492,0.496,1.36,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060114694471976,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,226.0129451751709,226.0129451751709,1.192,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059248796149865,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,226.0072231292725,226.0072231292725,1.192,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062247215233412,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0072956085205078,0.0108718872070312,0.0115871429443359,0.022125244140625,0.496,1.36,0.0,0.0,0.0,4.232,3.744,117.784,226.00817680358887,226.0087013244629,5.144,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062401932064849,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0061988830566406,0.0086545944213867,0.0110864639282226,0.0275135040283203,0.496,1.36,0.0,0.0,0.0,8.464,7.488,119.552,226.0326147079468,226.0763168334961,27.84,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060188770294189,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0065167744954427,0.0088691711425781,0.0109672546386718,0.0277519226074218,0.496,1.36,0.0,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061190128326416,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0062227249145507,0.0088453292846679,0.01068115234375,0.0251293182373046,0.496,1.36,0.0,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061595439910888,0.0083684921264648,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059722092351302,0.0082969665527343,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,119.72,226.0088125864665,226.01194381713867,5.888,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061194101969401,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0042915344238281,0.0042915344238281,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0083446502685546,0.0066280364990234,0.0082969665527343,0.0109195709228515,0.0210285186767578,0.496,1.36,0.848,0.848,0.0,4.232,3.744,115.12,226.00889205932617,226.0104179382324,3.328,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063628685183641,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.013589859008789,0.013589859008789,0.0066757202148437,0.011444091796875,0.011444091796875,0.0066757202148437,0.0060796737670898,0.008392333984375,0.0105857849121093,0.02593994140625,0.496,1.36,0.848,0.848,0.0,8.464,7.488,136.176,226.0130852285209,226.0129451751709,2909.544,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070754568375165,0.0095367431640625,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0063737233479817,0.0096797943115234,0.0104904174804687,0.0257492065429687,0.496,1.36,0.0,0.0,0.0,11.968,12.008,117.192,226.00736686236525,226.00984573364255,7849.2,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069856643676757,0.0092983245849609,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0061988830566406,0.0088214874267578,0.0101804733276367,0.0244855880737304,0.496,1.36,0.0,0.0,0.0,7.736,8.264,116.632,226.01164508339585,226.0112762451172,6777.432,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007299641471597,0.0095367431640625,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,117.192,226.0130439077649,226.0103225708008,6950.232,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006549987033825,0.0090599060058593,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,117.192,226.0095613812088,226.0103225708008,2233.216,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063590149381267,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0062942504882812,0.008249282836914,0.0111579895019531,0.0214099884033203,0.496,1.36,0.0,0.0,0.0,4.232,3.744,114.392,226.00658535957336,226.00793838500977,140.096,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006247515702129,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.005907482571072,0.0066757202148437,0.0107938593084161,0.0295639038085937,0.496,1.36,0.0,0.0,0.0,7.936,8.016,113.256,226.0071039199829,226.00889205932617,95.6,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062178616500019,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0058174133300781,0.0080108642578125,0.0112056732177734,0.0257015228271484,0.496,1.36,0.0,0.0,0.0,11.968,12.008,113.256,226.0065986996605,226.0107517242432,1.192,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067692176968443,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0058174133300781,0.007939338684082,0.0102996826171875,0.024271011352539,0.496,1.36,0.0,0.0,0.0,7.736,8.264,128.832,226.00765262089723,226.0093688964844,1595.776,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006277169754256,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,117.192,226.00647032730225,226.00960731506348,948.552,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062382221221923,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,15.0,1
