time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059825618092606,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0063896179199218,0.0091552734375,0.0103473663330078,0.0195980072021484,0.496,1.36,0.0,0.0,0.0,4.232,3.744,133.336,0.0052452087402343,0.0073432922363281,61.08,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060304480405589,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.006103515625,0.0078201293945312,0.0110626220703125,0.0213623046875,0.496,1.36,0.0,0.0,0.0,4.232,3.744,114.36,0.0056539263044084,0.0070095062255859,49.064,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061893937599599,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0058174133300781,0.0083446502685546,0.0107288360595703,0.0263214111328125,0.496,1.36,0.0,0.0,0.0,11.968,12.008,114.424,0.0054155077253069,0.0066995620727539,41.648,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059211254119873,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.005960464477539,0.007486343383789,0.0110626220703125,0.0201225280761718,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059806292329854,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0062942504882812,0.008392333984375,0.010538101196289,0.0251054763793945,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,0.0045299530029296,0.0045299530029296,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060850114964727,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0061988830566406,0.0061988830566406,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059699537742197,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0060081481933593,0.0078201293945312,0.0105857849121093,0.0198841094970703,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,0.0081062316894531,0.0081062316894531,1.192,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060340937446145,0.0082731246948242,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.008249282836914,0.0087261199951171,0.0108242034912109,0.0200748443603515,0.496,1.36,0.0,0.0,0.0,4.232,3.744,121.28,0.0052452087402343,0.0063896179199218,25.664,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062620639801025,0.0086069107055664,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0061511993408203,0.0081539154052734,0.0111103057861328,0.0280380249023437,0.496,1.36,0.0,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060343742370605,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0166893005371093,0.0166893005371093,0.0,0.0065565109252929,0.007796287536621,0.0103712081909179,0.0185966491699218,0.496,1.36,0.0,0.0,0.0,3.704,4.272,112.0,0.0,0.0,0.0,0
