time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_packet_loss_ul_percentage,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
199,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0071940730460247,0.009775161743164,0.0040675825354994,0.0047683715820312,0.0057816505432128,0.0063657760620117,0.0105698903401692,0.0189542770385742,0,0.848,1.904,5.6,0.0,5.792,117.192,4.272,3.704,25.0,600.238561630249,0.0,0.0,787.4876976013184,-800.3727595011393,-799.211597442627,0.0052452087402343,0.0052452087402343,1674.0128993988037,1674.0128993988037,11645.912,1
200,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0066161155700683,0.0090599060058593,0.0041042055402483,0.0050067901611328,0.0062465667724609,0.007486343383789,0.0111579895019531,0.0216007232666015,0,0.496,0.0,9.856,0.0,10.272,112.0,3.744,4.232,16.666666666666664,579.1697899500529,0.0,100.0,778.0028581619263,-800.5069255828857,-799.9212741851807,0.0,0.0,0.0,0.0,3152.912,1
201,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0061941384083002,0.0085830688476562,0.0045299530029296,0.0045299530029296,0.0058412551879882,0.0076532363891601,0.0109434127807617,0.0287771224975585,0,0.496,2.448,6.448,0.0,7.104,113.256,8.264,7.736,20.0,621.3529904683431,100.0,0.0,800.0088930130005,-800.2633452415466,-799.3090391159058,-1142.9905891418457,-1142.9905891418457,0.0,0.0,1.192,1
202,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006715456644694,0.0092983245849609,0.0040901373632205,0.0047683715820312,0.0052452087402343,0.006103515625,0.0096797943115234,0.0230789184570312,0,0.0,0.0,6.096,0.0,5.792,128.832,10.776,11.312,40.0,600.2408266067505,100.0,0.0,785.8813524246216,-800.0263373057047,-799.3377685546875,0.0,0.0,0.0,0.0,4438.84,1
203,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0075665279407406,0.0102519989013671,0.0040511038735949,0.0047683715820312,0.0,0.0,0.0,0.0,0,0.496,2.384,5.6,0.0,5.792,117.888,0.0,0.0,25.0,600.2774238586426,100.0,100.0,785.6252431869507,-800.2973397572836,-799.9996662139893,0.0,0.0,0.0,0.0,12352.144,1
204,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0073518326033407,0.009775161743164,0.0041528008431791,0.0047683715820312,0.0,0.0,0.0,0.0,0,0.496,1.424,9.856,0.0,10.272,117.192,0.0,0.0,16.666666666666664,580.3449948628744,0.0,100.0,779.5127630233765,-800.5176067352295,-799.9468326568604,0.0,0.0,3554.013967514038,3554.013967514038,6340.04,1
205,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065016746520996,0.0088214874267578,0.0040935257733878,0.0048398971557617,0.0071048736572265,0.0099658966064453,0.0126838684082031,0.0232219696044921,0,0.0,0.0,6.448,0.0,7.104,112.0,3.744,4.232,20.0,614.1509612401327,0.0,100.0,788.0069017410278,-791.5631532669067,-777.8810739517212,0.0,0.0,0.0,0.0,922.48,1
206,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065482488953241,0.0090360641479492,0.004384392186215,0.0052452087402343,0.0061988830566406,0.0079154968261718,0.0113964080810546,0.0215053558349609,0,0.496,2.448,6.096,0.0,5.792,122.384,3.744,4.232,40.0,602.0267009735107,100.0,0.0,795.3140258789062,-799.7357845306396,-799.3484973907471,-1879.990816116333,-1879.990816116333,0.0,0.0,795.96,1
207,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0061094760894775,0.0078678131103515,0.0,0.0,0.0060929192437065,0.0070095062255859,0.0114657662131569,0.0278949737548828,0,0.0,0.0,5.6,0.0,5.792,112.0,8.792,7.208,25.0,600.7621884346008,100.0,0.0,790.7933235168457,-802.8820355733236,-800.2803325653076,0.0,0.0,0.0,0.0,0.0,1
208,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063862966660836,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0,0.496,2.448,9.856,0.0,10.272,113.256,0.0,0.0,16.666666666666664,578.8483222325643,100.0,100.0,782.4584245681763,-800.6225109100342,-799.9728679656982,0.0,0.0,0.0,0.0,1.192,1
209,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064052752594449,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0,0.0,0.0,6.448,0.0,7.104,113.256,0.0,0.0,20.0,621.6589212417603,100.0,100.0,800.005316734314,-800.5357980728149,-799.9953746795654,0.0,0.0,0.0,0.0,1.192,1
210,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062617496471499,0.0081062316894531,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0,0.496,2.352,6.096,0.0,5.792,113.256,0.0,0.0,40.0,599.9905467033386,100.0,100.0,788.591456413269,-800.0354766845703,-799.9685287475586,0.0,0.0,0.0,0.0,1.192,1
211,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062441825866699,0.0083446502685546,0.0,0.0,0.0065803527832031,0.0086307525634765,0.0125885009765625,0.0240325927734375,0,0.0,0.0,5.6,0.0,5.792,112.0,3.744,4.232,25.0,602.5240421295166,100.0,100.0,794.2198038101196,-800.774335861206,-799.9433040618896,0.0,0.0,0.0,0.0,0.0,1
212,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063931941986083,0.0083684921264648,0.0,0.0,0.0063419342041015,0.0082969665527343,0.0134944915771484,0.0263690948486328,0,0.496,2.352,9.856,0.0,10.272,112.0,3.744,4.232,16.666666666666664,577.3471196492513,100.0,100.0,775.5372524261475,-801.5366554260254,-798.9192962646484,0.0,0.0,0.0,0.0,0.0,1
213,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006270408630371,0.0086069107055664,0.0,0.0,0.0065565109252929,0.0081539154052734,0.0115633010864257,0.031590461730957,0,0.0,0.0,6.448,0.0,7.104,112.0,8.264,7.736,20.0,623.0002641677856,100.0,100.0,804.5040369033813,-801.4422059059143,-793.6740636825562,0.0,0.0,0.0,0.0,0.0,1
214,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065112113952636,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,2.352,6.096,0.0,5.792,112.0,0.0,0.0,40.0,600.5306839942932,100.0,100.0,787.4078512191772,-798.7271944681803,-796.968936920166,0.0,0.0,0.0,0.0,0.0,1
215,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064752588224648,0.0085830688476562,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0,0.0,0.0,5.6,0.0,5.792,113.256,0.0,0.0,25.0,600.2354621887207,100.0,100.0,786.7868423461914,-800.6250858306885,-800.0080585479736,0.0,0.0,0.0,0.0,1.192,1
216,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065049128745918,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0,0.496,2.352,9.856,0.0,10.272,113.256,0.0,0.0,16.666666666666664,578.8567860921224,100.0,100.0,777.496337890625,-800.3033638000488,-799.9669075012207,0.0,0.0,0.0,0.0,1.192,1
