time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_packet_loss_ul_percentage,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
134,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062131881713867,0.0083446502685546,0.0,0.0,0.005960464477539,0.0079154968261718,0.0122785568237304,0.0330209732055664,0,0.0,0.0,9.856,0.0,10.176,112.0,7.488,8.464,16.666666666666664,580.3225040435791,100.0,100.0,783.9559316635132,-800.1843452453613,-799.9369621276855,0.0,0.0,0.0,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065553188323974,0.0090599060058593,0.0,0.0,0.0062942504882812,0.0084877014160156,0.0118732452392578,0.0305652618408203,0,0.496,2.352,6.448,0.0,6.224,112.0,12.008,11.968,20.0,640.2182102203369,100.0,100.0,800.2056121826172,-802.3279309272766,-800.0800609588623,0.0,0.0,0.0,0.0,0.0,1
136,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063002109527587,0.0083446502685546,0.0,0.0,0.0066518783569335,0.0086069107055664,0.0111103057861328,0.0277519226074218,0,0.0,0.0,5.6,0.0,6.512,112.0,8.264,7.736,25.0,585.9893321990967,100.0,100.0,782.7958106994629,-800.0733852386475,-799.2127418518066,0.0,0.0,0.0,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0061762332916259,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,2.352,6.096,0.0,5.728,112.0,0.0,0.0,40.0,600.2599596977234,100.0,100.0,786.4856958389282,-800.6598949432373,-800.0035285949707,0.0,0.0,0.0,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062305939021368,0.0083446502685546,0.0050067901611328,0.0058650970458984,0.0,0.0,0.0,0.0,0,0.0,0.0,9.856,0.0,10.176,120.968,0.0,0.0,16.666666666666664,579.0075461069742,100.0,100.0,777.4934768676758,-800.4935264587402,-799.9249458312988,0.0,0.0,0.0,0.0,8.872,1
139,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0062465667724609,0.0081539154052734,0.0114917755126953,0.022125244140625,0,0.496,2.352,6.448,0.0,6.224,113.256,3.744,4.232,20.0,640.228271484375,100.0,100.0,799.613094329834,-800.1919984817505,-799.8403072357178,0.0,0.0,0.0,0.0,1.192,1
140,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062937760234472,0.0085830688476562,0.0054836273193359,0.0054836273193359,0.0058809916178385,0.0070571899414062,0.0112056732177734,0.0298023223876953,0,0.496,1.424,5.6,0.0,6.512,113.256,8.016,7.936,25.0,587.415075302124,0.0,100.0,785.2117538452148,-800.2939224243164,-799.2017269134521,0.0,0.0,3554.0168285369878,3554.0168285369878,1.192,1
141,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062775611877441,0.0088214874267578,0.0,0.0,0.006564458211263,0.0086307525634765,0.0112692515055338,0.02899169921875,0,0.0,0.0,6.096,0.0,5.728,112.0,12.008,11.968,40.0,600.0028848648071,0.0,100.0,785.0021600723267,-802.9394149780273,-800.1731395721436,0.0,0.0,0.0,0.0,0.0,1
142,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062167644500732,0.0083446502685546,0.0,0.0,0.0068378448486328,0.0084877014160156,0.0105571746826171,0.0262737274169921,0,0.496,2.352,9.856,0.0,10.176,112.0,19.04,19.048,16.666666666666664,579.1703462600708,100.0,0.0,775.4780054092407,-800.2773761749268,-799.9561786651611,-1879.9915313720703,-1879.9915313720703,0.0,0.0,0.0,1
143,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063116957501667,0.0085830688476562,0.0056266784667968,0.006866455078125,0.0,0.0,0.0,0.0,0,0.0,0.0,6.448,0.0,6.224,126.856,0.0,0.0,20.0,631.2108516693115,100.0,0.0,790.0055885314941,-789.2974615097046,-776.8556594848633,0.0,0.0,0.0,0.0,13.64,1
144,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0083446502685546,0.0052452087402343,0.0063896179199218,0.0,0.0,0.0,0.0,0,0.496,2.416,5.6,0.0,6.512,117.192,0.0,0.0,25.0,587.5940322875977,100.0,100.0,791.6120529174805,-800.1235326131185,-800.0034332275391,0.0,0.0,0.0,0.0,18.992,1
145,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063293608859996,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.006103515625,0.0078201293945312,0.0118255615234375,0.0231266021728515,0,0.0,0.0,6.096,0.0,5.728,113.256,3.744,4.232,40.0,600.5066633224487,100.0,100.0,790.1907205581665,-803.3798535664877,-800.421667098999,0.0,0.0,0.0,0.0,1.192,1
146,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0066235290831001,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0061273574829101,0.0086307525634765,0.0116586685180664,0.0304698944091796,0,0.496,2.416,9.856,0.0,10.176,113.256,7.488,8.464,16.666666666666664,578.6765813827515,100.0,100.0,781.5172672271729,-800.6270885467529,-799.9927997589111,0.0,0.0,0.0,0.0,1.192,1
147,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063884549024628,0.0083446502685546,0.0044598298914292,0.005650520324707,0.0068823496500651,0.0103473663330078,0.0109354654947916,0.0277996063232421,0,0.0,0.0,6.448,0.0,6.224,125.0,12.008,11.968,20.0,640.2039527893066,100.0,100.0,800.0107765197754,-799.7632026672363,-799.2886066436768,0.0,0.0,0.0,0.0,255.52,1
148,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006319871589319,0.0085830688476562,0.0051558017730712,0.0062227249145507,0.0059366226196289,0.0079154968261718,0.0107526779174804,0.0276565551757812,0,0.496,2.416,5.6,0.0,6.512,114.456,8.264,7.736,25.0,587.7973079681396,100.0,100.0,790.186357498169,-800.5560239156088,-799.9442100524902,0.0,0.0,0.0,0.0,38.112,1
149,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006319871589319,0.0085830688476562,0.0051558017730712,0.0062227249145507,0.0,0.0,0.0,0.0,0,0.0,0.0,6.096,0.0,5.728,114.456,0.0,0.0,40.0,597.8030562400818,100.0,100.0,781.7224264144897,-804.2397499084473,-800.7177352905273,0.0,0.0,0.0,0.0,38.112,1
150,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006319871589319,0.0085830688476562,0.0051558017730712,0.0062227249145507,0.0,0.0,0.0,0.0,0,0.496,2.416,9.856,0.0,10.176,114.456,0.0,0.0,16.666666666666664,578.9758761723837,100.0,100.0,779.9636125564575,-797.8288650512695,-793.3618068695068,0.0,0.0,0.0,0.0,38.112,1
151,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006319871589319,0.0085830688476562,0.0051558017730712,0.0062227249145507,0.0069141387939453,0.0088691711425781,0.0117778778076171,0.0233173370361328,0,0.0,0.0,6.448,0.0,6.224,114.456,3.744,4.232,20.0,642.0287132263184,100.0,100.0,805.2114486694336,-802.2176027297974,-799.9209642410278,0.0,0.0,0.0,0.0,38.112,1
152,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062961483476173,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0059127807617187,0.0088453292846679,0.0113725662231445,0.029754638671875,0,0.496,2.352,5.6,0.0,6.512,113.256,7.488,8.464,25.0,585.6106758117676,100.0,100.0,781.781816482544,-801.4535109202067,-800.3371715545654,0.0,0.0,0.0,0.0,1.192,1
153,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064752588224648,0.0085830688476562,0.00762939453125,0.00762939453125,0.0064690907796223,0.0092983245849609,0.0112215677897135,0.0292778015136718,0,0.0,0.0,6.096,0.0,5.728,113.256,12.008,11.968,40.0,600.2501845359802,100.0,100.0,786.8128061294556,-799.412727355957,-799.0575313568115,0.0,0.0,0.0,0.0,1.192,1
154,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006276782196347,0.0090599060058593,0.007033348083496,0.0088453292846679,0.0066757202148437,0.0086069107055664,0.0115633010864257,0.0264644622802734,0,0.496,2.352,9.856,0.0,10.176,116.656,8.264,7.736,16.666666666666664,579.3465773264567,100.0,100.0,778.0214548110962,-800.5045413970947,-799.9834537506104,0.0,0.0,0.0,0.0,4.304,1
155,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062814572962318,0.0088214874267578,0.0060399373372395,0.0078678131103515,0.0,0.0,0.0,0.0,0,0.496,1.424,6.448,0.0,6.224,131.832,0.0,0.0,20.0,639.7963523864746,0.0,100.0,799.608039855957,-800.2142310142517,-799.2722988128662,0.0,0.0,3554.014205932617,3554.014205932617,39.408,1
156,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063633918762207,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.6,0.0,6.512,112.0,0.0,0.0,25.0,585.8164310455322,0.0,100.0,780.3902626037598,-800.3718058268229,-800.0007629394531,0.0,0.0,0.0,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006420612335205,0.0086069107055664,0.0,0.0,0.0061511993408203,0.0078678131103515,0.0112533569335937,0.0214099884033203,0,0.496,2.416,6.096,25.0,5.728,112.0,3.744,4.232,40.0,517.3827807108561,100.0,0.0,696.46897315979,-800.0000317891439,-799.9927043914795,-1879.9877166748047,-1879.9877166748047,0.0,0.0,0.0,1
158,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062226062983422,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0061988830566406,0.0083684921264648,0.0116586685180664,0.0292778015136718,0,0.0,0.0,20.24,0.0,34.032,114.296,7.488,8.464,7.6923076923076925,183.3790448995737,100.0,0.0,316.1239624023437,-331.7675391832988,-93.11485290527342,0.0,0.0,0.0,0.0,2.008,1
159,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063712053959912,0.008559226989746,0.0053644180297851,0.006413459777832,0.0067551930745442,0.0093460083007812,0.0110149383544921,0.0284194946289062,0,0.496,2.416,6.448,0.0,7.008,118.448,12.008,11.968,20.0,623.0187018712362,100.0,100.0,804.0051460266113,-678.7639856338501,-453.8614511489867,0.0,0.0,0.0,0.0,11.952,1
160,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063127546168085,0.0090599060058593,0.0042915344238281,0.0042915344238281,0.0,0.0,0.0,0.0,0,0.0,0.0,6.096,25.0,5.728,113.256,0.0,0.0,40.0,533.6494445800781,100.0,100.0,717.7645683288574,-800.7400035858154,-800.0060081481934,0.0,0.0,0.0,0.0,1.192,1
161,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064609074356532,0.0088214874267578,0.0054836273193359,0.0054836273193359,0.0057697296142578,0.0079154968261718,0.0114202499389648,0.0293254852294921,0,0.496,2.416,24.896,0.0,19.84,113.752,8.264,7.736,20.0,198.8945484161377,100.0,100.0,321.16303443908686,-468.0134654045105,-237.6383781433106,0.0,0.0,0.0,0.0,1.192,1
162,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062060356140136,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0,0.848,1.84,7.92,0.0,4.16,112.0,0.0,0.0,60.0,463.7960195541382,0.0,0.0,545.3981876373291,-377.856969833374,-349.9013423919678,0.0057220458984375,0.0057220458984375,1674.0124225616455,1674.0124225616455,0.0,1
163,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064849853515625,0.0088214874267578,0.0,0.0,0.0066757202148437,0.0083446502685546,0.0107288360595703,0.0208377838134765,0,0.496,0.0,9.856,0.0,10.176,112.0,3.744,4.232,33.33333333333333,577.5148471196493,0.0,100.0,776.0497331619263,-760.6469988822937,-688.1622791290283,0.0,0.0,0.0,0.0,0.0,1
164,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063323974609375,0.0085830688476562,0.0,0.0,0.0061511993408203,0.0076770782470703,0.0124454498291015,0.0250816345214843,0,0.496,2.352,6.448,0.0,6.224,112.0,3.744,4.232,20.0,641.6041374206543,100.0,0.0,804.8093795776367,-797.8835105895996,-794.2781209945679,-791.9893264770508,-791.9893264770508,0.0,0.0,0.0,1
165,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063347816467285,0.0085830688476562,0.0,0.0,0.006270408630371,0.0085830688476562,0.010848045349121,0.0269651412963867,0,0.0,0.0,5.6,0.0,6.512,112.0,8.264,7.736,25.0,585.813045501709,100.0,0.0,783.2071304321289,-804.2456309000651,-800.923490524292,0.0,0.0,0.0,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0060684052272815,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0,0.496,2.352,6.096,0.0,5.728,113.256,0.0,0.0,40.0,600.7556319236755,100.0,100.0,788.1046772003174,-798.9277839660645,-797.3944664001465,0.0,0.0,0.0,0.0,1.192,1
167,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064728864982946,0.0085830688476562,0.0054836273193359,0.0061511993408203,0.0,0.0,0.0,0.0,0,0.0,0.0,9.856,0.0,10.176,113.256,0.0,0.0,16.666666666666664,578.835129737854,100.0,100.0,777.515172958374,-800.8338928222656,-799.8826026916504,0.0,0.0,0.0,0.0,6.984,1
168,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063903226053773,0.0090599060058593,0.0040531158447265,0.0040531158447265,0.0,0.0,0.0,0.0,0,0.496,2.352,6.448,0.0,6.224,119.624,0.0,0.0,20.0,640.1918888092041,100.0,100.0,800.0099658966064,-799.6795773506165,-799.2006778717041,0.0,0.0,0.0,0.0,1.192,1
169,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065326690673828,0.0092983245849609,0.0,0.0,0.0063896179199218,0.0079154968261718,0.0111579895019531,0.0211715698242187,0,0.496,1.424,5.6,0.0,6.512,112.0,3.744,4.232,25.0,585.6106281280518,0.0,100.0,781.1675071716309,-800.7450898488363,-799.9691009521484,0.0,0.0,3554.0108680725098,3554.0108680725098,0.0,1
170,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062334537506103,0.0085830688476562,0.0,0.0,0.006103515625,0.0079154968261718,0.0117778778076171,0.0236034393310546,0,0.0,0.0,6.096,0.0,5.728,112.0,3.744,4.232,40.0,602.5132536888123,0.0,100.0,791.4921522140503,-800.0249067942301,-799.9960422515869,0.0,0.0,0.0,0.0,0.0,1
171,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065469741821289,0.0088453292846679,0.0,0.0,0.0066280364990234,0.0089645385742187,0.0112295150756835,0.030064582824707,0,0.496,2.352,5.6,0.0,5.728,112.0,8.264,7.736,25.0,718.2717323303223,100.0,0.0,940.4078245162964,-803.399403889974,-800.4175662994385,-1879.9865245819087,-1879.9865245819087,0.0,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064432621002197,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.856,0.0,10.176,112.0,0.0,0.0,16.666666666666664,580.170194307963,100.0,0.0,778.984546661377,-894.9751377105713,-800.86989402771,0.0,0.0,0.0,0.0,0.0,1
173,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064681418499543,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0,0.496,2.352,6.448,0.0,7.008,113.256,0.0,0.0,20.0,614.3413384755453,100.0,100.0,788.5128259658813,-802.1765351295471,-800.2113103866577,0.0,0.0,0.0,0.0,1.192,1
174,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063329193722549,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0,0.0,0.0,6.096,0.0,5.728,113.256,0.0,0.0,40.0,602.2573709487915,100.0,100.0,795.9985733032227,-785.5506738026937,-776.9248962402344,0.0,0.0,0.0,0.0,1.192,1
175,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063867991780999,0.0090599060058593,0.0049273173014322,0.0050067901611328,0.0057697296142578,0.0071048736572265,0.0112533569335937,0.0207901000976562,0,0.496,2.352,5.6,0.0,5.728,117.784,3.744,4.232,25.0,600.0030040740967,100.0,100.0,789.3869400024414,-802.9481569925944,-800.1497745513916,0.0,0.0,0.0,0.0,5.144,1
176,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063487798860757,0.0085830688476562,0.0043511390686035,0.0051021575927734,0.0059127807617187,0.0075340270996093,0.0113487243652343,0.0218391418457031,0,0.0,0.0,9.856,0.0,10.176,119.552,3.744,4.232,16.666666666666664,579.1989167531332,100.0,100.0,783.535361289978,-800.2889633178711,-799.3932247161865,0.0,0.0,0.0,0.0,27.84,1
177,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063487798860757,0.0085830688476562,0.0043511390686035,0.0051021575927734,0.006103515625,0.0081300735473632,0.0108718872070312,0.0265359878540039,0,0.496,2.48,6.448,0.0,7.008,119.552,8.264,7.736,20.0,621.6440200805664,100.0,100.0,800.0038862228394,-800.4074692726135,-799.2959260940552,0.0,0.0,0.0,0.0,27.84,1
178,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063487798860757,0.0085830688476562,0.0043511390686035,0.0051021575927734,0.0,0.0,0.0,0.0,0,0.0,0.0,6.096,0.0,5.728,119.552,0.0,0.0,40.0,600.5229949951172,100.0,100.0,788.6008977890015,-800.3846009572347,-799.9629974365234,0.0,0.0,0.0,0.0,27.84,1
179,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063487798860757,0.0085830688476562,0.0043511390686035,0.0051021575927734,0.0,0.0,0.0,0.0,0,0.496,2.352,5.6,0.0,5.728,119.552,0.0,0.0,25.0,600.010871887207,100.0,100.0,787.990665435791,-800.7338047027588,-799.9822616577148,0.0,0.0,0.0,0.0,27.84,1
180,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063245519628665,0.0085830688476562,0.0060399373372395,0.0085353851318359,0.0,0.0,0.0,0.0,0,0.0,0.0,9.856,0.0,10.176,119.72,0.0,0.0,16.666666666666664,578.8390636444092,100.0,100.0,779.9873352050781,-799.9980449676514,-799.8741626739502,0.0,0.0,0.0,0.0,7.08,1
181,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062460946564627,0.0083208084106445,0.0058412551879882,0.0065088272094726,0.0059127807617187,0.0075340270996093,0.0111103057861328,0.0216007232666015,0,0.496,2.416,6.448,0.0,7.008,115.68,3.744,4.232,20.0,622.6796706517538,100.0,100.0,803.5149574279785,-802.0845651626587,-799.9705076217651,0.0,0.0,0.0,0.0,3.328,1
182,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006989367957254,0.009775161743164,0.0041302784468776,0.0050067901611328,0.0064373016357421,0.0091075897216796,0.0119209289550781,0.0219345092773437,0,0.0,0.0,6.096,0.0,5.728,136.736,3.744,4.232,40.0,600.277841091156,100.0,100.0,787.4151229858398,-800.2111911773682,-799.9906063079834,0.0,0.0,0.0,0.0,4685.072,1
183,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0073257370374689,0.0100135803222656,0.0041236523457489,0.0050067901611328,0.006103515625,0.0086307525634765,0.0105857849121093,0.0262022018432617,0,0.496,2.48,5.6,0.0,5.728,117.192,8.264,7.736,25.0,600.218653678894,100.0,100.0,787.0630025863647,-800.4395167032877,-799.9994277954102,0.0,0.0,0.0,0.0,7708.016,1
184,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0072948968232567,0.0100135803222656,0.0041587012154715,0.0050067901611328,0.0,0.0,0.0,0.0,0,0.496,1.424,9.856,0.0,10.176,117.192,0.0,0.0,16.666666666666664,579.1832605997721,0.0,100.0,778.523325920105,-801.1115550994873,-799.9722003936768,0.0,0.0,3554.0170669555664,3554.0170669555664,6576.208,1
185,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0071750944526634,0.0102519989013671,0.0041015240368922,0.0047683715820312,0.0,0.0,0.0,0.0,0,0.0,0.0,6.448,0.0,7.008,117.192,0.0,0.0,20.0,621.4892864227295,0.0,100.0,799.5094060897827,-799.3692755699158,-797.9724884033203,0.0,0.0,0.0,0.0,5871.936,1
186,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0068287351238193,0.0090599060058593,0.0042051350304839,0.0050067901611328,0.0,0.0,0.0,0.0,0,0.496,2.48,6.096,0.0,5.728,117.192,0.0,0.0,40.0,600.5242466926575,100.0,0.0,786.3062620162964,-800.5760510762533,-799.9648571014404,-1879.9915313720703,-1879.9915313720703,0.0,0.0,1911.456,1
187,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064715300456132,0.0085830688476562,0.0049137487644102,0.0061988830566406,0.0059127807617187,0.0075340270996093,0.0108242034912109,0.0206947326660156,0,0.0,0.0,5.6,0.0,5.728,115.648,3.744,4.232,25.0,600.0224351882935,100.0,0.0,785.311770439148,-800.6432056427002,-800.2017974853516,0.0,0.0,0.0,0.0,187.752,1
188,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062570049988096,0.0083446502685546,0.0054041544596354,0.005960464477539,0.0069141387939453,0.0083446502685546,0.0123023986816406,0.0224113464355468,0,0.496,2.48,9.856,0.0,10.176,113.256,3.744,4.232,16.666666666666664,580.3342660268148,100.0,100.0,779.4978618621826,-800.2608776092529,-799.7463703155518,0.0,0.0,0.0,0.0,27.776,1
189,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0066029027177782,0.0090599060058593,0.004520287384858,0.0054121017456054,0.0066041946411132,0.0086069107055664,0.0117778778076171,0.0288724899291992,0,0.0,0.0,6.448,0.0,7.008,123.64,8.264,7.736,20.0,614.0103340148926,100.0,100.0,787.5066995620728,-802.1836876869202,-799.2802381515503,0.0,0.0,0.0,0.0,591.904,1
190,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006694698808205,0.0090599060058593,0.0044246052586755,0.0050067901611328,0.0,0.0,0.0,0.0,0,0.496,2.384,6.096,0.0,5.728,117.192,0.0,0.0,40.0,600.2733707427979,100.0,100.0,790.4206275939941,-785.2888902028402,-776.7427921295166,0.0,0.0,0.0,0.0,1013.784,1
191,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065144021712725,0.0088214874267578,0.0043666268896868,0.0050067901611328,0.0,0.0,0.0,0.0,0,0.0,0.0,5.6,0.0,5.728,117.192,0.0,0.0,25.0,602.7535200119019,100.0,100.0,796.4079141616821,-800.3210226694742,-799.9143600463867,0.0,0.0,0.0,0.0,953.64,1
192,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006335973739624,0.0088453292846679,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,2.48,9.856,0.0,10.176,112.0,0.0,0.0,16.666666666666664,578.6757866541544,100.0,100.0,781.985878944397,-802.3056507110596,-799.9233722686768,0.0,0.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065659532452573,0.0088214874267578,0.0042871995405717,0.0050306320190429,0.0057220458984375,0.0061988830566406,0.010848045349121,0.0197887420654296,0,0.0,0.0,6.448,0.0,7.008,122.384,4.272,3.704,20.0,621.662418047587,100.0,100.0,800.0088930130005,-800.9076118469238,-799.2900133132935,0.0,0.0,0.0,0.0,883.504,1
194,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0066282737314404,0.0092983245849609,0.0041124406554889,0.0050067901611328,0.0062465667724609,0.0079154968261718,0.0119209289550781,0.0229835510253906,0,0.496,2.448,6.096,0.0,5.728,113.256,3.744,4.232,40.0,600.7586121559143,100.0,100.0,789.3069505691528,-799.308697382609,-798.3221054077148,0.0,0.0,0.0,0.0,2004.504,1
195,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0061597397078329,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.005960464477539,0.0073909759521484,0.0105897585550944,0.025486946105957,0,0.0,0.0,5.6,0.0,5.728,113.256,9.32,6.68,25.0,600.0028252601624,100.0,100.0,788.0141019821167,-800.9719848632812,-800.1385688781738,0.0,0.0,0.0,0.0,1.192,1
196,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064052752594449,0.0088214874267578,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0,0.496,2.416,9.856,0.0,10.272,113.256,0.0,0.0,16.666666666666664,578.8461367289225,100.0,100.0,780.0242900848389,-799.9454498291016,-799.7856616973877,0.0,0.0,0.0,0.0,1.192,1
197,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0066710453407437,0.009465217590332,0.0041321532367026,0.0050067901611328,0.0,0.0,0.0,0.0,0,0.0,0.0,6.448,0.0,7.104,132.768,0.0,0.0,20.0,622.8418350219727,100.0,100.0,804.0090799331665,-802.410900592804,-799.9838352203369,0.0,0.0,0.0,0.0,2987.768,1
198,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0069544683048381,0.0092983245849609,0.00405941765739,0.0047683715820312,0.0,0.0,0.0,0.0,0,0.496,2.416,6.096,0.0,5.792,117.192,0.0,0.0,40.0,600.2830862998962,100.0,100.0,786.7156505584717,-800.196647644043,-799.6656894683838,0.0,0.0,0.0,0.0,8488.048,1
