time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,e2_du_throughput_ul_kbps,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_ul_ms,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061678886413574,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0208616256713867,0.0234365463256835,0.0,0.0,0.0,1.36,0.496,1.696,1.696,0.0,0.0,112.0,0.0,0.021219253540039,0.0,0.0223636627197265,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064210193913157,0.0090599060058593,0.0066757202148437,0.0066757202148437,0.0069141387939453,0.0069141387939453,0.0,0.0051519145136294,0.0071048736572265,0.0,0.0,0.0208616256713867,0.0234365463256835,0.0,0.0,0.0,1.36,0.496,1.696,1.696,0.0,0.0,132.504,0.0,0.021219253540039,165.448,0.0223636627197265,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062249786225124,0.0085830688476562,0.005960464477539,0.005960464477539,0.0085830688476562,0.0085830688476562,0.0060081481933593,0.0053882598876953,0.0068187713623046,0.0075340270996093,0.0104427337646484,0.0208616256713867,0.0234365463256835,0.0190258026123046,0.0,0.0,1.36,0.496,1.696,1.696,3.744,4.232,117.192,0.0,0.021219253540039,29.48,0.0223636627197265,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062902175371919,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0066757202148437,0.0066757202148437,0.0061988830566406,0.0050008296966552,0.0066757202148437,0.0078201293945312,0.0102519989013671,0.0208616256713867,0.0234365463256835,0.0188350677490234,0.0,0.0,1.36,0.496,1.696,1.696,3.744,4.232,117.192,0.0,0.021219253540039,341.664,0.0223636627197265,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058916670766042,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0072002410888671,0.0045299530029296,0.0045299530029296,0.0092267990112304,0.0110626220703125,0.0208616256713867,0.0234365463256835,0.0241994857788085,0.0,0.0,1.36,0.496,1.696,1.696,8.264,7.736,113.256,0.0,0.021219253540039,1.192,0.0223636627197265,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061585535457478,0.0081062316894531,0.009775161743164,0.009775161743164,0.0119209289550781,0.0119209289550781,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0208616256713867,0.0234365463256835,0.0,0.0,0.0,1.36,0.496,1.696,1.696,0.0,0.0,113.256,0.0,0.021219253540039,1.192,0.0223636627197265,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061025760443927,0.0082969665527343,0.0069141387939453,0.0069141387939453,0.0116825103759765,0.0116825103759765,0.0,0.0044164203462146,0.0052452087402343,0.0,0.0,0.0208616256713867,0.0234365463256835,0.0,0.0,0.0,1.36,0.496,1.696,1.696,0.0,0.0,121.736,0.0,0.021219253540039,157.432,0.0223636627197265,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058937072753906,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0208616256713867,0.0234365463256835,0.0,0.0,0.0,1.36,0.496,1.696,1.696,0.0,0.0,112.0,0.0,0.021219253540039,0.0,0.0223636627197265,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.00618577003479,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0150203704833984,0.0150203704833984,0.0064373016357421,0.0,0.0,0.0083446502685546,0.0104904174804687,0.0208616256713867,0.0234365463256835,0.0191688537597656,0.0,0.0,1.36,0.496,1.696,1.696,3.744,4.232,112.0,0.0,0.021219253540039,0.0,0.0223636627197265,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061632981940881,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0092983245849609,0.0092983245849609,0.0060558319091796,0.0090599060058593,0.0090599060058593,0.0076770782470703,0.0106334686279296,0.0208616256713867,0.0234365463256835,0.0195980072021484,0.0,0.0,1.36,0.496,1.696,1.696,3.744,4.232,117.192,0.0,0.021219253540039,7.736,0.0223636627197265,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062227249145507,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0102519989013671,0.0102519989013671,0.006103515625,0.0,0.0,0.0077247619628906,0.0102996826171875,0.0208616256713867,0.0234365463256835,0.0241518020629882,0.0,0.0,1.36,0.496,1.696,1.696,8.264,7.736,112.0,0.0,0.021219253540039,0.0,0.0223636627197265,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062131170016616,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0071525573730468,0.0071525573730468,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061395749523865,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0131130218505859,0.0131130218505859,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063613872622969,0.0088214874267578,0.00762939453125,0.00762939453125,0.0102519989013671,0.0102519989013671,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060772895812988,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0138282775878906,0.0138282775878906,0.0061511993408203,0.0,0.0,0.0077724456787109,0.0110149383544921,0.0,0.0,0.0204086303710937,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060367584228515,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0131130218505859,0.0131130218505859,0.0060081481933593,0.0,0.0,0.0075817108154296,0.0108718872070312,0.0,0.0,0.0205516815185546,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061249732971191,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0061750411987304,0.0,0.0,0.0083684921264648,0.0109672546386718,0.0,0.0,0.0260829925537109,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060153007507324,0.0078916549682617,0.0116825103759765,0.0116825103759765,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062759835921709,0.0083446502685546,0.0065565109252929,0.0072240829467773,0.0127553939819335,0.0143766403198242,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.208,1.344,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061087347381743,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.0057220458984375,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060719637135368,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.00762939453125,0.00762939453125,0.006723403930664,0.0052452087402343,0.0052452087402343,0.0080108642578125,0.0112533569335937,0.0,0.0,0.0210762023925781,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,113.256,0.0,0.0,1.192,0.0,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060188770294189,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0119209289550781,0.0119209289550781,0.0074386596679687,0.0,0.0,0.0091075897216796,0.0132560729980468,0.0,0.0,0.02593994140625,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062024593353271,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0085830688476562,0.0085830688476562,0.0067472457885742,0.0,0.0,0.0086545944213867,0.0105857849121093,0.0,0.0,0.0259160995483398,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059497356414794,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006110668182373,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058691299969877,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0071525573730468,0.0071525573730468,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0
