time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070014802536161,0.0095129013061523,0.0092983245849609,0.0092983245849609,0.0,0.0038767020974383,0.0176429748535156,0.0176429748535156,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,13103.872,0
11,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060802668481323,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0044107437133789,0.0081062316894531,0.0081062316894531,0.0051498413085937,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,73.6,0
12,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062423386597281,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0040140645257357,0.0107288360595703,0.0107288360595703,0.0047683715820312,0.0,0.0060081481933593,0.0078201293945312,0.0107288360595703,0.0208377838134765,0.496,1.392,0.0,0.0,4.232,3.744,0.0,0.0,123.64,1299.424,0
13,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064183230423808,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0042299206337232,0.0133514404296875,0.0133514404296875,0.0054836273193359,0.0,0.0064902835422092,0.0086784362792968,0.010858882557262,0.0274181365966796,0.496,1.424,0.0,0.0,7.936,8.016,0.0,0.0,115.864,896.392,0
14,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068085703683729,0.0095367431640625,0.0090599060058593,0.0090599060058593,0.0,0.0039216470298057,0.0090599060058593,0.0090599060058593,0.0047683715820312,0.0,0.0062465667724609,0.008392333984375,0.0110626220703125,0.026702880859375,0.496,1.424,0.0,0.0,11.968,12.008,0.0,0.0,115.864,10956.968,0
15,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068145011787983,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0,0.0042811683986497,0.0078678131103515,0.0078678131103515,0.0050067901611328,0.0,0.0064373016357421,0.0090837478637695,0.0103473663330078,0.0251531600952148,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,117.192,1212.688,0
16,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064811896328902,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0043736129510598,0.0090599060058593,0.0090599060058593,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.192,479.944,0
17,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068102732743367,0.0097513198852539,0.009775161743164,0.009775161743164,0.0,0.0039004827294748,0.0152587890625,0.0152587890625,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,116.416,17915.896,0
18,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063723856859868,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0,0.0050578798566545,0.0131130218505859,0.0131130218505859,0.0063657760620117,0.0,0.0063419342041015,0.0083446502685546,0.0116348266601562,0.0221729278564453,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,116.416,89.2,0
19,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061656705182583,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0041982401972231,0.0071525573730468,0.0071525573730468,0.0051259994506835,0.0,0.0063419342041015,0.0083684921264648,0.0109195709228515,0.0286817550659179,0.496,1.424,0.0,0.0,8.464,7.488,0.0,0.0,117.888,372.976,0
20,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064088337457002,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0040945799454398,0.0081062316894531,0.0081062316894531,0.0047683715820312,0.0,0.0061829884847005,0.008392333984375,0.0110149383544921,0.025796890258789,0.496,1.392,0.0,0.0,11.968,12.008,0.0,0.0,115.48,853.504,0
21,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063091961305532,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0,0.0043937138148716,0.0116825103759765,0.0116825103759765,0.0058650970458984,0.0,0.0062942504882812,0.0081539154052734,0.0103235244750976,0.025033950805664,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,114.296,71.688,0
22,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063121318817138,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0042052496047247,0.0143051147460937,0.0143051147460937,0.0053882598876953,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1173.096,0
23,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065683138252484,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0,0.003943367609902,0.0088214874267578,0.0088214874267578,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,0.0,117.936,6874.72,0
24,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062826836463248,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0041688189787023,0.009775161743164,0.009775161743164,0.0055551528930664,0.0,0.0071048736572265,0.0102519989013671,0.0112533569335937,0.0206947326660156,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,118.448,683.52,0
25,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066049028151106,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0,0.003971071804271,0.0069141387939453,0.0069141387939453,0.0047683715820312,0.0,0.007033348083496,0.0105142593383789,0.0113248825073242,0.0280380249023437,0.496,1.424,0.0,0.0,8.464,7.488,0.0,0.0,116.096,3525.248,0
26,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069766941637095,0.0095367431640625,0.00762939453125,0.00762939453125,0.0,0.0040005348824165,0.013589859008789,0.013589859008789,0.0047683715820312,0.0,0.0063419342041015,0.0087738037109375,0.0110149383544921,0.0269889831542968,0.496,1.424,0.0,0.0,11.968,12.008,0.0,0.0,118.448,8895.304,0
27,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006248701864214,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0040956905909946,0.0071525573730468,0.0071525573730468,0.0050067901611328,0.0,0.006103515625,0.0085830688476562,0.0106334686279296,0.026249885559082,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,117.192,860.336,0
28,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061452388763427,0.0081062316894531,0.0070810317993164,0.0067949295043945,0.0,0.0,0.0094175338745117,0.0121831893920898,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.272,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
29,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062295705965249,0.0083208084106445,0.0119209289550781,0.0119209289550781,0.0,0.0053048133850097,0.0109672546386718,0.0109672546386718,0.007033348083496,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,120.032,37.488,0
30,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069995424640712,0.0095367431640625,0.0083446502685546,0.0083446502685546,0.0,0.0038753915010631,0.0112056732177734,0.0112056732177734,0.0045299530029296,0.0,0.0057816505432128,0.0063657760620117,0.0109672546386718,0.0197887420654296,0.496,1.424,0.0,0.0,3.704,4.272,0.0,0.0,117.192,16744.84,0
31,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006248701864214,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0,0.0054359436035156,0.0109672546386718,0.0109672546386718,0.0069856643676757,0.0,0.0064373016357421,0.0087261199951171,0.0118970870971679,0.0297069549560546,0.496,1.424,0.0,0.0,8.464,7.488,0.0,0.0,113.256,37.984,0
32,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006233281757108,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0066757202148437,0.0064373016357421,0.0064373016357421,0.0066757202148437,0.0,0.0063896179199218,0.0089645385742187,0.0115871429443359,0.028848648071289,0.496,1.392,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1.192,0
33,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060609742706897,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0042609679393279,0.0088214874267578,0.0088214874267578,0.0053882598876953,0.0,0.0066757202148437,0.0088691711425781,0.0107288360595703,0.0256538391113281,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,122.352,385.08,0
34,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061787183011942,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0059306621551513,0.0073909759521484,0.0073909759521484,0.0071287155151367,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.192,42.176,0
35,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063103822926383,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0046888987223307,0.0071525573730468,0.0071525573730468,0.0061750411987304,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,114.264,109.776,0
36,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059794430709003,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.0,0.004395842552185,0.0104904174804687,0.0104904174804687,0.0056743621826171,0.0,0.0060558319091796,0.0078678131103515,0.011444091796875,0.0216484069824218,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,115.16,308.16,0
37,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064906789295708,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0038660140264601,0.0095367431640625,0.0095367431640625,0.0045299530029296,0.0,0.0064611434936523,0.0084161758422851,0.0110626220703125,0.0277996063232421,0.496,1.424,0.0,0.0,8.464,7.488,0.0,0.0,117.192,6000.088,0
38,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062534465125544,0.0083446502685546,0.0116825103759765,0.0116825103759765,0.0,0.0038420712506329,0.0083446502685546,0.0083446502685546,0.0045299530029296,0.0,0.0064849853515625,0.0083446502685546,0.0117937723795572,0.0300407409667968,0.496,1.424,0.0,0.0,11.968,12.008,0.0,0.0,113.256,3012.736,0
39,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061540320368096,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0045299530029296,0.0073909759521484,0.0073909759521484,0.0047206878662109,0.0,0.0060319900512695,0.007939338684082,0.0110864639282226,0.0267267227172851,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,116.544,4.192,0
40,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060814530102174,0.0083446502685546,0.00762939453125,0.00762939453125,0.004887580871582,0.0054836273193359,0.0112056732177734,0.0112056732177734,0.0054836273193359,0.0051736831665039,0.0,0.0,0.0,0.0,0.496,1.424,1.696,1.696,0.0,0.0,0.0064373016357421,0.0081539154052734,113.256,1.192,0
41,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059878826141357,0.0081539154052734,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
42,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059425830841064,0.0078678131103515,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0065565109252929,0.0075817108154296,0.0105698903401692,0.0187158584594726,0.496,1.36,0.0,0.0,3.704,4.272,0.0,0.0,112.0,0.0,0
43,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059592723846435,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0060319900512695,0.0081777572631835,0.0111103057861328,0.0281572341918945,0.496,1.36,0.0,0.0,8.464,7.488,0.0,0.0,112.0,0.0,0
44,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061619281768798,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0062465667724609,0.0084877014160156,0.0113646189371744,0.0285625457763671,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,112.0,0.0,0
45,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066515328227609,0.0089168548583984,0.0073909759521484,0.0073909759521484,0.0,0.0038844958637321,0.0145435333251953,0.0145435333251953,0.0045299530029296,0.0,0.006103515625,0.0086545944213867,0.0109672546386718,0.0246524810791015,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,144.408,11374.176,0
46,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062248494365427,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0041026573676567,0.0061988830566406,0.0061988830566406,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,812.136,0
47,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063210577514041,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0045299530029296,0.009775161743164,0.009775161743164,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
48,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062108039855957,0.0081539154052734,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0063419342041015,0.008249282836914,0.0125885009765625,0.0240802764892578,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
49,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060999393463134,0.0078916549682617,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0060319900512695,0.0086307525634765,0.0108957290649414,0.0279426574707031,0.496,1.36,0.0,0.0,8.464,7.488,0.0,0.0,112.0,0.0,0
50,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060904026031494,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0059286753336588,0.0084877014160156,0.0113169352213541,0.0284194946289062,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,112.0,0.0,0
51,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059247016906738,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0061750411987304,0.008392333984375,0.0108003616333007,0.0252008438110351,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,0
52,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061704151665986,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0052452087402343,0.0066757202148437,0.0066757202148437,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
53,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064384534163175,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0,0.0039445593001994,0.0073909759521484,0.0073909759521484,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,144.408,2552.456,0
54,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060933146310682,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0050067901611328,0.0131130218505859,0.0131130218505859,0.0050067901611328,0.0,0.0059008598327636,0.0066041946411132,0.0106493631998697,0.0188350677490234,0.496,1.424,0.0,0.0,3.704,4.272,0.0,0.0,113.256,1.192,0
55,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062572956085205,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0061988830566406,0.0090599060058593,0.0117778778076171,0.0292301177978515,0.496,1.36,0.0,0.0,8.464,7.488,0.0,0.0,112.0,0.0,0
56,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060567714897869,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0057220458984375,0.0104904174804687,0.0104904174804687,0.0076770782470703,0.0,0.0067949295043945,0.0095605850219726,0.0110417604446411,0.0283718109130859,0.496,1.36,0.0,0.0,11.44,12.536,0.0,0.0,123.128,18.2,0
57,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061821937561035,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0058809916178385,0.0068187713623046,0.011444091796875,0.0276565551757812,0.496,1.424,0.0,0.0,7.208,8.792,0.0,0.0,112.0,0.0,0
58,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060689449310302,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
59,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062949621855322,0.0088214874267578,0.0073194503784179,0.0060796737670898,0.0,0.00762939453125,0.0092983245849609,0.0094890594482421,0.00762939453125,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
60,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060360606123761,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0039793196178617,0.0083446502685546,0.0083446502685546,0.0047683715820312,0.0,0.0072797139485677,0.0114440917968749,0.0101566314697265,0.0224113464355468,0.496,1.36,0.0,0.0,11.312,10.776,0.0,0.0,134.024,2222.736,0
61,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061372026282163,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0057220458984375,0.0112056732177734,0.0112056732177734,0.0057220458984375,0.0,0.0068187713623046,0.0087976455688476,0.0124692916870117,0.0286579132080078,0.496,1.424,0.0,0.0,8.464,7.488,0.0,0.0,113.256,1.192,0
62,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061869621276855,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0071048736572265,0.0093936920166015,0.011610984802246,0.0297784805297851,0.496,1.36,0.0,0.0,8.464,7.488,0.0,0.0,112.0,0.0,0
63,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062664942954903,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0083446502685546,0.0,0.0062823295593261,0.0086307525634765,0.0112891197204589,0.0294446945190429,0.496,1.36,0.0,0.0,15.472,16.528,0.0,0.0,115.624,3.336,0
64,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062435131354872,0.0087738037109375,0.0078678131103515,0.0078678131103515,0.0,0.0039381483581168,0.0104904174804687,0.0104904174804687,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,127.576,8671.08,0
65,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068417829067552,0.0092983245849609,0.0081062316894531,0.0081062316894531,0.0,0.0039829927332261,0.0102519989013671,0.0102519989013671,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,117.192,4745.784,0
66,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062130465365872,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0040829181671142,0.0102519989013671,0.0102519989013671,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,116.864,1263.76,0
67,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059628368017092,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0042915344238281,0.0164508819580078,0.0164508819580078,0.0042915344238281,0.0,0.0060319900512695,0.0086069107055664,0.0124216079711914,0.0316381454467773,0.496,1.424,0.0,0.0,8.464,7.488,0.0,0.0,113.256,1.192,0
68,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061360164661312,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0085830688476562,0.0,0.0061511993408203,0.0083684921264648,0.0122308731079101,0.0329971313476562,0.496,1.36,0.0,0.0,8.464,7.488,0.0,0.0,113.256,1.192,0
69,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059473514556884,0.0078916549682617,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0064611434936523,0.0088453292846679,0.0108957290649414,0.0266313552856445,0.496,1.36,0.0,0.0,15.472,16.528,0.0,0.0,112.0,0.0,0
70,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061790148417154,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0040678750900995,0.0166893005371093,0.0166893005371093,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,132.768,2122.512,0
71,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063186854272339,0.0083446502685546,0.00762939453125,0.00762939453125,0.0092983245849609,0.0042803585529327,0.0102519989013671,0.0102519989013671,0.0057220458984375,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.424,0.848,0.848,0.0,0.0,0.0085830688476562,0.0085830688476562,117.192,632.464,0
72,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006118224034855,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0147819519042968,0.0043832338773287,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0147819519042968,0.0,0.0,0.0,0.0,0.496,1.424,0.848,0.848,0.0,0.0,0.0057220458984375,0.0057220458984375,116.968,267.568,0
73,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071738025929668,0.0095367431640625,0.0083446502685546,0.0083446502685546,0.0,0.0039747255874492,0.0197887420654296,0.0197887420654296,0.0047683715820312,0.0,0.006270408630371,0.0086069107055664,0.0112771987915039,0.029301643371582,0.496,1.424,0.0,0.0,8.464,7.488,0.0,0.0,118.448,16665.032,0
