time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062307508865205,0.0083208084106445,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.008249282836914,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,0.0,7.216,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058560822140518,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0074386596679687,0.0,0.0159740447998046,0.0159740447998046,0.0071525573730468,0.0071525573730468,0.0085830688476562,0.0119209289550781,0.0231266021728515,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061882604466806,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0055313110351562,0.0,0.0095367431640625,0.0095367431640625,0.0063180923461914,0.0069856643676757,0.0070095062255859,0.0105857849121093,0.020599365234375,0.496,1.36,0.0,0.0,4.232,3.744,118.448,0.0,0.0,6.496,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062084197998046,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0064373016357421,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.008702278137207,0.0113248825073242,0.0284910202026367,0.496,1.424,0.0,0.0,11.44,12.536,112.0,0.0,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006030797958374,0.0076532363891601,0.0069141387939453,0.0069141387939453,0.0,0.006103515625,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0075817108154296,0.0111579895019531,0.020599365234375,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061929816066628,0.0083208084106445,0.0064373016357421,0.0064373016357421,0.0,0.0065803527832031,0.0,0.0085830688476562,0.0085830688476562,0.0069141387939453,0.007486343383789,0.0088214874267578,0.0112295150756835,0.025796890258789,0.496,1.36,0.0,0.0,7.736,8.264,119.024,0.0,0.0,6.448,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059115886688232,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060589159306009,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.005960464477539,0.0,0.0100135803222656,0.0100135803222656,0.0066757202148437,0.0066757202148437,0.0077247619628906,0.01220703125,0.022745132446289,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00597469842256,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0073432922363281,0.0,0.0050067901611328,0.0050067901611328,0.0092983245849609,0.0092983245849609,0.0100135803222656,0.0110149383544921,0.0207901000976562,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060411234993246,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0058809916178385,0.0,0.0047683715820312,0.0047683715820312,0.0047683715820312,0.0047683715820312,0.008249282836914,0.0111103057861328,0.0267505645751953,0.496,1.36,0.0,0.0,11.968,12.008,113.256,0.0,0.0,1.192,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060553574443456,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0057697296142578,0.0,0.0050067901611328,0.0050067901611328,0.0081062316894531,0.0081062316894531,0.0070095062255859,0.0114917755126953,0.0217437744140625,0.496,1.36,0.0,0.0,4.232,3.744,114.968,0.0,0.0,2.68,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062251091003417,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0,0.0065088272094726,0.0,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0086069107055664,0.011610984802246,0.0286340713500976,0.496,1.424,0.0,0.0,7.736,8.264,112.0,0.0,0.0,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061776378367206,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,120.24,0.0,0.0,9.04,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061631202697753,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.006103515625,0.0,0.0066757202148437,0.0066757202148437,0.0053644180297851,0.0066041946411132,0.0074386596679687,0.0109195709228515,0.020599365234375,0.496,1.392,0.0,0.0,4.232,3.744,112.0,0.0,0.0,15.872,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061676340195739,0.0079870223999023,0.0073909759521484,0.0073909759521484,0.0,0.005960464477539,0.0,0.0071525573730468,0.0071525573730468,0.0043461720148722,0.0053882598876953,0.00762939453125,0.0112056732177734,0.0201702117919921,0.496,1.392,0.0,0.0,4.232,3.744,139.216,0.0,0.0,427.216,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060584285471699,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0061511993408203,0.0,0.0069141387939453,0.0069141387939453,0.0047683715820312,0.0047683715820312,0.0084877014160156,0.0108559926350911,0.0268459320068359,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0,0.0,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060019801505169,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.005960464477539,0.0,0.0078678131103515,0.0078678131103515,0.00762939453125,0.00762939453125,0.0074386596679687,0.0109672546386718,0.020599365234375,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060019801505169,0.0081062316894531,0.0076055526733398,0.0065565109252929,0.0,0.0060319900512695,0.0,0.0085830688476562,0.0095367431640625,0.00762939453125,0.00762939453125,0.0084161758422851,0.0109434127807617,0.0262260437011718,1.344,2.208,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060019801505169,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060019801505169,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0066280364990234,0.0,0.0064373016357421,0.0064373016357421,0.00762939453125,0.00762939453125,0.0089168548583984,0.0117301940917968,0.0227928161621093,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066155368841967,0.0095367431640625,0.0073909759521484,0.0073909759521484,0.0,0.0064849853515625,0.0,0.0128746032714843,0.0128746032714843,0.0039020758024685,0.0045299530029296,0.0086307525634765,0.0112056732177734,0.0210762023925781,0.496,1.36,0.0,0.0,4.232,3.744,143.152,0.0,0.0,10197.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070038408336072,0.0095129013061523,0.0081062316894531,0.0081062316894531,0.0,0.006262461344401,0.0,0.0145435333251953,0.0145435333251953,0.0038771402268182,0.0045299530029296,0.0088691711425781,0.0108718872070312,0.0270366668701171,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0,0.0,12593.728,0
