time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075196275616636,0.0100135803222656,0.0090599060058593,0.0090599060058593,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0126361846923828,0.0126361846923828,0.0111171177455357,0.0038769454636833,0.0247955322265625,0.0045299530029296,0.496,1.424,0.848,0.848,25.152,27.344,118.448,0.0,13525.608,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0116825103759765,0.0116825103759765,0.0111171177455357,0.0050067901611328,0.0247955322265625,0.0050067901611328,0.496,1.424,0.848,0.848,25.152,27.344,113.256,0.0,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062166754879168,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0100135803222656,0.0100135803222656,0.0111171177455357,0.0052452087402343,0.0247955322265625,0.0052452087402343,0.496,1.36,0.848,0.848,25.152,27.344,113.256,0.0,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060987472534179,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0071525573730468,0.0071525573730468,0.0111171177455357,0.0,0.0247955322265625,0.0,0.496,1.36,0.848,0.848,25.152,27.344,112.0,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069982865277458,0.009465217590332,0.0090599060058593,0.0090599060058593,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0126361846923828,0.0126361846923828,0.0111171177455357,0.0038498394226528,0.0247955322265625,0.0042915344238281,0.496,1.424,0.848,0.848,25.152,27.344,130.144,0.0,16969.512,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059962272644042,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0107288360595703,0.0107288360595703,0.0111171177455357,0.0,0.0247955322265625,0.0,0.496,1.424,0.848,0.848,25.152,27.344,112.0,0.0,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061547756195068,0.0083684921264648,0.0071525573730468,0.0071525573730468,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0157356262207031,0.0157356262207031,0.0111171177455357,0.0,0.0247955322265625,0.0,0.496,1.36,0.848,0.848,25.152,27.344,112.0,0.0,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061146655485997,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0145435333251953,0.0145435333251953,0.0111171177455357,0.0057220458984375,0.0247955322265625,0.0057220458984375,0.496,1.36,0.848,0.848,25.152,27.344,113.256,0.0,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063064051609413,0.0087499618530273,0.0078678131103515,0.0078678131103515,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0069141387939453,0.0069141387939453,0.0111171177455357,0.0044769710964626,0.0247955322265625,0.0062465667724609,0.496,1.424,0.848,0.848,25.152,27.344,128.832,0.0,250.184,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065770642510775,0.0092983245849609,0.0069141387939453,0.0069141387939453,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0078678131103515,0.0078678131103515,0.0111171177455357,0.0053246815999348,0.0247955322265625,0.0061988830566406,0.496,1.424,0.848,0.848,25.152,27.344,118.856,0.0,44.416,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065713379513564,0.0090599060058593,0.00762939453125,0.00762939453125,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0095367431640625,0.0095367431640625,0.0111171177455357,0.0050635564894903,0.0247955322265625,0.0061988830566406,0.496,1.424,0.848,0.848,25.152,27.344,114.536,0.0,51.096,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063419342041015,0.0088214874267578,0.00762939453125,0.00762939453125,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0092983245849609,0.0092983245849609,0.0111171177455357,0.005960464477539,0.0247955322265625,0.005960464477539,0.496,1.424,0.848,0.848,25.152,27.344,112.0,0.0,2.44,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064679891756265,0.0090360641479492,0.0071525573730468,0.0071525573730468,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0400543212890625,0.0400543212890625,0.0111171177455357,0.0051259994506835,0.0247955322265625,0.0064373016357421,0.496,1.424,0.848,0.848,25.152,27.344,117.808,0.0,26.736,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058916670766042,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.0116825103759765,0.0116825103759765,0.0111171177455357,0.0071525573730468,0.0247955322265625,0.0071525573730468,0.496,1.424,0.848,0.848,25.152,27.344,117.192,0.0,9.912,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062909456762937,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0042915344238281,0.0069005148751395,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0094413757324218,0.005960464477539,0.005960464477539,0.0111171177455357,0.0047013163566589,0.0247955322265625,0.0056743621826171,0.496,1.424,0.848,0.848,25.152,27.344,117.584,0.0,210.048,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061431334386417,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0042915344238281,0.0,0.0042915344238281,0.0071525573730468,0.0071525573730468,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0054836273193359,0.0,0.0054836273193359,0.496,1.424,0.848,0.848,0.0,0.0,113.256,0.0,6.496,0
