time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063499601760713,0.0083446502685546,0.009775161743164,0.009775161743164,0.0,0.0065565109252929,0.0,0.0,0.0,0.0104427337646484,0.0092983245849609,0.0092983245849609,0.0116825103759765,0.0041909515857696,0.0306367874145507,0.0051736831665039,0.496,1.424,0.0,0.0,7.488,8.464,122.384,0.0,654.896,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063499601760713,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.010848045349121,0.0062306722005208,0.0113248825073242,0.0122785568237304,0.012373924255371,0.0087261199951171,0.0071525573730468,0.0071525573730468,0.0111262003580729,0.0041909515857696,0.0274658203125,0.0051736831665039,0.496,1.392,1.696,1.696,12.008,11.968,122.384,0.0,654.896,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063499601760713,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0063180923461914,0.0,0.0,0.0,0.0085830688476562,0.0123977661132812,0.0123977661132812,0.0114202499389648,0.0041909515857696,0.0273942947387695,0.0051736831665039,0.496,1.36,0.0,0.0,8.264,7.736,122.384,0.0,654.896,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063499601760713,0.0083446502685546,0.0066518783569335,0.0065565109252929,0.0,0.0,0.0,0.0,0.0,0.0,0.0122785568237304,0.016188621520996,0.0,0.0041909515857696,0.0,0.0051736831665039,1.344,2.208,0.0,0.0,0.0,0.0,122.384,0.0,654.896,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006075522199792,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0050067901611328,0.0,0.0050067901611328,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089756144813,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.006103515625,0.0,0.0,0.0,0.00762939453125,0.0107288360595703,0.0107288360595703,0.0123500823974609,0.0085830688476562,0.0240802764892578,0.0085830688476562,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059758845846451,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0062227249145507,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0123977661132812,0.0045299530029296,0.0310182571411132,0.0045299530029296,0.496,1.36,0.0,0.0,7.488,8.464,113.256,0.0,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006179207737006,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0065167744954427,0.0,0.0,0.0,0.0092506408691406,0.0073909759521484,0.0073909759521484,0.0113964080810546,0.0039450556254215,0.0288009643554687,0.0047683715820312,0.496,1.424,0.0,0.0,12.008,11.968,143.152,0.0,1530.632,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066591139456525,0.0095367431640625,0.0073909759521484,0.0073909759521484,0.0,0.0066995620727539,0.0,0.0,0.0,0.009322166442871,0.0123977661132812,0.0123977661132812,0.0108242034912109,0.0038661772724515,0.0275373458862304,0.0043392181396484,0.496,1.424,0.0,0.0,8.264,7.736,117.192,0.0,9613.72,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061380863189697,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063204765319824,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063139407788936,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.006723403930664,0.0,0.0,0.0,0.0097274780273437,0.0064373016357421,0.0064373016357421,0.0115871429443359,0.0088214874267578,0.0219345092773437,0.0088214874267578,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060482404718351,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0066280364990234,0.0,0.0,0.0,0.0086069107055664,0.0081062316894531,0.0081062316894531,0.0118255615234375,0.0085830688476562,0.0308752059936523,0.0085830688476562,0.496,1.36,0.0,0.0,7.488,8.464,113.256,0.0,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062178616500019,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0065485636393229,0.0,0.0,0.0,0.0088214874267578,0.011444091796875,0.011444091796875,0.0118573506673177,0.00762939453125,0.0297069549560546,0.00762939453125,0.496,1.36,0.0,0.0,12.008,11.968,113.256,0.0,1.192,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060582160949707,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0,0.0067949295043945,0.0,0.0,0.0,0.0092744827270507,0.0085830688476562,0.0085830688476562,0.0112295150756835,0.0,0.0285625457763671,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060582160949707,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061452388763427,0.0085830688476562,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061666965484619,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0065803527832031,0.0,0.0,0.0,0.0083446502685546,0.0128746032714843,0.0128746032714843,0.0114917755126953,0.0,0.021982192993164,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061482047113243,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0063180923461914,0.0,0.0,0.0,0.0084161758422851,0.0162124633789062,0.0162124633789062,0.0115156173706054,0.0039575000603993,0.0287294387817382,0.0045299530029296,0.496,1.424,0.0,0.0,7.488,8.464,144.408,0.0,2126.016,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061327868168896,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0062147776285807,0.0,0.0,0.0,0.0084877014160156,0.0123977661132812,0.0123977661132812,0.0109672546386718,0.0039878504236317,0.0271320343017578,0.0047683715820312,0.496,1.424,0.0,0.0,12.008,11.968,118.448,0.0,1924.728,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063080099684682,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0061273574829101,0.0,0.0,0.0,0.0084161758422851,0.00762939453125,0.00762939453125,0.011754035949707,0.0071525573730468,0.0310182571411132,0.0071525573730468,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064752588224648,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0040787916917067,0.0,0.0047683715820312,0.496,1.424,0.0,0.0,0.0,0.0,121.824,0.0,674.344,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006335973739624,0.0083684921264648,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063955783843994,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0061511993408203,0.0,0.0,0.0,0.0079154968261718,0.0140666961669921,0.0140666961669921,0.0128746032714843,0.0054041544596354,0.0249385833740234,0.0076770782470703,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,30.136,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063621351871584,0.0088214874267578,0.0102519989013671,0.0102519989013671,0.0,0.0066995620727539,0.0,0.0,0.0,0.0090837478637695,0.0107288360595703,0.0107288360595703,0.0124454498291015,0.0039280711354075,0.0308752059936523,0.0045299530029296,0.496,1.424,0.0,0.0,7.488,8.464,127.576,0.0,1599.24,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0,0.0065326690673828,0.0,0.0,0.0,0.0091552734375,0.009775161743164,0.009775161743164,0.0123023986816406,0.0045299530029296,0.0306606292724609,0.0045299530029296,0.496,1.36,0.0,0.0,12.008,11.968,113.256,0.0,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062546326746394,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0065088272094726,0.0,0.0,0.0,0.0087738037109375,0.0140666961669921,0.0140666961669921,0.0110387802124023,0.0045299530029296,0.026869773864746,0.0045299530029296,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059830015571556,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0.0040531158447265,0.0,0.0040531158447265,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060617923736572,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0066598256429036,0.0,0.0,0.0,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0110944112141927,0.0,0.0251293182373046,0.0,0.496,1.36,0.0,0.0,10.776,11.312,112.0,0.0,0.0,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060772895812988,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0081062316894531,0.0,0.0,0.0,0.0118255615234375,0.0081062316894531,0.0081062316894531,0.0133991241455078,0.0,0.0232219696044921,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061122932244296,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0064637925889756,0.0,0.0,0.0,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0111839988014914,0.0088214874267578,0.0290870666503906,0.0088214874267578,0.496,1.424,0.0,0.0,8.016,7.936,115.496,0.0,3.208,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062322616577148,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0066280364990234,0.0,0.0,0.0,0.0088214874267578,0.0123977661132812,0.0123977661132812,0.0113169352213541,0.0,0.0287055969238281,0.0,0.496,1.36,0.0,0.0,12.008,11.968,112.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060968731173235,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0141859054565429,0.0065565109252929,0.015425682067871,0.0132322311401367,0.015425682067871,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0113487243652343,0.0047683715820312,0.0276565551757812,0.0047683715820312,0.496,1.36,1.696,1.696,8.264,7.736,113.256,0.0,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0083446502685546,0.0,0.0083446502685546,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064683997112771,0.0090599060058593,0.0071048736572265,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.012826919555664,0.0,0.0038908097507081,0.0,0.0045299530029296,1.344,2.208,0.0,0.0,0.0,0.0,144.408,0.0,5272.632,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068038257200326,0.0095367431640625,0.0092983245849609,0.0092983245849609,0.0,0.006723403930664,0.0,0.0,0.0,0.008392333984375,0.0126361846923828,0.0126361846923828,0.0110626220703125,0.0038819716257207,0.0209808349609375,0.0045299530029296,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,12152.48,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006411075592041,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0061194101969401,0.0,0.0,0.0,0.0079154968261718,0.0119209289550781,0.0119209289550781,0.0109239058061079,0.0039254465410786,0.0276565551757812,0.0047683715820312,0.496,1.424,0.0,0.0,8.016,7.936,112.0,0.0,3469.872,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060701370239257,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0061511993408203,0.0,0.0,0.0,0.0081539154052734,0.0138282775878906,0.0138282775878906,0.0111103057861328,0.0,0.0290393829345703,0.0,0.496,1.36,0.0,0.0,12.008,11.968,112.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062501430511474,0.0085830688476562,0.0123977661132812,0.0123977661132812,0.0,0.0076770782470703,0.0,0.0,0.0,0.0114440917968749,0.0102519989013671,0.0102519989013671,0.0108242034912109,0.0091887809134818,0.0257253646850585,0.0083446502685546,0.496,1.36,0.0,0.0,8.264,7.736,112.0,73.57142857142858,356.712,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064035741294302,0.0089645385742187,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0196363692893121,0.0,0.0831127166748046,0.496,1.424,0.0,0.0,0.0,0.0,131.784,71.2742980561555,1440.216,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060933146310682,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0184675057729085,0.0,0.0652551651000976,0.496,1.392,0.0,0.0,0.0,0.0,113.256,73.91304347826086,255.824,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.006103515625,0.0,0.0,0.0,0.0077247619628906,0.0095367431640625,0.0095367431640625,0.01220703125,0.0252193874782986,0.0233173370361328,0.0947952270507812,0.496,1.424,0.0,0.0,3.744,4.232,113.256,76.31578947368422,92.856,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060880184173583,0.0083684921264648,0.0100135803222656,0.0100135803222656,0.0,0.0062227249145507,0.0,0.0,0.0,0.0079870223999023,0.0112056732177734,0.0112056732177734,0.0110149383544921,0.0,0.0275850296020507,0.0,0.496,1.36,0.0,0.0,7.488,8.464,112.0,76.31578947368422,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063240528106689,0.0088214874267578,0.0143051147460937,0.0143051147460937,0.0,0.0059434345790318,0.0,0.0,0.0,0.0076770782470703,0.0071525573730468,0.0071525573730468,0.0110119581222534,0.0,0.0270605087280273,0.0,0.496,1.36,0.0,0.0,12.536,11.44,112.0,76.31578947368422,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060999393463134,0.0083684921264648,0.009775161743164,0.009775161743164,0.0,0.0060558319091796,0.0,0.0,0.0,0.0078678131103515,0.0121593475341796,0.0121593475341796,0.0113248825073242,0.0,0.0274181365966796,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,76.31578947368422,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060498714447021,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0193119049072265,0.0193119049072265,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,76.31578947368422,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062990188598632,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0164508819580078,0.0164508819580078,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,76.31578947368422,0.0,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0063896179199218,0.0,0.0,0.0,0.0086784362792968,0.0088214874267578,0.0088214874267578,0.0108718872070312,0.0,0.020599365234375,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,100.0,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062826836463248,0.008559226989746,0.0073909759521484,0.0073909759521484,0.0,0.0060399373372395,0.0,0.0,0.0,0.0082015991210937,0.0054836273193359,0.0054836273193359,0.0113573941317471,0.0292715036644125,0.0295639038085937,0.0956058502197265,0.496,1.392,0.0,0.0,8.016,7.936,118.448,66.875,559.912,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064040890973598,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0061670939127604,0.0,0.0,0.0,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0120004018147786,0.0,0.0311851501464843,0.0,0.496,1.392,0.0,0.0,12.008,11.968,113.256,100.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058424472808837,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.005960464477539,0.0,0.0,0.0,0.0081300735473632,0.0138282775878906,0.0138282775878906,0.0109434127807617,0.0,0.0279903411865234,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,100.0,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060629844665527,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062263011932373,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063180923461914,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0065803527832031,0.0,0.0,0.0,0.0082969665527343,0.0140666961669921,0.0140666961669921,0.0110149383544921,0.0,0.0213146209716796,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,100.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006567029392018,0.0089883804321289,0.0085830688476562,0.0085830688476562,0.0,0.0060081481933593,0.0,0.0,0.0,0.0081300735473632,0.0112056732177734,0.0112056732177734,0.0113725662231445,0.0191534308368445,0.0274658203125,0.0837326049804687,0.496,1.392,0.0,0.0,7.488,8.464,128.768,71.39219015280136,3627.288,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061285495758056,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0058333079020182,0.0,0.0,0.0,0.0081062316894531,0.009775161743164,0.009775161743164,0.0109831492106119,0.029534101486206,0.0280380249023437,0.1012086868286132,0.496,1.424,0.0,0.0,12.008,11.968,112.0,72.41379310344827,179.392,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059497356414794,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0062227249145507,0.0,0.0,0.0,0.0081539154052734,0.009775161743164,0.009775161743164,0.0110149383544921,0.0,0.0272989273071289,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,100.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060992454414937,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060577297685158,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0064373016357421,0.0,0.0,0.0,0.0080108642578125,0.0119209289550781,0.0119209289550781,0.0124931335449218,0.0119209289550781,0.025177001953125,0.0119209289550781,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060415267944335,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0065326690673828,0.0,0.0,0.0,0.0084161758422851,0.0140666961669921,0.0140666961669921,0.0112295150756835,0.0,0.0294923782348632,0.0,0.496,1.36,0.0,0.0,7.488,8.464,112.0,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064504146575927,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0064849853515625,0.0,0.0,0.0,0.0081062316894531,0.00762939453125,0.00762939453125,0.0111262003580729,0.0113028067129629,0.0273704528808593,0.0054836273193359,0.496,1.36,0.0,0.0,12.008,11.968,112.0,73.44262295081967,870.456,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059924908538362,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0061750411987304,0.0,0.0,0.0,0.0084400177001953,0.0066757202148437,0.0066757202148437,0.0110149383544921,0.0091870625813802,0.0265359878540039,0.0070571899414062,0.496,1.424,0.0,0.0,8.264,7.736,114.968,76.19047619047619,164.44,1
