time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073245508753838,0.0095367431640625,0.0039223516511314,0.0045299530029296,0.0059434345790318,0.0138282775878906,0.0078439712524414,0.0141859054565429,0.0180244445800781,0.0111311674118042,0.0171422958374023,0.0116825103759765,0.0116825103759765,0.0281333923339843,0.496,1.392,1.696,1.696,12.536,11.44,115.16,0.0073909759521484,0.0073909759521484,17727.736,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061233444969252,0.0080823898315429,0.0047683715820312,0.0059366226196289,0.0058412551879882,0.0,0.0086069107055664,0.0,0.0,0.0110387802124023,0.0,0.0131130218505859,0.0131130218505859,0.029158592224121,0.496,1.424,0.0,0.0,8.264,7.736,118.448,0.0090599060058593,0.0090599060058593,91.936,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063594024960357,0.0088214874267578,0.0041463321312925,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0071525573730468,0.0071525573730468,1203.544,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059213211287313,0.0078678131103515,0.0053048133850097,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0085830688476562,0.0085830688476562,10.768,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061422291368541,0.0085830688476562,0.0041680676596505,0.0052452087402343,0.0061511993408203,0.0,0.0081062316894531,0.0,0.0,0.0113964080810546,0.0,0.0157356262207031,0.0157356262207031,0.0220775604248046,0.496,1.392,0.0,0.0,3.744,4.232,119.488,0.009775161743164,0.009775161743164,1244.784,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060280757163887,0.0081062316894531,0.004004950475211,0.0050067901611328,0.005854500664605,0.0,0.0068187713623046,0.0,0.0,0.0113140452991832,0.0,0.0145435333251953,0.0145435333251953,0.0302791595458984,0.496,1.424,0.0,0.0,8.016,7.936,114.584,0.0073909759521484,0.0073909759521484,1026.968,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066377630281211,0.0092983245849609,0.0039236407288348,0.0047683715820312,0.0063260396321614,0.0,0.009012222290039,0.0,0.0,0.0112374623616536,0.0,0.0071525573730468,0.0071525573730468,0.0285625457763671,0.496,1.392,0.0,0.0,12.008,11.968,117.192,0.0088214874267578,0.0088214874267578,6260.344,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006247515702129,0.0085830688476562,0.0044037314022288,0.005960464477539,0.0061511993408203,0.0,0.0085830688476562,0.0,0.0,0.011444091796875,0.0,0.0109672546386718,0.0109672546386718,0.0284194946289062,0.496,1.424,0.0,0.0,8.264,7.736,114.424,0.0092983245849609,0.0092983245849609,281.824,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006862206034141,0.0092983245849609,0.0040093611242172,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.496,1.424,0.0,0.0,0.0,0.0,116.096,0.0078678131103515,0.0078678131103515,7712.888,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064727103356087,0.0092983245849609,0.0040161517239356,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0088214874267578,0.0088214874267578,5267.44,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060506127960053,0.0083446502685546,0.0040956905909946,0.0053167343139648,0.0063896179199218,0.0,0.0079631805419921,0.0,0.0,0.0111103057861328,0.0,0.0150203704833984,0.0150203704833984,0.0213623046875,0.496,1.424,0.0,0.0,3.744,4.232,113.256,0.00762939453125,0.00762939453125,289.664,0
