time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060486793518066,0.0076770782470703,0.0,0.0,0.0066041946411132,0.0,0.0087499618530273,0.0,0.0,0.0115156173706054,0.0,0.0104904174804687,0.0104904174804687,0.0298500061035156,0.496,1.424,0.0,0.0,7.488,8.464,112.0,0.0100135803222656,0.0100135803222656,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066968607785079,0.0085830688476562,0.003869940594929,0.0045299530029296,0.0063260396321614,0.0,0.0083446502685546,0.0,0.0,0.0117142995198567,0.0,0.005960464477539,0.005960464477539,0.0299453735351562,0.496,1.36,0.0,0.0,12.008,11.968,125.224,0.0092983245849609,0.0092983245849609,16768.224,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068488998792657,0.0095367431640625,0.0049046107700892,0.0063657760620117,0.0070810317993164,0.0,0.0089645385742187,0.0,0.0,0.0111818313598632,0.0,0.0143051147460937,0.0143051147460937,0.027322769165039,0.496,1.424,0.0,0.0,8.264,7.736,117.192,0.0126361846923828,0.0126361846923828,50.896,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061285495758056,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.011444091796875,0.011444091796875,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060956869552384,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.496,1.392,0.0,0.0,0.0,0.0,113.256,0.00762939453125,0.00762939453125,1.192,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062670026506696,0.0085830688476562,0.004326424947599,0.0061988830566406,0.0068187713623046,0.0,0.0095844268798828,0.0,0.0,0.0111103057861328,0.0,0.0116825103759765,0.0116825103759765,0.0210285186767578,0.496,1.36,0.0,0.0,3.744,4.232,123.952,0.009775161743164,0.009775161743164,400.616,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059769885374767,0.0080823898315429,0.0048364911760602,0.005960464477539,0.0061988830566406,0.0,0.0083684921264648,0.0,0.0,0.0118017196655273,0.0,0.0104904174804687,0.0104904174804687,0.0300407409667968,0.496,1.424,0.0,0.0,7.488,8.464,118.448,0.0073909759521484,0.0073909759521484,27.832,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063139407788936,0.0085830688476562,0.0044689622036246,0.0059127807617187,0.0069936116536458,0.0,0.0097274780273437,0.0,0.0,0.0115712483723958,0.0,0.0134706497192382,0.0110864639282226,0.028228759765625,1.344,2.272,0.0,0.0,12.008,11.968,114.264,0.0071525573730468,0.0071525573730468,415.768,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061964988708496,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.0062942504882812,0.0,0.0085830688476562,0.0,0.0,0.0119447708129882,0.0,0.0047683715820312,0.0047683715820312,0.0309228897094726,0.496,1.424,0.0,0.0,8.264,7.736,112.0,0.0071525573730468,0.0071525573730468,2.168,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065978210751372,0.0090360641479492,0.0038843611325665,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.496,1.392,0.0,0.0,0.0,0.0,122.384,0.0066757202148437,0.0066757202148437,9011.632,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062334537506103,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169277191162109,0.0169277191162109,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0102519989013671,0.0102519989013671,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063015682862536,0.0087976455688476,0.0056028366088867,0.0060796737670898,0.0060558319091796,0.0,0.0075817108154296,0.0,0.0,0.01373291015625,0.0,0.0085830688476562,0.0085830688476562,0.0277519226074218,0.496,1.392,0.0,0.0,3.744,4.232,116.544,0.0073909759521484,0.0073909759521484,4.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062285371087676,0.0088214874267578,0.0047683715820312,0.0047683715820312,0.0060319900512695,0.0,0.0083684921264648,0.0,0.0,0.011301040649414,0.0,0.0095367431640625,0.0095367431640625,0.0286817550659179,0.496,1.424,0.0,0.0,7.488,8.464,113.256,0.00762939453125,0.00762939453125,1.192,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006075522199792,0.0083446502685546,0.0042915344238281,0.0042915344238281,0.0062783559163411,0.0,0.0085830688476562,0.0,0.0,0.0113805135091145,0.0,0.00762939453125,0.00762939453125,0.0285148620605468,0.496,1.36,0.0,0.0,12.008,11.968,113.256,0.00762939453125,0.00762939453125,1.192,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005965232849121,0.0083446502685546,0.0,0.0,0.0067022111680772,0.0,0.0085353851318359,0.0,0.0,0.0110322778875177,0.0,0.0104904174804687,0.0104904174804687,0.0274181365966796,0.496,1.36,0.0,0.0,8.792,7.208,112.0,0.0100135803222656,0.0100135803222656,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059151649475097,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0123977661132812,0.0123977661132812,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059807300567626,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0078678131103515,0.0078678131103515,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070669118640492,0.0096559524536132,0.0039147858572478,0.0045537948608398,0.0059127807617187,0.0,0.0073909759521484,0.0,0.0,0.0120162963867187,0.0,0.0104904174804687,0.0104904174804687,0.0236988067626953,0.496,1.36,0.0,0.0,3.744,4.232,143.152,0.009775161743164,0.009775161743164,11536.64,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061870801566851,0.008559226989746,0.0040332476298014,0.0050067901611328,0.0069141387939453,0.0,0.009465217590332,0.0,0.0,0.0123023986816406,0.0,0.0107288360595703,0.0107288360595703,0.0326871871948242,0.496,1.424,0.0,0.0,7.488,8.464,118.448,0.0102519989013671,0.0102519989013671,648.48,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060636605789412,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0063260396321614,0.0,0.0086307525634765,0.0,0.0,0.0115712483723958,0.0,0.0171661376953125,0.0171661376953125,0.0277519226074218,0.496,1.424,0.0,0.0,12.008,11.968,113.256,0.0100135803222656,0.0100135803222656,1.192,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059355550737523,0.00762939453125,0.0052452087402343,0.0052452087402343,0.0060319900512695,0.0141859054565429,0.0083684921264648,0.0123977661132812,0.0173330307006835,0.011444091796875,0.0165939331054687,0.009775161743164,0.009775161743164,0.0307798385620117,0.496,1.36,1.696,1.696,8.264,7.736,113.256,0.0078678131103515,0.0078678131103515,1.192,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059485435485839,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0066757202148437,0.0066757202148437,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060629844665527,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.009775161743164,0.009775161743164,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059688091278076,0.0078678131103515,0.0,0.0,0.0060081481933593,0.0,0.0076770782470703,0.0,0.0,0.0114917755126953,0.0,0.0164508819580078,0.0164508819580078,0.0221729278564453,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0069141387939453,0.0069141387939453,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061687913913171,0.0082254409790039,0.003979756281926,0.0047683715820312,0.0064902835422092,0.0,0.0090599060058593,0.0,0.0,0.011444091796875,0.0,0.009775161743164,0.009775161743164,0.0283718109130859,0.496,1.36,0.0,0.0,8.016,7.936,143.152,0.0083446502685546,0.0083446502685546,2551.264,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059189488045611,0.00762939453125,0.0057220458984375,0.0057220458984375,0.0061988830566406,0.0,0.0084877014160156,0.0,0.0,0.0113805135091145,0.0,0.0071525573730468,0.0071525573730468,0.0291824340820312,0.496,1.36,0.0,0.0,12.008,11.968,113.256,0.0095367431640625,0.0095367431640625,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059901185296661,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0061511993408203,0.0,0.0083684921264648,0.0,0.0,0.0109672546386718,0.0,0.0071525573730468,0.0071525573730468,0.0265359878540039,0.496,1.424,0.0,0.0,8.264,7.736,113.256,0.0078678131103515,0.0078678131103515,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061930394640155,0.0085830688476562,0.0056425730387369,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0.496,1.36,0.0,0.0,0.0,0.0,124.384,0.0100135803222656,0.0100135803222656,19.392,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060963630676269,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0116825103759765,0.0116825103759765,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059819221496582,0.0081300735473632,0.0,0.0,0.0063419342041015,0.0,0.008392333984375,0.0,0.0,0.0117778778076171,0.0,0.0088214874267578,0.0088214874267578,0.0216484069824218,0.496,1.424,0.0,0.0,3.744,4.232,112.0,0.0095367431640625,0.0095367431640625,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060069561004638,0.0078916549682617,0.0,0.0,0.0061511993408203,0.0,0.0083684921264648,0.0,0.0,0.0128030776977539,0.0,0.0100135803222656,0.0100135803222656,0.0319719314575195,0.496,1.36,0.0,0.0,7.488,8.464,112.0,0.0085830688476562,0.0085830688476562,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059831142425537,0.0081062316894531,0.0,0.0,0.0066280364990234,0.0,0.0098705291748046,0.0,0.0,0.0116189320882161,0.0,0.0152587890625,0.0152587890625,0.0291824340820312,0.496,1.36,0.0,0.0,12.008,11.968,112.0,0.0109672546386718,0.0109672546386718,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006469866124595,0.0085830688476562,0.0039781842912946,0.0045299530029296,0.0064373016357421,0.0,0.0090599060058593,0.0,0.0,0.012063980102539,0.0,0.0071525573730468,0.0071525573730468,0.028085708618164,0.496,1.36,0.0,0.0,8.264,7.736,134.024,0.0090599060058593,0.0090599060058593,2222.736,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058667576728175,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.00762939453125,0.00762939453125,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061692290045135,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147819519042968,0.0147819519042968,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0073909759521484,0.0073909759521484,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061431334386417,0.0083446502685546,0.00762939453125,0.00762939453125,0.0061511993408203,0.0,0.0080108642578125,0.0,0.0,0.0118732452392578,0.0,0.0054836273193359,0.0054836273193359,0.0229835510253906,0.496,1.36,0.0,0.0,3.744,4.232,115.624,0.00762939453125,0.00762939453125,3.336,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007028673209396,0.0100135803222656,0.0039297506349896,0.0047683715820312,0.006103515625,0.0,0.0086307525634765,0.0,0.0,0.0114679336547851,0.0,0.0131130218505859,0.0131130218505859,0.0295877456665039,0.496,1.424,0.0,0.0,7.488,8.464,132.768,0.0071525573730468,0.0071525573730468,11553.456,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068180596650536,0.0095367431640625,0.0041015686527375,0.0050067901611328,0.0064849853515625,0.0,0.0085830688476562,0.0,0.0,0.012063980102539,0.0,0.0116825103759765,0.0116825103759765,0.0306606292724609,0.496,1.424,0.0,0.0,12.008,11.968,115.608,0.0100135803222656,0.0100135803222656,3121.488,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006028413772583,0.0081300735473632,0.0061988830566406,0.0061988830566406,0.0063313378228081,0.0,0.008392333984375,0.0,0.0,0.011444091796875,0.0,0.0141859054565429,0.0137090682983398,0.0271797180175781,1.344,2.272,0.0,0.0,8.792,7.208,112.0,0.0083446502685546,0.0098705291748046,4.488,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061775321391091,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0073909759521484,0.0073909759521484,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060921284689832,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.0061194101969401,0.0074704488118489,0.0086307525634765,0.0073512395222981,0.0106096267700195,0.0107129414876302,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.025796890258789,0.496,1.36,9.856,10.176,10.776,11.312,113.256,0.0073909759521484,0.0073909759521484,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060695913893666,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0061511993408203,0.0061511993408203,0.0078678131103515,0.0075101852416992,0.0081062316894531,0.0118255615234375,0.0095367431640625,0.00762939453125,0.00762939453125,0.0225543975830078,0.496,1.36,6.448,7.008,3.744,4.232,113.256,0.00762939453125,0.00762939453125,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062221434058212,0.0085830688476562,0.0040990407349633,0.0050067901611328,0.006103515625,0.0073909759521484,0.0086069107055664,0.0080466270446777,0.0109195709228515,0.012063980102539,0.0088453292846679,0.0061988830566406,0.0061988830566406,0.0292778015136718,0.496,1.36,6.096,5.728,7.488,8.464,137.96,0.0107288360595703,0.0107288360595703,2462.656,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064551830291748,0.0085830688476562,0.0041484832763671,0.0052690505981445,0.0067268099103655,0.006258487701416,0.0102996826171875,0.0075697898864746,0.0086784362792968,0.0108629465103149,0.0084877014160156,0.005960464477539,0.005960464477539,0.0276565551757812,0.496,1.424,5.6,5.728,12.536,11.44,112.0,0.0088214874267578,0.0088214874267578,292.32,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065494291853196,0.0090599060058593,0.00396158014025,0.0047683715820312,0.0061273574829101,0.005801518758138,0.0090599060058593,0.0074307123819986,0.0065565109252929,0.0119924545288085,0.0094175338745117,0.011444091796875,0.011444091796875,0.030064582824707,0.496,1.424,9.856,10.176,8.264,7.736,122.16,0.0119209289550781,0.0119209289550781,5818.032,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071395095901109,0.0095367431640625,0.0039872972044574,0.0047683715820312,0.0,0.0063896179199218,0.0,0.0063180923461914,0.0074386596679687,0.0,0.0084638595581054,0.0095367431640625,0.0095367431640625,0.0,0.496,1.424,6.448,7.008,0.0,0.0,117.192,0.0107288360595703,0.0107288360595703,12359.848,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063566426139565,0.0088214874267578,0.0040964646772904,0.0050783157348632,0.0,0.0076770782470703,0.0,0.0081658363342285,0.0115871429443359,0.0,0.0123500823974609,0.0119209289550781,0.0119209289550781,0.0,0.496,1.424,6.096,5.728,0.0,0.0,113.256,0.0104904174804687,0.0104904174804687,871.888,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060565436064307,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0064373016357421,0.0061988830566406,0.0084877014160156,0.007331371307373,0.0072479248046875,0.011444091796875,0.0092506408691406,0.0078678131103515,0.0078678131103515,0.021982192993164,0.496,1.424,5.6,5.728,3.744,4.232,113.256,0.0102519989013671,0.0102519989013671,1.192,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063034113992023,0.0088214874267578,0.0061988830566406,0.0068187713623046,0.0060558319091796,0.0069538752237955,0.0079631805419921,0.0066359837849934,0.0096559524536132,0.011301040649414,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.022125244140625,0.496,1.36,9.856,10.176,3.744,4.232,123.64,0.0078678131103515,0.0078678131103515,11.704,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062973345097024,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.0060456139700753,0.0066280364990234,0.0083208084106445,0.0072717666625976,0.009012222290039,0.0108927488327026,0.0094175338745117,0.0100135803222656,0.0100135803222656,0.0271797180175781,0.496,1.424,6.448,7.008,12.536,11.44,117.192,0.0081062316894531,0.0081062316894531,5.256,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059545040130615,0.0078916549682617,0.0,0.0,0.0066280364990234,0.0069141387939453,0.0082969665527343,0.0065565109252929,0.0092506408691406,0.011444091796875,0.0077486038208007,0.0102519989013671,0.0102519989013671,0.0218391418457031,0.496,1.36,6.096,5.728,3.744,4.232,112.0,0.0069141387939453,0.0069141387939453,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063034113992023,0.0085830688476562,0.0039710626973734,0.0047683715820312,0.0059843063354492,0.0060200691223144,0.0085830688476562,0.0067353248596191,0.007176399230957,0.0119209289550781,0.0076770782470703,0.0152587890625,0.0152587890625,0.0260353088378906,0.496,1.424,5.6,5.728,8.264,7.736,127.576,0.009775161743164,0.009775161743164,6164.464,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068145011787983,0.0092983245849609,0.0040797920493812,0.0050067901611328,0.0,0.0058809916178385,0.0,0.008861223856608,0.0066757202148437,0.0,0.0121593475341796,0.011444091796875,0.011444091796875,0.0,0.496,1.424,9.856,10.176,0.0,0.0,117.192,0.0085830688476562,0.0085830688476562,2968.064,1
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089756144813,0.0085830688476562,0.0045082785866477,0.0061988830566406,0.0060081481933593,0.0060558319091796,0.00762939453125,0.0065962473551432,0.0078201293945312,0.0109672546386718,0.0084638595581054,0.0085830688476562,0.0085830688476562,0.0210285186767578,0.496,1.424,6.448,7.008,3.744,4.232,113.256,0.0081062316894531,0.0081062316894531,109.704,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065570981631725,0.0090599060058593,0.0042589554875533,0.0052452087402343,0.0062465667724609,0.0080108642578125,0.0082015991210937,0.007331371307373,0.0127315521240234,0.0110149383544921,0.0098228454589843,0.0078678131103515,0.0078678131103515,0.0208377838134765,0.496,1.424,6.096,5.728,3.744,4.232,121.048,32.02223777770996,32.02223777770996,1205.992,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066202465850527,0.0088214874267578,0.004026778908663,0.0050067901611328,0.0060558319091796,0.0066161155700683,0.008249282836914,0.006258487701416,0.0102043151855468,0.0108877817789713,0.0073432922363281,0.0116825103759765,0.0116825103759765,0.0277519226074218,0.496,1.424,5.6,5.728,12.008,11.968,115.6,32.01174736022949,32.01174736022949,1695.408,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006260871887207,0.0083446502685546,0.0043937138148716,0.0055313110351562,0.0066757202148437,0.0064770380655924,0.0087261199951171,0.0068346659342447,0.0092983245849609,0.0111579895019531,0.0081062316894531,0.0596046447753906,0.0596046447753906,0.0214099884033203,0.496,1.424,9.856,10.176,3.744,4.232,112.0,32.01007843017578,32.01007843017578,58.888,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062096118927001,0.0083684921264648,0.0,0.0,0.0059366226196289,0.0053882598876953,0.0079154968261718,0.0074307123819986,0.0072002410888671,0.0110149383544921,0.0100135803222656,0.0104904174804687,0.0104904174804687,0.0280618667602539,0.496,1.424,6.448,7.008,8.264,7.736,112.0,32.0127010345459,32.0127010345459,0.0,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061559677124023,0.0083446502685546,0.0,0.0,0.0,0.0091552734375,0.0,0.0271797180175781,0.0127315521240234,0.0,0.0645637512207031,0.0107288360595703,0.0107288360595703,0.0,0.496,1.36,6.096,5.728,0.0,0.0,112.0,32.01127052307129,32.01127052307129,0.0,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061011314392089,0.0081300735473632,0.0,0.0,0.005960464477539,0.0081062316894531,0.0073909759521484,0.007033348083496,0.0102519989013671,0.0109195709228515,0.0084161758422851,0.0092983245849609,0.0092983245849609,0.0209808349609375,0.496,1.36,5.6,5.728,3.744,4.232,112.0,32.01556205749512,32.01556205749512,0.0,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062724251059157,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.007486343383789,0.0071922938028971,0.0099658966064453,0.0081857045491536,0.008702278137207,0.0112056732177734,0.009775161743164,0.0107288360595703,0.0107288360595703,0.0212669372558593,0.496,1.36,9.856,10.176,3.744,4.232,113.256,32.01031684875488,32.01031684875488,1.192,1
