time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_retransmissions_ul_count,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_ul_ms,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,F-node
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061443196007268,0.0085830688476562,0.0085830688476562,0.006239754813058,0.0085830688476562,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0090599060058593,0.0090599060058593,0.0195026397705078,0.496,0,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0078678131103515,1.192,0.0078678131103515,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005981709697459,0.0083208084106445,0.0075101852416992,0.006239754813058,0.0079870223999023,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0107288360595703,0.0107288360595703,0.0195026397705078,0.496,0,0.0,0.0,1.36,118.448,25.152,27.344,0.0,0.0071525573730468,6.752,0.0071525573730468,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061941384083002,0.0081062316894531,0.0057220458984375,0.006239754813058,0.0057220458984375,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0066757202148437,0.0066757202148437,0.0195026397705078,0.496,0,0.0,0.0,1.424,113.256,25.152,27.344,0.0,0.0066757202148437,1.192,0.0066757202148437,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006163004532601,0.0085830688476562,0.0056120065542367,0.006239754813058,0.0063896179199218,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0138282775878906,0.0138282775878906,0.0195026397705078,0.496,0,0.0,0.0,1.424,134.128,25.152,27.344,0.0,0.0071525573730468,58.28,0.0071525573730468,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060885699827279,0.0081062316894531,0.0073909759521484,0.006239754813058,0.0073909759521484,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0121593475341796,0.0121593475341796,0.0195026397705078,0.496,0,0.0,0.0,1.424,115.288,25.152,27.344,0.0,0.009775161743164,3.0,0.009775161743164,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062823295593261,0.0085830688476562,0.0,0.006239754813058,0.0,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0119209289550781,0.0119209289550781,0.0195026397705078,0.496,0,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0066757202148437,0.0,0.0066757202148437,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062072277069091,0.0083446502685546,0.0,0.006239754813058,0.0,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0095367431640625,0.0095367431640625,0.0195026397705078,0.496,0,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0119209289550781,0.0,0.0119209289550781,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006253176396436,0.0083208084106445,0.0081062316894531,0.006239754813058,0.0088691711425781,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0095367431640625,0.0095367431640625,0.0195026397705078,0.496,0,0.0,0.0,1.424,117.888,25.152,27.344,0.0,0.0116825103759765,5.536,0.0116825103759765,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060363788509843,0.0078678131103515,0.005960464477539,0.006239754813058,0.005960464477539,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0164508819580078,0.0164508819580078,0.0195026397705078,0.496,0,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0078678131103515,1.192,0.0078678131103515,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061372431313119,0.0085830688476562,0.0050783157348632,0.006239754813058,0.0060558319091796,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.011444091796875,0.011444091796875,0.0195026397705078,0.496,0,0.0,0.0,1.36,129.4,25.152,27.344,0.0,0.0083446502685546,28.0,0.0083446502685546,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062605634850649,0.0083446502685546,0.0043511390686035,0.006239754813058,0.0052690505981445,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0083446502685546,0.0089168548583984,0.0195026397705078,1.344,0,0.0,0.0,2.272,117.192,25.152,27.344,0.0,0.0067949295043945,34.272,0.0076532363891601,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063530841277013,0.0085830688476562,0.0050628886503331,0.006239754813058,0.0062942504882812,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0095367431640625,0.0095367431640625,0.0195026397705078,0.496,0,0.0,0.0,1.424,114.36,25.152,27.344,0.0,0.0066757202148437,81.752,0.0066757202148437,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061656705182583,0.0083446502685546,0.0052452087402343,0.006239754813058,0.0066041946411132,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0088214874267578,0.0088214874267578,0.0195026397705078,0.496,0,0.0,0.0,1.424,114.424,25.152,27.344,0.0,0.00762939453125,8.96,0.00762939453125,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061666965484619,0.0083446502685546,0.0,0.006239754813058,0.0,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.013589859008789,0.013589859008789,0.0195026397705078,0.496,0,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0081062316894531,0.0,0.0081062316894531,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060684052272815,0.0083446502685546,0.0069141387939453,0.006239754813058,0.0069141387939453,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0069141387939453,0.0069141387939453,0.0195026397705078,0.496,0,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0085830688476562,1.192,0.0085830688476562,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060268895543036,0.0081062316894531,0.0045299530029296,0.006239754813058,0.0045299530029296,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0116825103759765,0.0116825103759765,0.0195026397705078,0.496,0,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0083446502685546,1.192,0.0083446502685546,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061696650935154,0.0083446502685546,0.0048279762268066,0.006239754813058,0.0056028366088867,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0128746032714843,0.0128746032714843,0.0195026397705078,0.496,0,0.0,0.0,1.392,120.272,25.152,27.344,0.0,0.0088214874267578,7.344,0.0088214874267578,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062570049988096,0.0085830688476562,0.0061988830566406,0.006239754813058,0.0081062316894531,0.0,0.0086307525634765,0.0,0.0,0.0097274780273437,0.0,0.0100135803222656,0.0100135803222656,0.0195026397705078,0.496,0,0.0,0.0,1.424,114.264,25.152,27.344,0.0,0.00762939453125,19.512,0.00762939453125,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059711933135986,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.496,0,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0081062316894531,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061595439910888,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.496,0,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0064373016357421,0.0,0.0064373016357421,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060633117077397,0.0082731246948242,0.0057518482208251,0.0,0.0080823898315429,0.0,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.496,0,0.0,0.0,1.36,127.232,0.0,0.0,0.0,0.0078678131103515,34.656,0.0078678131103515,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064384819257377,0.0088214874267578,0.0048008832064541,0.0071048736572265,0.0050067901611328,0.0132322311401367,0.0098705291748046,0.013589859008789,0.015425682067871,0.0119209289550781,0.0139713287353515,0.0123977661132812,0.0123977661132812,0.021982192993164,0.496,0,1.696,1.696,1.424,118.448,4.52,3.504,0.0,0.0061988830566406,94.432,0.0061988830566406,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060945007931533,0.0083446502685546,0.0045299530029296,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.496,0,0.0,0.0,1.392,113.256,0.0,0.0,0.0,0.0092983245849609,1.192,0.0092983245849609,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062024415428958,0.0083446502685546,0.0047683715820312,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.496,0,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0071525573730468,1.192,0.0071525573730468,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062918663024902,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.496,0,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0100135803222656,0.0,0.0100135803222656,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060117244720458,0.0083446502685546,0.0,0.0063419342041015,0.0,0.0,0.0081062316894531,0.0,0.0,0.0098148981730143,0.0,0.0131130218505859,0.0131130218505859,0.0178813934326171,0.496,0,0.0,0.0,1.36,112.0,4.272,4.232,0.0,0.0069141387939453,0.0,0.0069141387939453,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059914588928222,0.0081062316894531,0.0,0.0064849853515625,0.0,0.0,0.0088214874267578,0.0,0.0,0.0109195709228515,0.0,0.0066757202148437,0.0066757202148437,0.0206470489501953,0.496,0,0.0,0.0,1.36,112.0,3.744,4.232,0.0,0.0088214874267578,0.0,0.0088214874267578,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059247016906738,0.0081062316894531,0.0,0.0060399373372395,0.0,0.0,0.0079154968261718,0.0,0.0,0.0099268826571377,0.0,0.0128746032714843,0.0128746032714843,0.0240802764892578,0.496,0,0.0,0.0,1.36,112.0,8.792,7.208,0.0,0.0071525573730468,0.0,0.0071525573730468,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061107973747065,0.0081062316894531,0.0081062316894531,0.0,0.0097274780273437,0.0,0.0,0.0,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.496,0,0.0,0.0,1.424,120.968,0.0,0.0,0.0,0.0071525573730468,8.872,0.0071525573730468,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006176345977024,0.0081062316894531,0.0057220458984375,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0166893005371093,0.0166893005371093,0.0,0.496,0,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0061988830566406,1.192,0.0061988830566406,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061870214357898,0.0081062316894531,0.0047683715820312,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.496,0,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0069141387939453,1.192,0.0069141387939453,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060737133026123,0.0081062316894531,0.0,0.0061511993408203,0.0,0.0,0.0077247619628906,0.0,0.0,0.0111103057861328,0.0,0.0073909759521484,0.0073909759521484,0.0207901000976562,0.496,0,0.0,0.0,1.36,112.0,3.744,4.232,0.0,0.0071525573730468,0.0,0.0071525573730468,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061788181267162,0.008559226989746,0.0065565109252929,0.006723403930664,0.0074148178100585,0.0,0.0091552734375,0.0,0.0,0.0105857849121093,0.0,0.0073909759521484,0.0073909759521484,0.0193119049072265,0.496,0,0.0,0.0,1.36,119.6,3.744,4.232,0.0,0.0088214874267578,7.248,0.0088214874267578,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061743399676154,0.0083446502685546,0.0060558319091796,0.0059843063354492,0.0081062316894531,0.0,0.0081539154052734,0.0,0.0,0.0101089477539062,0.0,0.0069141387939453,0.0069141387939453,0.0231027603149414,0.496,0,0.0,0.0,1.424,124.448,8.264,7.736,0.0,0.0100135803222656,25.384,0.0100135803222656,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006263256072998,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.496,0,0.0,0.0,1.392,112.0,0.0,0.0,0.0,0.00762939453125,0.0,0.00762939453125,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062985206717875,0.0090599060058593,0.0085830688476562,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.496,0,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0069141387939453,1.192,0.0069141387939453,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061977200391815,0.0083446502685546,0.0058280097113715,0.0,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.496,0,0.0,0.0,1.36,125.0,0.0,0.0,0.0,0.005960464477539,20.168,0.005960464477539,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062472749464582,0.0083446502685546,0.0044878791360294,0.0065803527832031,0.005650520324707,0.0,0.0088691711425781,0.0,0.0,0.0101566314697265,0.0,0.0090599060058593,0.0090599060058593,0.0190258026123046,0.496,0,0.0,0.0,1.424,115.712,3.744,4.232,0.0,0.009775161743164,274.656,0.009775161743164,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060081481933593,0.0078678131103515,0.0,0.005960464477539,0.0,0.0,0.00762939453125,0.0,0.0,0.0103473663330078,0.0,0.0169277191162109,0.0169277191162109,0.0194072723388671,0.496,0,0.0,0.0,1.424,112.0,3.744,4.232,0.0,0.0069141387939453,0.0,0.0069141387939453,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062203407287597,0.0081062316894531,0.0,0.0059366226196289,0.0,0.0,0.0079154968261718,0.0,0.0,0.0100612640380859,0.0,0.0071525573730468,0.0071525573730468,0.0241518020629882,0.496,0,0.0,0.0,1.36,112.0,8.264,7.736,0.0,0.00762939453125,0.0,0.00762939453125,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059723854064941,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.496,0,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0090599060058593,0.0,0.0090599060058593,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061941146850585,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123977661132812,0.0150680541992187,0.0,1.344,0,0.0,0.0,2.208,112.0,0.0,0.0,0.0,0.0053644180297851,0.0,0.0058412551879882,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061063624140041,0.0081062316894531,0.0050067901611328,0.0,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0145435333251953,0.0145435333251953,0.0,0.496,0,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0069141387939453,1.192,0.0069141387939453,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061787183011942,0.0083446502685546,0.0088214874267578,0.005960464477539,0.0088214874267578,0.0,0.0075340270996093,0.0,0.0,0.0109195709228515,0.0,0.0071525573730468,0.0071525573730468,0.0192165374755859,0.496,0,0.0,0.0,1.36,113.256,3.744,4.232,0.0,0.0095367431640625,1.192,0.0095367431640625,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061150824669564,0.0081062316894531,0.0079870223999023,0.0074386596679687,0.0084638595581054,0.0,0.0107765197753906,0.0,0.0,0.0102519989013671,0.0,0.0073909759521484,0.0073909759521484,0.0202178955078125,0.496,0,0.0,0.0,1.424,116.656,3.744,4.232,0.0,0.0083446502685546,4.304,0.0083446502685546,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061907419344274,0.0083446502685546,0.0055233637491861,0.006103515625,0.0071525573730468,0.0,0.0083208084106445,0.0,0.0,0.0106334686279296,0.0,0.0073909759521484,0.0073909759521484,0.025796890258789,0.496,0,0.0,0.0,1.424,131.832,8.264,7.736,0.0,0.0057220458984375,39.408,0.0057220458984375,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061309337615966,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154972076416015,0.0154972076416015,0.0,0.496,0,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0085830688476562,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063091961305532,0.0085830688476562,0.0085830688476562,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.496,0,0.0,0.0,1.36,114.296,0.0,0.0,0.0,0.0069141387939453,2.008,0.0069141387939453,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060624744168561,0.0081062316894531,0.0085830688476562,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.496,0,0.0,0.0,1.424,117.192,0.0,0.0,0.0,0.0073909759521484,10.76,0.0073909759521484,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061893937599599,0.0083446502685546,0.0047683715820312,0.0064849853515625,0.0047683715820312,0.0,0.0090599060058593,0.0,0.0,0.0104427337646484,0.0,0.0073909759521484,0.0073909759521484,0.0196456909179687,0.496,0,0.0,0.0,1.424,113.256,3.744,4.232,0.0,0.0061988830566406,1.192,0.0061988830566406,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061882075978748,0.0083446502685546,0.0050067901611328,0.0065326690673828,0.0050067901611328,0.0,0.0086784362792968,0.0,0.0,0.0111103057861328,0.0,0.0085830688476562,0.0085830688476562,0.0199317932128906,0.496,0,0.0,0.0,1.36,113.256,3.744,4.232,0.0,0.0064373016357421,1.192,0.0064373016357421,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061051762519191,0.0081062316894531,0.0047683715820312,0.006270408630371,0.0047683715820312,0.0,0.008249282836914,0.0,0.0,0.0107288360595703,0.0,0.0090599060058593,0.0090599060058593,0.025343894958496,0.496,0,0.0,0.0,1.36,113.256,8.264,7.736,0.0,0.0078678131103515,1.192,0.0078678131103515,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061869621276855,0.0081062316894531,0.0,0.0,0.0,0.0133514404296875,0.0,0.0140666961669921,0.01678466796875,0.0,0.0176906585693359,0.0100135803222656,0.0100135803222656,0.0,0.496,0,1.696,1.696,1.36,112.0,0.0,0.0,0.0,0.0090599060058593,0.0,0.0090599060058593,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060093402862548,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.496,0,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.00762939453125,0.0,0.00762939453125,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060367584228515,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.496,0,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0088214874267578,0.0,0.0088214874267578,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061166286468505,0.0081062316894531,0.0,0.005960464477539,0.0,0.0,0.0074386596679687,0.0,0.0,0.0105857849121093,0.0,0.0078678131103515,0.0078678131103515,0.0205516815185546,0.496,0,0.0,0.0,1.36,112.0,3.744,4.232,0.0,0.005960464477539,0.0,0.005960464477539,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062653081334052,0.0083446502685546,0.0102519989013671,0.0060558319091796,0.0102519989013671,0.0,0.0077247619628906,0.0,0.0,0.0104427337646484,0.0,0.0143051147460937,0.0143051147460937,0.0197410583496093,0.496,0,0.0,0.0,1.36,113.256,3.744,4.232,0.0,0.005960464477539,1.192,0.005960464477539,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006124891083816,0.0081062316894531,0.0070730845133463,0.0060796737670898,0.0085353851318359,0.0,0.0083446502685546,0.0,0.0,0.010228157043457,0.0,0.0119209289550781,0.0119209289550781,0.0236749649047851,0.496,0,0.0,0.0,1.424,119.624,8.264,7.736,0.0,0.0119209289550781,6.984,0.0119209289550781,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063044514822129,0.0083446502685546,0.0047683715820312,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.496,0,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0081062316894531,1.192,0.0081062316894531,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060510635375976,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.496,0,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0085830688476562,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061619281768798,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.496,0,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0100135803222656,0.0,0.0100135803222656,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006345510482788,0.0090599060058593,0.0,0.0058174133300781,0.0,0.0,0.0072956085205078,0.0,0.0,0.0102043151855468,0.0,0.0085830688476562,0.0085830688476562,0.0190258026123046,0.496,0,0.0,0.0,1.36,112.0,3.744,4.232,0.0,0.0085830688476562,0.0,0.0085830688476562,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063443183898925,0.0083684921264648,0.0,0.0057697296142578,0.0,0.0,0.0074386596679687,0.0,0.0,0.010538101196289,0.0,0.0133514404296875,0.0133514404296875,0.019693374633789,0.496,0,0.0,0.0,1.36,112.0,3.744,4.232,0.0,0.0121593475341796,0.0,0.0121593475341796,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060411234993246,0.0083446502685546,0.0050067901611328,0.0060319900512695,0.0050067901611328,0.0,0.0082254409790039,0.0,0.0,0.0102519989013671,0.0,0.0088214874267578,0.0088214874267578,0.024724006652832,0.496,0,0.0,0.0,1.36,113.256,8.264,7.736,0.0,0.0073909759521484,1.192,0.0073909759521484,0
