time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_ul_ms,F-node
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059926509857177,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0058174133300781,0.0,0.0107288360595703,0.0,0.0107288360595703,0.0077247619628906,0.0120162963867187,0.0233173370361328,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062949621855322,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0057697296142578,0.0066757202148437,0.011444091796875,0.0066757202148437,0.011444091796875,0.007939338684082,0.01068115234375,0.0282049179077148,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062451433779588,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0109672546386718,0.0100135803222656,0.0109672546386718,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060648467410263,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.005960464477539,0.0066757202148437,0.0121593475341796,0.0066757202148437,0.0121593475341796,0.0076770782470703,0.0107765197753906,0.0200271606445312,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062035125436134,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0057220458984375,0.0055879354476928,0.0071525573730468,0.0092983245849609,0.0071525573730468,0.0072956085205078,0.0102996826171875,0.0195503234863281,0.0,0.496,1.36,1.0,1.328,3.952,4.232,3.744,141.248,66.66666666666666,0.0157356262207031,0.0157356262207031,0.0054836273193359,148.432,0.0054836273193359,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062668323516845,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0062465667724609,0.0,0.0095367431640625,0.0,0.0095367431640625,0.008392333984375,0.0115394592285156,0.0283241271972656,0.0,0.496,1.392,1.0,0.0,0.0,11.968,12.008,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062439572158737,0.0083446502685546,0.0116825103759765,0.0116825103759765,0.0056624412536621,0.0041723251342773,0.011444091796875,0.0050306320190429,0.011444091796875,0.0060558319091796,0.0113646189371744,0.0202655792236328,0.0,0.496,1.424,0.0,0.0,0.0,3.704,4.272,117.192,100.0,0.0,0.0,0.0,446.832,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061845779418945,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0059127807617187,0.0,0.0126361846923828,0.0,0.0126361846923828,0.0077724456787109,0.0117301940917968,0.022125244140625,0.0,0.496,1.424,1.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006305637644298,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0047683715820312,0.0092983245849609,0.0047683715820312,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.00604705430975,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0065803527832031,0.0047683715820312,0.0081062316894531,0.0047683715820312,0.0081062316894531,0.0079154968261718,0.011301040649414,0.0207424163818359,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060719637135368,0.0078678131103515,0.00762939453125,0.00762939453125,0.0064849853515625,0.0047683715820312,0.0081062316894531,0.0047683715820312,0.0081062316894531,0.0089645385742187,0.0106334686279296,0.0201225280761718,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060719637135368,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0058174133300781,0.0047683715820312,0.00762939453125,0.0047683715820312,0.00762939453125,0.0088214874267578,0.0108957290649414,0.0258922576904296,0.0,0.496,1.36,1.0,0.0,0.0,7.736,8.264,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060719637135368,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0069141387939453,0.0047683715820312,0.013589859008789,0.0047683715820312,0.013589859008789,0.0098705291748046,0.0112533569335937,0.0272274017333984,0.0,0.496,1.36,0.0,0.0,0.0,11.312,10.776,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060719637135368,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0047683715820312,0.0064373016357421,0.0047683715820312,0.0064373016357421,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060719637135368,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0047683715820312,0.0073909759521484,0.0047683715820312,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062815033563292,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0060081481933593,0.0069141387939453,0.0090599060058593,0.0092029571533203,0.0090599060058593,0.0076770782470703,0.0131130218505859,0.0255107879638671,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,118.448,100.0,0.0,0.0,0.0,15.32,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061716013286837,0.0083446502685546,0.00762939453125,0.00762939453125,0.0057697296142578,0.0092983245849609,0.0069141387939453,0.0092983245849609,0.0069141387939453,0.0074386596679687,0.0119209289550781,0.0226497650146484,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062249786225124,0.0085830688476562,0.00762939453125,0.00762939453125,0.0059366226196289,0.0057220458984375,0.0128746032714843,0.0057220458984375,0.0128746032714843,0.0082015991210937,0.0116586685180664,0.0298261642456054,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061190128326416,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.011444091796875,0.0,0.011444091796875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059998035430908,0.0078678131103515,0.0085830688476562,0.00762939453125,0.0,0.0,0.0085830688476562,0.0,0.0101089477539062,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006108283996582,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0100135803222656,0.0,0.0100135803222656,0.0,0.0,0.0,1.0,0.496,1.36,0.0,0.0,9.2,0.0,0.0,112.0,0.0,60417.04058647156,60417.05222129822,-5471.309798104422,0.0,60417.03643798828,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006265640258789,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0057220458984375,0.0,0.0095367431640625,0.0,0.0095367431640625,0.0073909759521484,0.0112533569335937,0.0221729278564453,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062581911608947,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0065326690673828,0.0121593475341796,0.0085830688476562,0.0121593475341796,0.0085830688476562,0.0091075897216796,0.0126361846923828,0.0255584716796875,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,113.256,0.0,0.0,0.0,0.0,1.192,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060802668481323,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0057697296142578,0.0052452087402343,0.0088214874267578,0.0052452087402343,0.0088214874267578,0.008392333984375,0.0113487243652343,0.0298738479614257,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,0.0,0.0,0.0,0.0,1.192,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063121908962136,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0054438908894856,0.0133514404296875,0.0075101852416992,0.0133514404296875,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,58.464,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062572956085205,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0095367431640625,0.0,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060760974884033,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0088214874267578,0.0,0.0088214874267578,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063848495483398,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0058650970458984,0.0,0.0109672546386718,0.0,0.0109672546386718,0.0076770782470703,0.0111103057861328,0.0210285186767578,0.0,0.496,1.36,1.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062072277069091,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0057220458984375,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0075340270996093,0.0109195709228515,0.0209331512451171,0.0,0.496,1.36,0.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0083446502685546,0.00762939453125,0.00762939453125,0.0058889389038085,0.0061988830566406,0.013589859008789,0.0061988830566406,0.013589859008789,0.008249282836914,0.0108718872070312,0.0269651412963867,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006277169754256,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.005960464477539,0.0100135803222656,0.005960464477539,0.0100135803222656,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061632981940881,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.009775161743164,0.0095367431640625,0.009775161743164,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061611137767829,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0073909759521484,0.0116825103759765,0.0093936920166015,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,122.384,100.0,0.0,0.0,0.0,24.248,0.0,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063908100128173,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.006866455078125,0.0,0.0104904174804687,0.0,0.0104904174804687,0.0088214874267578,0.0117778778076171,0.0237941741943359,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.007157209442883,0.0095367431640625,0.0069141387939453,0.0069141387939453,0.0065565109252929,0.0040352344512939,0.0090599060058593,0.0047683715820312,0.0090599060058593,0.0079870223999023,0.0108083089192708,0.0196695327758789,0.0,0.496,1.424,0.0,0.0,0.0,3.704,4.272,142.592,100.0,0.0,0.0,0.0,50710.128,0.0,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0073613219000213,0.0100135803222656,0.0104904174804687,0.0104904174804687,0.0061750411987304,0.0039885851962507,0.0176429748535156,0.0045299530029296,0.0176429748535156,0.0088214874267578,0.0117063522338867,0.0312566757202148,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,117.192,100.0,0.0,0.0,0.0,5471.84,0.0,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0067409591295232,0.0090599060058593,0.0147819519042968,0.0147819519042968,0.0,0.0069141387939453,0.0162124633789062,0.0069141387939453,0.0162124633789062,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.888,100.0,0.0,0.0,0.0,1.192,0.0,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0068279776242699,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0,0.0040826080851472,0.0221729278564453,0.0047683715820312,0.0221729278564453,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,100.0,0.0,0.0,0.0,9842.584,0.0,1
204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062617496471499,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0042915344238281,0.0143051147460937,0.0042915344238281,0.0143051147460937,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,0.0,1.192,0.0,1
205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064172367058177,0.0085830688476562,0.00762939453125,0.00762939453125,0.0057220458984375,0.0045575957367385,0.0109672546386718,0.0057935714721679,0.0109672546386718,0.0074386596679687,0.01068115234375,0.0205039978027343,0.0,0.496,1.392,0.0,0.0,0.0,4.232,3.744,121.776,100.0,0.0,0.0,0.0,1217.472,0.0,1
206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063424086689355,0.0085830688476562,0.011444091796875,0.011444091796875,0.0062465667724609,0.0044341399290851,0.011444091796875,0.0052452087402343,0.011444091796875,0.0083446502685546,0.0109195709228515,0.0209331512451171,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,117.192,100.0,0.0,0.0,0.0,902.264,0.0,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064266261769764,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0062942504882812,0.0045688255973484,0.0150203704833984,0.0054836273193359,0.0150203704833984,0.0093698501586914,0.0117301940917968,0.03204345703125,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,114.264,100.0,0.0,0.0,0.0,726.592,0.0,1
208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0065820134101222,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0045551703526423,0.00762939453125,0.0054836273193359,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,100.0,0.0,0.0,0.0,884.576,0.0,1
209,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062449143664671,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0055631001790364,0.0166893005371093,0.0058650970458984,0.0166893005371093,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,116.544,100.0,0.0,0.0,0.0,12.952,0.0,1
210,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062791427763381,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0061988830566406,0.009775161743164,0.0063896179199218,0.009775161743164,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,117.648,100.0,0.0,0.0,0.0,5.296,0.0,1
211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062519961064404,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0063419342041015,0.0061591466267903,0.009775161743164,0.0075101852416992,0.009775161743164,0.0080585479736328,0.0109672546386718,0.0210285186767578,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,118.448,100.0,0.0,0.0,0.0,21.824,0.0,1
212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062178616500019,0.0083446502685546,0.00762939453125,0.00762939453125,0.0057220458984375,0.0053048133850097,0.0143051147460937,0.0065565109252929,0.0143051147460937,0.0072479248046875,0.0107765197753906,0.0207901000976562,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,114.264,100.0,0.0,0.0,0.0,66.368,0.0,1
213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063827381798283,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0057697296142578,0.0051770891462053,0.0121593475341796,0.0057220458984375,0.0121593475341796,0.0081300735473632,0.0110864639282226,0.0265836715698242,0.0,0.496,1.424,0.0,0.0,0.0,7.736,8.264,114.968,100.0,0.0,0.0,0.0,17.672,0.0,1
214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060648467410263,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0062783559163411,0.0133514404296875,0.0073909759521484,0.0133514404296875,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.584,100.0,0.0,0.0,0.0,9.768,0.0,1
215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063044514822129,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0057220458984375,0.0104904174804687,0.006866455078125,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.712,100.0,0.0,0.0,0.0,4.72,0.0,1
216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061268853669119,0.0080823898315429,0.0079631805419921,0.0064373016357421,0.0,0.0066757202148437,0.0123977661132812,0.0085353851318359,0.0127792358398437,0.0,0.0,0.0,0.0,1.344,2.24,0.0,0.0,0.0,0.0,0.0,116.272,100.0,0.0,0.0,0.0,7.512,0.0,1
217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062248494365427,0.0083208084106445,0.0069141387939453,0.0069141387939453,0.0062465667724609,0.0056028366088867,0.0100135803222656,0.0067472457885742,0.0100135803222656,0.0082015991210937,0.0118732452392578,0.0230312347412109,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,116.304,100.0,0.0,0.0,0.0,8.512,0.0,1
218,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063830082959467,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.005960464477539,0.0069936116536458,0.0095367431640625,0.0078201293945312,0.0095367431640625,0.0080108642578125,0.0113487243652343,0.0220298767089843,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,118.448,100.0,0.0,0.0,0.0,8.888,0.0,1
219,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064003467559814,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0057935714721679,0.005960464477539,0.0081062316894531,0.005960464477539,0.0081062316894531,0.0083684921264648,0.0105142593383789,0.025796890258789,0.0,0.496,1.36,0.0,0.0,0.0,7.736,8.264,115.048,100.0,0.0,0.0,0.0,3.32,0.0,1
220,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062712389438306,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0066161155700683,0.0073909759521484,0.0087976455688476,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,100.0,0.0,0.0,0.0,37.68,0.0,1
221,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006377993531488,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0054836273193359,0.0145435333251953,0.0058650970458984,0.0145435333251953,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,114.52,100.0,0.0,0.0,0.0,7.208,0.0,1
222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062676804575754,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0055313110351562,0.0119209289550781,0.0069141387939453,0.0119209289550781,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,100.0,0.0,0.0,0.0,19.672,0.0,1
223,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063853688759378,0.0085830688476562,0.0123977661132812,0.0123977661132812,0.0062942504882812,0.0050862630208333,0.0112056732177734,0.0071525573730468,0.0112056732177734,0.0084877014160156,0.0116348266601562,0.0215053558349609,0.0,0.496,1.424,0.0,0.0,0.0,4.232,3.744,118.448,100.0,0.0,0.0,0.0,94.768,0.0,1
