time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061378103171663,0.0085353851318359,0.0048024313790457,0.0064373016357421,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.424,118.696,25.152,27.344,0.0,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0078678131103515,178.888,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060802668481323,0.0081062316894531,0.0051151622425426,0.0064373016357421,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.424,117.192,25.152,27.344,0.0,0.0116825103759765,0.0116825103759765,0.0061988830566406,0.0061988830566406,79.384,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062084197998046,0.0085830688476562,0.0065167744954427,0.0078201293945312,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.424,112.0,25.152,27.344,0.0,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,18.168,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060606002807617,0.0078678131103515,0.0,0.0,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.392,112.0,25.152,27.344,0.0,0.0131130218505859,0.0131130218505859,0.0088214874267578,0.0088214874267578,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061150824669564,0.0081062316894531,0.005960464477539,0.0071048736572265,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.424,119.904,25.152,27.344,0.0,0.0102519989013671,0.0102519989013671,0.0083446502685546,0.0083446502685546,25.208,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059438582083479,0.0078678131103515,0.0045299530029296,0.0045299530029296,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.36,113.256,25.152,27.344,0.0,0.0078678131103515,0.0078678131103515,0.0066757202148437,0.0066757202148437,1.192,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060185864197081,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.36,113.256,25.152,27.344,0.0,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,1.192,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061229686831953,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.36,113.256,25.152,27.344,0.0,0.0083446502685546,0.0083446502685546,0.0071525573730468,0.0071525573730468,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060709511361471,0.0085830688476562,0.0048251379103887,0.0066757202148437,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.424,134.344,25.152,27.344,0.0,0.0092983245849609,0.0092983245849609,0.0066757202148437,0.0066757202148437,189.736,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063530841277013,0.0085830688476562,0.0051259994506835,0.0054121017456054,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.424,117.192,25.152,27.344,0.0,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,20.336,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059497356414794,0.0078678131103515,0.0,0.0,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.424,112.0,25.152,27.344,0.0,0.0066757202148437,0.0066757202148437,0.0061988830566406,0.0061988830566406,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060141086578369,0.0078678131103515,0.0,0.0,0.0064304896763392,0.0092506408691406,0.0134706497192382,0.0153779983520507,0.0156641006469726,0.0096525464739118,0.0227212905883789,0.0211715698242187,0,0.496,1.696,1.696,1.36,112.0,25.152,27.344,0.0,0.0107288360595703,0.0107288360595703,0.0066757202148437,0.0066757202148437,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059723260983898,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.0064304896763392,0.0092506408691406,0.0,0.0,0.0,0.0096525464739118,0.0,0.0211715698242187,0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0133514404296875,0.0133514404296875,0.0069141387939453,0.0069141387939453,1.192,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059094595078805,0.0078678131103515,0.0054836273193359,0.0054836273193359,0.0064304896763392,0.0092506408691406,0.0,0.0,0.0,0.0096525464739118,0.0,0.0211715698242187,0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0119209289550781,0.0119209289550781,0.0061988830566406,0.0061988830566406,1.192,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059225072908164,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0064304896763392,0.0092506408691406,0.0,0.0,0.0,0.0096525464739118,0.0,0.0211715698242187,0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0071525573730468,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006028413772583,0.0083446502685546,0.0,0.0,0.0064304896763392,0.0092506408691406,0.0,0.0,0.0,0.0096525464739118,0.0,0.0211715698242187,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0092983245849609,0.0092983245849609,0.0069141387939453,0.0069141387939453,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006028413772583,0.0081300735473632,0.0,0.0,0.0064849853515625,0.0084400177001953,0.0,0.0,0.0,0.0119686126708984,0.0,0.0213146209716796,0,0.496,0.0,0.0,1.36,112.0,4.52,3.504,0.0,0.0126361846923828,0.0126361846923828,0.0071525573730468,0.0071525573730468,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060689449310302,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0066757202148437,0.0066757202148437,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058662891387939,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.344,0.0,0.0,2.208,112.0,0.0,0.0,0.0,0.0110864639282226,0.0115633010864257,0.0061988830566406,0.0075340270996093,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062060000291511,0.0083446502685546,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0078678131103515,0.0078678131103515,1.192,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061383887903014,0.0081062316894531,0.009775161743164,0.009775161743164,0.0060081481933593,0.0074386596679687,0.0,0.0,0.0,0.011301040649414,0.0,0.0212669372558593,0,0.496,0.0,0.0,1.36,113.256,3.744,4.232,0.0,0.0107288360595703,0.0107288360595703,0.0073909759521484,0.0073909759521484,1.192,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060126556092826,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.0060200691223144,0.0066757202148437,0.0,0.0,0.0,0.0101725260416666,0.0,0.0180006027221679,0,0.496,0.0,0.0,1.36,113.256,4.272,3.704,0.0,0.0088214874267578,0.0088214874267578,0.0071525573730468,0.0071525573730468,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006105899810791,0.0081300735473632,0.0,0.0,0.0063896179199218,0.0090599060058593,0.0,0.0,0.0,0.0104665756225585,0.0,0.023818016052246,0,0.496,0.0,0.0,1.36,112.0,8.264,7.736,0.0,0.0090599060058593,0.0090599060058593,0.0064373016357421,0.0064373016357421,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060641765594482,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060665607452392,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.005960464477539,0.005960464477539,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059807300567626,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,112.0,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0071525573730468,0.0071525573730468,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060850114964727,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0067710876464843,0.0081539154052734,0.0,0.0,0.0,0.0103950500488281,0.0,0.0195026397705078,0,0.496,0.0,0.0,1.36,113.256,3.744,4.232,0.0,0.0150203704833984,0.0150203704833984,0.0078678131103515,0.0078678131103515,1.192,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006075522199792,0.0083446502685546,0.0054836273193359,0.0054836273193359,0.0062465667724609,0.0081062316894531,0.0,0.0,0.0,0.0102043151855468,0.0,0.019693374633789,0,0.496,0.0,0.0,1.36,113.256,3.744,4.232,0.0,0.013589859008789,0.013589859008789,0.0078678131103515,0.0078678131103515,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059130179941357,0.0078678131103515,0.0052452087402343,0.0052452087402343,0.0060319900512695,0.0081300735473632,0.0,0.0,0.0,0.0103473663330078,0.0,0.0252723693847656,0,0.496,0.0,0.0,1.36,113.256,8.264,7.736,0.0,0.0107288360595703,0.0107288360595703,0.0069141387939453,0.0069141387939453,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006204813867066,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.392,117.192,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0069141387939453,0.0069141387939453,8.904,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063080099684682,0.0088214874267578,0.0041796837323977,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.392,117.192,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0081062316894531,0.0081062316894531,836.792,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.007775934731088,0.0102519989013671,0.0038986696916468,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,141.648,0.0,0.0,0.0,0.0145435333251953,0.0145435333251953,0.0088214874267578,0.0088214874267578,45391.184,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0079294935387758,0.0100135803222656,0.0038746105546164,0.0045299530029296,0.0058174133300781,0.0075340270996093,0.0,0.0,0.0,0.0106334686279296,0.0,0.0202655792236328,0,0.496,0.0,0.0,1.424,117.192,3.744,4.232,0.0,0.0159740447998046,0.0159740447998046,0.0121593475341796,0.0121593475341796,37015.384,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073897956621528,0.0100135803222656,0.0038757750533509,0.0045299530029296,0.005960464477539,0.0078201293945312,0.0,0.0,0.0,0.0114917755126953,0.0,0.0217437744140625,0,0.496,0.0,0.0,1.424,118.448,3.744,4.232,0.0,0.0088214874267578,0.0088214874267578,0.0116825103759765,0.0116825103759765,52632.632,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0076993780942698,0.0100135803222656,0.0039596916366146,0.0047683715820312,0.0063180923461914,0.0088453292846679,0.0,0.0,0.0,0.0107288360595703,0.0,0.0257015228271484,0,0.496,0.0,0.0,1.424,117.888,8.264,7.736,0.0,0.0104904174804687,0.0104904174804687,0.0100135803222656,0.0100135803222656,21529.344,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0074995626317392,0.009775161743164,0.0054389238357543,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,118.448,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0083446502685546,0.0083446502685546,75.92,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068223476409912,0.0090837478637695,0.0045494955094134,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,112.0,0.0,0.0,0.0,0.0145435333251953,0.0145435333251953,0.0109672546386718,0.0109672546386718,308.12,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065013543883366,0.0088214874267578,0.0045511457655164,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,115.304,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0109672546386718,0.0109672546386718,394.048,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062154893258317,0.0085830688476562,0.0049471855163574,0.0053167343139648,0.0069141387939453,0.0095367431640625,0.0,0.0,0.0,0.0105857849121093,0.0,0.0192165374755859,0,0.496,0.0,0.0,1.424,114.648,3.744,4.232,0.0,0.0090599060058593,0.0090599060058593,0.00762939453125,0.00762939453125,59.76,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060601020926859,0.0081062316894531,0.0048364911760602,0.0057697296142578,0.007331371307373,0.0107765197753906,0.0,0.0,0.0,0.0109672546386718,0.0,0.0193119049072265,0,0.496,0.0,0.0,1.392,117.192,4.272,3.704,0.0,0.0150203704833984,0.0150203704833984,0.0061988830566406,0.0061988830566406,24.44,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005958080291748,0.0078678131103515,0.0,0.0,0.0058174133300781,0.0077009201049804,0.0,0.0,0.0,0.0106573104858398,0.0,0.0279426574707031,0,0.496,0.0,0.0,1.424,112.0,8.264,7.736,0.0,0.0104904174804687,0.0104904174804687,0.0140666961669921,0.0140666961669921,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059616506396241,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0064373016357421,0.0064373016357421,1.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060707775514517,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,113.256,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.011444091796875,0.011444091796875,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006132457979876,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0090599060058593,0.0084638595581054,0.0126838684082031,0.0,0.0118017196655273,0.0,0,0.496,1.696,1.696,1.36,113.256,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0092983245849609,0.0092983245849609,1.192,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058620130244772,0.00762939453125,0.0061988830566406,0.0061988830566406,0.005960464477539,0.0066041946411132,0.0,0.0,0.0,0.0106493631998697,0.0,0.0187158584594726,0,0.496,0.0,0.0,1.36,114.84,4.272,3.704,0.0,0.0159740447998046,0.0159740447998046,0.0104904174804687,0.0104904174804687,2.552,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061698076201648,0.0083446502685546,0.0053644180297851,0.0070571899414062,0.006723403930664,0.0081539154052734,0.0,0.0,0.0,0.01068115234375,0.0,0.01983642578125,0,0.496,0.0,0.0,1.424,131.08,3.744,4.232,0.0,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0073909759521484,27.216,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062072277069091,0.0090599060058593,0.0,0.0,0.0065326690673828,0.0092983245849609,0.0,0.0,0.0,0.0102758407592773,0.0,0.0235319137573242,0,0.496,0.0,0.0,1.424,112.0,8.264,7.736,0.0,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0078678131103515,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061988830566406,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.36,116.392,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0092983245849609,0.0092983245849609,4.104,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062933062562848,0.0087976455688476,0.0056028366088867,0.0064611434936523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.344,0.0,0.0,2.272,115.824,0.0,0.0,0.0,0.0112056732177734,0.0121593475341796,0.0066757202148437,0.0070571899414062,3.472,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059260657770716,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,113.256,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0071525573730468,0.0071525573730468,1.192,0
