time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,F-node
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062465667724609,0.0083684921264648,0.0053048133850097,0.0,0.0,0.0069141387939453,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0100135803222656,0.0100135803222656,0.0178813934326171,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,82.528,0.0088214874267578,0.0088214874267578,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059070871837103,0.00762939453125,0.0,0.0,0.0,0.0,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0081062316894531,0.0081062316894531,0.0178813934326171,0,0.496,1.36,0.0,0.0,117.192,25.152,27.344,0.0,0.0,0.0078678131103515,0.0078678131103515,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059342384338378,0.0081300735473632,0.0,0.0,0.0,0.0,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.005960464477539,0.005960464477539,0.0178813934326171,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0061988830566406,0.0061988830566406,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060992454414937,0.0081062316894531,0.0078678131103515,0.0,0.0,0.0078678131103515,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0090599060058593,0.0090599060058593,0.0178813934326171,0,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0.0069141387939453,0.0069141387939453,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058976615347513,0.0073909759521484,0.0054836273193359,0.0,0.0,0.00762939453125,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0073909759521484,0.0073909759521484,0.0178813934326171,0,0.496,1.36,0.0,0.0,126.6,25.152,27.344,0.0,47.72,0.0073909759521484,0.0073909759521484,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060529851201754,0.0081062316894531,0.0046950120192307,0.0,0.0,0.0063180923461914,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0116825103759765,0.0116825103759765,0.0178813934326171,0,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,221.024,0.0088214874267578,0.0088214874267578,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060648467410263,0.0083446502685546,0.0046491622924804,0.0,0.0,0.0051736831665039,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0104904174804687,0.0104904174804687,0.0178813934326171,0,0.496,1.36,0.0,0.0,117.192,25.152,27.344,0.0,29.232,0.0066757202148437,0.0066757202148437,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060534477233886,0.0081062316894531,0.0,0.0,0.0,0.0,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0092983245849609,0.0092983245849609,0.0178813934326171,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0064373016357421,0.0064373016357421,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060442650672232,0.0083446502685546,0.0063578287760416,0.0,0.0,0.0075817108154296,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0066757202148437,0.0066757202148437,0.0178813934326171,0,0.496,1.36,0.0,0.0,119.904,25.152,27.344,0.0,25.208,0.0071525573730468,0.0071525573730468,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059258937835693,0.0083684921264648,0.0,0.0,0.0,0.0,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.009775161743164,0.009775161743164,0.0178813934326171,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0073909759521484,0.0073909759521484,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060529851201754,0.0083446502685546,0.0066757202148437,0.0,0.0,0.0066757202148437,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0071525573730468,0.0071525573730468,0.0178813934326171,0,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0.0069141387939453,0.0069141387939453,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059640229637943,0.0078678131103515,0.0061988830566406,0.0,0.0,0.0061988830566406,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0081062316894531,0.0081062316894531,0.0178813934326171,0,0.496,1.36,0.0,0.0,113.256,25.152,27.344,0.0,1.192,0.0069141387939453,0.0069141387939453,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061109228041565,0.0081062316894531,0.0049273173014322,0.0,0.0,0.0068187713623046,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0140666961669921,0.0140666961669921,0.0178813934326171,0,0.496,1.36,0.0,0.0,135.6,25.152,27.344,0.0,127.144,0.0095367431640625,0.0095367431640625,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061976968945555,0.0083446502685546,0.0052716996934678,0.0,0.0,0.0067710876464843,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.009775161743164,0.009775161743164,0.0178813934326171,0,0.496,1.36,0.0,0.0,117.192,25.152,27.344,0.0,84.12,0.0085830688476562,0.0085830688476562,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006260871887207,0.0086069107055664,0.0,0.0,0.0,0.0,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0166893005371093,0.0166893005371093,0.0178813934326171,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.00762939453125,0.00762939453125,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058698654174804,0.0078678131103515,0.0,0.0,0.0,0.0,0.0062874385288783,0.0,0.0,0.0088214874267578,0.0094686235700334,0.0088214874267578,0.0088214874267578,0.0178813934326171,0,0.496,1.36,0.0,0.0,112.0,25.152,27.344,0.0,0.0,0.0100135803222656,0.0100135803222656,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060737133026123,0.0083446502685546,0.0,0.0,0.0,0.0,0.0066757202148437,0.0,0.0,0.0089168548583984,0.0115871429443359,0.0138282775878906,0.0138282775878906,0.021219253540039,0,0.496,1.36,0.0,0.0,112.0,4.52,3.504,0.0,0.0,0.00762939453125,0.00762939453125,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062688666196604,0.0083446502685546,0.0088214874267578,0.0,0.0,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0064373016357421,0.0064373016357421,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061466919248969,0.0081062316894531,0.0085830688476562,0.0,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0133514404296875,0.0133514404296875,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059687676121346,0.00762939453125,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0073909759521484,0.0073909759521484,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060737133026123,0.0083446502685546,0.0,0.0,0.0,0.0,0.0064373016357421,0.0,0.0,0.0084877014160156,0.0105857849121093,0.0084638595581054,0.0089406967163085,0.0193119049072265,0,1.344,2.208,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0060796737670898,0.0063657760620117,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060391426086425,0.0081062316894531,0.0,0.0,0.0,0.0,0.006103515625,0.0,0.0,0.0080108642578125,0.0109195709228515,0.0061988830566406,0.0061988830566406,0.0213623046875,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0073909759521484,0.0073909759521484,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060880184173583,0.0083446502685546,0.0,0.0,0.0,0.0,0.0066518783569335,0.0,0.0,0.0085830688476562,0.0100374221801757,0.0143051147460937,0.0143051147460937,0.0236988067626953,0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0071525573730468,0.0071525573730468,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059306621551513,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005930810425412,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0066757202148437,0.0066757202148437,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006089756144813,0.0085830688476562,0.00762939453125,0.0,0.0,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0119209289550781,0.0119209289550781,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060363788509843,0.0085830688476562,0.0054836273193359,0.0,0.0,0.0054836273193359,0.006103515625,0.0,0.0,0.0077247619628906,0.0116825103759765,0.0126361846923828,0.0126361846923828,0.0211715698242187,0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.00762939453125,0.00762939453125,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059175491333007,0.0078678131103515,0.0,0.0,0.0,0.0,0.0063896179199218,0.0,0.0,0.0079631805419921,0.0108242034912109,0.0090599060058593,0.0090599060058593,0.020599365234375,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0088214874267578,0.0088214874267578,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060153007507324,0.0078678131103515,0.0,0.0,0.0,0.0,0.0059366226196289,0.0,0.0,0.0081300735473632,0.0111103057861328,0.0109672546386718,0.0109672546386718,0.0244617462158203,0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0064373016357421,0.0064373016357421,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005965232849121,0.0081062316894531,0.0,0.0109672546386718,0.0064373016357421,0.0,0.0,0.0163078308105468,0.0072002410888671,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0,0.496,1.36,1.696,1.696,112.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006103515625,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060570240020751,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058691299969877,0.0078678131103515,0.0092983245849609,0.0,0.0,0.0092983245849609,0.0060558319091796,0.0,0.0,0.007486343383789,0.011301040649414,0.0071525573730468,0.0071525573730468,0.0215053558349609,0,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0069141387939453,0.0069141387939453,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058754835978592,0.0081062316894531,0.0061988830566406,0.0,0.0,0.0071525573730468,0.0065803527832031,0.0,0.0,0.0088214874267578,0.0098228454589843,0.0064373016357421,0.0064373016357421,0.0178337097167968,0,0.496,1.36,0.0,0.0,118.448,3.744,4.232,0.0,10.096,0.00762939453125,0.00762939453125,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060589159306009,0.0078678131103515,0.0042915344238281,0.0,0.0,0.0042915344238281,0.005801518758138,0.0,0.0,0.0071525573730468,0.0102953477339311,0.0071525573730468,0.0071525573730468,0.0269412994384765,0,0.496,1.36,0.0,0.0,113.256,8.792,7.208,0.0,1.192,0.005960464477539,0.005960464477539,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071062625033184,0.0092983245849609,0.0038866696747112,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0,0.496,1.36,0.0,0.0,142.208,0.0,0.0,0.0,33063.792,0.0088214874267578,0.0088214874267578,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0077700614929199,0.0102519989013671,0.003877455188382,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0,0.496,1.36,0.0,0.0,116.632,0.0,0.0,0.0,43586.024,0.0109672546386718,0.0109672546386718,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075843203720168,0.0100135803222656,0.0038789309996509,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0200271606445312,0.0200271606445312,0.0,0,0.496,1.36,0.0,0.0,117.192,0.0,0.0,0.0,49320.68,0.0100135803222656,0.0100135803222656,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0077290321463969,0.009775161743164,0.0039281087130979,0.0,0.0,0.0047683715820312,0.0060081481933593,0.0,0.0,0.0077247619628906,0.0123500823974609,0.0131130218505859,0.0131130218505859,0.0230312347412109,0,0.496,1.36,0.0,0.0,117.192,3.744,4.232,0.0,28533.048,0.0109672546386718,0.0109672546386718,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0074818582818059,0.010228157043457,0.0053574057186351,0.0,0.0,0.0062465667724609,0.0064849853515625,0.0,0.0,0.0080108642578125,0.0105857849121093,0.0133514404296875,0.0133514404296875,0.0195503234863281,0,0.496,1.36,0.0,0.0,118.448,3.744,4.232,0.0,86.264,0.0083446502685546,0.0083446502685546,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070604947533937,0.0095367431640625,0.0050134128994411,0.0,0.0,0.0069141387939453,0.0063180923461914,0.0,0.0,0.0080585479736328,0.0102043151855468,0.009775161743164,0.009775161743164,0.0252962112426757,0,0.496,1.36,0.0,0.0,118.448,8.264,7.736,0.0,174.0,0.0085830688476562,0.0085830688476562,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063851105039985,0.0085830688476562,0.0046502559556873,0.0,0.0,0.0057697296142578,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0,0.496,1.36,0.0,0.0,116.0,0.0,0.0,0.0,497.704,0.0126361846923828,0.0126361846923828,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062285371087676,0.0085830688476562,0.0047683715820312,0.0,0.0,0.0057935714721679,0.0,0.0,0.0,0.0,0.0,0.0162124633789062,0.0162124633789062,0.0,0,0.496,1.36,0.0,0.0,114.648,0.0,0.0,0.0,106.416,0.0069141387939453,0.0069141387939453,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061016177656638,0.0083446502685546,0.00762939453125,0.0,0.0,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0,0.496,1.36,0.0,0.0,117.192,0.0,0.0,0.0,10.888,0.0085830688476562,0.0085830688476562,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060319900512695,0.0078678131103515,0.0055233637491861,0.0,0.0,0.0072717666625976,0.006103515625,0.0,0.0,0.0075340270996093,0.0106334686279296,0.0085830688476562,0.0085830688476562,0.0197410583496093,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,13.552,0.0078678131103515,0.0078678131103515,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060212612152099,0.0083446502685546,0.0,0.0,0.0,0.0,0.0058650970458984,0.0,0.0,0.0073432922363281,0.0111579895019531,0.00762939453125,0.00762939453125,0.0211238861083984,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0064373016357421,0.0064373016357421,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058406621069457,0.00762939453125,0.0071525573730468,0.0,0.0,0.0071525573730468,0.0070571899414062,0.0,0.0,0.0091075897216796,0.0108242034912109,0.0107288360595703,0.0107288360595703,0.0266551971435546,0,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0.0102519989013671,0.0102519989013671,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059272519391567,0.0083446502685546,0.0073909759521484,0.0,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0081062316894531,0.0081062316894531,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058247311280505,0.00762939453125,0.0066757202148437,0.0,0.0,0.008392333984375,0.0,0.0,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0,0.496,1.36,0.0,0.0,116.096,0.0,0.0,0.0,3.744,0.0066757202148437,0.0066757202148437,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006103515625,0.0083446502685546,0.0056624412536621,0.0,0.0,0.0068902969360351,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0,0.496,1.36,0.0,0.0,131.08,0.0,0.0,0.0,27.216,0.0061988830566406,0.0061988830566406,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059127807617187,0.0083446502685546,0.0,0.0,0.0,0.0,0.006103515625,0.0,0.0,0.0080585479736328,0.0130653381347656,0.005960464477539,0.005960464477539,0.0255107879638671,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0078678131103515,0.0078678131103515,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059056282043457,0.0081062316894531,0.0,0.0,0.0,0.0,0.0064373016357421,0.0,0.0,0.0085353851318359,0.0115871429443359,0.0118017196655273,0.0122785568237304,0.021982192993164,0,1.344,2.208,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0085830688476562,0.0101089477539062,0
