time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,F-node
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059497890187733,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,113.256,0.0,3940.007040898005,3940.0094747543335,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006132457979876,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0065326690673828,0.0,0.0,0.0078678131103515,0.0,0.0,0.0126838684082031,0.0116825103759765,0.0116825103759765,0.0245094299316406,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,0.0,3940.007033555404,3940.008497238159,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062513351440429,0.0081300735473632,0.0092983245849609,0.0092983245849609,0.0068187713623046,0.0,0.0,0.0092506408691406,0.0,0.0,0.0110149383544921,0.0069141387939453,0.0069141387939453,0.0205039978027343,0.496,1.36,0.0,0.0,3.744,4.232,0.0,112.0,0.0,3940.0067018425984,3940.0076389312735,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062491379532159,0.0088214874267578,0.0119209289550781,0.0119209289550781,0.0061648232596261,0.0,0.0,0.0082731246948242,0.0,0.0,0.0110268592834472,0.0100135803222656,0.0100135803222656,0.0271797180175781,0.496,1.36,0.0,0.0,12.536,11.44,0.0,124.96,35.696,3940.007546368767,3940.0102138519287,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062605634850649,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0069141387939453,0.0,0.0,0.0099658966064453,0.0,0.0,0.0117301940917968,0.013589859008789,0.013589859008789,0.022745132446289,0.496,1.424,0.0,0.0,3.744,4.232,0.0,115.64,83.624,3940.006592056968,3940.007925033569,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063685042348074,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.006270408630371,0.0,0.0,0.0088691711425781,0.0,0.0,0.0109434127807617,0.0073909759521484,0.0073909759521484,0.0260353088378906,0.496,1.424,0.0,0.0,8.264,7.736,0.0,115.64,67.184,3940.006694793701,3940.008020401001,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063602011002118,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.808,60.208,3940.0067488352456,3940.007495880127,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062143031637466,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0065803527832031,0.0,0.0,0.0080585479736328,0.0,0.0,0.011444091796875,0.0066757202148437,0.0066757202148437,0.0216007232666015,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.568,39.528,3940.0078228541774,3940.009450912476,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064859342812305,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0062942504882812,0.0,0.0,0.008392333984375,0.0,0.0,0.0109672546386718,0.0052452087402343,0.0052452087402343,0.0202655792236328,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.584,51.896,3940.00700541905,3940.007781982422,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063204529261825,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0062465667724609,0.0,0.0,0.0088691711425781,0.0,0.0,0.0109195709228515,0.0069141387939453,0.0069141387939453,0.0268459320068359,0.496,1.424,0.0,0.0,12.008,11.968,0.0,117.504,64.992,3940.006808230752,3940.0078296661377,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006355861626049,0.0087976455688476,0.0088214874267578,0.0088214874267578,0.0076770782470703,0.0,0.0,0.0102519989013671,0.0,0.0,0.0118255615234375,0.0066757202148437,0.0066757202148437,0.0226497650146484,0.496,1.424,0.0,0.0,3.744,4.232,0.0,115.888,37.736,3940.0072383880615,3940.010786056519,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067134894947014,0.0092983245849609,0.00762939453125,0.00762939453125,0.0065565109252929,0.0,0.0,0.0093460083007812,0.0,0.0,0.0118255615234375,0.0069141387939453,0.0069141387939453,0.0293493270874023,0.496,1.424,0.0,0.0,8.264,7.736,0.0,116.272,34.656,3940.038844517299,3940.078067779541,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061822767874494,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.632,32.088,3940.0076866149902,3940.0110244750977,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063400363447654,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0066280364990234,0.0,0.0,0.0089645385742187,0.0,0.0,0.0112056732177734,0.0109672546386718,0.0109672546386718,0.0207424163818359,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.968,46.64,3940.006996023244,3940.008497238159,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064384877978272,0.0088214874267578,0.0121593475341796,0.0121593475341796,0.0064373016357421,0.0,0.0,0.008392333984375,0.0,0.0,0.0112056732177734,0.0066757202148437,0.0066757202148437,0.0213623046875,0.496,1.424,0.0,0.0,3.744,4.232,0.0,115.88,64.776,3940.007146667032,3940.008735656738,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061858352737047,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0061353047688802,0.0,0.0,0.0085830688476562,0.0,0.0,0.0108559926350911,0.0104904174804687,0.0104904174804687,0.0272750854492187,0.496,1.424,0.0,0.0,12.008,11.968,0.0,114.344,131.12,3940.0074195861816,3940.0086879730234,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064325569874018,0.0088214874267578,0.0054836273193359,0.0054836273193359,0.0063419342041015,0.0,0.0,0.0080108642578125,0.0,0.0,0.0116825103759765,0.011444091796875,0.011444091796875,0.0223159790039062,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.344,64.8,3940.007901191712,3940.0121927261353,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064764449845499,0.0088214874267578,0.00762939453125,0.00762939453125,0.006413459777832,0.0,0.0,0.0088453292846679,0.0,0.0,0.0116825103759765,0.0123977661132812,0.0123977661132812,0.0263929367065429,0.496,1.424,0.0,0.0,8.264,7.736,0.0,115.176,65.864,3940.0076682751,3940.009260177612,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063554564518715,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,114.344,71.856,3940.0069543293534,3940.007925033569,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064998570055064,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0064969062805175,0.0,0.0,0.0080108642578125,0.0,0.0,0.0104109446207682,0.0102519989013671,0.0102519989013671,0.0183582305908203,0.496,1.424,0.0,0.0,4.272,3.704,0.0,115.6,59.288,3940.0075674057007,3940.008568763733,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064101549658444,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0065803527832031,0.0,0.0,0.0089168548583984,0.0,0.0,0.0116348266601562,0.0121593475341796,0.0121593475341796,0.0230312347412109,0.496,1.424,0.0,0.0,3.744,4.232,0.0,115.904,49.632,3940.008441607157,3940.014433860779,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063794674259601,0.0087976455688476,0.0071525573730468,0.0071525573730468,0.0060521639310396,0.0,0.0,0.0070571899414062,0.0,0.0,0.0109532300163717,0.0054836273193359,0.0054836273193359,0.0273704528808593,0.496,1.424,0.0,0.0,13.064,10.912,96.66666666666667,116.48,35.416,3940.007925033569,3940.007925033569,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063794674259601,0.0087976455688476,0.009775161743164,0.009775161743164,0.0063776969909667,0.0,0.0,0.0071525573730468,0.0,0.0,0.010848045349121,0.0121593475341796,0.0121593475341796,0.0194311141967773,0.496,1.424,0.0,0.0,4.272,3.704,96.66666666666667,116.48,35.416,3940.007925033569,3940.007925033569,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063794674259601,0.0087976455688476,0.0078678131103515,0.0078678131103515,0.0064849853515625,0.0,0.0,0.0084400177001953,0.0,0.0,0.0109195709228515,0.0104904174804687,0.0104904174804687,0.0252246856689453,0.496,1.424,0.0,0.0,8.264,7.736,96.66666666666667,116.48,35.416,3940.007925033569,3940.007925033569,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063794674259601,0.0087976455688476,0.00762939453125,0.00762939453125,0.0,0.0047683715820312,0.0047683715820312,0.0,0.0133514404296875,0.0133514404296875,0.0,0.009775161743164,0.009775161743164,0.0,0.496,1.424,0.848,0.848,0.0,0.0,96.66666666666667,116.48,35.416,3940.007925033569,3940.007925033569,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061929522462152,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.005960464477539,0.0109672546386718,0.0109672546386718,0.00762939453125,0.0064373016357421,0.0064373016357421,0.010538101196289,0.0107288360595703,0.0107288360595703,0.01983642578125,0.496,1.424,0.848,0.848,3.744,4.232,0.0,115.544,68.424,3940.007107598441,3940.008091926575,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061455057628119,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0059127807617187,0.0,0.0,0.0074386596679687,0.0,0.0,0.011301040649414,0.0078678131103515,0.0078678131103515,0.0213623046875,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.584,48.504,3940.0068283081055,3940.0084257125854,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0085830688476562,0.0066995620727539,0.0058412551879882,0.0064690907796223,0.0,0.0,0.0087261199951171,0.0,0.0,0.0117301940917968,0.0221729278564453,0.0328540802001953,0.0294208526611328,1.344,2.272,0.0,0.0,12.008,11.968,0.0,114.712,45.048,3940.069619347068,3940.292167663574,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0062942504882812,0.0,0.0,0.008249282836914,0.0,0.0,0.0111579895019531,0.0078678131103515,0.0078678131103515,0.0209808349609375,0.496,1.424,0.0,0.0,3.744,4.232,0.0,115.224,35.688,3940.007121063942,3940.008544921875,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064172367058177,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0065803527832031,0.0,0.0,0.009322166442871,0.0,0.0,0.0110387802124023,0.0126361846923828,0.0126361846923828,0.025486946105957,0.496,1.424,0.0,0.0,8.264,7.736,0.0,116.224,37.512,3940.007669585092,3940.012574195862,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064030732258711,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,115.968,42.6,3940.007570313244,3940.011739730835,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062201282765605,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.006103515625,0.0,0.0,0.00762939453125,0.0,0.0,0.0110626220703125,0.0066757202148437,0.0066757202148437,0.0203609466552734,0.496,1.424,0.0,0.0,3.744,4.232,0.0,116.48,193.456,3940.00707654392,3940.009641647339,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063981582869344,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0061988830566406,0.0,0.0,0.0080585479736328,0.0,0.0,0.0106334686279296,0.0092983245849609,0.0092983245849609,0.0191211700439453,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.344,91.232,3940.0081213782814,3940.011501312256,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006219047812087,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0064883913312639,0.0,0.0,0.0085115432739257,0.0,0.0,0.0106841325759887,0.0085830688476562,0.0085830688476562,0.0252723693847656,0.496,1.424,0.0,0.0,12.536,11.44,0.0,114.344,53.664,3940.006801060268,3940.007734298706,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006392227476509,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0068187713623046,0.0,0.0,0.0092983245849609,0.0,0.0,0.0112056732177734,0.0085830688476562,0.0085830688476562,0.0207901000976562,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.344,88.776,3940.0079590933674,3940.0108337402335,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063518979656162,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0058889389038085,0.0,0.0,0.0076770782470703,0.0,0.0,0.010538101196289,0.0081062316894531,0.0081062316894531,0.0271320343017578,0.496,1.424,0.0,0.0,8.264,7.736,0.0,114.344,65.696,3940.006980895996,3940.008306503296,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006219047812087,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,114.344,33.232,3940.0072164005705,3940.0097131729126,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060067247988572,0.0081062316894531,0.0123977661132812,0.0123977661132812,0.0061511993408203,0.0,0.0,0.0079631805419921,0.0,0.0,0.0113487243652343,0.0081062316894531,0.0081062316894531,0.0208377838134765,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.328,14.6,3940.00698129336,3940.0076389312735,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062700527817455,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0069141387939453,0.0,0.0,0.009012222290039,0.0,0.0,0.0114917755126953,0.0104904174804687,0.0104904174804687,0.0204086303710937,0.496,1.424,0.0,0.0,3.744,4.232,0.0,114.84,20.376,3940.0068187713614,3940.008163452149,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064754949032681,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.006421407063802,0.0,0.0,0.0086307525634765,0.0,0.0,0.0109831492106119,0.0085830688476562,0.0085830688476562,0.0278949737548828,0.496,1.424,0.0,0.0,12.008,11.968,0.0,144.944,53.04,3940.006726827377,3940.009593963623,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064022400799919,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0063419342041015,0.0,0.0,0.0082969665527343,0.0,0.0,0.0113964080810546,0.013589859008789,0.013589859008789,0.0217437744140625,0.496,1.424,0.0,0.0,3.744,4.232,0.0,134.928,75.0,3940.007071162379,3940.00883102417,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065289107449536,0.0088214874267578,0.00762939453125,0.00762939453125,0.0063419342041015,0.0,0.0,0.0085830688476562,0.0,0.0,0.0114679336547851,0.0069141387939453,0.0069141387939453,0.0271558761596679,0.496,1.424,0.0,0.0,8.264,7.736,0.0,124.936,57.896,3940.006759431627,3940.008521080017,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062933062562848,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,124.08,63.768,3940.007242289456,3940.008640289306,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062428022685803,0.0084638595581054,0.0,0.0,0.006103515625,0.0079870223999023,0.0088453292846679,0.0077247619628906,0.0127553939819335,0.0128507614135742,0.0110149383544921,0.0,0.0,0.0213146209716796,0.0,0.0,1.792,1.472,3.744,4.232,0.0,46.352,108.992,3940.007318149913,3940.009355545044,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059127807617187,0.0,0.0,0.0075340270996093,0.0,0.0,0.0107765197753906,0.0,0.0,0.0206470489501953,0.0,0.0,0.0,0.0,3.744,4.232,0.0,0.0,95.04,0.0,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077486038208007,0.0097513198852539,0.0109672546386718,0.0109672546386718,0.0063737233479817,0.0087781385941938,0.0112056732177734,0.0085830688476562,0.009563234117296,0.0136375427246093,0.0116348266601562,0.0157356262207031,0.0157356262207031,0.0294685363769531,0.496,1.424,27.696,23.504,12.008,11.968,0.0,1.336,75.744,3940.007448196411,3940.007448196411,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0119209289550781,0.0119209289550781,0.0060200691223144,0.0091493129730224,0.0115871429443359,0.0066995620727539,0.00762939453125,0.010085105895996,0.0108877817789713,0.0147819519042968,0.0147819519042968,0.0193119049072265,0.496,1.36,14.176,22.528,4.272,3.704,0.0,0.496,61.704,3940.010070800781,3940.0108337402335,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0065326690673828,0.0077486038208007,0.0098705291748046,0.0086307525634765,0.0091791152954101,0.0144481658935546,0.010991096496582,0.0131130218505859,0.0131130218505859,0.027012825012207,0.496,1.36,14.24,4.032,8.264,7.736,0.0,0.0,18.944,0.0,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.84,0.0,3940.008521080017,3940.008807182312,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077919526533647,0.0100135803222656,0.0123977661132812,0.0123977661132812,0.0064373016357421,0.0060796737670898,0.0073194503784179,0.0083684921264648,0.0073909759521484,0.0085830688476562,0.0107526779174804,0.0069141387939453,0.0069141387939453,0.025486946105957,0.496,1.36,4.096,4.624,14.52,15.544,0.0,27.6,1.464,3940.0078296661377,3940.010118484497,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076016176094129,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0063896179199218,0.0071525573730468,0.0089645385742187,0.0084877014160156,0.0083843866984049,0.0096559524536132,0.0119209289550781,0.0088214874267578,0.0088214874267578,0.0223636627197265,0.496,1.392,9.552,17.728,3.744,4.232,0.0,58.496,1.464,3940.008044242859,3940.009093284607,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007473596251837,0.0095367431640625,0.0088214874267578,0.0088214874267578,0.0063862119402204,0.0,0.0,0.008392333984375,0.0,0.0,0.010654330253601,0.0116825103759765,0.0116825103759765,0.0271797180175781,0.496,1.776,0.0,0.0,12.536,11.44,50.0,57.096,0.0,3940.0148391723633,3940.0148391723633,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007473596251837,0.0095367431640625,0.0090599060058593,0.0090599060058593,0.006103515625,0.0,0.0,0.007486343383789,0.0,0.0,0.0117301940917968,0.0083446502685546,0.0083446502685546,0.0222682952880859,0.496,1.776,0.0,0.0,3.744,4.232,50.0,57.096,0.0,3940.0148391723633,3940.0148391723633,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007473596251837,0.0095367431640625,0.0092983245849609,0.0092983245849609,0.0061511993408203,0.0,0.0,0.0086069107055664,0.0,0.0,0.0110149383544921,0.0073909759521484,0.0073909759521484,0.0255823135375976,0.496,1.808,0.0,0.0,8.264,7.736,50.0,57.096,0.0,3940.0148391723633,3940.0148391723633,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007473596251837,0.0095367431640625,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147819519042968,0.0147819519042968,0.0,0.496,1.84,0.0,0.0,0.0,0.0,50.0,57.096,0.0,3940.0148391723633,3940.0148391723633,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068044662475585,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0059127807617187,0.0,0.0,0.00762939453125,0.0,0.0,0.0100135803222656,0.0107288360595703,0.0107288360595703,0.0182628631591796,0.496,1.84,0.0,0.0,3.744,4.232,0.0,112.0,1.192,3940.008759498596,3940.0094270706177,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066268444061279,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.006103515625,0.0,0.0,0.0078201293945312,0.0,0.0,0.0107288360595703,0.0100135803222656,0.0100135803222656,0.0201702117919921,0.496,1.776,0.0,0.0,3.744,4.232,0.0,112.344,1.464,3940.006732940674,3940.006732940674,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063204529261825,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0061988830566406,0.0,0.0,0.0083446502685546,0.0,0.0,0.0105053186416625,0.0100135803222656,0.0100135803222656,0.0262260437011718,0.496,1.776,0.0,0.0,12.536,11.44,0.0,114.192,1.464,3940.01054763794,3940.01054763794,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065653194934863,0.0082969665527343,0.0065088272094726,0.0058412551879882,0.0066280364990234,0.0,0.0,0.008392333984375,0.0,0.0,0.0109195709228515,0.0083446502685546,0.0094890594482421,0.0205039978027343,1.344,2.656,0.0,0.0,3.744,4.232,0.0,131.864,1.656,3940.006256103516,3940.0071144104,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066140397864194,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0063419342041015,0.0,0.0,0.0086069107055664,0.0,0.0,0.0108242034912109,0.0092983245849609,0.0092983245849609,0.0258207321166992,0.496,1.808,0.0,0.0,8.264,7.736,0.0,113.856,1.656,3940.01042842865,3940.013194084168,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067243528603321,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.256,0.0,3940.008401870728,3940.008401870728,1
