time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,F-node
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006704047174737,0.0087976455688476,0.0109672546386718,0.0109672546386718,0.0059127807617187,0.0,0.0,0.0073909759521484,0.0,0.0,0.0109672546386718,0.0088214874267578,0.0088214874267578,0.0206947326660156,0.496,1.776,0.0,0.0,3.744,4.232,0.0,123.208,1.656,3940.0076866149902,3940.0084495544434,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0059127807617187,0.0,0.0,0.0074386596679687,0.0,0.0,0.0114917755126953,0.0121593475341796,0.0121593475341796,0.0218868255615234,0.496,1.808,0.0,0.0,3.744,4.232,0.0,122.768,2.592,3940.0076270103455,3940.008401870728,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067591667175292,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.0063691820417131,0.0,0.0,0.0089168548583984,0.0,0.0,0.0109821557998657,0.0066757202148437,0.0066757202148437,0.0281333923339843,0.496,1.84,0.0,0.0,12.536,11.44,0.0,112.0,1.192,3940.0094747543335,3940.0105237960815,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067567825317382,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0063419342041015,0.0,0.0,0.0082015991210937,0.0,0.0,0.0123500823974609,0.013589859008789,0.013589859008789,0.0241279602050781,0.496,1.776,0.0,0.0,3.744,4.232,0.0,112.0,1.192,3940.007925033569,3940.007925033569,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066184997558593,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0061273574829101,0.0,0.0,0.0086069107055664,0.0,0.0,0.0107049942016601,0.0166893005371093,0.0166893005371093,0.025177001953125,0.496,1.776,0.0,0.0,8.264,7.736,0.0,112.0,2.848,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066152259485045,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.16,6.472,3940.011143684387,3940.0121927261353,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061134793865146,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0064373016357421,0.0,0.0,0.0079631805419921,0.0,0.0,0.0104904174804687,0.011444091796875,0.011444091796875,0.0198841094970703,0.496,1.808,0.0,0.0,3.744,4.232,0.0,113.16,9.72,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061047077178955,0.0083684921264648,0.0112056732177734,0.0112056732177734,0.0061511993408203,0.0,0.0,0.0080108642578125,0.0,0.0,0.0109195709228515,0.0100135803222656,0.0100135803222656,0.0213623046875,0.496,1.808,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062214201362571,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0058280097113715,0.0,0.0,0.0068187713623046,0.0,0.0,0.0104037198153409,0.0073909759521484,0.0073909759521484,0.0264644622802734,0.496,1.776,0.0,0.0,8.792,7.208,0.0,113.256,0.0,3940.011501312256,3940.011501312256,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061622940667785,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,122.568,1.752,3940.010666847229,3940.0158882141113,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006570816040039,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,112.696,0.0,3940.009514490763,3940.0112628936768,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061383887903014,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,120.712,0.0,3940.007448196411,3940.007448196411,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065994262695312,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0066757202148437,0.0,0.0,0.0085353851318359,0.0,0.0,0.0106334686279296,0.0185966491699218,0.0185966491699218,0.0203609466552734,0.496,1.808,0.0,0.0,3.744,4.232,0.0,112.0,1.192,3940.006971359253,3940.007734298706,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067611238849696,0.0088214874267578,0.00762939453125,0.00762939453125,0.0062942504882812,0.0,0.0,0.0081539154052734,0.0,0.0,0.0108242034912109,0.0112056732177734,0.0112056732177734,0.0204086303710937,0.496,1.776,0.0,0.0,3.744,4.232,0.0,113.288,8.2,3940.0089581807456,3940.009593963623,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066566467285156,0.0085830688476562,0.00762939453125,0.00762939453125,0.0066280364990234,0.0,0.0,0.0080108642578125,0.0,0.0,0.0104904174804687,0.0128746032714843,0.0128746032714843,0.0196456909179687,0.496,1.808,0.0,0.0,3.744,4.232,0.0,112.6,2.912,3940.0073289871216,3940.007996559143,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062107446774914,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.006723403930664,0.0,0.0,0.0081062316894531,0.0,0.0,0.010538101196289,0.0107288360595703,0.0107288360595703,0.0192165374755859,0.496,1.776,0.0,0.0,4.52,3.504,0.0,113.16,1.72,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066780925390139,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.888,1.72,3940.010190010071,3940.010857582092,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006277169754256,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,113.16,9.72,3940.0073289871216,3940.007996559143,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064314001857644,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,114.416,9.72,3940.009355545044,3940.009355545044,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065100193023681,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0057220458984375,0.0040531158447265,0.0040531158447265,0.0072956085205078,0.0078678131103515,0.0078678131103515,0.0108718872070312,0.0102519989013671,0.0102519989013671,0.0210762023925781,0.496,1.808,0.848,0.848,3.744,4.232,0.0,112.696,0.0,3940.007925033569,3940.007925033569,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065100193023681,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0065565109252929,0.009775161743164,0.009775161743164,0.0077486038208007,0.0073909759521484,0.0073909759521484,0.0122785568237304,0.00762939453125,0.00762939453125,0.0231266021728515,0.496,1.776,0.848,0.848,4.272,3.704,0.0,112.696,0.0,3940.007925033569,3940.007925033569,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065100193023681,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.0059127807617187,0.0,0.0,0.0078916549682617,0.0,0.0,0.0108957290649414,0.0159740447998046,0.0159740447998046,0.0274658203124999,0.496,1.776,0.0,0.0,8.264,7.736,0.0,112.696,0.0,3940.007925033569,3940.007925033569,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065100193023681,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050067901611328,0.0050067901611328,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,112.696,0.0,3940.007925033569,3940.007925033569,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065100193023681,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.696,0.0,3940.007925033569,3940.007925033569,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065898895263671,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,117.336,1.192,3940.0076866149902,3940.008783340454,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060808658599853,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0061511993408203,0.0,0.0,0.0080108642578125,0.0,0.0,0.0117301940917968,0.0102519989013671,0.0102519989013671,0.0224113464355468,0.496,1.808,0.0,0.0,3.744,4.232,0.0,112.0,1.56,0.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006343126296997,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0057697296142578,0.0,0.0,0.0072956085205078,0.0,0.0,0.0119209289550781,0.0073909759521484,0.0073909759521484,0.0230789184570312,0.496,1.776,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062546326746394,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0073194503784179,0.0,0.0,0.0102043151855468,0.0,0.0,0.01220703125,0.0069141387939453,0.0069141387939453,0.0277996063232421,0.496,1.776,0.0,0.0,8.264,7.736,0.0,113.16,12.488,0.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073115030924479,0.0107765197753906,0.0101804733276367,0.0089406967163085,0.0,0.00762939453125,0.008392333984375,0.0,0.0152587890625,0.01678466796875,0.0,0.0553131103515625,0.0894546508789062,0.0,1.344,2.208,1.792,1.472,0.0,0.0,0.0,8.04,2.184,3940.008401870728,3940.008401870728,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0084241231282552,0.0094413757324218,0.0,0.00762939453125,0.0082015991210937,0.0,0.0162124633789062,0.0162124633789062,0.0,0.496,1.36,8.208,4.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0092983245849609,0.0094890594482421,0.0154972076416015,0.0154972076416015,0.0,0.0079631805419921,0.009465217590332,0.0,0.0095367431640625,0.013136863708496,0.0,0.0143051147460937,0.0143051147460937,0.0,0.496,1.776,21.568,33.984,0.0,0.0,0.0,1.832,0.0,3940.010070800781,3940.011405944824,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0070095062255859,0.0,0.0,0.0086307525634765,0.0,0.0,0.0108242034912109,0.0152587890625,0.0152587890625,0.0203132629394531,0.496,1.776,0.0,0.0,3.744,4.232,0.0,0.0,1.032,3940.009117126465,3940.010643005371,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0070095062255859,0.0,0.0,0.0095367431640625,0.0,0.0,0.0115871429443359,0.0133514404296875,0.0133514404296875,0.0222206115722656,0.496,1.776,0.0,0.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0066280364990234,0.0,0.0,0.0091314315795898,0.0,0.0,0.0111341476440429,0.0073909759521484,0.0073909759521484,0.0260114669799804,0.496,1.776,0.0,0.0,8.264,7.736,0.0,1.936,0.0,3940.006971359253,3940.0076866149902,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072479248046875,0.0088691711425781,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,48.824,1.464,3940.0089263916016,3940.0112628936768,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070964588838465,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,58.0,1.464,3940.008163452149,3940.009069442749,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074744224548339,0.0095367431640625,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071590011184279,0.0090599060058593,0.00762939453125,0.00762939453125,0.0063419342041015,0.0,0.0,0.0080108642578125,0.0,0.0,0.0117301940917968,0.0119209289550781,0.0119209289550781,0.0222682952880859,0.496,1.776,0.0,0.0,3.744,4.232,0.0,70.976,2.656,3940.0123357772823,3940.0145292282095,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062095056666005,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0062465667724609,0.0,0.0,0.0077724456787109,0.0,0.0,0.0113487243652343,0.0107288360595703,0.0107288360595703,0.0214099884033203,0.496,1.776,0.0,0.0,3.744,4.232,0.0,119.432,6.984,3940.009593963623,3940.010356903076,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065030722782529,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0061511993408203,0.0,0.0,0.0081539154052734,0.0,0.0,0.0108242034912109,0.0116825103759765,0.0116825103759765,0.0265836715698242,0.496,1.776,0.0,0.0,8.264,7.736,0.0,115.44,8.864,3940.008401870728,3940.008592605591,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066566467285156,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.0,0.0,3940.009593963623,3940.0099754333496,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064539079049333,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.904,1.464,0.0,0.0,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062842867267665,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.632,1.464,3940.0068521499634,3940.006947517395,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061519040262757,0.0080585479736328,0.0092983245849609,0.0092983245849609,0.0062465667724609,0.0,0.0,0.0081062316894531,0.0,0.0,0.011301040649414,0.0102519989013671,0.0102519989013671,0.0212669372558593,0.496,1.776,0.0,0.0,3.744,4.232,0.0,132.56,1.656,3940.008521080017,3940.009593963623,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063586235046386,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0065803527832031,0.0,0.0,0.008249282836914,0.0,0.0,0.0108242034912109,0.0083446502685546,0.0083446502685546,0.0206947326660156,0.496,1.776,0.0,0.0,3.744,4.232,0.0,112.6,1.656,0.0,0.0,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065855718963774,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0061273574829101,0.0,0.0,0.008392333984375,0.0,0.0,0.0112295150756835,0.0064373016357421,0.0064373016357421,0.0264406204223632,0.496,1.776,0.0,0.0,8.264,7.736,100.0,113.256,0.0,0.0,0.0,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066001816551284,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.496,1.776,0.0,0.0,0.0,0.0,100.0,123.208,1.656,0.0,0.0,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064538256956799,0.008559226989746,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.496,1.776,0.0,0.0,0.0,0.0,100.0,122.768,3.784,0.0,0.0,1
