time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060802668481323,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0,0.005650520324707,0.0071525573730468,0.00762939453125,0.00762939453125,0.0,0.0071525573730468,0.0078916549682617,0.0101804733276367,0.0249147415161132,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061464309692382,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059735774993896,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0,0.0057220458984375,0.0,0.0152587890625,0.0152587890625,0.0,0.0,0.0072956085205078,0.0109672546386718,0.0205039978027343,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060363788509843,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0061511993408203,0.0090599060058593,0.0088214874267578,0.0088214874267578,0.0,0.0090599060058593,0.0078201293945312,0.0116348266601562,0.0216484069824218,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,117.192,5.752,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006193010677845,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0057379404703776,0.0060558319091796,0.0095367431640625,0.0095367431640625,0.0,0.0075340270996093,0.008392333984375,0.0099500020345052,0.0245094299316406,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,124.776,35.96,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061683466869034,0.0083446502685546,0.009775161743164,0.009775161743164,0.0,0.0060558319091796,0.0040457798884465,0.0100135803222656,0.0100135803222656,0.0,0.0047683715820312,0.0074386596679687,0.0102996826171875,0.0200271606445312,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,123.64,656.088,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059248796149865,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0058412551879882,0.0081062316894531,0.0121593475341796,0.0121593475341796,0.0,0.0081062316894531,0.0081300735473632,0.0103235244750976,0.0257253646850585,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0081062316894531,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0064373016357421,0.0078678131103515,0.0078678131103515,0.0,0.0064373016357421,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0081062316894531,0.0075817108154296,0.0073909759521484,0.0,0.0062942504882812,0.0064373016357421,0.0118017196655273,0.0134229660034179,0.0,0.0064373016357421,0.0082969665527343,0.0117301940917968,0.0209331512451171,1.344,2.208,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0063419342041015,0.0064373016357421,0.00762939453125,0.00762939453125,0.0,0.0064373016357421,0.0083446502685546,0.0107288360595703,0.0204086303710937,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0057061513264973,0.0064373016357421,0.005960464477539,0.005960464477539,0.0,0.0064373016357421,0.0081062316894531,0.01068115234375,0.0257492065429687,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0056266784667968,0.0064373016357421,0.0088214874267578,0.0088214874267578,0.0,0.0064373016357421,0.0071525573730468,0.01068115234375,0.020599365234375,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006274900574615,0.0086784362792968,0.0078678131103515,0.0078678131103515,0.0,0.0062942504882812,0.0038550488104884,0.0133514404296875,0.0133514404296875,0.0,0.0045299530029296,0.0081539154052734,0.0099897384643554,0.0244617462158203,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,144.408,11145.544,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063405178561069,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0052452087402343,0.0109672546386718,0.0109672546386718,0.0,0.0052452087402343,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,118.448,1.192,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0055789947509765,0.0042915344238281,0.0081062316894531,0.0081062316894531,0.0,0.0042915344238281,0.0072956085205078,0.0102996826171875,0.0191688537597656,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059115886688232,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0,0.0061511993408203,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0086784362792968,0.0107765197753906,0.0211715698242187,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057959556579589,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0060081481933593,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0077724456787109,0.0098228454589843,0.0238895416259765,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,112.0,0.0,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058591365814208,0.0076532363891601,0.0064373016357421,0.0064373016357421,0.0110864639282226,0.0057697296142578,0.0,0.009775161743164,0.009775161743164,0.0113725662231445,0.0,0.0072002410888671,0.010538101196289,0.0199794769287109,0.496,1.36,1.696,1.696,4.232,3.744,0.0112056732177734,0.0112056732177734,112.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059282779693603,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0058174133300781,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0078678131103515,0.0099897384643554,0.0235795974731445,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059474166946031,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0078678131103515,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005888108590349,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0055789947509765,0.0047683715820312,0.0069141387939453,0.0069141387939453,0.0,0.0047683715820312,0.0071048736572265,0.0102519989013671,0.0197887420654296,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059343689116672,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0064849853515625,0.0061988830566406,0.0102519989013671,0.0102519989013671,0.0,0.0061988830566406,0.009012222290039,0.0106334686279296,0.0203609466552734,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062970554127412,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0059922536214192,0.0042253070407443,0.0100135803222656,0.0100135803222656,0.0,0.0064373016357421,0.0080585479736328,0.0100453694661458,0.0231266021728515,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,132.768,176.368,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062295705965249,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0055789947509765,0.0038891169377145,0.00762939453125,0.00762939453125,0.0,0.0045299530029296,0.0070571899414062,0.010538101196289,0.0202178955078125,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,122.384,1948.456,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061490642490671,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0,0.0057458877563476,0.0039794471826446,0.0061988830566406,0.0061988830566406,0.0,0.0045299530029296,0.0081539154052734,0.0101089477539062,0.0247716903686523,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,117.192,1923.536,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059115886688232,0.00762939453125,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061225421322977,0.0080585479736328,0.0095367431640625,0.0095367431640625,0.0,0.0066757202148437,0.004175937536991,0.0109672546386718,0.0109672546386718,0.0,0.0051259994506835,0.0095844268798828,0.0104904174804687,0.0204086303710937,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,123.64,675.536,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060494266339202,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0055313110351562,0.0057220458984375,0.0112056732177734,0.0112056732177734,0.0,0.0057220458984375,0.006866455078125,0.010538101196289,0.0202178955078125,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062129076789407,0.0085115432739257,0.0064373016357421,0.0064373016357421,0.0,0.0058968861897786,0.0038909263351336,0.0061988830566406,0.0061988830566406,0.0,0.0045299530029296,0.00762939453125,0.0098705291748046,0.0227928161621093,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,128.832,1630.568,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058293342590332,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0057697296142578,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0071525573730468,0.0118255615234375,0.023651123046875,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059771537780761,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0,0.0061750411987304,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0081777572631835,0.0109434127807617,0.0276565551757812,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059831142425537,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062096118927001,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0,0.0058650970458984,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.007486343383789,0.0119209289550781,0.0230789184570312,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060138417713677,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0065326690673828,0.0047683715820312,0.0147819519042968,0.0147819519042968,0.0,0.0047683715820312,0.0079154968261718,0.0112056732177734,0.0222682952880859,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059213211287313,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0060717264811197,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0083446502685546,0.008392333984375,0.0101089477539062,0.0253677368164062,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1.192,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060100366573522,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0,0.0064373016357421,0.0069141387939453,0.0064373016357421,0.0064373016357421,0.0,0.0076770782470703,0.0087261199951171,0.0108877817789713,0.0206232070922851,0.496,1.424,0.0,0.0,3.704,4.272,0.0,0.0,116.752,4.4,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060100366573522,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0060319900512695,0.0069141387939453,0.0057220458984375,0.0057220458984375,0.0,0.0076770782470703,0.0083446502685546,0.0108718872070312,0.0273942947387695,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,116.752,4.4,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060100366573522,0.0078678131103515,0.005960464477539,0.005960464477539,0.0,0.0,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.0,0.0076770782470703,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,116.752,4.4,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060100366573522,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0065803527832031,0.0069141387939453,0.0095367431640625,0.0095367431640625,0.0,0.0076770782470703,0.0100135803222656,0.0103950500488281,0.019693374633789,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,116.752,4.4,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065611404122658,0.0090599060058593,0.0060558319091796,0.0054836273193359,0.0,0.0055432319641113,0.0038315059966191,0.0096559524536132,0.0105142593383789,0.0,0.0042915344238281,0.0065565109252929,0.0104904174804687,0.0197649002075195,1.344,2.24,0.0,0.0,3.704,3.216,0.0,0.0,143.152,11983.632,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0,0.0090599060058593,0.0038787882815125,0.011444091796875,0.011444091796875,0.0,0.0045299530029296,0.0090599060058593,0.011444091796875,0.011444091796875,0.496,1.424,0.0,0.0,0.528,0.528,0.0,0.0,118.448,7327.8,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061846491116196,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0058174133300781,0.0038680496749344,0.0123977661132812,0.0123977661132812,0.0,0.0045299530029296,0.0076770782470703,0.0102519989013671,0.025796890258789,0.496,1.424,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1584.744,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0059127807617187,0.0045299530029296,0.0109672546386718,0.0109672546386718,0.0,0.0045299530029296,0.0075340270996093,0.0107765197753906,0.0210762023925781,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006261130271874,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0059843063354492,0.0038757241470436,0.0121593475341796,0.0121593475341796,0.0,0.0045299530029296,0.0083446502685546,0.0112295150756835,0.0252008438110351,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,127.576,4877.992,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062084197998046,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0039246065396789,0.0147819519042968,0.0147819519042968,0.0,0.0045299530029296,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,112.0,1554.984,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062578975564182,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0057697296142578,0.0040776261659426,0.0073909759521484,0.0073909759521484,0.0,0.0050067901611328,0.0073909759521484,0.0102519989013671,0.0191211700439453,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,122.384,1131.16,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061428546905517,0.0083684921264648,0.005960464477539,0.005960464477539,0.0,0.0057220458984375,0.0041212354387555,0.0088214874267578,0.0088214874267578,0.0,0.0050067901611328,0.0071525573730468,0.01068115234375,0.0206947326660156,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,112.0,223.352,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060589159306009,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0055006572178431,0.0073909759521484,0.0109672546386718,0.0109672546386718,0.0,0.0073909759521484,0.0071287155151367,0.0105649232864379,0.0263452529907226,0.496,1.36,0.0,0.0,11.44,12.536,0.0,0.0,113.256,1.192,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057801678406065,0.00762939453125,0.00762939453125,0.00762939453125,0.010848045349121,0.0061511993408203,0.0069141387939453,0.0092983245849609,0.0092983245849609,0.0117063522338867,0.0069141387939453,0.0080108642578125,0.0107765197753906,0.0205516815185546,0.496,1.36,1.696,1.696,4.232,3.744,35.01009941101074,35.01143455505371,113.256,1.192,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058572683761368,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0,0.0059366226196289,0.0083446502685546,0.0157356262207031,0.0157356262207031,0.0,0.0083446502685546,0.0081062316894531,0.0104665756225585,0.0255346298217773,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059723854064941,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057840347290039,0.00762939453125,0.0061988830566406,0.0061988830566406,0.0,0.0056743621826171,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0074386596679687,0.0110626220703125,0.0213623046875,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060224533081054,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0055313110351562,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0070571899414062,0.0102996826171875,0.0192165374755859,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063736461898655,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0,0.0057220458984375,0.0040981004822928,0.0140666961669921,0.0140666961669921,0.0,0.0047683715820312,0.0078201293945312,0.0101774930953979,0.0241994857788085,0.496,1.424,0.0,0.0,11.44,12.536,0.0,0.0,143.152,1735.816,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058513375657114,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0,0.0060081481933593,0.0078678131103515,0.0138282775878906,0.0138282775878906,0.0,0.0078678131103515,0.00762939453125,0.0109195709228515,0.0203609466552734,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059580921533688,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0055895911322699,0.00762939453125,0.0112056732177734,0.0112056732177734,0.0,0.00762939453125,0.006723403930664,0.0104037198153409,0.0271797180175781,0.496,1.36,0.0,0.0,7.208,8.792,0.0,0.0,113.256,1.192,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060861976585577,0.0078678131103515,0.005960464477539,0.005960464477539,0.0,0.0062147776285807,0.0064373016357421,0.0123977661132812,0.0123977661132812,0.0,0.0064373016357421,0.0083446502685546,0.0096003214518229,0.0205516815185546,0.496,1.36,0.0,0.0,11.312,10.776,0.0,0.0,113.256,1.192,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060451030731201,0.0083684921264648,0.00762939453125,0.00762939453125,0.0,0.0057697296142578,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0073909759521484,0.0106334686279296,0.0195980072021484,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060726614559397,0.0082731246948242,0.0078678131103515,0.0078678131103515,0.0,0.0057697296142578,0.0040075514051649,0.0128746032714843,0.0128746032714843,0.0,0.0047683715820312,0.0072956085205078,0.0104427337646484,0.0198841094970703,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,132.768,2498.024,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066060831051061,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0057220458984375,0.0040401454967042,0.0138282775878906,0.0138282775878906,0.0,0.0047683715820312,0.0075101852416992,0.0098049640655517,0.0237226486206054,0.496,1.424,0.0,0.0,11.44,12.536,0.0,0.0,122.384,10870.84,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059948631780064,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0060558319091796,0.0052452087402343,0.00762939453125,0.00762939453125,0.0,0.0052452087402343,0.0077247619628906,0.011301040649414,0.0212669372558593,0.496,1.392,0.0,0.0,4.232,3.744,0.0,0.0,115.032,2.744,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061170378727699,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0056743621826171,0.0057220458984375,0.0083446502685546,0.0083446502685546,0.0,0.0057220458984375,0.0078916549682617,0.0104427337646484,0.025796890258789,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
