time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0047683715820312,0.0069141387939453,0.0069141387939453,0.0,0.0047683715820312,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060150279334528,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0058174133300781,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0078678131103515,0.0073432922363281,0.010538101196289,0.0203132629394531,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061488151550292,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0056743621826171,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0073909759521484,0.0103473663330078,0.0197410583496093,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059235095977783,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0055472056070963,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0081539154052734,0.0101407368977864,0.0245094299316406,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,112.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063007317700432,0.0084638595581054,0.0066757202148437,0.0066757202148437,0.0,0.0063896179199218,0.0040392721852948,0.0081062316894531,0.0081062316894531,0.0,0.0047683715820312,0.0080108642578125,0.0111579895019531,0.0218391418457031,0.496,1.392,0.0,0.0,4.232,3.744,0.0,0.0,143.152,3344.224,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060494266339202,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0056266784667968,0.0043789545694986,0.009775161743164,0.009775161743164,0.0,0.0057220458984375,0.0077247619628906,0.0104665756225585,0.0253200531005859,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,117.192,634.496,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058537098898816,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0061988830566406,0.0126361846923828,0.0126361846923828,0.0,0.0061988830566406,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006017400257623,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0066757202148437,0.0041046658077755,0.0073909759521484,0.0073909759521484,0.0,0.0047683715820312,0.009012222290039,0.0111103057861328,0.0207424163818359,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1229.48,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060896568110423,0.0081062316894531,0.0058412551879882,0.0053644180297851,0.0,0.0056743621826171,0.0040786606924874,0.0095367431640625,0.0102996826171875,0.0,0.0046014785766601,0.0071525573730468,0.0104427337646484,0.0196456909179687,1.344,2.272,0.0,0.0,4.232,3.744,0.0,0.0,123.64,299.984,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059163570404052,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0,0.0058174133300781,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0080108642578125,0.0107924143473307,0.0249385833740234,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,112.0,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059950351715087,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0055313110351562,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0069618225097656,0.010538101196289,0.0197887420654296,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006416161072078,0.0090599060058593,0.005960464477539,0.005960464477539,0.0,0.0063896179199218,0.0040354552092375,0.0112056732177734,0.0112056732177734,0.0,0.0047683715820312,0.0088453292846679,0.010538101196289,0.0256538391113281,0.496,1.424,0.0,0.0,7.736,8.264,0.0,0.0,127.576,4508.312,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060760974884033,0.0083446502685546,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065483298956179,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0059127807617187,0.0040239217329998,0.0147819519042968,0.0147819519042968,0.0,0.0047683715820312,0.00762939453125,0.0102043151855468,0.0191688537597656,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,128.832,10918.672,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060648467410263,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0061988830566406,0.005960464477539,0.0078678131103515,0.0078678131103515,0.0,0.005960464477539,0.008249282836914,0.0106334686279296,0.0203609466552734,0.496,1.424,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061466919248969,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0059445699055989,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0,0.0083446502685546,0.0078678131103515,0.0099500020345052,0.0230789184570312,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1.192,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059711933135986,0.0083684921264648,0.0057220458984375,0.0057220458984375,0.0,0.0056743621826171,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0073909759521484,0.0108718872070312,0.0208854675292968,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061416625976562,0.0083684921264648,0.0061988830566406,0.0061988830566406,0.0133514404296875,0.0058809916178385,0.0,0.0140666961669921,0.0140666961669921,0.0133514404296875,0.0,0.0075340270996093,0.0101869756525213,0.0243186950683593,0.496,1.36,0.848,0.848,7.208,8.792,35.00866889953613,35.00866889953613,112.0,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060474872589111,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.0095367431640625,0.0,0.0,0.009775161743164,0.009775161743164,0.0095367431640625,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,35.016775131225586,35.016775131225586,112.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061380863189697,0.0083446502685546,0.0123977661132812,0.0123977661132812,0.0,0.0056266784667968,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0071525573730468,0.0112533569335937,0.0211715698242187,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060565436064307,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0061511993408203,0.0092983245849609,0.0123977661132812,0.0123977661132812,0.0,0.0092983245849609,0.0078201293945312,0.0111103057861328,0.0204086303710937,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0060558319091796,0.0054836273193359,0.0116825103759765,0.0116825103759765,0.0,0.0054836273193359,0.0080108642578125,0.0102996826171875,0.0256538391113281,0.496,1.36,0.0,0.0,11.968,12.008,0.0,0.0,113.256,1.192,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059640229637943,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0056266784667968,0.0064373016357421,0.0112056732177734,0.0112056732177734,0.0,0.0064373016357421,0.0071525573730468,0.0102996826171875,0.0193595886230468,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060880184173583,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0056028366088867,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0081062316894531,0.0108957290649414,0.0246286392211914,0.496,1.36,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059306621551513,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059080123901367,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0056743621826171,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0073909759521484,0.0103950500488281,0.019693374633789,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063400824093124,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0062465667724609,0.0040332860596175,0.0092983245849609,0.0092983245849609,0.0,0.0047683715820312,0.0078201293945312,0.0102996826171875,0.0197410583496093,0.496,1.36,0.0,0.0,4.232,3.744,0.0,0.0,143.152,5757.224,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064811896328902,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0062147776285807,0.0040460573999505,0.0109672546386718,0.0109672546386718,0.0,0.0047683715820312,0.0083446502685546,0.0101725260416666,0.0226497650146484,0.496,1.424,0.0,0.0,11.968,12.008,0.0,0.0,113.256,3325.36,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006032820364729,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.006866455078125,0.0061988830566406,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0080585479736328,0.0081062316894531,0.0081062316894531,0.0106334686279296,0.0200748443603515,0.496,1.36,6.624,8.848,4.232,3.744,35.01019477844238,35.01462936401367,113.256,1.192,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061636487838669,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0083446502685546,0.0061988830566406,0.0043344154632348,0.0088214874267578,0.0088214874267578,0.0101566314697265,0.0052452087402343,0.0088214874267578,0.0112533569335937,0.0277042388916015,0.496,1.424,5.104,17.488,7.736,8.264,35.01009941101074,35.01453399658203,121.48,1494.152,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061821937561035,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061750411987304,0.0078916549682617,0.0054836273193359,0.0054836273193359,0.0066757202148437,0.006866455078125,0.0,0.0107288360595703,0.0107288360595703,0.0066757202148437,0.0,0.0093460083007812,0.0111103057861328,0.0194549560546875,0.496,1.36,0.848,0.784,4.232,3.744,35.01009941101074,35.01009941101074,112.0,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062348255560026,0.008392333984375,0.0064373016357421,0.0064373016357421,0.0057518482208251,0.0056743621826171,0.0,0.0131130218505859,0.0131130218505859,0.0078678131103515,0.0,0.0072002410888671,0.0108718872070312,0.0208854675292968,0.496,1.36,21.504,12.864,4.232,3.744,35.011470317840576,35.01551151275635,111.376,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062322616577148,0.0083923339843749,0.0088214874267578,0.0088214874267578,0.0,0.006028584071568,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0082731246948242,0.0100433826446533,0.0244379043579101,0.496,1.36,0.0,0.0,11.44,12.536,0.0,0.0,112.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059545336671136,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0055789947509765,0.0073909759521484,0.0123977661132812,0.0123977661132812,0.0,0.0073909759521484,0.0070095062255859,0.0107765197753906,0.0207901000976562,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067694270195652,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0061988830566406,0.0064373016357421,0.0085830688476562,0.0085830688476562,0.0,0.0064373016357421,0.0084877014160156,0.0106573104858398,0.0250816345214843,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066497538349416,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0055631001790364,0.0078678131103515,0.0078678131103515,0.0,0.0069141387939453,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,118.448,16.6,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066497538349416,0.0083446502685546,0.005960464477539,0.005960464477539,0.0,0.0059127807617187,0.0055631001790364,0.0092983245849609,0.0092983245849609,0.0,0.0069141387939453,0.0082015991210937,0.0112056732177734,0.0220298767089843,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,118.448,16.6,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066497538349416,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0059127807617187,0.0055631001790364,0.0069141387939453,0.0069141387939453,0.0,0.0069141387939453,0.0071048736572265,0.0106334686279296,0.0204086303710937,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,118.448,16.6,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066497538349416,0.0083446502685546,0.008392333984375,0.0066757202148437,0.0,0.0060081481933593,0.0055631001790364,0.0126361846923828,0.0139713287353515,0.0,0.0069141387939453,0.0085353851318359,0.0102202097574869,0.0249385833740234,1.344,2.624,0.0,0.0,11.968,12.008,0.0,0.0,118.448,16.6,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066475327966248,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0063896179199218,0.0043195836684283,0.0104904174804687,0.0104904174804687,0.0,0.0047206878662109,0.0089645385742187,0.0109195709228515,0.0209808349609375,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,127.576,194.824,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0,0.005960464477539,0.0044897378209125,0.0052452087402343,0.0052452087402343,0.0,0.0054836273193359,0.0081062316894531,0.0104427337646484,0.0237941741943359,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,132.632,806.824,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069507277838074,0.0088214874267578,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0047149329349912,0.0109672546386718,0.0109672546386718,0.0,0.0060319900512695,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,115.984,429.184,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067288332646436,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0056743621826171,0.0059008598327636,0.0088214874267578,0.0088214874267578,0.0,0.0071287155151367,0.0073432922363281,0.0102519989013671,0.0195980072021484,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,116.096,9.04,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068453413930105,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0060558319091796,0.0043755227869207,0.0088214874267578,0.0088214874267578,0.0,0.0054836273193359,0.00762939453125,0.011301040649414,0.0207424163818359,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,117.192,825.728,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068631338242867,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0059843063354492,0.004117206860614,0.0069141387939453,0.0069141387939453,0.0,0.0050067901611328,0.0081062316894531,0.0105857849121093,0.0260353088378906,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,117.192,1930.496,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069177150726318,0.0083684921264648,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0040254069166317,0.0078678131103515,0.0078678131103515,0.0,0.0047683715820312,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,112.0,8664.824,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072705863726021,0.0088214874267578,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0040135101268165,0.0095367431640625,0.0095367431640625,0.0,0.0045299530029296,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,122.384,13716.08,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072154239635562,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0,0.0,0.004112928171191,0.0128746032714843,0.0128746032714843,0.0,0.0050067901611328,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,117.192,5942.416,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069353840138652,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0064849853515625,0.0042542815208435,0.0154972076416015,0.0154972076416015,0.0,0.0052452087402343,0.0083446502685546,0.0122547149658203,0.0234127044677734,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,115.632,1605.952,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066922442747814,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0055789947509765,0.0045001506805419,0.0073909759521484,0.0073909759521484,0.0,0.0056028366088867,0.0071525573730468,0.01068115234375,0.0203132629394531,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,116.368,73.392,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068197155943011,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0057697296142578,0.0049863542829241,0.0066757202148437,0.0066757202148437,0.0,0.0061511993408203,0.007939338684082,0.0104665756225585,0.0252485275268554,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,115.52,160.888,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069995424640712,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0041322986574938,0.00762939453125,0.00762939453125,0.0,0.0050067901611328,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,114.264,2843.456,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067445176157785,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0045485794544219,0.0090599060058593,0.0090599060058593,0.0,0.0058889389038085,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,117.192,551.136,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072658061981201,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0,0.0063101450602213,0.0041306874398409,0.013589859008789,0.013589859008789,0.0,0.0050067901611328,0.0076770782470703,0.0097592671712239,0.0201225280761718,0.496,1.84,0.0,0.0,11.312,10.776,0.0,0.0,116.632,4596.016,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068426132202148,0.0086069107055664,0.0066757202148437,0.0066757202148437,0.0,0.0055789947509765,0.0046491622924804,0.0104904174804687,0.0104904174804687,0.0,0.0059127807617187,0.0071525573730468,0.0110149383544921,0.0213623046875,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,112.0,95.104,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067438398088727,0.0082969665527343,0.0066757202148437,0.0066757202148437,0.0,0.0055789947509765,0.0047111511230468,0.0123977661132812,0.0123977661132812,0.0,0.0063419342041015,0.0072956085205078,0.0105857849121093,0.0204086303710937,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,123.64,219.352,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069093941456049,0.0085830688476562,0.011444091796875,0.011444091796875,0.0,0.0059127807617187,0.0047181781969572,0.011444091796875,0.011444091796875,0.0,0.0054836273193359,0.0081062316894531,0.010228157043457,0.0244140625,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,113.256,99.64,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066958849702901,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0045299530029296,0.0104904174804687,0.0104904174804687,0.0,0.0045299530029296,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006645917892456,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068163871765136,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067150592803955,0.0088453292846679,0.0071525573730468,0.0071525573730468,0.0,0.0062465667724609,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0077247619628906,0.0122547149658203,0.0236988067626953,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
