time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057279767088629,0.00762939453125,0.0057220458984375,0.0,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0,0.496,1.424,0.0,0.0,115.032,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,2.744,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058248931286381,0.007796287536621,0.0062465667724609,0.0,0.0,0.008392333984375,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0,0.496,1.424,0.0,0.0,128.64,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,24.456,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059783458709716,0.0078916549682617,0.0041723251342773,0.0057697296142578,0.0,0.0051259994506835,0.0,0.0,0.0073909759521484,0.0,0.0102519989013671,0.0102519989013671,0.0104427337646484,0.0199794769287109,0,0.496,1.424,0.0,0.0,112.0,3.744,4.232,0.0,0.005960464477539,0.005960464477539,69.68,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059020519256591,0.0081062316894531,0.0,0.0055789947509765,0.0,0.0,0.0,0.0,0.0072956085205078,0.0,0.0112056732177734,0.0112056732177734,0.0104427337646484,0.0201702117919921,0,0.496,1.392,0.0,0.0,112.0,3.744,4.232,0.0,0.0061988830566406,0.0061988830566406,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057737228318388,0.0081062316894531,0.0069936116536458,0.0058174133300781,0.0,0.0071048736572265,0.0,0.0,0.0081300735473632,0.0,0.0092983245849609,0.0092983245849609,0.0097513198852539,0.0233411788940429,0,0.496,1.36,0.0,0.0,120.056,8.264,7.736,0.0,0.0102519989013671,0.0102519989013671,7.416,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059158343986924,0.00762939453125,0.0044504801432291,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0,0.496,1.424,0.0,0.0,117.784,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,5.144,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057576307609899,0.0078678131103515,0.0073909759521484,0.0,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0,0.496,1.424,0.0,0.0,113.256,0.0,0.0,0.0,0.00762939453125,0.00762939453125,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058603286743164,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057899951934814,0.0078678131103515,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.0077247619628906,0.0,0.0102519989013671,0.0102519989013671,0.0103473663330078,0.0195980072021484,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0095367431640625,0.0095367431640625,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059002696877658,0.0078678131103515,0.0073115030924479,0.0058174133300781,0.0,0.008392333984375,0.0,0.0,0.0075817108154296,0.0,0.0100135803222656,0.0100135803222656,0.0123977661132812,0.0228404998779296,0,0.496,1.36,0.0,0.0,120.432,3.744,4.232,0.0,0.0057220458984375,0.0057220458984375,21.896,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057065486907958,0.00762939453125,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.007939338684082,0.0,0.0092983245849609,0.0092983245849609,0.0099658966064453,0.0236749649047851,0,0.496,1.424,0.0,0.0,112.0,8.264,7.736,0.0,0.005960464477539,0.005960464477539,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057896571372871,0.0078678131103515,0.0085830688476562,0.0,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,1.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059240557290063,0.0081062316894531,0.0051259994506835,0.0,0.0,0.0063419342041015,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0,0.496,1.36,0.0,0.0,120.792,0.0,0.0,0.0,0.0054836273193359,0.0054836273193359,20.656,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060329250260895,0.0082731246948242,0.004887580871582,0.0,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0,0.496,1.424,0.0,0.0,123.92,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,34.624,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0056791305541992,0.00762939453125,0.0,0.0,0.008702278137207,0.0,0.0082254409790039,0.0108957290649414,0.0,0.0098466873168945,0.013589859008789,0.013589859008789,0.0,0.0,0,0.496,1.424,1.696,1.696,112.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059437751770019,0.0081062316894531,0.0,0.0066757202148437,0.0,0.0,0.0,0.0,0.0089645385742187,0.0,0.00762939453125,0.00762939453125,0.0111579895019531,0.0210285186767578,0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0081062316894531,0.0081062316894531,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057115274317124,0.00762939453125,0.0057220458984375,0.0055789947509765,0.0,0.0078678131103515,0.0,0.0,0.0071525573730468,0.0,0.0088214874267578,0.0088214874267578,0.0100612640380859,0.0189781188964843,0,0.496,1.36,0.0,0.0,126.656,3.744,4.232,0.0,0.0054836273193359,0.0054836273193359,39.712,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059509751808584,0.00762939453125,0.0078678131103515,0.005650520324707,0.0,0.0078678131103515,0.0,0.0,0.0081062316894531,0.0,0.0107288360595703,0.0107288360595703,0.0102519989013671,0.0238895416259765,0,0.496,1.424,0.0,0.0,114.76,8.264,7.736,0.0,0.0083446502685546,0.0083446502685546,2.472,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058436157679793,0.00762939453125,0.0077486038208007,0.0,0.0,0.0084161758422851,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0,0.496,1.424,0.0,0.0,115.6,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,3.248,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005960464477539,0.0078678131103515,0.0057220458984375,0.0,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.0065565109252929,0.0066518783569335,0.0,0.0,0,1.344,2.272,0.0,0.0,113.256,0.0,0.0,0.0,0.005960464477539,0.0061511993408203,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059451962926704,0.0078678131103515,0.0049471855163574,0.0,0.0,0.0060796737670898,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0,0.496,1.36,0.0,0.0,119.992,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,18.48,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059318542480468,0.00762939453125,0.0046094258626302,0.0055789947509765,0.0,0.0054836273193359,0.0,0.0,0.0072002410888671,0.0,0.0126361846923828,0.0126361846923828,0.0101566314697265,0.019073486328125,0,0.496,1.424,0.0,0.0,112.0,3.744,4.232,0.0,0.0061988830566406,0.0061988830566406,21.0,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058518777979482,0.0081062316894531,0.0056624412536621,0.0057220458984375,0.0,0.007033348083496,0.0,0.0,0.0072479248046875,0.0,0.0102519989013671,0.0102519989013671,0.010538101196289,0.0188350677490234,0,0.496,1.392,0.0,0.0,116.88,3.744,4.232,0.0,0.0057220458984375,0.0057220458984375,8.768,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059401988983154,0.0078678131103515,0.0060796737670898,0.0056982040405273,0.0,0.0067472457885742,0.0,0.0,0.0083684921264648,0.0,0.0073909759521484,0.0073909759521484,0.010228157043457,0.0262737274169921,0,0.496,1.424,0.0,0.0,112.0,8.264,7.736,0.0,0.0073909759521484,0.0073909759521484,4.288,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059020519256591,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0,0.496,1.392,0.0,0.0,112.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058904809145192,0.00762939453125,0.0071525573730468,0.0,0.0,0.0071525573730468,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,1.192,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060363788509843,0.0083446502685546,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,1.192,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059569059912838,0.00762939453125,0.0071525573730468,0.007033348083496,0.0,0.0071525573730468,0.0,0.0,0.0094413757324218,0.0,0.009775161743164,0.009775161743164,0.010530153910319,0.018477439880371,0,0.496,1.36,0.0,0.0,113.256,4.272,3.704,0.0,0.0071525573730468,0.0071525573730468,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059662795648342,0.0078678131103515,0.0057220458984375,0.0061511993408203,0.0,0.0071525573730468,0.0,0.0,0.0073432922363281,0.0,0.0069141387939453,0.0069141387939453,0.0105857849121093,0.0198841094970703,0,0.496,1.36,0.0,0.0,127.032,3.744,4.232,0.0,0.0078678131103515,0.0078678131103515,15.648,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057482719421386,0.00762939453125,0.0,0.0057458877563476,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.011444091796875,0.011444091796875,0.0110387802124023,0.0246763229370117,0,0.496,1.424,0.0,0.0,112.0,8.264,7.736,0.0,0.0054836273193359,0.0054836273193359,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059914588928222,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060093402862548,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059348780934403,0.0078678131103515,0.0047513416835239,0.0,0.0,0.0058650970458984,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0,0.496,1.36,0.0,0.0,127.592,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,208.112,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005949841867579,0.00762939453125,0.0046453168315272,0.0066757202148437,0.0,0.0057220458984375,0.0,0.0,0.0087261199951171,0.0,0.0064373016357421,0.0064373016357421,0.0118255615234375,0.0224590301513671,0,0.496,1.424,0.0,0.0,118.448,3.744,4.232,0.0,0.0081062316894531,0.0081062316894531,228.616,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060926569570409,0.0083446502685546,0.0046399923471304,0.0061511993408203,0.0,0.0063180923461914,0.0,0.0,0.0081539154052734,0.0,0.009775161743164,0.009775161743164,0.0108242034912109,0.0201225280761718,0,0.496,1.424,0.0,0.0,118.448,3.744,4.232,0.0,0.0083446502685546,0.0083446502685546,227.808,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059687265075079,0.0081062316894531,0.0046789646148681,0.005650520324707,0.0,0.0056266784667968,0.0,0.0,0.0078678131103515,0.0,0.011444091796875,0.011444091796875,0.0103235244750976,0.0233411788940429,0,0.496,1.424,0.0,0.0,115.52,8.264,7.736,0.0,0.0066757202148437,0.0066757202148437,46.576,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00579833984375,0.00762939453125,0.004887580871582,0.0,0.0,0.0057458877563476,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0,0.496,1.424,0.0,0.0,112.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,18.992,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062283903065294,0.0088214874267578,0.0049792803250826,0.0,0.0,0.0063180923461914,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0,0.496,1.392,0.0,0.0,120.096,0.0,0.0,0.0,0.005960464477539,0.005960464477539,122.24,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060873838206428,0.0085830688476562,0.0048213534884982,0.0,0.0,0.0055789947509765,0.0,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0,0.496,1.424,0.0,0.0,114.792,0.0,0.0,0.0,0.009775161743164,0.009775161743164,93.64,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061514365732373,0.0083446502685546,0.0050501389936967,0.0058174133300781,0.0,0.0059366226196289,0.0,0.0,0.0077247619628906,0.0,0.0157356262207031,0.0157356262207031,0.0102519989013671,0.0188350677490234,0,0.496,1.424,0.0,0.0,116.008,3.744,4.232,0.0,0.0078678131103515,0.0078678131103515,104.864,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061044598569964,0.0081062316894531,0.0047065593578197,0.0058174133300781,0.0,0.0052452087402343,0.0,0.0,0.0075340270996093,0.0,0.0095367431640625,0.0095367431640625,0.0102519989013671,0.0192642211914062,0,0.496,1.424,0.0,0.0,115.856,3.744,4.232,0.0,0.0071525573730468,0.0071525573730468,90.136,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061009189870097,0.0083446502685546,0.0053002284123347,0.0063180923461914,0.0,0.0066757202148437,0.0,0.0,0.008249282836914,0.0,0.0071525573730468,0.0071525573730468,0.0099658966064453,0.023961067199707,0,0.496,1.424,0.0,0.0,116.368,8.264,7.736,0.0,0.00762939453125,0.00762939453125,66.608,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061599334867874,0.0080823898315429,0.0051626792320838,0.0,0.0,0.0063180923461914,0.0,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0,0.496,1.424,0.0,0.0,116.304,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,64.288,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059841877192407,0.0078678131103515,0.0052635486309344,0.0,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0,0.496,1.424,0.0,0.0,114.76,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,32.904,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062747974300858,0.0088214874267578,0.0046548389253162,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0,0.496,1.424,0.0,0.0,114.888,0.0,0.0,0.0,0.009775161743164,0.009775161743164,60.008,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060933146310682,0.0081062316894531,0.0047775415273813,0.0060915946960449,0.0066757202148437,0.0058412551879882,0.0072717666625976,0.008392333984375,0.008392333984375,0.007939338684082,0.0071525573730468,0.0071525573730468,0.0094532966613769,0.0195980072021484,0,0.496,1.424,1.696,1.696,114.888,14.52,15.544,0.0,0.005960464477539,0.005960464477539,75.6,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061526227353224,0.0081062316894531,0.004730224609375,0.006103515625,0.0,0.0052452087402343,0.0,0.0,0.0074386596679687,0.0,0.0154972076416015,0.0154972076416015,0.0100612640380859,0.0188350677490234,0,0.496,1.424,0.0,0.0,115.048,3.744,4.232,0.0,0.0061988830566406,0.0061988830566406,64.072,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061493108768274,0.0081062316894531,0.0049400329589843,0.0056982040405273,0.0,0.0060081481933593,0.0,0.0,0.0081300735473632,0.0,0.0081062316894531,0.0081062316894531,0.0101089477539062,0.0247955322265625,0,0.496,1.424,0.0,0.0,116.88,8.264,7.736,0.0,0.0069141387939453,0.0069141387939453,67.064,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061009189870097,0.0083446502685546,0.0046527746951941,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0,0.496,1.424,0.0,0.0,115.872,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,142.264,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059935125974145,0.0083208084106445,0.0050159601064828,0.0,0.0,0.0060796737670898,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0,0.496,1.424,0.0,0.0,116.88,0.0,0.0,0.0,0.00762939453125,0.00762939453125,90.368,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063115684547234,0.0085830688476562,0.0046605155581519,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0,0.496,1.424,0.0,0.0,114.728,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,256.128,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006031634202644,0.0081062316894531,0.0047598566327776,0.0060558319091796,0.0,0.0052452087402343,0.0,0.0,0.0082015991210937,0.0,0.011444091796875,0.0133514404296875,0.0120162963867187,0.0248908996582031,0,1.344,2.272,0.0,0.0,115.752,3.744,4.232,0.0,0.0064373016357421,0.0068187713623046,83.008,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062392125675334,0.0085830688476562,0.0046922805461477,0.0057220458984375,0.0,0.0054359436035156,0.0,0.0,0.0074386596679687,0.0,0.0083446502685546,0.0083446502685546,0.0101566314697265,0.0191688537597656,0,0.496,1.424,0.0,0.0,114.808,3.744,4.232,0.0,0.0073909759521484,0.0073909759521484,198.856,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060767083618771,0.0081062316894531,0.0049985688308189,0.0060796737670898,0.0,0.0060081481933593,0.0,0.0,0.0084161758422851,0.0,0.0061988830566406,0.0061988830566406,0.0102519989013671,0.0257492065429687,0,0.496,1.424,0.0,0.0,116.136,8.264,7.736,0.0,0.0078678131103515,0.0078678131103515,99.4,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062708807463693,0.0081062316894531,0.0045239925384521,0.0,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0,0.496,1.424,0.0,0.0,115.904,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,213.024,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064526454056843,0.0083208084106445,0.0047854014805385,0.0,0.0,0.0053167343139648,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0,0.496,1.424,0.0,0.0,116.048,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,82.096,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062498880262991,0.0083446502685546,0.0049976202157827,0.0,0.0,0.0058412551879882,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0,0.496,1.424,0.0,0.0,116.448,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,74.944,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061158517106848,0.0081062316894531,0.0048202017079228,0.0055313110351562,0.0,0.0054836273193359,0.0,0.0,0.0071525573730468,0.0,0.00762939453125,0.00762939453125,0.0103473663330078,0.0182628631591796,0,0.496,1.424,0.0,0.0,114.904,3.744,4.232,0.0,0.0064373016357421,0.0064373016357421,61.672,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059972355021766,0.0078678131103515,0.0048117204145951,0.0057220458984375,0.0,0.0056982040405273,0.0,0.0,0.0072479248046875,0.0,0.0095367431640625,0.0095367431640625,0.0108718872070312,0.0212669372558593,0,0.496,1.424,0.0,0.0,115.112,3.744,4.232,0.0,0.0116825103759765,0.0116825103759765,58.912,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006118224034855,0.0083446502685546,0.0049216406685965,0.007176399230957,0.0,0.0061511993408203,0.0,0.0,0.0087499618530273,0.0,0.0,0.0,0.0102996826171875,0.0241518020629882,0,0.0,1.424,0.0,0.0,114.328,8.264,7.736,0.0,1017.343044281006,1017.343044281006,35.408,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058388710021972,0.00762939453125,0.005801518758138,0.0,0.0,0.0062942504882812,0.0,0.0,0.0,0.0,0.0152587890625,0.0152587890625,0.0,0.0,1,0.496,2.48,0.0,0.0,112.0,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,8.104,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060029549173789,0.0080823898315429,0.0078678131103515,0.0,0.0,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.392,0.0,0.0,117.136,0.0,0.0,0.0,1001.2578964233398,1001.2578964233398,4.784,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058289231925175,0.0073909759521484,0.0064373016357421,0.0,0.0,0.0080108642578125,0.0,0.0,0.0,0.0,0.007033348083496,0.0078916549682617,0.0,0.0,1,1.344,3.296,0.0,0.0,120.552,0.0,0.0,0.0,0.0145435333251953,0.0168323516845703,15.672,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058264281619247,0.0078678131103515,0.0047683715820312,0.0057220458984375,0.0,0.0047683715820312,0.0,0.0,0.0072479248046875,0.0,0.0071525573730468,0.0071525573730468,0.0103473663330078,0.0197887420654296,0,0.496,1.424,0.0,0.0,113.256,3.744,4.232,0.0,0.0085830688476562,0.0085830688476562,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005960464477539,0.0078678131103515,0.0,0.0056743621826171,0.0,0.0,0.0,0.0,0.0072479248046875,0.0,0.0052452087402343,0.0052452087402343,0.0103473663330078,0.0196456909179687,0,0.848,2.208,0.0,0.0,112.0,3.744,4.232,0.0,504.71341609954834,908.4763288497924,0.0,1
