time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058171784349263,0.00762939453125,0.0073909759521484,0.0073909759521484,0.006375994001116,0.0069141387939453,0.0088214874267578,0.0088214874267578,0.007033348083496,0.0085353851318359,0.0054438908894856,0.009012222290039,0.0084638595581054,0.0090360641479492,0.0098637172154017,0.0215053558349609,0.496,1.36,1.696,1.696,25.152,123.64,27.344,0.0,52.928,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064703497556176,0.0092744827270507,0.0078678131103515,0.0078678131103515,0.006375994001116,0.0069141387939453,0.0090599060058593,0.0090599060058593,0.007033348083496,0.0085353851318359,0.0038790566968781,0.009012222290039,0.0045299530029296,0.0090360641479492,0.0098637172154017,0.0215053558349609,0.496,1.424,1.696,1.696,25.152,118.448,27.344,0.0,16224.112,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071407544730913,0.0095367431640625,0.0095367431640625,0.0095367431640625,0.006375994001116,0.0069141387939453,0.0140666961669921,0.0140666961669921,0.007033348083496,0.0085353851318359,0.0038538208572604,0.009012222290039,0.0045299530029296,0.0090360641479492,0.0098637172154017,0.0215053558349609,0.496,1.424,1.696,1.696,25.152,118.448,27.344,0.0,18475.048,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061070919036865,0.0081300735473632,0.0081062316894531,0.0081062316894531,0.006375994001116,0.0069141387939453,0.011444091796875,0.011444091796875,0.007033348083496,0.0085353851318359,0.0,0.009012222290039,0.0,0.0090360641479492,0.0098637172154017,0.0215053558349609,0.496,1.392,1.696,1.696,25.152,112.0,27.344,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059223175048828,0.0078678131103515,0.0100135803222656,0.0100135803222656,0.006375994001116,0.0069141387939453,0.0102519989013671,0.0102519989013671,0.007033348083496,0.0085353851318359,0.0,0.009012222290039,0.0,0.0090360641479492,0.0098637172154017,0.0215053558349609,0.496,1.36,1.696,1.696,25.152,112.0,27.344,0.0,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061566019293122,0.0080585479736328,0.0066757202148437,0.0066757202148437,0.006375994001116,0.0069141387939453,0.0100135803222656,0.0100135803222656,0.007033348083496,0.0085353851318359,0.0057901654924665,0.009012222290039,0.0082015991210937,0.0090360641479492,0.0098637172154017,0.0215053558349609,0.496,1.36,1.696,1.696,25.152,119.144,27.344,0.0,61.2,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060790806860473,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.006375994001116,0.0069141387939453,0.0092983245849609,0.0092983245849609,0.007033348083496,0.0085353851318359,0.0050067901611328,0.009012222290039,0.0069141387939453,0.0090360641479492,0.0098637172154017,0.0215053558349609,0.496,1.424,1.696,1.696,25.152,114.344,27.344,0.0,70.424,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061552123268051,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.007033348083496,0.0,0.0064969062805175,0.009012222290039,0.007486343383789,0.0090360641479492,0.0,0.0,0.496,1.424,1.696,1.696,0.0,117.136,0.0,0.0,9.584,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060100366573522,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0,0.0069141387939453,0.0090599060058593,0.0090599060058593,0.007033348083496,0.0,0.0041653128231272,0.009012222290039,0.0051021575927734,0.0090360641479492,0.0,0.0,0.496,1.392,1.696,1.696,0.0,118.448,0.0,0.0,172.968,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063228135061736,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0065565109252929,0.0069141387939453,0.0138282775878906,0.0138282775878906,0.007033348083496,0.009322166442871,0.0045202216323541,0.009012222290039,0.0054836273193359,0.0090360641479492,0.0121831893920898,0.0286817550659179,0.496,1.392,1.696,1.696,8.264,116.224,7.736,0.0,186.136,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061277133315356,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0067710876464843,0.0069141387939453,0.0107288360595703,0.0107288360595703,0.007033348083496,0.009775161743164,0.0048743353949652,0.009012222290039,0.0056982040405273,0.0090360641479492,0.0113487243652343,0.0213146209716796,0.496,1.424,1.696,1.696,3.744,117.192,4.232,0.0,99.456,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0067949295043945,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.007033348083496,0.0089406967163085,0.0050067901611328,0.009012222290039,0.0066280364990234,0.0090360641479492,0.0108718872070312,0.0256299972534179,0.496,1.424,1.696,1.696,8.264,114.392,7.736,0.0,74.664,0
