time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,F-node
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060510635375976,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0169277191162109,0.0169277191162109,0.0,0.0,0.496,1.36,5.6,6.544,0.0,0.0,112.0,25.0,20.0,533.4058602650961,725.3266334533691,0.0,0.0,-310.9978675842285,-478.4938097000122,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060997386970142,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0098228454589843,0.0141143798828125,0.496,1.36,6.096,5.76,3.744,4.232,113.12,40.0,25.0,533.2140922546387,725.0749111175537,85.01825332641602,85.02993583679199,-355.4375648498535,-533.6586634318033,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059616565704345,0.0078916549682617,0.00762939453125,0.00762939453125,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0074505805969238,0.008702278137207,0.496,1.36,9.856,10.24,2.688,3.704,112.0,16.666666666666664,16.666666666666664,520.77956199646,756.941032409668,85.02321243286133,85.03913879394531,-399.0313529968262,-577.9881000518799,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061928926400802,0.008392333984375,0.0107288360595703,0.0107288360595703,0.0092983245849609,0.0092983245849609,0.009775161743164,0.009775161743164,0.0099341074625651,0.0140666961669921,0.496,1.36,6.448,6.256,4.8,4.76,112.136,20.0,40.0,549.8096942901611,708.8408470153809,85.02058982849121,85.03761291503906,-357.3828220367432,-533.3106517791748,1.192,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063468670022898,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0054836273193359,0.0054836273193359,0.0126361846923828,0.0126361846923828,0.0081380208333333,0.0118732452392578,0.496,1.36,5.6,6.544,12.536,11.968,114.376,25.0,20.0,534.0364774068197,722.4089622497559,85.01754701137543,85.03448963165283,-315.37647247314453,-479.2456030845642,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006162112032003,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0085830688476562,0.0085830688476562,0.0183582305908203,0.0183582305908203,0.0088930130004882,0.0122547149658203,0.496,1.36,6.096,5.76,8.264,7.736,113.256,40.0,25.0,533.344586690267,720.7671165466309,85.01832485198975,85.03620624542236,-360.12935638427734,-534.6606572469076,1.192,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.00618577003479,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.496,1.36,9.856,10.24,0.0,0.0,112.0,16.666666666666664,16.666666666666664,521.3510036468506,751.8688201904297,0.0,0.0,-402.21896171569824,-576.7888069152832,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060218753236712,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.496,1.36,6.448,6.256,0.0,0.0,110.88,20.0,40.0,549.0260720252991,704.3725490570068,0.0,0.0,-360.8080863952637,-533.3405335744222,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062956668362759,0.008559226989746,0.0069141387939453,0.0069141387939453,0.0050067901611328,0.0071287155151367,0.0126361846923828,0.0126361846923828,0.0098228454589843,0.0147819519042968,0.496,1.36,5.6,6.544,3.744,4.232,117.752,25.0,20.0,534.0391000111898,719.4461822509766,85.0198745727539,85.03317832946777,-320.58396339416504,-480.74162006378174,40.944,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061068204369875,0.0083446502685546,0.009775161743164,0.009775161743164,0.0057220458984375,0.0057220458984375,0.0121593475341796,0.0121593475341796,0.0096321105957031,0.0126838684082031,0.496,1.424,6.096,5.76,3.744,4.232,117.752,40.0,25.0,533.3717664082845,717.9738521575928,85.0210189819336,85.03890037536621,-363.1670475006104,-533.9927673339844,9.528,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006299887971925,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.005960464477539,0.0061511993408203,0.0085830688476562,0.0085830688476562,0.0086784362792968,0.0121831893920898,0.496,1.424,9.856,10.24,7.488,8.464,120.024,16.666666666666664,16.666666666666664,521.9542026519775,746.8521118164062,85.01954078674316,85.03293991088867,-405.0196647644043,-575.9900569915771,7.384,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062152451159907,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0051856040954589,0.0058174133300781,0.0100135803222656,0.0100135803222656,0.0085830688476562,0.0133752822875976,0.496,1.424,6.448,6.256,8.264,7.736,124.512,20.0,40.0,543.2920455932617,715.1407241821289,85.01418431599934,85.0245475769043,-361.3895893096924,-526.6600449879965,13.536,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064314292569465,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0054836273193359,0.0070810317993164,0.0138282775878906,0.0138282775878906,0.0083446502685546,0.0121593475341796,0.496,1.424,5.6,6.544,8.264,7.736,123.64,25.0,20.0,534.0678691864014,731.6354751586914,85.0175142288208,85.03074645996094,-305.3035259246826,-476.745069026947,30.944,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061906210266717,0.0081062316894531,0.0116825103759765,0.0116825103759765,0.005960464477539,0.0067949295043945,0.0128746032714843,0.0128746032714843,0.0,0.0,0.496,1.424,6.096,5.76,0.0,0.0,120.992,40.0,25.0,533.2600275675455,728.275203704834,0.0,0.0,-351.34572982788086,-534.3153476715088,21.744,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061070919036865,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.496,1.424,9.856,10.24,0.0,0.0,112.0,16.666666666666664,16.666666666666664,521.5779781341553,762.029218673706,0.0,0.0,-396.03772163391113,-578.7963390350342,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059640053475257,0.0078678131103515,0.00762939453125,0.00762939453125,0.0053246815999348,0.0062942504882812,0.0121593475341796,0.0121593475341796,0.0092029571533203,0.0116348266601562,0.496,1.424,6.448,6.256,3.744,4.232,119.456,20.0,40.0,548.8622188568115,710.6646299362183,85.0186824798584,85.02840995788574,-352.8231620788574,-533.6465040842692,50.888,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061425731409734,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0050769132726332,0.0064849853515625,0.0152587890625,0.0152587890625,0.0093698501586914,0.0152111053466796,0.496,1.424,5.6,6.544,7.488,8.464,115.64,25.0,20.0,533.9098771413168,726.7866611480713,85.01920700073242,85.0344181060791,-310.63249111175537,-478.2644510269165,113.8,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059887914374323,0.0080823898315429,0.0095367431640625,0.0095367431640625,0.0058412551879882,0.006866455078125,0.0083446502685546,0.0083446502685546,0.0082254409790039,0.0115394592285156,0.496,1.424,6.096,5.76,11.48,11.44,116.48,40.0,25.0,533.8738759358724,725.6345272064209,85.01651883125305,85.03186702728271,-355.2405834197998,-533.972978591919,16.336,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061599334867874,0.0083446502685546,0.00762939453125,0.00762939453125,0.0057816505432128,0.0070571899414062,0.0069141387939453,0.0069141387939453,0.0138282775878906,0.0138282775878906,0.496,1.424,9.856,10.24,1.056,0.528,113.816,16.666666666666664,16.666666666666664,520.4469680786133,756.5165996551514,0.0,0.0,-399.005651473999,-577.7915954589844,32.688,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061788181267162,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0171661376953125,0.0171661376953125,0.0087261199951171,0.0133514404296875,0.496,1.392,6.448,6.256,8.264,7.736,113.816,20.0,40.0,549.9985218048096,707.4912548065186,85.0184679031372,85.0334882736206,-357.81941413879395,-534.3223412831625,1.192,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060855752170676,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0068187713623046,0.0109672546386718,0.0109672546386718,0.0,0.0,0.496,1.36,5.6,6.544,0.0,0.0,120.992,25.0,20.0,533.7727069854736,721.9573020935059,0.0,0.0,-316.35797023773193,-479.27016019821167,14.576,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0059215149076858,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0053776635064019,0.0063896179199218,0.0145435333251953,0.0145435333251953,0.0095963478088378,0.0126123428344726,0.496,1.424,6.096,5.76,2.688,3.704,119.584,40.0,25.0,533.6666107177734,721.1825370788574,85.01925468444824,85.03174781799316,-360.7139587402344,-534.2737833658854,40.632,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006113052368164,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0087469816207885,0.0131130218505859,0.496,1.424,9.856,10.24,11.832,11.84,112.0,16.666666666666664,16.666666666666664,520.9632396697998,750.7605075836182,85.01655260721843,85.02593040466309,-402.81691551208496,-576.7950057983398,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063115684547234,0.0085830688476562,0.0067710876464843,0.0061988830566406,0.0052452087402343,0.0062227249145507,0.0085830688476562,0.0089645385742187,0.0091314315795898,0.0140905380249023,1.344,2.208,6.448,6.256,7.488,8.464,114.264,20.0,40.0,549.5427846908569,703.593897819519,85.01818180084229,85.03875732421875,-362.4824047088623,-533.6681207021078,16.16,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063633918762207,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0067949295043945,0.0072717666625976,0.0119209289550781,0.0119209289550781,0.0085671742757161,0.0130176544189453,0.496,1.424,5.6,6.544,12.008,11.968,115.68,25.0,20.0,533.6548487345377,718.7878608703613,85.01845995585124,85.0332260131836,-321.971082687378,-480.4872870445252,4.448,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060873078595241,0.0085353851318359,0.0073909759521484,0.0073909759521484,0.0044239891899956,0.0058889389038085,0.0078678131103515,0.0078678131103515,0.0083843866984049,0.0110864639282226,0.496,1.424,6.096,5.76,4.336,4.824,120.712,40.0,25.0,533.6118539174398,717.938756942749,85.02787351608276,85.05189418792725,-364.0533924102783,-534.0203444163004,472.432,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061310973821901,0.0081062316894531,0.011444091796875,0.011444091796875,0.0054495675223214,0.0062465667724609,0.0128746032714843,0.0128746032714843,0.0083446502685546,0.0117301940917968,0.496,1.424,9.856,10.24,3.928,2.912,116.768,16.666666666666664,16.666666666666664,516.829776763916,758.1705093383789,85.00945568084717,85.00974178314209,-397.6412773132324,-571.7763423919678,19.96,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063490867614746,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0045469829014369,0.0054836273193359,0.0064373016357421,0.0064373016357421,0.0,0.0,0.496,1.424,6.448,6.256,0.0,0.0,112.0,20.0,40.0,549.7797727584839,713.5608911514282,0.0,0.0,-349.59263801574707,-533.7220827738444,86.944,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062581911608947,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0057617823282877,0.0069141387939453,0.005960464477539,0.005960464477539,0.008392333984375,0.0116348266601562,0.496,1.424,5.6,6.544,3.744,4.232,117.192,25.0,20.0,533.7305068969727,730.8591365814209,85.02960205078125,85.05077362060547,-306.2805414199829,-476.9553542137146,29.904,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062413734964805,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0052452087402343,0.0061988830566406,0.0107288360595703,0.0107288360595703,0.0085353851318359,0.0115871429443359,0.496,1.392,6.096,5.76,3.744,4.232,122.384,40.0,25.0,533.5871378580729,728.4961223602295,85.02120971679688,85.03928184509277,-351.9312858581543,-533.9867273966471,40.4,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062997068338726,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0052792685372488,0.0062942504882812,0.0088214874267578,0.0088214874267578,0.008702278137207,0.0118017196655273,0.496,1.424,9.856,10.24,4.336,4.824,117.192,16.666666666666664,16.666666666666664,521.3826179504395,761.3813400268555,85.01875400543213,85.03389358520508,-396.7989444732666,-578.7866115570068,24.328,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063234300755742,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0057220458984375,0.0065565109252929,0.0123977661132812,0.0123977661132812,0.0088725771222795,0.013136863708496,0.496,1.424,6.448,6.256,11.416,11.376,113.256,20.0,40.0,549.2643117904663,710.761308670044,85.01527706782024,85.03127098083496,-354.2661666870117,-533.6649417877197,27.504,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061799044632793,0.0083446502685546,0.00762939453125,0.00762939453125,0.0061988830566406,0.0061988830566406,0.0112056732177734,0.0112056732177734,0.0088214874267578,0.0139236450195312,0.496,1.392,5.6,6.544,8.264,7.736,113.256,25.0,20.0,533.9713096618652,726.0534286499023,85.01913547515869,85.03518104553223,-311.40968799591064,-478.4858226776123,1.192,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060731498756218,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0045299530029296,0.0045299530029296,0.0102519989013671,0.0102519989013671,0.0,0.0,0.496,1.36,6.096,5.76,0.0,0.0,113.256,40.0,25.0,533.4350268046061,724.6262550354004,0.0,0.0,-356.05530738830566,-533.7074597676595,1.192,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061237812042236,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0050067901611328,0.0050067901611328,0.00762939453125,0.00762939453125,0.0,0.0,0.496,1.36,9.856,10.24,0.0,0.0,116.632,16.666666666666664,16.666666666666664,520.3727722167969,755.7786464691162,0.0,0.0,-399.6158123016357,-577.7721881866455,8.072,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061018794190649,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0056425730387369,0.0068187713623046,0.0126361846923828,0.0126361846923828,0.008249282836914,0.0106334686279296,0.496,1.424,6.448,6.256,3.744,4.232,122.68,20.0,40.0,550.4686236381531,708.0429077148438,85.02006530761719,85.02993583679199,-357.5888156890869,-533.6645444234213,9.256,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061964988708496,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0089009602864583,0.0126361846923828,0.496,1.424,5.6,6.544,6.432,7.936,112.0,25.0,20.0,533.1306457519531,720.4715251922607,85.02117070284757,85.03985404968262,-317.32375621795654,-479.9963235855103,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062203407287597,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0086545944213867,0.0111341476440429,0.496,1.36,6.096,5.76,8.792,7.736,112.0,40.0,25.0,533.9629650115967,721.2908744812012,85.01938978830974,85.03179550170898,-360.6150627136231,-533.645232518514,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063827381798283,0.0088214874267578,0.0145435333251953,0.0145435333251953,0.0047683715820312,0.0047683715820312,0.0126361846923828,0.0126361846923828,0.0089804331461588,0.0126361846923828,0.496,1.36,9.856,10.24,5.328,4.76,113.256,16.666666666666664,16.666666666666664,520.7787036895752,750.7269859313965,85.0154161453247,85.02023220062256,-402.80280113220215,-576.6079425811768,1.192,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006233281757108,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0047683715820312,0.0047683715820312,0.011444091796875,0.011444091796875,0.0095605850219726,0.0123023986816406,0.496,1.36,6.448,6.256,8.264,7.736,113.256,20.0,40.0,549.6432185173035,703.6664009094238,85.01935005187988,85.03718376159668,-361.7560386657715,-533.9574019114176,1.192,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062546326746394,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0057220458984375,0.0057220458984375,0.0102519989013671,0.0102519989013671,0.0,0.0,0.496,1.36,5.6,6.544,0.0,0.0,113.256,25.0,20.0,533.5214138031006,718.4864521026611,0.0,0.0,-321.3582992553711,-480.4893136024475,1.192,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061434928816978,0.0084161758422851,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0,0.496,1.36,6.096,5.76,0.0,0.0,110.88,40.0,25.0,534.0093771616617,718.201208114624,85.03460884094238,85.03460884094238,-364.0220642089844,-534.0158144632975,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006108000726983,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0150203704833984,0.0150203704833984,0.0086307525634765,0.0123977661132812,0.496,1.36,13.792,19.872,3.744,4.232,113.12,20.0,10.0,217.60112047195437,346.3634729385376,85.01291275024414,85.01729965209961,-69.94786262512206,-301.5790250566271,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061666965484619,0.0086069107055664,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0089406967163085,0.0130176544189453,0.496,1.36,12.4,21.136,7.488,8.464,112.0,14.285714285714285,22.22222222222222,366.057276725769,681.8499565124512,85.0175142288208,85.03618240356445,-44.64235305786132,-275.5200522286551,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061428546905517,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0091234842936197,0.0132083892822265,0.496,1.36,6.096,5.76,12.536,11.968,112.0,40.0,25.0,533.3123207092285,727.9515266418457,85.03995835781097,85.0437879562378,-352.04644203186035,-534.0056419372559,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063027485762492,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0057220458984375,0.0064849853515625,0.0116825103759765,0.0116825103759765,0.0126361846923828,0.0126361846923828,0.496,1.424,9.856,9.856,0.592,0.592,118.448,16.666666666666664,16.666666666666664,369.4206714630127,522.1779823303223,85.01903216044109,85.03141403198242,-382.02600479125977,-524.2100715637207,13.04,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065484093230904,0.0085830688476562,0.009775161743164,0.009775161743164,0.0048050513634314,0.0065803527832031,0.0092983245849609,0.0092983245849609,0.0090863969590928,0.0127792358398437,0.496,1.392,27.088,19.296,7.672,7.144,143.784,45.45454545454545,16.666666666666664,348.10880819956463,682.2987794876099,85.01628467014858,85.02664566040039,-29.43952083587648,-191.6804075241089,124.024,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068394105825851,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.0057220458984375,0.0090599060058593,0.0090599060058593,0.0,0.0,0.496,1.424,6.448,6.256,0.0,0.0,113.256,20.0,40.0,549.2851138114929,709.5195055007935,0.0,0.0,-355.8912754058838,-533.3044528961182,1.192,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0071915069429001,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0041301908164188,0.0052452087402343,0.011444091796875,0.011444091796875,0.0084400177001953,0.0128746032714843,0.496,1.36,5.6,6.544,3.744,4.232,122.384,25.0,20.0,534.0131123860677,725.2701282501221,85.01625061035156,85.02640724182129,-313.3514165878296,-478.7718653678894,2569.696,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069057941436767,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0040034453074137,0.0049114227294921,0.00762939453125,0.00762939453125,0.0107288360595703,0.0107288360595703,0.496,1.424,6.096,5.76,0.592,0.592,115.768,40.0,25.0,533.730665842692,722.4735736846924,85.01911163330078,85.0308895111084,-358.40306282043457,-534.3015988667806,519.616,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069057941436767,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0040034453074137,0.0049114227294921,0.0126361846923828,0.0126361846923828,0.0094572703043619,0.0140666961669921,0.496,1.424,9.856,10.24,6.896,7.872,115.768,16.666666666666664,16.666666666666664,521.3549613952637,753.1518459320068,85.01822607857841,85.02655029296875,-401.3883590698242,-577.387809753418,519.616,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.007144295343078,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0038886644754065,0.0045299530029296,0.0102519989013671,0.0102519989013671,0.0087420145670572,0.0128746032714843,0.496,1.36,6.448,6.256,12.008,11.968,122.384,20.0,40.0,549.0579009056091,704.8137426376343,85.0164254506429,85.03236770629883,-359.8733425140381,-533.332109451294,7569.824,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067687034606933,0.0081300735473632,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0073379940456814,0.0094890594482421,0.496,1.424,5.6,6.544,7.208,7.208,112.0,25.0,20.0,534.2005093892416,720.2484607696533,85.01760959625244,85.03434658050537,-319.01135444641113,-480.25161027908325,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067931677907558,0.0087738037109375,0.0082254409790039,0.0067949295043945,0.004887580871582,0.0060081481933593,0.0084638595581054,0.0087499618530273,0.0159740447998046,0.0159740447998046,1.344,2.208,6.096,5.76,1.056,0.528,123.64,40.0,25.0,532.7795346577963,717.6605701446533,0.0,0.0,-361.79213523864746,-533.9486598968506,22.496,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0071761631729579,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0039475342542032,0.0047683715820312,0.0088214874267578,0.0088214874267578,0.0,0.0,0.496,1.424,9.856,10.24,0.0,0.0,118.448,16.666666666666664,16.666666666666664,520.7904815673828,749.2027759552002,0.0,0.0,-403.7818431854248,-576.207971572876,9999.72,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0080779047295598,0.010228157043457,0.0100135803222656,0.0100135803222656,0.0038900920436637,0.0045299530029296,0.009775161743164,0.009775161743164,0.0087261199951171,0.0124931335449218,0.496,1.424,6.448,6.256,3.744,4.232,118.448,20.0,40.0,550.0295758247375,703.0719757080078,85.02020835876465,85.0346565246582,-363.2538795471192,-533.6788495381674,27135.88,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0072000038564501,0.0090599060058593,0.00762939453125,0.00762939453125,0.0052054723103841,0.0060796737670898,0.0181198120117187,0.0181198120117187,0.0084877014160156,0.0118732452392578,0.496,1.424,5.6,6.544,3.744,4.232,117.192,25.0,20.0,526.7279942830404,711.2648963928223,85.02042293548584,85.03448963165283,-323.3107566833496,-481.5040826797485,41.376,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068726231209674,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.003976821899414,0.0047683715820312,0.0131130218505859,0.0131130218505859,0.0082121955023871,0.0110149383544921,0.496,1.424,6.096,5.76,6.432,7.936,114.44,40.0,25.0,533.7117513020834,732.1783065795898,85.01737117767334,85.03842353820801,-345.5944538116455,-520.3071435292562,819.144,1
