time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,F-node
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065381254129741,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0041007995605468,0.0050067901611328,0.0154972076416015,0.0154972076416015,0.0068187713623046,0.0097990036010742,0.496,1.424,9.856,10.24,8.264,7.736,114.264,16.666666666666664,16.666666666666664,520.3939437866211,749.5194911956787,0.011610984802246,0.0264644622802734,-402.4186611175537,-577.2082805633545,3565.328,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062307508865205,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.496,1.424,6.448,6.256,0.0,0.0,113.12,20.0,40.0,549.0428805351257,703.4449577331543,0.0,0.0,-361.0255718231201,-533.6503982543945,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061281961412286,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0058650970458984,0.0072956085205078,0.496,1.36,5.6,6.544,3.744,4.232,111.44,25.0,20.0,534.0768496195475,719.4782257080078,0.0107765197753906,0.0203609466552734,-321.3358402252197,-480.4785251617432,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062036277049809,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0061511993408203,0.0077724456787109,0.496,1.36,6.096,5.76,3.744,4.232,112.56,40.0,25.0,533.414363861084,717.7951335906982,0.0114917755126953,0.0217914581298828,-363.9735221862793,-534.3525409698486,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062783559163411,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0107288360595703,0.0107288360595703,0.0061988830566406,0.0085830688476562,0.496,1.36,9.856,10.24,12.008,11.968,113.256,16.666666666666664,16.666666666666664,521.8857765197754,746.5021133422852,0.0115076700846354,0.0279903411865234,-404.64415550231934,-575.7847785949707,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061162153081079,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0061988830566406,0.0061988830566406,0.0052452087402343,0.0052452087402343,0.0060558319091796,0.0074386596679687,0.496,1.36,6.448,6.256,3.744,4.232,112.136,20.0,40.0,543.306827545166,715.1561737060547,0.011444091796875,0.0222682952880859,-361.4121913909912,-526.6788005828857,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.0071525573730468,0.0071525573730468,0.0061459011501736,0.0080585479736328,0.496,1.36,5.6,6.544,8.792,7.208,113.256,25.0,20.0,534.0452194213867,731.5935134887695,0.010880556973544,0.028848648071289,-305.2469253540039,-476.75031423568726,1.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060224533081054,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,1.36,6.096,5.76,0.0,0.0,112.0,40.0,25.0,533.6442788441976,728.4216403961182,0.0,0.0,-351.35836601257324,-534.2700481414795,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063546813360535,0.0087976455688476,0.0064373016357421,0.0064373016357421,0.0040485745384579,0.0050067901611328,0.0104904174804687,0.0104904174804687,0.0070571899414062,0.0091075897216796,0.496,1.36,9.856,10.24,3.744,4.232,122.384,16.666666666666664,16.666666666666664,521.3729381561279,761.2801551818848,0.0120162963867187,0.02288818359375,-396.6431140899658,-579.017972946167,2260.496,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0071304600413252,0.009775161743164,0.009775161743164,0.009775161743164,0.0040072198385116,0.0047683715820312,0.0121593475341796,0.0121593475341796,0.0061988830566406,0.0081062316894531,0.496,1.424,6.448,6.256,3.744,4.232,137.96,20.0,40.0,548.8932132720947,710.8009815216064,0.0113487243652343,0.0215053558349609,-352.797269821167,-533.3367188771566,14117.608,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0075248661886882,0.0100135803222656,0.0119209289550781,0.0119209289550781,0.0039861707264566,0.0047683715820312,0.0107288360595703,0.0107288360595703,0.0065803527832031,0.0090599060058593,0.496,1.424,5.6,6.544,12.008,11.968,118.312,25.0,20.0,535.9675884246826,728.2489776611328,0.010999043782552,0.02899169921875,-310.9672784805298,-477.9810309410095,20609.616,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0075250122677627,0.0100135803222656,0.0107288360595703,0.0107288360595703,0.0039521520927404,0.0047683715820312,0.009775161743164,0.009775161743164,0.0069618225097656,0.0103473663330078,0.496,1.424,6.096,5.76,3.744,4.232,117.888,40.0,25.0,531.3080151875814,718.9687252044678,0.0113964080810546,0.0215053558349609,-355.3133010864258,-534.3099435170492,32739.152,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0076798969888922,0.0102519989013671,0.009775161743164,0.009775161743164,0.0039474801258997,0.0045299530029296,0.0121593475341796,0.0121593475341796,0.0063419342041015,0.0090360641479492,0.496,1.424,9.856,10.24,8.264,7.736,119.008,16.666666666666664,16.666666666666664,520.7157135009766,757.1981906890869,0.0118970870971679,0.0293731689453125,-398.9673614501953,-577.7827739715576,26256.68,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.007181167602539,0.0097990036010742,0.0092983245849609,0.0092983245849609,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.496,1.424,6.448,6.256,0.0,0.0,112.0,20.0,40.0,550.0972270965576,708.8277101516724,0.0,0.0,-356.8823337554932,-533.6887041727701,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063270779710319,0.0088691711425781,0.0123977661132812,0.0123977661132812,0.0047683715820312,0.0047683715820312,0.00762939453125,0.00762939453125,0.006723403930664,0.0092029571533203,0.496,1.424,5.6,6.544,3.744,4.232,112.136,25.0,20.0,533.6759090423584,721.4979648590088,0.012063980102539,0.0228404998779296,-315.6121492385864,-479.73865270614624,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063456925265307,0.0088214874267578,0.009775161743164,0.009775161743164,0.0048222080353767,0.0061988830566406,0.0052452087402343,0.0052452087402343,0.005960464477539,0.007486343383789,0.496,1.36,6.096,5.76,3.744,4.232,127.464,40.0,25.0,533.7284406026205,721.063756942749,0.0113964080810546,0.0215053558349609,-360.0171566009521,-533.9790980021158,178.728,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063841885859423,0.0090360641479492,0.0140666961669921,0.0140666961669921,0.0043501619432793,0.0054836273193359,0.011444091796875,0.011444091796875,0.0065326690673828,0.0088214874267578,0.496,1.424,9.856,10.24,12.008,11.968,113.12,16.666666666666664,16.666666666666664,521.0978031158447,750.9890556335449,0.0112374623616536,0.0289440155029296,-401.6711235046387,-576.6056060791016,1142.608,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063841885859423,0.0090360641479492,0.0085830688476562,0.0085830688476562,0.0043501619432793,0.0054836273193359,0.0107288360595703,0.0107288360595703,0.0067710876464843,0.0091552734375,0.496,1.392,6.448,6.256,3.744,4.232,113.12,20.0,40.0,549.0930080413818,704.388689994812,0.012063980102539,0.0230312347412109,-360.7515811920166,-533.653974533081,1142.608,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063841885859423,0.0090360641479492,0.0079870223999023,0.0075101852416992,0.0043501619432793,0.0054836273193359,0.0100135803222656,0.0111579895019531,0.0067949295043945,0.0091075897216796,1.344,2.208,5.6,6.544,8.264,7.736,113.12,25.0,20.0,533.9977741241455,719.2578315734863,0.0119447708129882,0.0275373458862304,-321.3418960571289,-480.7459712028504,1142.608,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060660329031113,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0109672546386718,0.0109672546386718,0.0,0.0,0.496,1.36,6.096,5.76,0.0,0.0,113.256,40.0,25.0,533.5061550140381,718.0636405944824,0.0,0.0,-364.0087127685547,-534.333864847819,1.192,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065571040063355,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0071525573730468,0.0071525573730468,0.0064611434936523,0.0088453292846679,0.496,1.36,9.856,10.24,14.52,15.544,113.256,16.666666666666664,16.666666666666664,521.8297958374023,746.472978591919,0.0110268592834472,0.0232696533203125,-404.65145111083984,-575.7688999176025,1.192,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063246162376593,0.0083446502685546,0.011444091796875,0.011444091796875,0.0088214874267578,0.0088214874267578,0.0102519989013671,0.0102519989013671,0.0059008598327636,0.0062942504882812,0.496,1.36,6.448,6.256,4.272,3.704,113.256,20.0,40.0,543.5652732849121,715.5137062072754,0.0114838282267252,0.0216960906982421,-361.45191192626953,-526.6678333282471,1.192,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062145368017331,0.0086545944213867,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0152587890625,0.0152587890625,0.0065803527832031,0.0092029571533203,0.496,1.36,5.6,6.544,12.008,11.968,110.88,25.0,20.0,533.3825747172037,730.7789325714111,0.0116666158040364,0.0302791595458984,-305.62360286712646,-477.0135283470154,0.0,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060069561004638,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0058650970458984,0.0074386596679687,0.496,1.36,6.096,5.76,3.744,4.232,112.0,40.0,25.0,534.4192186991373,731.1225891113281,0.0117778778076171,0.0230789184570312,-351.8243789672852,-533.9794953664144,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062274932861328,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0069618225097656,0.0100374221801757,0.496,1.36,9.856,10.24,8.264,7.736,112.0,16.666666666666664,16.666666666666664,521.290111541748,760.2358341217041,0.011444091796875,0.0279903411865234,-396.600866317749,-578.9868831634521,0.0,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060832500457763,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.496,1.36,6.448,6.256,0.0,0.0,112.0,20.0,40.0,549.0753650665283,710.7012271881104,0.0,0.0,-352.9548645019531,-533.6575508117676,0.0,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062427710537886,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0064373016357421,0.0064373016357421,0.0085830688476562,0.0085830688476562,0.0057697296142578,0.0071048736572265,0.496,1.36,5.6,6.544,3.744,4.232,113.256,25.0,20.0,533.3197116851807,725.3138542175293,0.0114917755126953,0.0226974487304687,-310.3480577468872,-478.2748222351074,1.192,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068553979846014,0.0095367431640625,0.0088214874267578,0.0088214874267578,0.0039579164120847,0.0045299530029296,0.0090599060058593,0.0090599060058593,0.006103515625,0.0077247619628906,0.496,1.36,6.096,5.76,3.744,4.232,144.408,40.0,25.0,533.5608323415121,725.5483627319336,0.011301040649414,0.0219345092773437,-355.4115295410156,-533.6260000864664,17459.336,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0071725234609519,0.0095367431640625,0.0102519989013671,0.0102519989013671,0.0039688131427238,0.0045299530029296,0.00762939453125,0.00762939453125,0.0064055124918619,0.0090599060058593,0.496,1.424,9.856,10.24,12.008,11.968,119.008,16.666666666666664,16.666666666666664,520.6395626068115,756.9849967956543,0.0112056732177734,0.0284194946289062,-399.01161193847656,-577.8200626373291,25625.072,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0074287452320061,0.009775161743164,0.0095367431640625,0.0095367431640625,0.0039937246181166,0.0047683715820312,0.00762939453125,0.00762939453125,0.0075340270996093,0.0092983245849609,0.496,1.424,6.448,6.256,3.744,4.232,117.752,20.0,40.0,549.8247146606445,708.656120300293,0.011301040649414,0.0213623046875,-356.72688484191895,-533.6309274037679,18820.488,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006666230918163,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.004408310870735,0.0052452087402343,0.0095367431640625,0.0095367431640625,0.0065565109252929,0.009322166442871,0.496,1.424,5.6,6.544,8.264,7.736,117.192,25.0,20.0,533.7881247202555,722.2166061401367,0.0110387802124023,0.0280380249023437,-315.35890102386475,-479.2450666427612,490.088,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063060510038125,0.0088930130004882,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.496,1.424,6.096,5.76,0.0,0.0,110.88,40.0,25.0,534.4986915588379,721.8003273010254,0.0,0.0,-359.99741554260254,-534.3162218729655,0.0,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061261653900146,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0061988830566406,0.0081539154052734,0.496,1.36,9.856,10.24,3.744,4.232,112.0,16.666666666666664,16.666666666666664,520.7880973815918,750.3187656402588,0.0122547149658203,0.0231266021728515,-402.2087574005127,-576.9874095916748,0.0,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061032795670008,0.008559226989746,0.00762939453125,0.00762939453125,0.0045299530029296,0.0045299530029296,0.0102519989013671,0.0102519989013671,0.0,0.0,0.496,1.36,6.448,6.256,0.0,0.0,113.816,20.0,40.0,549.1234064102173,704.4612646102905,85.0369930267334,85.0369930267334,-360.7843399047852,-533.3357652028402,1.192,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063633096629175,0.0085353851318359,0.0083446502685546,0.0083446502685546,0.0040158992860375,0.0047683715820312,0.0112056732177734,0.0112056732177734,0.0088214874267578,0.012969970703125,0.496,1.424,5.6,6.544,7.488,8.464,128.272,25.0,20.0,533.83469581604,719.0495014190674,85.01648902893066,85.02359390258789,-321.0055351257324,-480.4933667182922,2124.648,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063215985017664,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0044196844100952,0.0057458877563476,0.0119209289550781,0.0119209289550781,0.0085035959879557,0.0125408172607421,0.496,1.392,6.096,5.76,12.008,11.968,121.848,40.0,25.0,533.4195295969645,717.9443359375,85.01683870951335,85.02907752990723,-363.3956909179688,-534.2984994252523,718.016,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063305470480847,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0040018669912748,0.0048637390136718,0.0102519989013671,0.0102519989013671,0.0093380610148111,0.0149011611938476,0.496,1.424,9.856,10.24,4.336,4.824,117.192,16.666666666666664,16.666666666666664,521.9571113586426,747.307300567627,85.01875400543213,85.03081798553467,-405.0067901611328,-575.7984638214111,1146.056,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067551930745442,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0046888987223307,0.005340576171875,0.0073909759521484,0.0073909759521484,0.0091791152954101,0.0131130218505859,0.496,1.424,6.448,6.256,3.928,2.912,115.032,20.0,40.0,543.2853698730469,715.159797668457,85.01505851745605,85.01849174499512,-361.4302635192871,-527.0076592763265,16.568,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061526227353224,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0102519989013671,0.0102519989013671,0.0,0.0,0.496,1.424,5.6,6.544,0.0,0.0,115.24,25.0,20.0,534.0484778086344,731.8994998931885,0.0,0.0,-305.30450344085693,-476.7470955848694,2.952,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067955285460505,0.0090599060058593,0.00762939453125,0.00762939453125,0.0040554590248651,0.0050067901611328,0.011444091796875,0.011444091796875,0.0097274780273437,0.0133514404296875,0.496,1.424,6.096,5.76,3.744,4.232,116.072,40.0,25.0,534.0266227722168,728.7732601165771,85.01935005187988,85.02788543701172,-352.1221160888672,-534.6115430196127,4152.552,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064266790257822,0.0090599060058593,0.0112056732177734,0.0112056732177734,0.0060796737670898,0.0065565109252929,0.0143051147460937,0.0143051147460937,0.0096321105957031,0.0142574310302734,0.496,1.424,9.856,10.24,3.744,4.232,116.064,16.666666666666664,16.666666666666664,521.3423728942871,760.3880882263184,85.02082824707031,85.0311279296875,-396.6169834136963,-578.8042545318604,3.712,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061834629495345,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.013589859008789,0.013589859008789,0.0092983245849609,0.0118732452392578,0.496,1.424,6.448,6.256,6.432,5.352,113.256,20.0,40.0,548.6181974411011,710.0762128829956,85.02161502838135,85.04002094268799,-352.99839973449707,-533.6666901906332,1.192,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060955291898379,0.0081062316894531,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0152587890625,0.0152587890625,0.0091149256779597,0.0139236450195312,0.496,1.36,5.6,6.544,9.32,10.848,114.376,25.0,20.0,533.8442325592041,726.7395496368408,85.01962820688884,85.04040241241455,-310.6367588043213,-477.9927730560303,1.192,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062289864125877,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0082015991210937,0.0116825103759765,0.496,1.36,6.096,5.76,8.264,7.736,110.88,40.0,25.0,533.4473450978597,725.5955696105957,85.02013683319092,85.03923416137695,-355.1977634429932,-533.9755217234293,0.0,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063861288675447,0.0088214874267578,0.00762939453125,0.00762939453125,0.0050067901611328,0.0053882598876953,0.0078678131103515,0.0078678131103515,0.0,0.0,0.496,1.424,9.856,10.24,0.0,0.0,127.664,16.666666666666664,16.666666666666664,520.7433223724365,756.8947315216064,0.0,0.0,-399.0643501281738,-578.0088424682617,16.68,1
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0166893005371093,0.0166893005371093,0.0,0.0,0.496,1.424,6.448,6.256,0.0,0.0,112.56,20.0,40.0,549.9637126922607,708.9760303497314,0.0,0.0,-357.37085342407227,-533.3266258239746,0.0,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060272216796875,0.0081300735473632,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0088691711425781,0.0131607055664062,0.496,1.36,5.6,6.544,3.744,4.232,112.0,25.0,20.0,534.1355005900065,722.0925331115723,85.02216339111328,85.03565788269043,-315.2823209762573,-479.21836376190186,0.0,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063388501826803,0.0085830688476562,0.00762939453125,0.00762939453125,0.0047683715820312,0.0047683715820312,0.0107288360595703,0.0107288360595703,0.0086095598008897,0.0124931335449218,0.496,1.36,6.096,5.76,6.432,7.936,113.256,40.0,25.0,533.3687464396158,720.1910495758057,85.01729965209961,85.03551483154297,-360.19067764282227,-534.6693992614746,1.192,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063438511374008,0.008392333984375,0.0069141387939453,0.0069141387939453,0.0047683715820312,0.0047683715820312,0.0100135803222656,0.0100135803222656,0.0090815804221413,0.0126361846923828,0.496,1.36,9.856,10.24,9.32,8.264,112.136,16.666666666666664,16.666666666666664,521.1441516876221,751.4368057250977,85.01861312172629,85.03532409667969,-402.0230293273926,-576.5909671783447,1.192,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061063624140041,0.0081062316894531,0.0076532363891601,0.0067949295043945,0.0047683715820312,0.0047683715820312,0.009775161743164,0.0099658966064453,0.0088214874267578,0.0119686126708984,1.344,2.208,6.448,6.256,3.744,4.232,113.256,20.0,40.0,549.1094589233398,703.3117771148682,85.01553535461426,85.02027988433838,-361.0082149505615,-534.012238184611,1.192,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061285495758056,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0085115432739257,0.013136863708496,0.496,1.36,5.6,6.544,8.264,7.736,112.0,25.0,20.0,534.2942078908285,719.4453239440918,85.01780033111572,85.0301742553711,-321.36616706848145,-480.5086851119995,0.0,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060965375202458,0.0078678131103515,0.011444091796875,0.011444091796875,0.0052928924560546,0.0071048736572265,0.0209808349609375,0.0209808349609375,0.0,0.0,0.496,1.36,6.096,5.76,0.0,0.0,126.552,40.0,25.0,533.0134232838949,715.3910636901855,0.0,0.0,-363.7776374816895,-533.9634418487549,34.552,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060732141504146,0.0082969665527343,0.0071525573730468,0.0071525573730468,0.0051657358805338,0.0056743621826171,0.0100135803222656,0.0100135803222656,0.0,0.0,0.496,1.424,9.856,10.24,0.0,0.0,122.376,16.666666666666664,16.666666666666664,521.93603515625,746.9069957733154,85.04509925842285,85.04509925842285,-404.6368598937988,-575.9884834289551,14.52,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065376262853641,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0040737482217641,0.0048398971557617,0.0133514404296875,0.0133514404296875,0.0083446502685546,0.0115871429443359,0.496,1.36,6.448,6.256,3.744,4.232,122.0,20.0,40.0,543.3008670806885,714.9434089660645,85.01625061035156,85.02383232116699,-360.8307361602783,-526.6700585683187,2041.28,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062534465125544,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0046491622924804,0.0050067901611328,0.0126361846923828,0.0126361846923828,0.0090599060058593,0.0128984451293945,0.496,1.424,5.6,6.544,7.488,8.464,113.256,25.0,20.0,535.0935459136963,732.2458267211914,85.0210428237915,85.03696918487549,-305.35500049591064,-476.7375588417053,8.832,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006089756144813,0.0081062316894531,0.00762939453125,0.00762939453125,0.0045299530029296,0.0045299530029296,0.0119209289550781,0.0119209289550781,0.008551279703776,0.0131130218505859,0.496,1.392,6.096,5.76,12.008,11.968,113.256,40.0,25.0,532.2535037994385,725.808572769165,85.01919110616048,85.03236770629883,-351.3922691345215,-534.3312422434489,1.192,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062192504729457,0.0086307525634765,0.0073909759521484,0.0073909759521484,0.0050067901611328,0.0050067901611328,0.009775161743164,0.009775161743164,0.009775161743164,0.009775161743164,0.496,1.36,9.856,10.24,0.592,0.592,112.136,16.666666666666664,16.666666666666664,521.7710971832275,761.8684768676758,85.02237002054851,85.03265380859375,-396.5863704681397,-578.9772987365723,1.192,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060570240020751,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0086625417073567,0.0129222869873046,0.496,1.36,6.448,6.256,7.672,7.144,112.0,20.0,40.0,549.0860939025879,711.4037275314331,85.02943175179618,85.06965637207031,-352.83961296081543,-533.3548386891683,0.0,1
